Gene = Palb2
index = 791
Annotated 5SS: [  227  3273  4024  5898  8690  9310 11893 15677 18638 19697 21002 22265]
Annotated 3SS: [ 3212  3929  4502  8018  9237 11730 15590 18475 19579 20913 22115 25217]
SMsplice 5SS: [  227  3273  7648  7868  8553  9310 11893 19697 21002 22265]
SMsplice 3SS: [ 3212  7584  7738  8372  9237 11730 19579 20913 22115 25217]
top_k =  1000
Partition function (log Z): 1.8821974165162718

Sorted 5' Splice Sites (High to Low Probability):
Position 19697: 0.9908180388501932
Position 227: 0.9820425948987853
Position 21002: 0.9591530116686122
Position 3273: 0.9382249330404804
Position 11893: 0.9149862493755775
Position 8553: 0.8557689773924039
Position 9310: 0.8405443252250497
Position 22265: 0.7957418731164002
Position 7648: 0.619446235220757
Position 7868: 0.5974409447352956
Position 4809: 0.46257131806311674
Position 3442: 0.3611672488362776
Position 10627: 0.35181752568603647
Position 7987: 0.3303137650725247
Position 15677: 0.26541662778793573
Position 8118: 0.25990971200287166
Position 7681: 0.2529099001227773
Position 4240: 0.2239576105215327
Position 437: 0.22307212330725645
Position 4024: 0.19186936603993526
Position 23562: 0.16170036248624658
Position 11272: 0.15529468753393236
Position 4862: 0.12226669644528754
Position 23478: 0.11301622840972018
Position 23664: 0.07826427022231393
Position 6076: 0.07331158787697975
Position 10139: 0.0414421647292915
Position 22705: 0.03920678039559127
Position 24520: 0.039100331353663594
Position 6483: 0.0389089103774448
Position 10104: 0.03863200608415693
Position 8406: 0.03610960259419418
Position 7893: 0.02897102332649234
Position 8690: 0.028454257509733717
Position 4416: 0.027228774827633462
Position 4653: 0.025861890059481776
Position 10202: 0.02455359378938727
Position 5898: 0.02326448666783582
Position 3425: 0.023110002723196223
Position 7825: 0.02213558279466194
Position 3063: 0.019512172567113177
Position 945: 0.018567291256533475
Position 21284: 0.017926388898029815
Position 9585: 0.017285201608550037
Position 5696: 0.015657446379385674
Position 9889: 0.014117056677166513
Position 23550: 0.013032328255193987
Position 2798: 0.012973174654111477
Position 3542: 0.01287034730306475
Position 2599: 0.012176442184768543
Position 6041: 0.011419808865099464
Position 25364: 0.00984488225065361
Position 21523: 0.009685009801272135
Position 9717: 0.007782593042544522
Position 1362: 0.007735996358893882
Position 9161: 0.007308127541266362
Position 25100: 0.007159140213269797
Position 8224: 0.006724401378385934
Position 247: 0.006690831452145031
Position 24073: 0.006291432861427458
Position 699: 0.006199883739518874
Position 605: 0.005927818081720977
Position 22293: 0.005920850716562526
Position 22221: 0.005729113625249799
Position 2056: 0.005629304129262536
Position 22194: 0.005482296258111592
Position 878: 0.0054476139353566684
Position 419: 0.005428530078327681
Position 21961: 0.005416203134908311
Position 5481: 0.005315434706361195
Position 58: 0.0049706543063985685
Position 19716: 0.004422931285610065
Position 23890: 0.004410765626117261
Position 10097: 0.0043763259264126214
Position 10062: 0.0042018161028577975
Position 7908: 0.0036417361061288085
Position 1190: 0.0035237415178244495
Position 24500: 0.003520234569497371
Position 8095: 0.003176979787807866
Position 23884: 0.002948845467169035
Position 22298: 0.0027684367392227563
Position 24679: 0.002578152948984688
Position 235: 0.0025466771368698785
Position 4614: 0.002268643786480799
Position 3862: 0.002113805533985808
Position 3739: 0.0020346091748259685
Position 3025: 0.0019343992862249258
Position 3632: 0.0019290167597673543
Position 8229: 0.001824533722007135
Position 3469: 0.0016243527349631538
Position 356: 0.0014553263763009327
Position 3302: 0.0014434119481738909
Position 3516: 0.0014346036387530923
Position 3877: 0.001408969472908954
Position 421: 0.0013551808992282228
Position 1613: 0.001200975203225251
Position 4428: 0.0011265343617951756
Position 4389: 0.0010263848354990668
Position 3689: 0.0009476751936498586
Position 3982: 0.0009031401939061585
Position 7879: 0.0008668113127651831
Position 7967: 0.0008452804387480443
Position 533: 0.0008079504896930641
Position 2140: 0.0007977668862741875
Position 23545: 0.0006990995546293166
Position 8493: 0.0006729295894821031
Position 3325: 0.0005421159923256143
Position 9067: 0.0005345439062544559
Position 24716: 0.0005336493623014591
Position 8580: 0.0005312337560679135
Position 2515: 0.0005106521881692775
Position 288: 0.0005093256143150456
Position 4432: 0.00046937685799172105
Position 2418: 0.0004497911408291229
Position 9849: 0.0004429971550211425
Position 3620: 0.0004306376951719882
Position 3152: 0.0004125303200521905
Position 8817: 0.0003906532629293756
Position 9291: 0.000390451741586002
Position 1932: 0.0003858457826890816
Position 1736: 0.0003805265715523747
Position 9087: 0.0003518596950164059
Position 3565: 0.00034014969568893375
Position 3836: 0.00033115715188631706
Position 7942: 0.0003070043381703333
Position 67: 0.0003001397898569356
Position 993: 0.000295672796557811
Position 2661: 0.00029498243138769776
Position 2954: 0.00026549654741810655
Position 3287: 0.0002516935858864045
Position 4053: 0.00023101013875350405
Position 3277: 0.0002157743881044913
Position 52: 0.0002066238437456883
Position 541: 0.00018562271120109132
Position 8612: 0.00017770778547228987
Position 565: 0.00016299750551959725
Position 9177: 0.0001353054407741077
Position 31: 0.0001239308072812056
Position 2524: 0.00012083443200142323
Position 398: 0.00011196464595025426
Position 1752: 0.00010814506221236178
Position 706: 9.372864373112421e-05
Position 9321: 9.143882363692041e-05
Position 1899: 8.7491791736155e-05
Position 33: 8.440996650906204e-05
Position 966: 8.337106073959761e-05
