Gene = Apoc4
index = 132
Annotated 5SS: [ 175 2870]
Annotated 3SS: [2736 3166]
SMsplice 5SS: [175]
SMsplice 3SS: [2736]
top_k =  1000
Partition function (log Z): -9.450419085068695

Sorted 5' Splice Sites (High to Low Probability):
Position 175: 0.9048721674501418
Position 2870: 0.19033752813378993
Position 2799: 0.10791707966101916
Position 621: 0.0531676664910023
Position 113: 0.02492552700495332
Position 1199: 0.01810001808964242
Position 2083: 0.01640513517038038
Position 2625: 0.014245572902434306
Position 255: 0.010946496742720906
Position 200: 0.009231076141333618
Position 162: 0.009050311020217514
Position 171: 0.008097577784615442
Position 2615: 0.007183951438942498
Position 243: 0.004827315452363781
Position 2661: 0.0046493287879205225
Position 2649: 0.002309326714951199
Position 2835: 0.0022121853296730343
Position 138: 0.002195417427491781
Position 592: 0.002160168410908814
Position 2057: 0.0016228774269057991
Position 2644: 0.001619064106947194
Position 41: 0.0011850050383175337
Position 669: 0.0010987899686379361
Position 2040: 0.0009899960974481552
Position 2223: 0.0008704319953417118
Position 2127: 0.0007076757240268725
Position 2010: 0.000686125838526457
Position 2210: 0.0004841792771108094
Position 239: 0.00042385791391548743
Position 3136: 0.00041526771966618416
Position 3099: 0.00036949719106476757
Position 2135: 0.00035868981457685246
Position 1670: 0.0002812337413657455
Position 1429: 0.00023102243415307888
Position 1162: 0.00021781973395587972
Position 582: 0.00014641275094896114
Position 485: 0.0001390656914234205
Position 1273: 0.00010896847275389065
Position 1460: 0.00010446203282348342
Position 896: 9.98880134910315e-05
Position 448: 7.511319684724217e-05
Position 150: 5.813016551172588e-05
Position 2460: 4.6384104972816784e-05
Position 1238: 3.745399778451461e-05
Position 247: 3.7030884866476664e-05
Position 2517: 3.5758291261414156e-05
Position 2500: 3.354383708421846e-05
Position 89: 3.093723751282046e-05
Position 1550: 2.9365924385646686e-05
Position 1635: 2.0909204628892853e-05
Position 366: 1.793860700569969e-05
Position 1982: 1.6768362226878767e-05
Position 2106: 1.3963439527427527e-05
Position 550: 6.253606647570011e-06
Position 1122: 4.080724885728777e-06
Position 266: 2.322481101816613e-06
Position 54: 2.083399328544186e-06
Position 463: 2.049014669645339e-06
Position 445: 1.9859729013519087e-06
Position 384: 1.543889681234114e-06
Position 884: 1.435384361702593e-06
Position 281: 1.3923698486271166e-06
Position 392: 1.3858925152711494e-06
Position 205: 1.2425142360646364e-06
Position 343: 1.2012223972240301e-06
Position 399: 1.0934060564570542e-06
Position 326: 1.0368242571594099e-06
Position 101: 9.168722340855408e-07
Position 942: 8.917792610628304e-07
Position 460: 8.542310324944214e-07
Position 763: 6.421552856188047e-07
Position 155: 6.074292798889212e-07
Position 640: 5.538362259482535e-07
Position 900: 4.634805929352668e-07
Position 1604: 4.4342068961785563e-07
Position 370: 4.311320003264058e-07
Position 1539: 4.118144386682408e-07
Position 846: 3.9557675966567747e-07
Position 182: 3.225157378712826e-07
Position 922: 2.681859592922352e-07
Position 832: 2.6493214253208875e-07
Position 302: 2.1991852226928846e-07
Position 809: 2.1665308648554464e-07
Position 49: 1.6988048754216663e-07
Position 214: 1.3315997984177161e-07
Position 625: 1.2568566148791053e-07
Position 881: 9.674583814348575e-08
Position 20: 9.405777407538098e-08
Position 586: 9.072369565667414e-08
Position 382: 5.896511200764966e-08
Position 227: 4.791722428520072e-08
Position 1071: 4.6618332755370656e-08
Position 29: 4.307238394784923e-08
Position 871: 3.864923181097614e-08
Position 364: 3.666157050072741e-08
Position 813: 3.365043673234952e-08
Position 1218: 1.752195652487733e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2736: 0.5234404495139802
Position 3166: 0.16527501990751226
Position 1014: 0.10859756788206533
Position 2590: 0.10319132296965557
Position 3242: 0.08123937308408981
Position 1892: 0.07171382265423289
Position 1925: 0.04580974320389478
Position 3197: 0.04191363045084352
Position 540: 0.02876972923587312
Position 1813: 0.02692717567326091
Position 689: 0.020682776547110877
Position 2751: 0.018804587898563953
Position 3059: 0.017488255655475037
Position 3149: 0.013884327129870843
Position 3023: 0.01326529627131558
Position 3210: 0.012807997226965667
Position 522: 0.011598861894322006
Position 3129: 0.00854353169879696
Position 2689: 0.007865279598015362
Position 1141: 0.005324416438928107
Position 836: 0.004730940284032953
Position 1575: 0.004167085370721584
Position 2007: 0.004120324980380546
Position 1449: 0.003634064766058651
Position 1284: 0.003297266563838968
Position 1596: 0.00316891106642341
Position 1358: 0.003005920813824991
