Gene = Gon4l
index = 516
Annotated 5SS: [   66  2290 11349 19565 20470 20635 21996 23276 23829 28382 33621 34613
 40700 44944 51874 52415 54609 55727 57438 59328 61341 63130 63844 64897
 66491 67670 67871 70332 72352 73377 73559]
Annotated 3SS: [ 1758 11156 19373 20394 20583 21896 23155 23657 28188 33518 34571 40675
 44839 51674 52327 54439 55581 57286 59210 59588 62873 63658 64698 66346
 67525 67750 70220 72140 72757 73455 74006]
SMsplice 5SS: [  302  2290  5281 11349 12301 19565 20470 21996 23276 23829 28382 33621
 34613 34968 37324 44944 45204 52052 52415 54609 55727 59328 61341 67670
 67871 70332 71349 71980 72352 73377 73559]
SMsplice 3SS: [ 2204  5147 11156 12194 19370 20394 21896 23155 23686 28188 33518 34571
 34873 37290 44839 45110 51674 52327 54439 55581 59210 61206 67506 67750
 70220 71214 71911 72140 73241 73455 74006]
top_k =  1000
Partition function (log Z): 33.62806835038541

Sorted 5' Splice Sites (High to Low Probability):
Position 23829: 0.9960234016415871
Position 59328: 0.9959502405520038
Position 67871: 0.9958165202258064
Position 61341: 0.99133722729851
Position 2290: 0.9882102328990453
Position 44944: 0.9808386029310814
Position 11349: 0.9511384583229551
Position 21996: 0.942304617344697
Position 54609: 0.9391389801389455
Position 23276: 0.9281817405008992
Position 70332: 0.8920091480022136
Position 67670: 0.8569840260501637
Position 12301: 0.8496643668729092
Position 73559: 0.8295546450133634
Position 72352: 0.8204250413943028
Position 28382: 0.8067172452526303
Position 20470: 0.7661492380755435
Position 55727: 0.7538187037162403
Position 19565: 0.7354837035769601
Position 37324: 0.7274835763708972
Position 33621: 0.6797307776013871
Position 52052: 0.6575453570464165
Position 71980: 0.6319177812676258
Position 71349: 0.5963969292790845
Position 34613: 0.590198704601569
Position 34968: 0.5876486581866247
Position 52415: 0.5752696847789562
Position 45204: 0.5521849182662296
Position 39298: 0.5484435229679663
Position 5281: 0.5466894380471689
Position 14777: 0.5194709897543061
Position 73377: 0.5025815118250767
Position 64897: 0.469946092675432
Position 10470: 0.41994758419934697
Position 51781: 0.3869706457826415
Position 21239: 0.3764393104712463
Position 302: 0.3720355729534624
Position 53275: 0.3130748220707027
Position 8562: 0.2961902095667298
Position 63844: 0.2935665111999025
Position 68783: 0.28372779855366753
Position 512: 0.28231951972706765
Position 33608: 0.27954065990604016
Position 47434: 0.27676730700404933
Position 57438: 0.27664633389902743
Position 1548: 0.27417844101227185
Position 70647: 0.2570055421885701
Position 3433: 0.24995745973142297
Position 36300: 0.22836481024772715
Position 5230: 0.20480460930117042
Position 34639: 0.20242686871471402
Position 20635: 0.20068279807864606
Position 31917: 0.19914133434629439
Position 8063: 0.16345341697020355
Position 66491: 0.15996362570040473
Position 52451: 0.15799613027922335
Position 790: 0.1560805793458238
Position 835: 0.15525519397253554
Position 2617: 0.1540128936021941
Position 52420: 0.14899846556667296
Position 40209: 0.13533121661088487
Position 73339: 0.13133252187895153
Position 12550: 0.12996015334804012
Position 22430: 0.12643192788298044
Position 321: 0.11802862100352118
Position 60946: 0.11358272926396809
Position 35795: 0.11287207786735737
Position 1933: 0.09803503032484999
Position 8047: 0.09595672963410688
Position 37476: 0.09520933461517705
Position 70499: 0.0950116901526433
Position 38679: 0.09422086875214908
Position 72527: 0.09243512242931307
Position 45367: 0.09214566538448501
Position 57446: 0.09117711142492722
Position 63130: 0.08887801076871275
Position 62668: 0.08766034935028356
Position 57442: 0.08683117983479535
Position 39070: 0.08261805409196117
Position 35179: 0.08043837231656467
Position 922: 0.08007718208392027
Position 27209: 0.07797539343947396
Position 64699: 0.07793494007112549
Position 50986: 0.07513512300976712
Position 23988: 0.07352551387859378
Position 19797: 0.07352506976484263
Position 53238: 0.06152801707100346
Position 20512: 0.059063500539794964
Position 59: 0.058680128914046
Position 34635: 0.05810864380001895
Position 73595: 0.05684139288639298
Position 47457: 0.054112215384637764
Position 1524: 0.05291091154167901
Position 3451: 0.052349166480418416
Position 1852: 0.05228540686210422
Position 203: 0.05024066148411377
Position 73564: 0.04929031726595015
Position 59729: 0.04574968510625822
Position 66446: 0.044385788258173776
Position 2822: 0.04424637320420574
Position 33922: 0.04190937735916714
Position 21353: 0.04047760186799082
Position 53133: 0.037744082527372075
