Gene = Tdo2
index = 1066
Annotated 5SS: [  544   879  1882  4566  6713  8118  9218 12281 13478 14770 15733]
Annotated 3SS: [  772  1790  4494  6584  7930  9109 12168 13419 14689 15641 17257]
SMsplice 5SS: [  544   879  1882  4566  6713  8118  9218 12281 13478 14770 15733]
SMsplice 3SS: [  772  1790  4494  6584  7930  9109 12168 13419 14689 15641 16840]
top_k =  1000
Partition function (log Z): 6.53859663269799

Sorted 5' Splice Sites (High to Low Probability):
Position 8118: 0.9913863372542596
Position 6713: 0.9855050169855675
Position 12281: 0.9454090700023376
Position 14770: 0.9013217864178731
Position 879: 0.8987367101212937
Position 4566: 0.811410122428821
Position 1882: 0.7675961749320531
Position 13478: 0.7164649561421426
Position 9218: 0.6958695867773111
Position 15733: 0.6874809126388159
Position 544: 0.5130916720302536
Position 1256: 0.3930685993093065
Position 4817: 0.3370587151624357
Position 381: 0.27768122607876145
Position 12612: 0.19098007877704004
Position 8932: 0.1227352195988878
Position 1895: 0.11556199097937751
Position 7436: 0.071561749755419
Position 1909: 0.047560776486364274
Position 9887: 0.042139543713421844
Position 11750: 0.03820192720488719
Position 10938: 0.03445701527567019
Position 11552: 0.032191238747284974
Position 14145: 0.031214332977929134
Position 12526: 0.03063621653108213
Position 14017: 0.028162796067383682
Position 1319: 0.026439740301685194
Position 11832: 0.02481215267413696
Position 10722: 0.02310122787469048
Position 15755: 0.022609228079999977
Position 1354: 0.020650046891916452
Position 8906: 0.02036899412696153
Position 10269: 0.019060913698410613
Position 1481: 0.017569436261311952
Position 7473: 0.016213328311115282
Position 10542: 0.014523300027762451
Position 14057: 0.01287018877235881
Position 7477: 0.01237751354900173
Position 16678: 0.012368791942036049
Position 1192: 0.011045840715684683
Position 354: 0.00868764092945065
Position 17571: 0.0086556313584346
Position 11452: 0.006471167552629681
Position 1110: 0.005752323974400608
Position 2762: 0.005546088188650049
Position 15955: 0.005367355825272191
Position 1958: 0.005101685964854768
Position 12229: 0.005055612536489631
Position 15134: 0.004963335731473354
Position 4286: 0.004929880566560828
Position 14571: 0.004928706506167897
Position 6657: 0.004796903341669979
Position 1691: 0.004666812380069048
Position 17264: 0.004588601115345885
Position 13952: 0.004508578293535778
Position 16963: 0.004459053833222377
Position 7806: 0.00408240808243725
Position 13420: 0.00393444088736161
Position 6180: 0.003837871249012734
Position 883: 0.00361459203961271
Position 9685: 0.0033173078769008738
Position 6946: 0.003258089187094229
Position 8776: 0.003236603590619146
Position 16040: 0.002762781705448962
Position 7285: 0.002579651720995867
Position 8701: 0.0025253266039383434
Position 7586: 0.0024329452886336133
Position 13852: 0.0021324796839592994
Position 266: 0.0021215424957366008
Position 4297: 0.002103320977985073
Position 454: 0.00208019919181447
Position 2881: 0.002055451106648957
Position 15863: 0.0018299688817466993
Position 5999: 0.001719584070477241
Position 1328: 0.001655123205643799
Position 442: 0.001641976356429369
Position 1105: 0.0016108415953497075
Position 1178: 0.0015733457410696899
Position 12407: 0.0014419026381353658
Position 9081: 0.0013841372072075464
Position 180: 0.0013354396509901575
Position 513: 0.0012440187861150062
Position 539: 0.0012281260748637462
Position 12275: 0.001182040854661007
Position 390: 0.0011531232636281248
Position 6779: 0.0011116027335153333
Position 109: 0.0010880202595313605
Position 190: 0.0009871681111230117
Position 1458: 0.0009767230109332203
Position 49: 0.0009584716150088683
Position 1395: 0.0009533062106932082
Position 7106: 0.0009128619986600951
Position 6147: 0.0008385625922849876
Position 6844: 0.000824308107339296
Position 4229: 0.0008227642011865968
Position 13508: 0.0007505839408366612
