Gene = Trpa1
index = 1145
Annotated 5SS: [  138  6503  8133 12940 14410 14716 15717 17001 18798 19516 20607 20854
 22371 25680 27558 28468 29469 31268 31976 33113 34753 36751 37266 38664
 43014 44499]
Annotated 3SS: [ 6342  7956 12831 14300 14569 15579 16951 18697 19414 20436 20688 22255
 25512 27463 28407 29369 31196 31809 33022 34582 36620 37082 38594 42902
 44400 45133]
SMsplice 5SS: [  138  6503  8133 14410 14716 15717 18798 19516 20607 20854 25680 29469
 34753 36751 37266 38664 43014 44499]
SMsplice 3SS: [ 6342  8007 14300 14569 15618 18697 19414 20436 20688 25534 29369 34582
 36620 37082 38594 42902 44400 45133]
top_k =  1000
Partition function (log Z): 24.23880479007535

Sorted 5' Splice Sites (High to Low Probability):
Position 34753: 0.9804558546929358
Position 18798: 0.9727273424420045
Position 138: 0.9592916743050447
Position 6503: 0.9571773250617603
Position 37266: 0.955382160388474
Position 36751: 0.9534954144113035
Position 19516: 0.9428812736510462
Position 25680: 0.9422336452156366
Position 15717: 0.940370935544612
Position 20607: 0.9281585908799914
Position 38664: 0.9273723455109849
Position 44499: 0.9079311842592636
Position 14410: 0.9021224565407974
Position 8133: 0.8629884703469408
Position 29469: 0.8604228136470212
Position 20854: 0.8470858776248631
Position 43014: 0.8221515682308546
Position 33113: 0.5275710310511441
Position 31976: 0.5004554949750898
Position 28468: 0.48973216600390107
Position 22371: 0.48611417129834117
Position 27558: 0.4396251701188998
Position 22077: 0.3601731679072505
Position 31532: 0.3029592161088582
Position 35970: 0.29697297887497476
Position 22659: 0.2939949311304118
Position 12940: 0.2829732797672825
Position 4904: 0.2698803851528119
Position 40325: 0.2400537733492693
Position 31034: 0.23206783241245663
Position 38506: 0.20935330696090831
Position 43258: 0.20011950865760647
Position 15533: 0.19144076610916014
Position 14745: 0.18414317568687638
Position 28145: 0.15872697268561445
Position 22375: 0.14495959447266382
Position 16180: 0.14379483723529357
Position 26050: 0.1431115831666166
Position 27173: 0.12577354317385991
Position 21288: 0.10677640239879715
Position 34979: 0.09902114724495785
Position 43993: 0.09165821258439416
Position 41191: 0.08991222532464513
Position 19816: 0.07997820961374529
Position 31465: 0.07894531453036278
Position 44173: 0.07732078600093717
Position 31268: 0.07657753511061932
Position 1604: 0.07018104806229973
Position 17001: 0.06947033089112906
Position 41271: 0.06881096003706327
Position 6133: 0.06342291598566983
Position 35172: 0.060312398897391706
Position 8352: 0.05914847082694598
Position 2491: 0.05876791934620737
Position 28562: 0.05401069391108657
Position 41219: 0.05119643701904245
Position 44293: 0.048686801383417216
Position 21052: 0.04264877906531267
Position 45254: 0.04226392054845439
Position 45104: 0.04142908699638731
Position 16461: 0.037952019920690964
Position 1305: 0.03581491332629322
Position 6455: 0.033975790715377464
Position 22217: 0.03363803367796845
Position 184: 0.03256355416878313
Position 34985: 0.03166494813019474
Position 40857: 0.031509813456424424
Position 36028: 0.031207019452243273
Position 38120: 0.03084768289735049
Position 41496: 0.03069826730219536
Position 10601: 0.029158797207220772
Position 44526: 0.028694211193339574
Position 35661: 0.02698249187702675
Position 28216: 0.026614903087370797
Position 37639: 0.02635497910078661
Position 10148: 0.024752079301664946
Position 282: 0.022131705578544054
Position 40054: 0.021860229794011345
Position 22081: 0.0214257976686651
Position 20266: 0.02137167033552801
Position 37270: 0.021360924760765235
Position 31667: 0.0206870200376375
Position 28746: 0.018443561658199957
Position 16456: 0.01830228470892009
Position 37975: 0.016554769723365895
Position 31944: 0.01642069766179302
Position 7879: 0.01578426648193087
Position 540: 0.015711562471739614
Position 44680: 0.015585204974083462
Position 663: 0.015434421703286393
Position 25748: 0.015091024940617315
