Gene = D3Ertd751e
index = 315
Annotated 5SS: [   72  2195  4111  6116 11023 11306]
Annotated 3SS: [ 2077  3929  6054 10970 11105 13430]
SMsplice 5SS: [ 408 4111 6116]
SMsplice 3SS: [ 3929  5908 13430]
top_k =  1000
Partition function (log Z): -10.281306886290366

Sorted 5' Splice Sites (High to Low Probability):
Position 4111: 0.9103253286743563
Position 6116: 0.8588318857429033
Position 408: 0.6311655224277123
Position 72: 0.45021682971871246
Position 4314: 0.32287882830667936
Position 2220: 0.23688731558016168
Position 2195: 0.16936305789674752
Position 4677: 0.1553946608078088
Position 879: 0.14754208906100597
Position 11306: 0.0843131991420325
Position 13512: 0.06845044688328984
Position 12467: 0.06655835824143598
Position 246: 0.046917289550806866
Position 7077: 0.037389560045403475
Position 962: 0.03401123047645498
Position 228: 0.03235987187384941
Position 5543: 0.028499120764386456
Position 12523: 0.028221649965151294
Position 4587: 0.02129439326871821
Position 4529: 0.017104290394515498
Position 8581: 0.013912236103344069
Position 149: 0.012552286490894436
Position 11327: 0.010909293484100274
Position 224: 0.01057460621857108
Position 1611: 0.00995169937620249
Position 12675: 0.009022901264599582
Position 4029: 0.0077203796253241756
Position 2063: 0.005129367329005558
Position 8836: 0.00443758727586601
Position 11023: 0.0038844676604035564
Position 8194: 0.0037819625061661587
Position 375: 0.0025449751946914527
Position 256: 0.002442269378420037
Position 6652: 0.001924123669383713
Position 1240: 0.0019032854235632934
Position 5197: 0.0017913803342971114
Position 5536: 0.0015421298198675527
Position 298: 0.001336223589056499
Position 5576: 0.0011616405175878897
Position 23: 0.0011007284966827351
Position 2741: 0.0009721106324156866
Position 114: 0.0009308317723543803
Position 9018: 0.0007675906511219457
Position 1794: 0.000759533123265195
Position 2680: 0.0007293986323173756
Position 61: 0.0005148538878897958
Position 5004: 0.0004801258963536759
Position 875: 0.0004494092681705219
Position 4121: 0.00037139923957550734
Position 1771: 0.00035178107848734825
Position 8666: 0.0003148949174577395
Position 1417: 0.00030663840874039014
Position 1090: 0.0002399029025442437
Position 5916: 0.00022485963887527522
Position 899: 0.00021083050120939757
Position 6607: 0.00020963857707522544
Position 1602: 0.00020730355061494181
Position 77: 0.00018543189315468184
Position 1212: 0.00016172408708919325
Position 7551: 0.00015134214229541254
Position 1782: 0.00014413481654247152
Position 277: 0.00013208481515019827
Position 976: 0.0001269365878472025
Position 59: 0.00012186631440541841
Position 65: 7.107905206032614e-05
Position 510: 6.726101344463118e-05
Position 1709: 4.6035766624324917e-05
Position 125: 4.370276638665721e-05
Position 4364: 4.06143819711824e-05
Position 27: 3.8427471205860094e-05
Position 210: 2.144634133075201e-05
Position 75: 2.0719346234426423e-05
Position 232: 1.881724571402639e-05
Position 47: 1.572575676135227e-05
Position 533: 1.2597727271654534e-05
Position 200: 1.2481903385198524e-05
Position 493: 1.2412122790524834e-05
Position 522: 1.2348748723599836e-05
Position 6582: 1.012911718366047e-05
Position 473: 8.770893445621018e-06
Position 204: 7.85315890234672e-06
Position 11: 7.0065605879354075e-06
Position 176: 6.10671626258638e-06
Position 182: 3.990997258946624e-06
Position 2434: 2.901160335896335e-06
Position 214: 2.535857270468517e-06
Position 309: 4.801315463727407e-07
Position 287: 1.821806857035866e-07
Position 2246: 1.424179874686518e-07
Position 421: 5.082636121679481e-08
Position 2199: 3.404773599738128e-08
Position 2210: 3.161120545482366e-08
Position 2201: 2.8394880961770877e-08
Position 337: 1.009489985523215e-08
Position 609: 1.3742158803700739e-09
Position 315: 2.3556085146200086e-10
Position 354: 1.0275092166774851e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3929: 0.8459866665442477
Position 5908: 0.6410687128733646
Position 13430: 0.5230690058044745
Position 2077: 0.3426457029596927
Position 4195: 0.3100985093687989
Position 190: 0.18013978359080987
Position 4528: 0.1431013780625718
Position 5878: 0.12758229205153854
Position 6054: 0.10046944671380009
Position 6773: 0.09822553570313891
Position 11105: 0.0918043477255571
Position 9093: 0.06979352369628447
Position 277: 0.0687344810056632
Position 12294: 0.05605968636515449
Position 3969: 0.05521711250222355
Position 12350: 0.05002151696302308
Position 12297: 0.04922728792476102
Position 12549: 0.04688987955586687
Position 13826: 0.0400837459895883
Position 2099: 0.033915907380506725
Position 9973: 0.02742738760478447
Position 4414: 0.025665418898067182
Position 9690: 0.02454240571031766
Position 8924: 0.024264648498978032
Position 13889: 0.022492380637800267
Position 11273: 0.022260317740535093
