Gene = Sdccag8
index = 956
Annotated 5SS: [   396  10245  11625  14324  16523  25766  30229  30710  39243  53705
  60039  63447 105027 131576 133730 141264 197356]
Annotated 3SS: [ 10091  11538  14209  16396  25624  30163  30520  39103  53551  59903
  63329 104883 131447 133620 141131 197228 205454]
SMsplice 5SS: [   396  10245  11625  14324  16523  25766  30229  30710  34535  39243
  47950  53705  56008  60039  63447  72940 105027 111800 113100 116408
 117294 131576 133730 141264 150425 156432 158513 197356 198054 205287]
SMsplice 3SS: [ 10091  11538  14209  16396  25624  30163  30520  34402  39103  47751
  53551  55891  59903  63329  72850 104883 111700 112957 116300 117166
 131447 133620 141131 150307 156343 158434 197228 197925 205172 205454]
top_k =  1000
Partition function (log Z): -87.63974303689433

Sorted 5' Splice Sites (High to Low Probability):
Position 14324: 0.9972217213256838
Position 25766: 0.9965612874963186
Position 16523: 0.9835233688216949
Position 11625: 0.9769923615448358
Position 30710: 0.9585943579635963
Position 396: 0.9252477002440127
Position 10245: 0.8032674818091176
Position 30229: 0.7423711303793792
Position 34535: 0.7302292274127788
Position 19936: 0.6832171667595013
Position 6832: 0.4746034618419196
Position 21077: 0.42689105521233445
Position 23729: 0.3654702815403566
Position 30927: 0.33919939612667915
Position 20136: 0.3295915389455133
Position 36304: 0.3044232505907704
Position 5351: 0.2615102271308038
Position 15175: 0.25442540493969557
Position 32033: 0.24700020293816333
Position 18076: 0.23719642164690685
Position 13929: 0.23127729493781723
Position 23964: 0.20290743419526874
Position 20661: 0.1909440172119288
Position 617: 0.1907613029720063
Position 16062: 0.18138139095282432
Position 19697: 0.17274586232716985
Position 3529: 0.17154922734180547
Position 28630: 0.1418071794366041
Position 26579: 0.12120456866877775
Position 38064: 0.108310354658802
Position 21025: 0.10760858061416816
Position 30279: 0.10652068615118077
Position 36939: 0.1053457369906162
Position 15720: 0.10376565435723466
Position 7517: 0.10142479372253475
Position 27093: 0.0988200233987224
Position 39192: 0.09506952368910342
Position 30395: 0.0846172768453669
Position 27669: 0.08315698810073466
Position 19017: 0.06800178527096966
Position 4121: 0.054076753325105316
Position 29909: 0.05336870558770418
Position 27985: 0.053211461971728456
Position 174: 0.049274940468540175
Position 31614: 0.048001096440589926
Position 23769: 0.0401092703240762
Position 9208: 0.03953312746223992
Position 37105: 0.033861415188786284
Position 21196: 0.031970819758650654
Position 35883: 0.03111544046307269
Position 15587: 0.030024763730809204
Position 434: 0.026827173228625708
Position 18984: 0.02499363102846142
Position 6992: 0.022618184414392926
Position 27819: 0.022291519682765715
Position 16336: 0.022087012272904195
Position 27678: 0.021396583007550308
Position 15259: 0.02080094355680167
Position 26042: 0.019603583123034923
