Gene = 1700008O03Rik
index = 6
Annotated 5SS: [   44   708 12088 12379 13981]
Annotated 3SS: [  505 12014 12257 13846 14648]
SMsplice 5SS: [  708  4789  8518 12132 12379 13981]
SMsplice 3SS: [ 4706  8437 12014 12257 13846 14648]
top_k =  1000
Partition function (log Z): -2.7416142198034246

Sorted 5' Splice Sites (High to Low Probability):
Position 8518: 0.9826000614190586
Position 13981: 0.9338456959362613
Position 12379: 0.9253727485117741
Position 4789: 0.5815130830481852
Position 708: 0.5068721787798424
Position 1777: 0.4830769655795356
Position 12132: 0.4754197160881415
Position 11356: 0.44862822955801573
Position 266: 0.38746856971275445
Position 5809: 0.36455966776072307
Position 12088: 0.33184038742291083
Position 11926: 0.2716430517694518
Position 6686: 0.148019136122532
Position 448: 0.1406929601788351
Position 10283: 0.12762367613297762
Position 4499: 0.10880837163357841
Position 12537: 0.09646899731743654
Position 11500: 0.08190102432991078
Position 473: 0.07180149065630159
Position 2079: 0.05873798333797033
Position 230: 0.05731681220358122
Position 8129: 0.041124552580477605
Position 6586: 0.03924353112600962
Position 9724: 0.034934309903385974
Position 2235: 0.03333691460795172
Position 13959: 0.030597102693592795
Position 173: 0.03008158933145254
Position 14734: 0.029194667207442224
Position 14548: 0.02624441201154355
Position 10602: 0.02296750745077409
Position 653: 0.022637328493657616
Position 1030: 0.022480765591159274
Position 3341: 0.019935490622136245
Position 7085: 0.014810938207953353
Position 5694: 0.01442268733051217
Position 7445: 0.012122433998743434
Position 3890: 0.01209031737900663
Position 185: 0.012011820442685067
Position 6594: 0.011913760178700102
Position 3337: 0.011625824562082483
Position 3539: 0.011311705790779085
Position 81: 0.01118847799220178
Position 9233: 0.009500596356155109
Position 14009: 0.009420791847061209
Position 12977: 0.008888409399282836
Position 8035: 0.007095753327422726
Position 8842: 0.006968606542527296
Position 5318: 0.006674300208055353
Position 11715: 0.006323536493204318
Position 12804: 0.0055455962394616405
Position 11989: 0.0054829415579862005
Position 5954: 0.005048686793680876
Position 2959: 0.004776567820911473
Position 425: 0.004239882932331914
Position 14323: 0.004202684492806304
Position 9865: 0.004173826495305241
Position 6009: 0.0040576947786187725
Position 48: 0.003684032618746062
Position 14553: 0.003214581331024653
Position 1494: 0.0028788961959402273
Position 14649: 0.0028471930963235824
Position 716: 0.0026273733681688597
Position 14291: 0.0025488739441292276
Position 3873: 0.0016802126510818219
Position 14271: 0.0014569206491303578
Position 84: 0.0014502671706071704
Position 588: 0.001363327703028399
Position 6862: 0.0013257577485949667
Position 6584: 0.0013213810017101918
Position 12478: 0.0012922125266307345
Position 814: 0.0011865127830399565
Position 14724: 0.0011769645538166893
Position 12894: 0.0010987210535828682
Position 30: 0.0010591601227930964
Position 8599: 0.0010206818304743044
Position 6311: 0.0009582791846602723
Position 14310: 0.0007557984010460283
Position 1128: 0.0005220861358196628
Position 299: 0.0004584497707780223
Position 464: 0.00042717509198696217
Position 14608: 0.0003945230920159472
Position 3394: 0.00037361798774409205
Position 14791: 0.00032703295272617844
Position 4800: 0.0003124045715093528
Position 486: 0.00031145776377160825
Position 1570: 0.00029103687625150565
Position 12317: 0.00028922533649719995
Position 5938: 0.00019428953416567797
Position 370: 0.00017413056283220214
Position 2997: 0.00016027474553332213
Position 322: 0.00013505054574818482
Position 11: 0.00010074320680185889
Position 430: 9.781349316600609e-05
Position 1367: 7.443164883770482e-05
Position 1023: 5.183709818013166e-05
Position 3176: 4.413814537688192e-05
Position 3648: 4.324383537602439e-05
Position 749: 3.58414977764195e-05
Position 1034: 3.363292770754188e-05
Position 488: 3.012227097921572e-05
Position 2839: 1.929596150057776e-05
Position 3178: 1.2715868690632878e-05
Position 3498: 1.2594502055154852e-05
Position 3399: 1.1952699055271968e-05
Position 12519: 1.1544656136822082e-05
Position 1329: 9.753909444602928e-06
Position 7: 9.108399446648547e-06
Position 3242: 9.094364660405548e-06
Position 348: 8.322627946362615e-06
Position 1836: 6.739099418861827e-06
Position 520: 6.54366245017222e-06
Position 3248: 5.791711544456142e-06
Position 12461: 5.522301078174399e-06
Position 1691: 4.773532462724777e-06
Position 21: 4.760376946996002e-06
Position 513: 3.84051588479059e-06
Position 3928: 2.887163865071772e-06
Position 2446: 2.517939631525906e-06
Position 557: 2.2714332457679618e-06
Position 2358: 2.2502462111469717e-06
Position 90: 2.0586318891351263e-06
Position 12847: 2.02741622005017e-06
Position 12940: 1.906097799532208e-06
Position 499: 1.3868058446500868e-06
Position 490: 1.20678575410656e-06
Position 14092: 9.71068850881449e-07
Position 531: 9.671126225053395e-07
Position 534: 6.189000741052834e-07
Position 496: 4.4235804702228084e-07
Position 580: 2.006253971315809e-07
Position 900: 9.721324648378187e-08
Position 839: 9.592546671789113e-08
Position 848: 9.200069200504695e-08
Position 1244: 6.731132298664876e-08
Position 578: 4.905383856886662e-08
Position 14580: 3.079922043247243e-08
Position 524: 2.4616020256223426e-10
Position 518: 2.194868592952347e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8437: 0.9791393007231465
Position 12257: 0.9153204158029714
Position 12014: 0.7546687138928186
Position 14648: 0.7302029754418199
Position 4706: 0.5770456988030188
Position 13846: 0.5603847310434683
Position 11272: 0.3600602722151425
Position 5607: 0.3488889357411284
Position 11817: 0.31585268707160996
Position 13876: 0.27999632304938354
Position 6484: 0.2018298932237381
Position 14547: 0.18633807859402737
Position 1695: 0.17392617715753736
Position 11249: 0.15987836166602348
Position 1453: 0.12711975976192516
Position 542: 0.11524402868348613
Position 1570: 0.09003967850494028
Position 10185: 0.07075388901219841
Position 13850: 0.07064110693500415
Position 4272: 0.06607934265541833
Position 12460: 0.05960360680461945
Position 13867: 0.05536842042990353
Position 10215: 0.05365746631407769
Position 14798: 0.04971282760044359
Position 588: 0.047048765657593986
Position 505: 0.04093819327225411
Position 4226: 0.03910457016837855
Position 1996: 0.03231894726047975
Position 1644: 0.032028797917503085
Position 14668: 0.03037171939344443
Position 9662: 0.02904961122949955
Position 625: 0.027399124178730323
Position 7029: 0.02693337220669676
Position 7849: 0.025777563752072137
Position 14499: 0.021631065342823868
Position 3276: 0.02010423337742283
Position 1701: 0.019639959514992564
Position 7992: 0.019532569820616096
Position 2044: 0.018976616989832586
Position 513: 0.017806671919888842
Position 12501: 0.01719515218154367
Position 364: 0.016697033008379245
Position 11988: 0.015601088939371439
Position 3147: 0.015585046243277629
Position 2115: 0.015108475299388016
Position 5637: 0.01505260711155765
Position 14474: 0.014418594356948386
Position 3777: 0.014084394911343378
Position 12037: 0.013408891152673318
Position 1609: 0.0126495676852257
Position 5666: 0.010929704636081063
Position 1893: 0.010454688205613584
Position 11423: 0.010188019793065472
Position 9109: 0.009500596356155109
Position 9571: 0.009389216887857535
Position 12403: 0.008789024740706692
Position 12276: 0.00822964604764592
Position 12777: 0.007931400421428708
Position 10472: 0.007008321178914715
Position 10491: 0.006906956044362313
Position 5088: 0.006675846740295909
Position 14676: 0.006154109158060834
Position 1999: 0.006112086349043406
Position 1664: 0.00582635259939685
Position 14884: 0.005551097226730207
Position 5585: 0.00521717367641607
Position 8449: 0.005121480510306806
Position 5713: 0.004937008049323417
Position 2869: 0.004927801317264776
Position 14510: 0.004792562752563877
Position 14190: 0.004780878483837711
Position 4711: 0.004779788816675817
Position 12824: 0.004442574956705845
Position 10391: 0.003932352185321083
Position 14552: 0.0038890372370600614
Position 3423: 0.0038374324938433226
Position 1513: 0.003725065258251476
Position 11589: 0.003661204753842166
Position 8718: 0.0036532922739320036
Position 14151: 0.0036409946346141714
Position 1926: 0.003599606265308217
Position 1724: 0.0035030651838982856
Position 2022: 0.003447588842342364
Position 944: 0.003392004428758281
Position 1709: 0.003051944043906567
Position 5763: 0.002967002152102053
Position 10337: 0.0029329769884245006
Position 8072: 0.002910172335212109
Position 4330: 0.002905488200440401
Position 11638: 0.0026623317393621513
Position 639: 0.0025816407347624866
Position 13782: 0.0024494252668180727
Position 548: 0.002422499433420444
Position 12803: 0.0023870778427070084
Position 1544: 0.0023550943020846896
Position 13891: 0.002325242299889788
Position 10305: 0.0021869010537514805
Position 544: 0.0017962121306584092
Position 1668: 0.0017495172242703728
Position 10047: 0.001711033707192237
Position 1474: 0.0016131165666054374
Position 3311: 0.0015728712094645134
Position 14174: 0.0015267869668716117
Position 551: 0.0015027973936056255
Position 10250: 0.0015012870995092845
Position 13771: 0.0014676329038827006
Position 13911: 0.0014297838388888547
Position 1968: 0.001403396668047735
Position 888: 0.0013739905978684564
Position 3402: 0.0013420287445760934
Position 8662: 0.0013248942220239783
Position 14504: 0.001311902857007433
Position 12936: 0.00123656669564805
Position 6115: 0.0009582791846602727
Position 8629: 0.0009557115929158005
Position 3097: 0.0009345846167845026
Position 988: 0.0008742899276543278
Position 1223: 0.0007945468534599324
Position 891: 0.0007934296598934704
Position 1381: 0.0007852829889757462
Position 1000: 0.000769836404489994
Position 13679: 0.0007544038266538377
Position 1585: 0.0006812160324652264
Position 819: 0.000680010247976089
Position 375: 0.0006701990366331924
Position 9753: 0.0006693082813341346
Position 699: 0.0006294574078298919
Position 12466: 0.0006014645966216101
Position 13692: 0.0005540034942701883
Position 14826: 0.0005408040422032637
Position 554: 0.0005103024972531708
Position 900: 0.000489235743835251
Position 991: 0.00046999306232381477
Position 1457: 0.0004693269694272015
Position 11185: 0.0004341463618139079
Position 2172: 0.00040968971778505657
Position 4182: 0.00040887485167320867
Position 14917: 0.0004012984134691491
Position 859: 0.00039114503696791167
Position 14517: 0.0003701887372088659
Position 946: 0.0003415267022991535
Position 12676: 0.0003409658178038074
Position 14867: 0.0003279238105390482
Position 13656: 0.00031401220072256364
Position 13684: 0.00031170468043717405
Position 1408: 0.00029762446558560183
Position 14565: 0.0002623053163176019
Position 1763: 0.0002603627873239209
Position 12893: 0.00025216540251140175
Position 14839: 0.00023898172234305167
Position 1719: 0.00023448138064768626
Position 8736: 0.0002217551470684871
Position 5832: 0.00020352029230154235
Position 14488: 0.00017905942478053211
Position 557: 0.0001784591684669072
Position 1411: 0.00017235761612095944
Position 1493: 0.0001701746094972173
Position 13402: 0.00015797816240574185
Position 14392: 0.00015368981505983753
Position 14851: 0.00015130027116424212
Position 14365: 0.00014313199313191493
Position 1321: 0.00012678831249177849
Position 848: 0.00011461150215727188
