Gene = Tbcb
index = 1060
Annotated 5SS: [ 693 1147 4669 5429 7800]
Annotated 3SS: [1002 4571 5236 7726 7924]
SMsplice 5SS: [ 693 1147 4472 4837 5380 7800]
SMsplice 3SS: [1002 4364 4571 5236 7665 7924]
top_k =  1000
Partition function (log Z): -3.2969692602064997

Sorted 5' Splice Sites (High to Low Probability):
Position 1147: 0.8299744117582117
Position 4472: 0.636184094077351
Position 4837: 0.5003063743233798
Position 693: 0.4875154554230352
Position 5380: 0.4788849094948488
Position 915: 0.4145606520277534
Position 5429: 0.36783785415395487
Position 7800: 0.35360609736999715
Position 4669: 0.22519266859726367
Position 585: 0.2137603089907495
Position 4696: 0.19245460220320076
Position 6841: 0.12093877326464016
Position 4331: 0.10536393283756347
Position 3219: 0.053575247688513475
Position 4299: 0.04579008656719758
Position 5421: 0.040014678798948315
Position 3556: 0.030287681046338225
Position 4700: 0.02803878133718467
Position 4504: 0.015591558293847134
Position 3094: 0.01308158604092312
Position 1364: 0.012929340703426228
Position 5330: 0.011880202308966964
Position 1481: 0.01084572310495508
Position 712: 0.009383364016040355
Position 2498: 0.009026854756497263
Position 5425: 0.008522705830279826
Position 4509: 0.007912944320176215
Position 5107: 0.007640215992620067
Position 4463: 0.007501491180553785
Position 409: 0.007076686421890597
Position 468: 0.006595451721083344
Position 4487: 0.006189786686883732
Position 4984: 0.006163167461446106
Position 451: 0.0056030755691283225
Position 667: 0.0044688242937041935
Position 4086: 0.004449776041992291
Position 7827: 0.0041054302763301525
Position 1086: 0.0040008211943636345
Position 6003: 0.0039351405466486414
Position 7583: 0.00379217354813988
Position 531: 0.00357900649981312
Position 3480: 0.00306584152260292
Position 4476: 0.0029032015832314837
Position 4704: 0.002845277628373426
Position 4994: 0.002798203173362343
Position 4604: 0.0027593526539654157
Position 4316: 0.002740689319868211
Position 391: 0.002466867771076988
Position 223: 0.002433574098354913
Position 841: 0.0021734566119810694
Position 6815: 0.0021243986761091496
Position 609: 0.0018435552476194794
Position 7097: 0.0017644074083099101
Position 446: 0.0017577337027745842
Position 5732: 0.0016712616756882068
Position 3103: 0.0016690625505607487
Position 4052: 0.001635497457060559
Position 1844: 0.0015805468179465895
Position 4614: 0.0014504363093118503
Position 6292: 0.0013258679657160894
Position 4990: 0.0012483912448431507
Position 5954: 0.0012368720010266978
Position 5735: 0.0012019511946113905
Position 4224: 0.0011191418632915103
Position 4496: 0.0010758190420013254
Position 3132: 0.000975400184381628
Position 6413: 0.0009697992552071552
Position 4429: 0.0009679907705713783
Position 4780: 0.000954302109730886
Position 1123: 0.0009072058397762638
Position 3678: 0.0008778645475439397
Position 1666: 0.0008503355419351092
Position 384: 0.0008226020692871594
Position 4623: 0.0008214466918236026
Position 4877: 0.000781491910790207
Position 646: 0.0007184142048354518
Position 5611: 0.0006858056772962046
Position 6927: 0.0006457144587904011
Position 7756: 0.0006415970695643193
Position 6370: 0.0005928199496472899
Position 533: 0.0005814941696550917
Position 893: 0.0005358628030654543
Position 4228: 0.0005009271605656634
Position 37: 0.0004991894262972827
Position 4290: 0.0004854915038119746
Position 1276: 0.00046791533033579383
Position 686: 0.0004676830686711253
Position 1074: 0.00046349285131093155
Position 4886: 0.00045224126910755165
Position 5375: 0.0003934077424031528
Position 5627: 0.00035275639274673056
Position 4785: 0.00034900627531678707
Position 2916: 0.0003453865899928683
Position 4713: 0.0003204198564592983
Position 701: 0.00031445714248515863
Position 1021: 0.00026028056881515095
Position 4616: 0.00018488323811092128
Position 4016: 0.00017935414020922027
Position 1136: 0.00015620279182274497
Position 2443: 0.0001347837162881627
Position 7173: 0.00012169851917953157
Position 908: 0.00011828533786734164
Position 6864: 0.00011594010811287097
Position 664: 0.00011346111640432137
Position 4369: 0.00011011090879697051
Position 695: 0.00010476470711811653
Position 615: 0.0001043540723131161
Position 7040: 0.00010348593273224556
Position 265: 9.9687478764621e-05
