Gene = C2cd6
index = 196
Annotated 5SS: [  403 17018 18230 19904 25184 26218 27124 28751 32505 34329 36245 42405]
Annotated 3SS: [16930 18177 19757 25057 26172 27054 28670 32369 34222 36180 42366 43614]
SMsplice 5SS: [  403 17018 19904 28751 32505 41812]
SMsplice 3SS: [16930 19757 28670 32369 41666 43742]
top_k =  1000
Partition function (log Z): -24.136519256390773

Sorted 5' Splice Sites (High to Low Probability):
Position 17018: 0.9910648648382312
Position 403: 0.936084227774639
Position 19904: 0.6972534175396182
Position 16460: 0.5593461994781249
Position 10450: 0.4714652612985763
Position 17316: 0.4336536759904877
Position 6152: 0.2856324702962908
Position 3264: 0.09603583688286602
Position 6938: 0.09157823739306992
Position 22775: 0.07848206331335698
Position 20341: 0.0707857226982329
Position 374: 0.043563702160689964
Position 4: 0.03519935670309628
Position 20308: 0.02756777204404279
Position 20247: 0.024670447596916244
Position 22163: 0.012372487926794323
Position 481: 0.010856684478080442
Position 903: 0.007806519768020395
Position 18080: 0.006184238151306995
Position 266: 0.0035514272156498485
Position 18460: 0.0025044680795871313
Position 2964: 0.001912657022798631
Position 898: 0.0016848102509316393
Position 18009: 0.0015955354229817064
Position 106: 0.0011931718286338957
Position 2765: 0.0008082714299832967
Position 5010: 0.000616808732333045
Position 723: 0.0004906139949210271
Position 423: 0.0004384095053217189
Position 70: 0.00038459739688886295
Position 5517: 0.000341372974495382
Position 126: 0.00025987759493978113
Position 45: 8.407036222025174e-05
Position 216: 6.352747208372399e-05
Position 138: 2.7070027709532436e-05
Position 1057: 4.322954592768884e-06
Position 687: 3.5055596470663707e-06
Position 520: 2.9753712576528267e-06
Position 8: 2.3415102048186253e-06
Position 461: 1.8268474991432083e-06
Position 704: 1.6300749840170503e-06
Position 617: 5.24856786844345e-07
Position 407: 5.169819232263362e-07
Position 4248: 4.6345479658447753e-07
Position 523: 3.214760075976201e-07
Position 301: 2.63893909300111e-07
Position 2937: 1.643822410886878e-07
Position 690: 1.2181837878314954e-07
Position 448: 1.1791492337239027e-07
Position 2930: 1.1696399747165095e-07
Position 2408: 8.912325910670435e-08
Position 545: 7.456423546381372e-08
Position 490: 1.0882895870907547e-08
Position 1618: 7.903163116523782e-09
Position 2716: 6.710058325546346e-09
Position 2775: 4.4500223405883736e-09
Position 2376: 3.6960947074412647e-09
Position 1689: 1.694549810018369e-09
Position 1627: 1.3165671315643648e-09
Position 1509: 1.3110037649922887e-09
Position 2365: 1.2827907529058624e-09
Position 2359: 1.2084876788602134e-09
Position 916: 9.078937084187222e-10
Position 2563: 8.196067432338065e-10
Position 2418: 8.107474254007381e-10
Position 872: 7.922927073635377e-10
Position 2504: 7.813526937774858e-10
Position 1573: 6.698977783844351e-10
Position 1640: 6.445784164614184e-10
Position 1654: 5.646569727787091e-10
Position 626: 4.705123727284052e-10
Position 2369: 4.2647369143492523e-10
Position 1629: 1.7493401444566094e-10
Position 1287: 3.367937855969227e-12
Position 1423: 6.540566612363261e-13
