Gene = Msto1
index = 719
Annotated 5SS: [ 207  433 1142 1297 1763 1974 2236 2463 2713 3117 3374 3686 3870]
Annotated 3SS: [ 296 1071 1220 1698 1885 2117 2327 2559 2984 3188 3580 3759 4088]
SMsplice 5SS: [ 121  433 1142 2236 2463 2713 3117 3374 3686 3870]
SMsplice 3SS: [ 296 1071 2117 2327 2559 3007 3188 3580 3759 4088]
top_k =  1000
Partition function (log Z): 12.34017123600424

Sorted 5' Splice Sites (High to Low Probability):
Position 3117: 0.9922671276392052
Position 433: 0.9703336937192618
Position 2463: 0.8583764198894207
Position 2236: 0.8436240027772995
Position 3374: 0.8357070211806545
Position 1142: 0.8206397276275352
Position 3870: 0.8059616171124467
Position 3686: 0.7589525113682934
Position 121: 0.6501662367246451
Position 2713: 0.5188044370206524
Position 1763: 0.487718636695287
Position 1297: 0.40146233065296844
Position 1974: 0.310525989100875
Position 207: 0.2035028979082973
Position 144: 0.0909395049988804
Position 3403: 0.0879574066799146
Position 2175: 0.07727683692008314
Position 1376: 0.06644594598221035
Position 2405: 0.0664015712113238
Position 3557: 0.03576810552631798
Position 1310: 0.0351219029652892
Position 1157: 0.03507532554696055
Position 895: 0.03212412265950251
Position 1994: 0.025708700070302164
Position 4261: 0.02313456151692835
Position 3320: 0.022186925902234315
Position 2252: 0.01941345504775263
Position 1008: 0.012555619834824129
Position 1959: 0.011836868173693796
Position 2370: 0.00905903205745145
Position 1369: 0.00902064668742234
Position 2495: 0.0074642070497058805
Position 444: 0.007376828082259787
Position 973: 0.00511238332106952
Position 1467: 0.003921047008693415
Position 2827: 0.0035555162317902787
Position 1905: 0.0035459765828135033
Position 2010: 0.003353650543224509
Position 1389: 0.002888577634651612
Position 2222: 0.002794614527059323
Position 3690: 0.0024206436376054846
Position 3339: 0.0022136941428232606
Position 1718: 0.0021998285974343806
Position 3580: 0.00211892343603813
Position 3852: 0.0019807963234999945
Position 2374: 0.0017355368153284933
Position 1099: 0.001685795657975823
Position 843: 0.0014505502812270955
Position 1173: 0.0014136892855903676
Position 3332: 0.001366629884929534
Position 3036: 0.001295576803108359
Position 175: 0.0012600212548045152
Position 1637: 0.0012215796812505794
Position 3093: 0.0011075811700190247
Position 1815: 0.0009549838826663336
Position 3653: 0.0009379886289526664
Position 362: 0.0009345139919282595
Position 2603: 0.0008152501552031591
Position 1146: 0.0007204793810254859
Position 2608: 0.0007164961303720902
Position 102: 0.0007116108227777374
Position 3336: 0.0007057221445967815
Position 853: 0.0005622825396803439
Position 3523: 0.0005192466271376414
Position 2421: 0.0005147559802040335
Position 2635: 0.0005138479956691438
Position 1539: 0.0004805879317021062
Position 1351: 0.0004437383430038739
Position 1515: 0.00042060908219939845
Position 2738: 0.0004151315494855808
Position 3678: 0.0003987826834613468
Position 2742: 0.00037396030930758774
Position 2686: 0.00036261308228663645
Position 2778: 0.00031340553878763
Position 2267: 0.00030103127853532273
Position 860: 0.0002880283679717142
Position 574: 0.0002785262244336923
Position 1320: 0.00027316317300626897
Position 578: 0.00026951488127304596
Position 49: 0.0002605911679304155
Position 3100: 0.00025799543920314966
Position 1403: 0.000230956384626672
Position 3407: 0.00022736185370041855
Position 3290: 0.00020332250946839182
Position 4143: 0.00018601354026623896
Position 3069: 0.0001661574713670721
Position 3642: 0.00016239048781148256
Position 1583: 0.00016210630175494273
Position 2523: 0.0001355964582093848
Position 2212: 0.00013347106136938518
Position 246: 0.0001260321734845065
Position 1506: 0.0001249118128502465
Position 3225: 0.00012025346251172526
Position 1134: 9.538471145153037e-05
Position 3979: 9.490151380385057e-05
Position 1289: 8.318744250055073e-05
Position 4284: 8.302387219780785e-05
Position 2639: 7.815735829603914e-05
Position 1177: 7.743088505792916e-05
Position 1383: 7.428626442834669e-05
Position 158: 7.382207990264525e-05
Position 2749: 7.341498762908501e-05
Position 194: 7.256644512042343e-05
Position 2242: 7.186570204099473e-05
Position 180: 6.778304742933242e-05
Position 1557: 6.503508070556212e-05
Position 546: 6.34229357885637e-05
Position 2582: 6.338937137929048e-05
Position 1426: 6.07663640579786e-05
Position 3513: 5.9205235514843847e-05
Position 927: 5.9084450976752e-05
Position 3129: 4.8797378206693794e-05
Position 357: 4.8598350830911425e-05
Position 1474: 4.476615533328e-05
Position 1702: 4.363824060919587e-05
Position 585: 4.322372102581857e-05
Position 533: 4.065307337423662e-05
Position 2799: 4.019732779174783e-05
Position 2733: 4.0065506177842686e-05
Position 347: 3.941252823945663e-05
Position 3759: 3.883709479900972e-05
Position 2105: 3.690081599778775e-05
Position 232: 3.53340087971678e-05
Position 3791: 3.338970321599686e-05
Position 97: 3.133039404040285e-05
Position 1072: 2.9692297393479627e-05
Position 831: 2.915205247552582e-05
Position 769: 2.652095294019119e-05
Position 2489: 2.486614490626591e-05
Position 863: 2.45087107852495e-05
Position 332: 2.2189026241684048e-05
Position 1709: 1.872792102504489e-05
Position 458: 1.7472002402727158e-05
Position 2455: 1.7185919884043387e-05
Position 473: 1.539329567048185e-05
Position 1139: 1.3221728593624368e-05
Position 4252: 1.0820164186297773e-05
Position 3388: 9.492781590710331e-06
Position 908: 8.152033400286745e-06
Position 2261: 8.10244062378157e-06
Position 284: 4.632038923115652e-06
Position 1015: 3.422955990289568e-06
Position 1948: 2.6576076379879295e-06
Position 932: 1.5725430718702004e-06
Position 468: 1.4103283587764105e-06
Position 670: 1.2388867227530051e-06
Position 923: 8.922558377912807e-07
Position 466: 8.540737277783035e-07
Position 493: 8.46800990788718e-07
Position 662: 6.684755704671028e-07
Position 3828: 6.077150105776712e-07
Position 1020: 4.782000667173378e-07
Position 1043: 2.9084378804874887e-07
Position 3004: 3.207955657926698e-08
Position 1175: 1.4014992587715184e-08
Position 640: 1.2423447601365793e-08
Position 1378: 1.0786063336270982e-08
Position 3956: 2.0418619779662966e-09
Position 644: 1.7183908945283973e-09
Position 627: 6.989594860206815e-10
Position 752: 5.137959933762898e-10
Position 684: 3.43501640296128e-10
Position 1596: 1.1735969375085352e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2327: 0.9143375443908875
Position 3188: 0.8644560168640884
Position 1071: 0.8319198794029797
Position 3580: 0.8069677219031095
Position 2117: 0.8049287158471484
Position 3759: 0.758829025223045
Position 3007: 0.7046786253594851
Position 296: 0.6246196669294591
Position 4088: 0.5990063949947027
Position 2559: 0.5138821918173849
Position 1220: 0.5072342327667951
Position 1698: 0.30730235581540066
