Gene = 1110004F10Rik
index = 2
Annotated 5SS: [  225  6223  8704 10020]
Annotated 3SS: [ 6138  8642  9909 10910]
SMsplice 5SS: [  87 6223 8704]
SMsplice 3SS: [ 6138  8642 10890]
top_k =  1000
Partition function (log Z): -6.170575009966522

Sorted 5' Splice Sites (High to Low Probability):
Position 8704: 0.9819280548771154
Position 6223: 0.6415311587162632
Position 10020: 0.4416183958266925
Position 11168: 0.42650749814062633
Position 87: 0.40522398397090675
Position 925: 0.25270219360929747
Position 623: 0.22259121316027008
Position 483: 0.1516736978279163
Position 2769: 0.13650718061453926
Position 268: 0.12017538601180118
Position 5966: 0.10756964690576848
Position 225: 0.08086893547240515
Position 9986: 0.06514410764342186
Position 718: 0.04056828480806299
Position 10999: 0.03583096175641688
Position 2239: 0.032089889569773634
Position 125: 0.029752496221577725
Position 7210: 0.028314481612831056
Position 11123: 0.023496648100769915
Position 10458: 0.020651906664325696
Position 2554: 0.01985257470137207
Position 4653: 0.019535285104279564
Position 3569: 0.013242228523798456
Position 10933: 0.012589714566317535
Position 11114: 0.01205915765241389
Position 195: 0.011699039048060892
Position 29: 0.011283090193259581
Position 9475: 0.011004978396502491
Position 202: 0.010467043653737601
Position 10387: 0.00714990193209186
Position 11740: 0.0055582140658129485
Position 10015: 0.004681822258943385
Position 74: 0.004560792029215353
Position 8275: 0.004332802398932005
Position 11479: 0.0029446901370816813
Position 179: 0.002803331085195562
Position 8730: 0.0021435432039260257
Position 11009: 0.0019669395809782603
Position 1518: 0.0018779740637431348
Position 10981: 0.0018538389374901188
Position 245: 0.0016294374987537586
Position 11128: 0.0015835388609002933
Position 11118: 0.0010894435274371446
Position 11024: 0.0010864287794730971
Position 144: 0.001014972074543307
Position 1800: 0.0009423323657535256
Position 8952: 0.0009010985666165924
Position 9447: 0.0008071491409806667
Position 2281: 0.0007540426887429327
Position 9377: 0.0006853739870157644
Position 394: 0.0006778204999417962
Position 9372: 0.0006639838662915485
Position 10061: 0.00047077643582468467
Position 23: 0.000447392113567505
Position 166: 0.0004254172891699709
Position 10709: 0.0004141908653390379
