Gene = Sertm1
index = 970
Annotated 5SS: [151 781]
Annotated 3SS: [  615 16049]
SMsplice 5SS: [  985 11372 17626]
SMsplice 3SS: [11330 17531 18104]
top_k =  1000
Partition function (log Z): -11.8829537056322

Sorted 5' Splice Sites (High to Low Probability):
Position 11372: 0.8683413430544932
Position 5918: 0.6080555734755384
Position 781: 0.5398579023408177
Position 985: 0.3999645371272564
Position 151: 0.37877088304693746
Position 1943: 0.35313772083470774
Position 17626: 0.2785841788893979
Position 7207: 0.1905016647522631
Position 5970: 0.18049252075181835
Position 16558: 0.15875802328746574
Position 9712: 0.07510737763291768
Position 5220: 0.07254946771422278
Position 5196: 0.0608747092890564
Position 7313: 0.055272254393164064
Position 868: 0.05279702265301478
Position 14270: 0.04909878191239998
Position 14808: 0.03568665759366691
Position 4217: 0.03386731216274175
Position 3224: 0.02468040918831965
Position 63: 0.024001127567986738
Position 1266: 0.02257610755579525
Position 12870: 0.02095584294410721
Position 1227: 0.017916788024918338
Position 6613: 0.016632162601418254
Position 6146: 0.016404540960367326
Position 11750: 0.01508815266835907
Position 2599: 0.01426615584950783
Position 1239: 0.013619229519524488
Position 7228: 0.013081209042956001
Position 1297: 0.012949395748786896
Position 9512: 0.01003553743553629
Position 209: 0.009397402755026828
Position 9310: 0.00920003493924152
Position 184: 0.007057130642307312
Position 6937: 0.006711035838582979
Position 13536: 0.00638718934842626
Position 6681: 0.006264561343857294
Position 6849: 0.006048514162532172
Position 18544: 0.005882173600702404
Position 4224: 0.005743209410803992
Position 4315: 0.005631076473588602
Position 3450: 0.0056216321411108805
Position 3720: 0.004596434362132264
Position 201: 0.004492001950640915
Position 1016: 0.004485062703741391
Position 1021: 0.004263983583579225
Position 9707: 0.0036476357748241282
Position 2960: 0.0032174406931480457
Position 551: 0.003013723351265743
Position 6643: 0.0027401634103397542
Position 3915: 0.0026067822864157897
Position 503: 0.0014546982227639101
Position 1973: 0.0013678731101307066
Position 1802: 0.0012282509017585458
Position 540: 0.0012045722174814453
Position 254: 0.000890258235100147
Position 163: 0.0008861489590598238
Position 3345: 0.0008322693037356246
Position 2627: 0.0007916246547965357
Position 80: 0.0007454151049766087
Position 491: 0.0007416985908854877
Position 94: 0.0007081107722949451
Position 133: 0.000606702485126755
Position 482: 0.0005729080207154286
Position 588: 0.0005282173993340418
Position 378: 0.0004907280808478452
Position 244: 0.0003702240687197335
Position 30: 0.00030730343217072714
Position 1806: 0.00028235996254313345
Position 438: 0.0002641062985559043
Position 1047: 0.0002212206351441022
Position 558: 0.00019877634789549438
Position 581: 0.00015021164044569222
Position 1075: 0.00011788445111686485
Position 2178: 0.00010812259062078643
Position 5878: 0.0001056442306367355
Position 97: 8.490608718461847e-05
Position 819: 8.300864581348849e-05
Position 590: 5.889895423616576e-05
Position 3100: 3.313020965466688e-05
Position 6331: 2.7931633911741686e-05
Position 1011: 2.5840344928482556e-05
Position 576: 2.5330645098893567e-05
Position 1028: 2.3525550187878268e-05
Position 3423: 2.1967094832655968e-05
Position 690: 2.1018709822585622e-05
Position 1396: 1.8857129315885266e-05
Position 678: 1.5371392927672518e-05
Position 1002: 1.0538630108345307e-05
Position 83: 1.0258120491122573e-05
Position 673: 9.656423340302108e-06
Position 1154: 6.533105253148286e-06
Position 665: 6.525637113725486e-06
Position 720: 5.1225086863117946e-06
Position 574: 4.546786628536552e-06
Position 742: 4.368249775882171e-06
Position 319: 2.57222669130687e-06
Position 638: 8.433562028799065e-07
Position 617: 7.413791871681263e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 11330: 0.9307394347901775
Position 5877: 0.5977347065106593
Position 18104: 0.3333917753315991
Position 17531: 0.3028547588932271
Position 615: 0.2858790066597005
Position 14216: 0.27243495152645936
Position 5849: 0.18744159257159584
Position 14486: 0.17061244344107607
Position 1836: 0.16814959341350888
Position 16433: 0.16317817407179713
Position 5152: 0.0958863121643633
Position 7176: 0.09075045788100788
Position 856: 0.08826681722149067
Position 1878: 0.07154191753635525
Position 18630: 0.055844455895710396
Position 9610: 0.054955754019177655
Position 1898: 0.05390199287611903
Position 17259: 0.046276488861850665
Position 4106: 0.044040008032268596
Position 1171: 0.04364621709658755
Position 16049: 0.03548840331215392
Position 6984: 0.03411171662417186
Position 7122: 0.032914158678245035
Position 5087: 0.03206866079538536
Position 6513: 0.030229321352387564
Position 1534: 0.027064191823908065
Position 7074: 0.025933997492272202
Position 9582: 0.02398930249126803
Position 647: 0.02344453019766112
Position 12819: 0.022313450238883002
Position 6936: 0.022111672576261128
Position 7055: 0.018224373462759843
Position 11512: 0.01758089615346507
Position 7099: 0.017254818351368856
Position 1226: 0.014974059899959575
Position 7141: 0.013307728498366037
Position 17134: 0.01297639775378524
Position 18377: 0.012035806565287856
Position 13411: 0.011447028505308841
Position 3128: 0.010957436431442986
Position 906: 0.010808446420611776
Position 2485: 0.010714253275025183
Position 9417: 0.01003553743553629
Position 6131: 0.010035300953282778
Position 6775: 0.009768304455394722
Position 11485: 0.009716798155543901
Position 9088: 0.00920003493924152
Position 750: 0.008679396977623438
Position 5745: 0.008415918496454981
Position 16125: 0.007691003961820952
Position 861: 0.00758006907948418
Position 12014: 0.007029449255731139
Position 15030: 0.005879752668595738
Position 638: 0.005834552580905861
Position 1883: 0.005723423784926667
Position 3159: 0.005610667319499022
Position 1903: 0.005293692421278578
Position 3209: 0.005018249347094123
Position 3580: 0.004932034701139932
Position 6959: 0.004858401393029665
Position 3295: 0.004811049239404015
Position 1691: 0.004087813321124241
Position 939: 0.003760922510586517
Position 2859: 0.0037068540583620334
Position 16100: 0.0036206912985212547
Position 3092: 0.003566143213123864
Position 5021: 0.0034962198866709507
Position 351: 0.0034614947086414817
Position 966: 0.003440042868053833
Position 1832: 0.0030931355544593867
Position 6065: 0.0028348137353641474
Position 1183: 0.0028324210221277375
Position 1126: 0.00248724441642574
Position 867: 0.0024820903743743676
Position 13020: 0.0024453393866592445
Position 10260: 0.00238605115361727
Position 946: 0.0021661802725174402
Position 5178: 0.002033023466717944
Position 2442: 0.0018237739699577904
Position 3783: 0.0017898004276232068
