Gene = Ndufc2
index = 740
Annotated 5SS: [ 355 7007]
Annotated 3SS: [6862 7615]
SMsplice 5SS: [ 355 7007]
SMsplice 3SS: [6862 7615]
top_k =  1000
Partition function (log Z): -10.519428627098609

Sorted 5' Splice Sites (High to Low Probability):
Position 355: 0.9363167020348403
Position 7007: 0.3372158620441998
Position 4652: 0.16162290493743342
Position 4082: 0.09428429479327408
Position 7078: 0.04409289493573041
Position 6179: 0.027196257025549012
Position 104: 0.02665287116451094
Position 4683: 0.018384380509415228
Position 644: 0.01797125604088969
Position 342: 0.017478408772881225
Position 3973: 0.014389084073006467
Position 3034: 0.013457365543212033
Position 7228: 0.013303283346260632
Position 5434: 0.011687798874907932
Position 2287: 0.011391420077723332
Position 1513: 0.01138081387041662
Position 6477: 0.009615914973636392
Position 556: 0.008622928515641823
Position 5499: 0.008013390810274185
Position 6491: 0.00787719402215692
Position 5204: 0.007569155688420214
Position 740: 0.007179712975027573
Position 410: 0.007065895460907992
Position 1386: 0.005457347514678369
Position 65: 0.004449487279908748
Position 6305: 0.004424222843744057
Position 1217: 0.004415751673946384
Position 6517: 0.00418322991566905
Position 1392: 0.003848099198799359
Position 2391: 0.00356260027127674
Position 1830: 0.003406475566061372
Position 3935: 0.0032445120515837526
Position 112: 0.002345580660944736
Position 5077: 0.002304134483572245
Position 4244: 0.001934242020999854
Position 3939: 0.0017257395030702536
Position 7380: 0.001722583651592078
Position 4045: 0.0013278995023758302
Position 652: 0.0011728408703537802
Position 6939: 0.0011295451827306971
Position 2063: 0.0009279183656192706
Position 157: 0.0007968666625456515
Position 2084: 0.0007860114842963243
Position 7218: 0.000610146186036386
Position 7331: 0.0004887544575275403
Position 1260: 0.0003907229068562252
Position 7657: 0.00037407829421366864
Position 1866: 0.00029954619868814865
Position 6863: 0.00029126789354758575
Position 2055: 0.00028540258379261665
Position 2087: 0.0002783492410491868
Position 2000: 0.00027059027657251594
Position 18: 0.00014279297221606762
Position 4186: 0.00011560972567017133
Position 130: 7.178749667624352e-05
Position 707: 7.001273974726322e-05
Position 821: 6.11360109542818e-05
Position 1848: 4.9127348245729636e-05
Position 52: 4.611655121132826e-05
Position 2259: 4.5778114683726045e-05
Position 3424: 4.303928624301634e-05
Position 2791: 3.86168042035663e-05
Position 3107: 3.8130911570393804e-05
Position 3451: 3.6824470016734854e-05
Position 2496: 3.144009405700426e-05
Position 1264: 2.7529399413941764e-05
Position 593: 2.6921079588546808e-05
Position 127: 2.4036991577481306e-05
Position 151: 2.0141186202095154e-05
