Gene = Treh
index = 1139
Annotated 5SS: [  108  7928  8193  8361  9500  9729  9933 10143 10389 10727 11493 11814
 12149 12448]
Annotated 3SS: [ 7826  8047  8272  9398  9635  9815 10019 10338 10531 11274 11701 12035
 12393 12642]
SMsplice 5SS: [  108  1656  7928  8193  8361  9500 10389 10727 11814 12149 12448]
SMsplice 3SS: [ 1566  7826  8047  8272  9398 10338 10531 11701 12067 12393 12642]
top_k =  1000
Partition function (log Z): 11.38784434822569

Sorted 5' Splice Sites (High to Low Probability):
Position 7928: 0.9922689941331484
Position 8193: 0.9539678302489871
Position 8361: 0.9156170517243275
Position 11814: 0.9122097439546097
Position 10727: 0.8326164704303421
Position 12149: 0.8319101028283554
Position 108: 0.8228648898313644
Position 12448: 0.7383819958710511
Position 10389: 0.7184451891969037
Position 9500: 0.6555367549562674
Position 4589: 0.40446257184246465
Position 10143: 0.3876691741613118
Position 688: 0.3864103909963617
Position 2010: 0.29668393641114427
Position 2311: 0.25947535005333255
Position 8676: 0.24306833606128644
Position 8697: 0.22097429775053387
Position 12507: 0.21397129702545797
Position 9933: 0.18149345661205313
Position 4549: 0.14706450943957872
Position 4618: 0.09271565350208728
Position 12163: 0.08892673671775808
Position 11605: 0.08776456297392912
Position 4585: 0.07763377055871239
Position 4311: 0.0755173834006866
Position 9729: 0.0699825399236511
Position 10657: 0.06882831743453988
Position 6350: 0.0647810249729499
Position 6526: 0.061571824099351066
Position 9937: 0.05728436809748124
Position 4804: 0.05084889226269481
Position 101: 0.04530838700890885
Position 10794: 0.04439456822295239
Position 1660: 0.043372394233339065
Position 649: 0.032121503999818245
Position 12695: 0.028352729865250573
Position 11493: 0.02498248876606414
Position 2014: 0.024587572728367667
Position 4228: 0.022412504646029188
Position 9695: 0.021233954278947524
Position 9229: 0.019974280559166224
Position 11090: 0.019762212650007046
Position 10230: 0.01854135406289543
Position 9999: 0.015621498399775158
Position 1880: 0.01431537422009206
Position 9020: 0.012464911962388981
Position 6685: 0.012308718289305557
Position 5349: 0.011106475222154416
Position 6069: 0.010634849553716207
Position 4593: 0.01036327985919831
Position 1820: 0.009698857552681323
Position 6320: 0.008805798615666565
Position 116: 0.008707723329601258
Position 9901: 0.00864761348572139
Position 9548: 0.008471273066719007
Position 6090: 0.008220524628492282
Position 10441: 0.008210304421051974
Position 5906: 0.008100780203960259
Position 3437: 0.007929472742232812
Position 699: 0.007903516304752431
Position 1744: 0.007182436567520945
Position 3339: 0.007163299249884434
Position 5668: 0.007004370786029594
Position 9919: 0.0067667220689562255
Position 6872: 0.00661551090504041
Position 5264: 0.006358380549784701
Position 427: 0.0062830239095745906
Position 5940: 0.005425364081649765
Position 1649: 0.005248395262438537
Position 9789: 0.005107116942137035
Position 10706: 0.004826683949089361
Position 2765: 0.004805688911225171
Position 5187: 0.0043636462660761295
Position 10208: 0.004264924262428215
Position 1716: 0.003930598312196288
Position 2490: 0.003713022152578778
Position 3305: 0.0035571093929837707
Position 10249: 0.003443004189714007
Position 12720: 0.0030136227601514224
Position 8414: 0.002865297217617283
Position 275: 0.0024865066444429923
Position 229: 0.0023960917518662497
Position 12462: 0.002332932611671739
Position 1636: 0.0022386437356543116
Position 223: 0.002232197605762843
Position 4551: 0.0020645160664448645
Position 2019: 0.0020367032288125214
Position 782: 0.0019486764990582612
Position 1431: 0.0019002444818381438
Position 4283: 0.0018472498383800776
Position 1706: 0.0016480198540070018
Position 8069: 0.001641406976284382
Position 1598: 0.0015694620454677266
Position 670: 0.0014825374016700196
Position 5504: 0.0014446462272663062
Position 12422: 0.001298064701787223
Position 8388: 0.0010389957735946955
Position 1914: 0.001024950135842975
Position 12243: 0.0010037710345051523
Position 2855: 0.0009398578879912621
Position 1991: 0.0009099279804426174
Position 9721: 0.0008956611999215042
Position 10494: 0.0008880557446092412
Position 9985: 0.000829204769539199
Position 1938: 0.0008224176487036522
Position 1663: 0.0008099871920791186
Position 75: 0.0007263025810552553
Position 8816: 0.00071926664385661
Position 2676: 0.0006879013202753868
Position 400: 0.000627718292355607
Position 8973: 0.0006104190873299772
Position 869: 0.0005176850970353727
Position 12486: 0.0004929408213605967
Position 8909: 0.00039503339973225043
Position 1619: 0.00038631207813887795
Position 808: 0.0003862633354688052
Position 1002: 0.00035954684066908315
Position 12435: 0.00031879662060299693
Position 10435: 0.0002967514011788303
Position 8525: 0.00028992685843647075
Position 4581: 0.0002666460423639862
Position 12285: 0.00024134132540753323
Position 1922: 0.0002315196554819062
Position 127: 0.00022874639362941728
Position 12838: 0.00021408645890281944
Position 12130: 0.00021204221490894837
Position 9431: 0.00020093495858782812
Position 1621: 0.00016312051847348793
Position 1300: 0.00015146014561677934
Position 9504: 0.00013630324086885635
Position 8125: 0.0001318810236532082
Position 12547: 0.0001268200597475088
Position 1827: 0.00011849928651067301
Position 9649: 0.00011758463341493914
Position 1886: 0.00011173459089966606
Position 4597: 0.00010791669543982194
Position 1156: 0.0001000227296963155
Position 388: 8.851461666440166e-05
Position 12319: 8.801062130358285e-05
Position 129: 8.391197567782335e-05
Position 12702: 7.515860322349932e-05
Position 8146: 6.725592266851008e-05
Position 1588: 4.730578656743398e-05
Position 12528: 4.7295881695388744e-05
Position 9600: 4.441086070429575e-05
Position 562: 4.30699060804229e-05
Position 4845: 4.2078587567527455e-05
Position 8163: 3.635652406074019e-05
Position 506: 3.624343869445587e-05
Position 335: 3.587151428681364e-05
Position 937: 3.5790296324932434e-05
Position 9642: 3.0840327283536606e-05
Position 579: 2.8057313459761097e-05
Position 1054: 2.6953136762281825e-05
Position 12442: 2.5039382104391417e-05
Position 442: 2.4861794899077975e-05
Position 324: 2.363760930510441e-05
Position 298: 2.0723780877554487e-05
Position 1397: 1.6637710416932462e-05
Position 1365: 1.6221767641495934e-05
Position 12248: 1.6036532991929875e-05
Position 7: 1.4097472100670982e-05
Position 149: 1.3688256665281165e-05
Position 1389: 1.2616961793932846e-05
Position 314: 1.032139810495298e-05
Position 262: 9.740888630493215e-06
Position 133: 9.347142227731153e-06
Position 19: 9.131369760602057e-06
Position 10907: 6.5398150693862826e-06
Position 1183: 5.635173091604442e-06
Position 1292: 5.284481898747543e-06
Position 264: 5.155640424359902e-06
Position 131: 5.1158878571032956e-06
Position 1435: 4.260202604963139e-06
Position 436: 3.6043233074263404e-06
Position 1402: 3.5084019952837788e-06
Position 2516: 2.882681524276345e-06
Position 12511: 2.672197582131506e-06
Position 1160: 2.5759158520532247e-06
Position 756: 2.400628352809969e-06
Position 1009: 2.311105297960954e-06
Position 1354: 2.1242751690088364e-06
Position 810: 2.0458674921342306e-06
Position 726: 1.2443612764968945e-06
Position 724: 1.2440691801558849e-06
Position 1492: 1.1789544780186308e-06
Position 821: 1.0701700469924163e-06
Position 12475: 1.0303589383067513e-06
Position 1093: 9.909310195032903e-07
Position 466: 9.010216224718809e-07
Position 492: 8.59604274787029e-07
Position 589: 8.3260520498629e-07
Position 1095: 7.045256843484559e-07
Position 12361: 3.755673111773123e-07
Position 836: 3.7290337310889934e-07
Position 1378: 2.3119279951494805e-07
Position 1130: 1.9126109790561606e-07
Position 1138: 1.8827194421096201e-07
Position 1086: 1.2812569749519685e-07
Position 634: 8.1850001460874e-08
Position 494: 5.455902718970876e-08
Position 11919: 3.884175987695769e-08
Position 447: 3.416747916539006e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8047: 0.9461479715843203
Position 7826: 0.9448443738832938
Position 12642: 0.9120717674536464
Position 12393: 0.8940537624542464
Position 8272: 0.8924401541581521
Position 10531: 0.7549701297246726
Position 11701: 0.7544601801166447
Position 9398: 0.70129879285455
Position 4444: 0.6747415071225983
Position 10338: 0.664286363626199
Position 12067: 0.550587809831612
Position 9815: 0.3266342107072191
Position 10019: 0.276789183437116
Position 500: 0.27389944417052453
Position 12035: 0.25686357051703235
Position 8595: 0.24274611256960402
Position 2182: 0.21684503793019444
Position 10637: 0.1496184618761592
Position 11662: 0.13980637158746964
Position 1869: 0.13899991486995003
Position 1566: 0.13444528347226137
Position 1766: 0.1289191626206366
Position 8577: 0.11638025251357033
Position 4141: 0.07753040231005283
Position 11454: 0.07734438119098258
Position 6243: 0.059654270157304214
Position 9785: 0.04894204116709892
Position 7786: 0.048494874060243526
Position 8441: 0.04490918231772368
