Gene = Stk17b
index = 1037
Annotated 5SS: [  151  8708 13615 19304 21193 22636 24243]
Annotated 3SS: [ 8544 13401 19158 21065 22586 24062 27453]
SMsplice 5SS: [  151  2633  8708 10931 19304 20218 22636 24243]
SMsplice 3SS: [ 2527  8544 10798 19158 20059 22586 24062 27453]
top_k =  1000
Partition function (log Z): 1.4321275583790962

Sorted 5' Splice Sites (High to Low Probability):
Position 8708: 0.9983116298879634
Position 19304: 0.9640720378622544
Position 22636: 0.943808455737301
Position 151: 0.9276713677876182
Position 10931: 0.9136375036445508
Position 24243: 0.7661360849389531
Position 2633: 0.6325475678967885
Position 21193: 0.5033483243529514
Position 20218: 0.4359498324012131
Position 13615: 0.4317469337064282
Position 3720: 0.28586554218821664
Position 9596: 0.2643715771748653
Position 943: 0.2570339868742676
Position 8452: 0.25302178680468895
Position 12376: 0.2516112788245481
Position 11997: 0.24748991283830152
Position 11954: 0.23038729393099708
Position 15948: 0.17981672760988596
Position 12348: 0.17606289182462068
Position 20957: 0.15218557397138627
Position 11142: 0.13820959651619974
Position 19763: 0.13655904928929838
Position 20222: 0.13513184581706575
Position 12166: 0.1172530400780324
Position 12068: 0.1157775713476214
Position 3675: 0.1107925812402108
Position 6567: 0.10893182094797733
Position 11311: 0.09098351342631245
Position 4109: 0.08435194029038588
Position 20187: 0.07358536803006624
Position 11353: 0.06924788718624468
Position 24418: 0.06858645953345358
Position 10467: 0.0629148407645926
Position 26065: 0.05689229376348491
Position 7736: 0.0560784130685184
Position 3462: 0.0488354113952866
Position 3550: 0.04107497537881351
Position 13543: 0.029625226546786423
Position 15963: 0.026970120104135693
Position 26370: 0.026902854254524246
Position 13619: 0.025556476614018192
Position 25887: 0.02504598936511121
Position 10988: 0.024441613716391534
Position 23893: 0.024286359919598804
Position 21154: 0.0235325826906638
Position 11315: 0.02333683157538435
Position 11138: 0.02154821239127493
Position 22142: 0.021121768030710884
Position 9852: 0.021075072788824076
Position 6479: 0.020723886455033296
Position 3759: 0.020532758219917315
Position 7214: 0.02016681866653583
Position 3085: 0.01882235687952019
Position 21463: 0.01846918383227229
Position 14779: 0.016829118315879642
Position 1593: 0.016238593656280945
Position 8319: 0.015330511461389603
Position 7584: 0.015070526505567056
Position 9424: 0.014512632903766259
Position 7151: 0.014000260042142559
Position 867: 0.011456991818173771
Position 19453: 0.011411423083301014
Position 933: 0.01118290776397901
Position 22657: 0.010917261181389743
Position 2835: 0.010665472710185702
Position 9485: 0.010643670049686589
Position 2151: 0.010174457778116543
Position 9306: 0.01000824558585347
Position 7541: 0.00975580754638085
Position 442: 0.009551830514137886
Position 54: 0.00919325174774388
Position 4674: 0.008439991448935246
Position 67: 0.008321105122056228
Position 223: 0.008029560642845962
Position 4010: 0.007663340966188212
Position 22648: 0.007532073280143139
Position 22118: 0.006986519606089175
Position 9779: 0.00671569717505662
Position 20360: 0.0064150320117342145
