Gene = Vcpip1
index = 1177
Annotated 5SS: [ 2933 11417]
Annotated 3SS: [11329 23031]
SMsplice 5SS: [  112 23181]
SMsplice 3SS: [23031 24978]
top_k =  1000
Partition function (log Z): -20.017634061125708

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.7970413146600535
Position 9168: 0.4299124286755334
Position 571: 0.1568825046908994
Position 577: 0.1227011675312062
Position 2933: 0.09191418177911259
Position 11417: 0.08625986459288534
Position 9274: 0.06169074495547901
Position 2855: 0.04742079481121644
Position 8826: 0.044835854763745256
Position 8870: 0.040288381030785206
Position 9566: 0.04004978815456754
Position 6851: 0.039476733908726615
Position 484: 0.0373688801901105
Position 1297: 0.03340095242466536
Position 1967: 0.03129725922318647
Position 3707: 0.029348627115871988
Position 4016: 0.02517474216723898
Position 8077: 0.018814762620592344
Position 9122: 0.01767308967442765
Position 4972: 0.016916479588720668
Position 3615: 0.012949243336960552
Position 6860: 0.011182255359574263
Position 8017: 0.009990795913966496
Position 3924: 0.008714299672609884
Position 5059: 0.0072697622549711145
Position 6560: 0.005944478198659567
Position 1274: 0.005104032054977511
Position 9196: 0.0043455997943242855
Position 9136: 0.004092164360484768
Position 3946: 0.003889797843922631
Position 4823: 0.0034779893516203434
Position 2129: 0.0034572708916544037
Position 1499: 0.003332300714537295
Position 2969: 0.0033221874143092496
Position 1169: 0.0025298762254604536
Position 1232: 0.0022255969535853984
Position 8053: 0.002087139387123205
Position 7027: 0.0013972738366566095
Position 6359: 0.0013650742449508556
Position 5017: 0.0011365830745388955
Position 2792: 0.0008766507645897294
Position 7874: 0.0008718722900886418
Position 2468: 0.0008223936643008029
Position 171: 0.00044559987531711233
Position 55: 0.000372733376477766
Position 2630: 0.0002109981452404307
Position 1067: 0.00012237369686413958
Position 72: 8.66700129286624e-05
Position 499: 5.6108590597495136e-05
Position 1253: 3.492369343582818e-05
Position 413: 2.8953629555445825e-05
Position 381: 2.180803211373768e-05
Position 713: 2.153884989244903e-05
Position 5080: 2.0213869604572106e-05
Position 438: 1.910095239739412e-05
