Gene = Paf1
index = 788
Annotated 5SS: [ 304  748 2185 2589 2745 2922 3107 3252 3437 3776 3999 5603 5799]
Annotated 3SS: [ 717 2091 2466 2677 2819 3000 3182 3332 3658 3869 5496 5707 5874]
SMsplice 5SS: [ 304 2185 2589 2745 2922 3107 3252 3437 3776 3999 5603 5799]
SMsplice 3SS: [2091 2466 2677 2819 3000 3182 3332 3658 3869 5496 5707 5874]
top_k =  1000
Partition function (log Z): 29.63170667575292

Sorted 5' Splice Sites (High to Low Probability):
Position 5799: 0.998759276819777
Position 304: 0.9818262264479926
Position 2922: 0.9730872646785536
Position 2185: 0.9528389026302483
Position 3999: 0.9455453103768272
Position 3776: 0.921957376024736
Position 3107: 0.919565789223467
Position 5603: 0.9079968625852283
Position 2589: 0.8416455175220093
Position 3252: 0.833398055516852
Position 3437: 0.7878342609670039
Position 2745: 0.6916840448934655
Position 748: 0.5006883127769886
Position 5995: 0.4102094872316914
Position 2750: 0.26366099831414747
Position 4169: 0.1223428833532318
Position 5350: 0.11563055835776603
Position 3780: 0.04602419689505844
Position 5645: 0.03187425479431746
Position 5060: 0.031205662887097495
Position 3923: 0.02711486384700512
Position 2610: 0.02670456727501406
Position 2937: 0.02244976585000415
Position 3965: 0.015152338637549835
Position 3790: 0.01302553030692749
Position 5541: 0.011856747362658213
Position 801: 0.01102831595890643
Position 5264: 0.00835724243983198
Position 3784: 0.008172597451303288
Position 191: 0.008069762138773716
Position 6010: 0.0063145367894629194
Position 6055: 0.0044392596861391395
Position 2763: 0.003421368485552071
Position 3225: 0.002701971852465836
Position 1894: 0.0022885668885881142
Position 531: 0.002031079686502018
Position 466: 0.001977890261742988
Position 3796: 0.0019663356763445156
Position 5387: 0.001802183217541934
Position 56: 0.001782752908468142
Position 2289: 0.0016853841651392678
Position 402: 0.0016599641170588048
Position 447: 0.0016141835974023263
Position 1076: 0.0015562443424895975
Position 5938: 0.0015092745956781476
Position 4613: 0.0012423597919805662
Position 2593: 0.001218591173424648
Position 4672: 0.001185259700939115
Position 477: 0.0010971188785351231
Position 1234: 0.0010961903026127985
Position 415: 0.0010660795066749513
Position 3357: 0.0010289297882868408
Position 1041: 0.000979245857951854
Position 251: 0.0008578565177157242
Position 4896: 0.0008525397975956166
Position 1722: 0.0007026000901394822
Position 1708: 0.0006935252757007485
Position 5641: 0.0006800904562771562
Position 2855: 0.0006400699269273996
Position 3581: 0.0005978377059792101
Position 31: 0.0005831738237840316
Position 6025: 0.0005413890897693205
Position 541: 0.0005406182309340883
Position 3802: 0.0005316619760533635
Position 1980: 0.0005245184010571559
Position 520: 0.0005083285034806881
Position 5064: 0.0004772175275638531
Position 1356: 0.0004576322421935197
Position 5959: 0.0004294316208669771
Position 5977: 0.0004288469864937646
Position 3444: 0.00042402786831661663
Position 2926: 0.0004094949026658712
Position 1898: 0.00039590436971639897
Position 3394: 0.0003752725350377804
Position 3492: 0.00034318644294826627
Position 1064: 0.00031054380975423544
Position 3277: 0.00029641703883429645
Position 3461: 0.0002854560808666066
Position 1514: 0.00027915898261964245
