Gene = Leng1
index = 631
Annotated 5SS: [ 525 2159 3070]
Annotated 3SS: [1978 2815 4479]
SMsplice 5SS: [ 525 2159]
SMsplice 3SS: [1978 4479]
top_k =  1000
Partition function (log Z): -2.392191151087242

Sorted 5' Splice Sites (High to Low Probability):
Position 2159: 0.988428496534036
Position 525: 0.9652408171537042
Position 3070: 0.5349304059608114
Position 4577: 0.2927386483005472
Position 2667: 0.046263021118566325
Position 2838: 0.04552743756726172
Position 1887: 0.041690945014417995
Position 3083: 0.03720350887481249
Position 201: 0.02496274401136039
Position 3235: 0.02410328271400927
Position 4565: 0.014650563128602037
Position 2723: 0.013425495985309597
Position 1339: 0.010329095864591119
Position 2681: 0.008706594009320024
Position 586: 0.00735571180082906
Position 4182: 0.006310612073487954
Position 3204: 0.005729295717540724
Position 2272: 0.005664776459524367
Position 1259: 0.005380463266683788
Position 1730: 0.00537304908990556
Position 107: 0.005326172142188227
Position 3538: 0.005307200653017025
Position 3126: 0.00499299018295966
Position 378: 0.004376195637957446
Position 823: 0.00372953199486572
Position 3814: 0.0033179437069322613
Position 2893: 0.00235091082794076
Position 4595: 0.0022042312403466394
Position 5136: 0.002048898455464129
Position 4119: 0.002016604085991689
Position 131: 0.0019470499989858406
Position 2698: 0.0016640958993100255
Position 423: 0.001631113967689999
Position 450: 0.0016000412645838101
Position 4230: 0.001583428835800191
Position 3172: 0.0015388035266271527
Position 2525: 0.0014625793111197455
Position 2717: 0.0012472525285040247
Position 3571: 0.001162699837188584
Position 90: 0.0011082252075886947
Position 504: 0.0010692879254049442
Position 2709: 0.0010678401003646643
Position 4323: 0.0009277309925842668
Position 5188: 0.000914739364811506
Position 969: 0.0009047868867228049
Position 2746: 0.0008687887170379737
Position 3109: 0.000837004453251476
Position 2573: 0.0007865188934924178
Position 1649: 0.000751961317620009
Position 1422: 0.000666421972491342
Position 952: 0.0006220717947695373
Position 4142: 0.0006205278557129544
Position 25: 0.0006003306750042252
Position 573: 0.0005909493754196932
Position 1720: 0.0005292322036499439
Position 187: 0.0005011251929559329
Position 3018: 0.00042502492372552926
Position 3027: 0.00040276938198734267
Position 2061: 0.0003941628096852784
Position 3597: 0.00038131585159203904
Position 761: 0.0003685495494038313
Position 4283: 0.0003452720157950172
Position 1503: 0.00031517179003608266
Position 1602: 0.00031151581939739456
Position 179: 0.00030199146113353667
Position 5321: 0.0002680319122608142
Position 736: 0.00026038612555562296
Position 349: 0.00023673339540696377
Position 887: 0.00021212747460933114
Position 843: 0.0002059312196815659
Position 70: 0.00018571307210808115
Position 1511: 0.00018148487286039834
Position 309: 0.00013678111406639713
Position 4248: 0.00013581649205946932
Position 5329: 0.00013490310538848753
Position 2194: 0.00012785104569406112
Position 590: 0.0001214255562876722
Position 5132: 0.00012064052689808693
Position 1983: 0.00011797379650955049
Position 5038: 0.00011764135598663711
Position 828: 0.00010305228237313036
Position 359: 0.00010270479676911211
Position 5104: 9.503301171064986e-05
Position 4435: 8.783887142866216e-05
Position 1437: 8.49454918079895e-05
Position 1879: 8.015926095705448e-05
Position 1472: 7.266004402061434e-05
Position 1417: 7.000181837603646e-05
Position 441: 6.75619450248768e-05
Position 57: 5.714521483669855e-05
Position 2224: 5.130900250294551e-05
Position 1928: 4.953026437047384e-05
Position 274: 4.4195936126301794e-05
Position 905: 4.349558896738931e-05
Position 1228: 3.9105303816961504e-05
Position 41: 3.720782460091562e-05
Position 371: 3.4968729969322565e-05
Position 3777: 3.443848096314382e-05
Position 4418: 3.09033363280199e-05
Position 2364: 2.8766213859364674e-05
Position 1348: 2.8122962746716146e-05
Position 1863: 2.6571028564799865e-05
Position 2862: 2.3562335539339957e-05
Position 723: 2.0656279786798178e-05
Position 136: 1.9129038438386272e-05
Position 2080: 1.8635886205744974e-05
Position 2111: 1.7288003395165105e-05
Position 594: 1.6113849476067782e-05
Position 1176: 1.5971325892742588e-05
Position 662: 1.5013595990941183e-05
Position 660: 1.4305630692053261e-05
Position 2386: 1.3797870653323848e-05
Position 896: 1.2870053123877576e-05
Position 4001: 1.1966356905286138e-05
Position 975: 1.1210379143213638e-05
Position 1004: 1.0986759802213875e-05
Position 3562: 9.716004918304557e-06
Position 2798: 8.175582131488586e-06
Position 2213: 7.730658972038595e-06
Position 1606: 7.634079782858063e-06
Position 1054: 6.9400233549982345e-06
Position 604: 6.732505825076896e-06
Position 592: 4.831554469503515e-06
Position 621: 4.79560018179787e-06
Position 2488: 4.3698678853600285e-06
Position 2431: 3.896565600105539e-06
Position 2163: 3.411127894985452e-06
Position 2588: 3.336879498822615e-06
Position 4853: 3.3019770364999735e-06
Position 2276: 1.972989246482815e-06
