Gene = Ppcdc
index = 843
Annotated 5SS: [  46 2699 5213]
Annotated 3SS: [ 2632  5029 41269]
SMsplice 5SS: [   46  2118  2699  5213 19953 25030]
SMsplice 3SS: [ 1964  2632  5029 19823 24860 36605]
top_k =  1000
Partition function (log Z): -20.369200472814367

Sorted 5' Splice Sites (High to Low Probability):
Position 5213: 0.9379250368893178
Position 2699: 0.9097968694354232
Position 46: 0.6059781647355448
Position 3958: 0.44741664857803354
Position 2118: 0.42923223904995644
Position 5797: 0.35678621318429815
Position 4853: 0.27174091996914285
Position 6515: 0.2484683256403814
Position 443: 0.1787654008972363
Position 2997: 0.1704030698083609
Position 7118: 0.16604526188541727
Position 1002: 0.15518956145029392
Position 1342: 0.15422003705378712
Position 2123: 0.1356251853007965
Position 4010: 0.10676521691970822
Position 298: 0.07735550631729246
Position 2096: 0.06932668162846134
Position 92: 0.0577821622290144
Position 6527: 0.05522488540109698
Position 4234: 0.054135759558408686
Position 7028: 0.043356647332474275
Position 7516: 0.03994068496860505
Position 4117: 0.03370336950053587
Position 4800: 0.03164739145302103
Position 951: 0.0312895420665638
Position 7395: 0.03125010956194954
Position 100: 0.0297665439074847
Position 5186: 0.025240676716534884
Position 2683: 0.02230004872338239
Position 4347: 0.01767736396696941
Position 3907: 0.01725029072846109
Position 8572: 0.01527968699955483
Position 4199: 0.014924018338966316
Position 32: 0.014660707230139645
Position 1610: 0.013062465964606263
Position 4005: 0.011973895076594293
Position 5337: 0.011371265333048193
Position 11599: 0.010719874444390234
Position 4270: 0.01039374366377756
Position 128: 0.00866106044766392
Position 140: 0.008293668431856388
Position 5826: 0.008284334012947668
Position 912: 0.008230423271667432
Position 7673: 0.00779119872580949
Position 1006: 0.007751738872186579
Position 3036: 0.006998156436741225
Position 124: 0.006979115233578882
Position 4256: 0.0068393850583961255
Position 857: 0.006613416373279854
Position 3052: 0.006494617251480359
Position 8753: 0.0062303028091935
Position 79: 0.0059097444389772935
Position 2516: 0.005795862708197058
Position 3564: 0.005473992700275826
Position 118: 0.005185016366087485
Position 174: 0.004748581465195423
Position 4017: 0.003869871750002208
Position 1547: 0.003602734960620151
Position 4579: 0.002614501874778524
Position 6996: 0.0026051412846601106
Position 6883: 0.00260431449067403
Position 9385: 0.0025951597662376407
Position 1570: 0.0021485527700772448
Position 3140: 0.002104709278158297
Position 9133: 0.001989270618973224
Position 807: 0.001742335077966681
Position 826: 0.0016578876218774092
Position 148: 0.001548054026041102
Position 9293: 0.0015252413703050667
Position 7698: 0.0014381773881108522
Position 75: 0.0013444322024935504
Position 4154: 0.001189990441498802
Position 4262: 0.0010962063999327447
Position 5830: 0.0010713481078772717
Position 4818: 0.0009938641263629385
Position 9470: 0.0009760069487616736
Position 217: 0.0009165929401969719
Position 82: 0.0008424204714644687
Position 5128: 0.0006625033962440466
Position 4872: 0.0006523736327877242
Position 711: 0.0006241130450223097
Position 3858: 0.0006164431728784388
Position 6488: 0.0006027189033477831
Position 396: 0.0005832216545958051
Position 8807: 0.0005519039539721035
Position 4175: 0.0005389801376225438
Position 2540: 0.0005135843058722867
Position 779: 0.000512450958101644
Position 4211: 0.0005111271585368838
Position 5217: 0.0005080846296269429
Position 1432: 0.0004997677458883478
Position 5836: 0.00048468902279034064
Position 4297: 0.0004669229217698632
Position 5879: 0.00043156341798283155
Position 3190: 0.0004257306823233767
Position 6773: 0.00038176551024984867
Position 3137: 0.00035025943866846923
Position 3865: 0.0003049208527220581
Position 6541: 0.0002947367185773187
Position 134: 0.00024835990216739024
Position 1450: 0.00023533566546529757
Position 4455: 0.00021067932124525462
Position 6150: 0.00020912894783263654
Position 373: 0.00020562340282147005
Position 2309: 0.0002034116622612933
Position 2559: 0.00020142145750774433
Position 6130: 0.0001689860703537745
Position 1459: 0.00016179386917851622
Position 6199: 0.00014847493674172924
Position 6451: 0.00014727376066233074
Position 5141: 0.00012453871709184494
Position 162: 0.0001200941621202387
Position 5883: 0.00011603714749920998
Position 3253: 0.00011526450807397666
Position 2810: 0.00011473315524649489
Position 4733: 0.00011418677121375134
Position 1087: 9.246605298657489e-05
Position 4170: 9.084635324748449e-05
Position 503: 7.494789722421608e-05
Position 2759: 6.70225805365463e-05
Position 556: 6.445923527084941e-05
Position 794: 4.532187019584037e-05
Position 153: 4.421840670916471e-05
Position 408: 4.414813700568417e-05
Position 2616: 4.260303999551402e-05
Position 146: 4.109431469311054e-05
Position 5304: 3.504858554424305e-05
Position 1689: 3.334594495386388e-05
Position 606: 2.6801290550956734e-05
Position 176: 2.5967935779564095e-05
Position 3425: 2.254031515111321e-05
Position 155: 1.8900791423632574e-05
Position 73: 1.8297040379903517e-05
Position 515: 1.8207334280430587e-05
Position 681: 1.820255134704115e-05
Position 246: 1.1893714603155995e-05
Position 1366: 1.0954940183047081e-05
Position 8432: 1.0190131074925982e-05
Position 1371: 1.0168414996725462e-05
Position 8905: 9.553418123196687e-06
Position 809: 8.318257900698746e-06
Position 402: 5.673345328456178e-06
Position 3965: 4.98899678889027e-06
Position 651: 4.452196798825415e-06
Position 185: 3.7168790633163066e-06
Position 922: 3.6997786251629746e-06
Position 917: 3.5882872796773055e-06
Position 774: 3.169545285683329e-06
Position 447: 1.2637857800175897e-06
Position 433: 1.0044192531408543e-06
Position 53: 2.2026162506411368e-07
Position 364: 3.494798099169626e-08
Position 382: 4.660248754782129e-09
Position 588: 6.335423991409143e-10
Position 621: 5.274271899007465e-10
Position 642: 4.79102889119268e-10
Position 720: 1.7394443335549784e-10
Position 400: 1.8388320424825134e-13
Position 388: 9.765094253630483e-14

