Gene = Edrf1
index = 360
Annotated 5SS: [  381  1573  3204  3877  6230  6607  9549  9924 10755 12883 13067 13593
 14651 16416 16865 19141 19626 21102 22752 24399 24688 25972 28441 30149]
Annotated 3SS: [ 1363  3136  3750  6104  6449  9446  9801 10642 12734 12957 13480 14389
 16343 16713 18951 19424 20882 22527 24239 24537 25817 28324 29996 33822]
SMsplice 5SS: [  381  3204  3877  6230  6607  9924 10755 12883 13067 13593 16416 16865
 21102 21550 22752 24399 24688 25972 28441 30149]
SMsplice 3SS: [ 3136  3750  6104  6493  9801 10642 12734 12957 13480 16343 16713 20882
 21415 22592 24239 24537 25817 28324 29996 33151]
top_k =  1000
Partition function (log Z): 28.04194332459144

Sorted 5' Splice Sites (High to Low Probability):
Position 13067: 0.9943188892721893
Position 28441: 0.9704377422312827
Position 25972: 0.963665705004436
Position 12883: 0.953854597996689
Position 22752: 0.9096300799590471
Position 3204: 0.8868731773159064
Position 6230: 0.8597207005473261
Position 381: 0.8374737060334317
Position 30149: 0.8298032167923741
Position 16416: 0.8085986632721315
Position 6607: 0.803137103437616
Position 13593: 0.793419046042491
Position 24399: 0.7666490442264845
Position 9924: 0.7641779604833873
Position 10755: 0.7138366587957325
Position 3877: 0.7026807459370988
Position 19141: 0.6124705512835397
Position 21102: 0.5792295462589417
Position 21550: 0.5733420166621339
Position 16865: 0.5631538366903337
Position 27545: 0.5605384640365101
Position 24688: 0.5483117169191433
Position 5796: 0.4636406043477967
Position 14651: 0.4558961653894931
Position 1573: 0.43646508267993966
Position 9549: 0.3960212261281948
Position 16877: 0.3819506194541728
Position 28925: 0.37276381818823223
Position 3056: 0.2807051191658976
Position 24122: 0.22848553720782244
Position 22378: 0.22212856384056592
Position 21366: 0.21661408815766267
Position 30408: 0.20779799443440297
Position 26938: 0.20769060460514321
Position 23113: 0.1937094266799629
Position 741: 0.1822882981022111
Position 19626: 0.17442651193434802
Position 18629: 0.171420768853931
Position 27352: 0.1639187083988886
Position 15149: 0.16379473451857213
Position 21090: 0.1405942806803043
Position 3051: 0.13390444045465
Position 29727: 0.12250412488209826
Position 4997: 0.10915913520411569
Position 3219: 0.10900345106399427
Position 31306: 0.1064378700810832
Position 6670: 0.08780764936795184
Position 9340: 0.08771764499015919
Position 10866: 0.08599046392047832
Position 5869: 0.0802877602335894
Position 21098: 0.07394818969485861
Position 1128: 0.07370742690425511
Position 33393: 0.069861790482907
Position 8478: 0.0676778852675024
Position 2315: 0.06644962468942467
