Gene = Ctu1
index = 306
Annotated 5SS: [  60 3631]
Annotated 3SS: [3087 4410]
SMsplice 5SS: [60]
SMsplice 3SS: [3087]
top_k =  1000
Partition function (log Z): -8.1088766883154

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.7724669228967473
Position 3234: 0.46878931064924695
Position 3631: 0.4290941120436947
Position 4065: 0.2128676675169175
Position 1125: 0.1987958337420971
Position 5692: 0.16487997357630252
Position 4529: 0.10625802409717869
Position 124: 0.04056324309559196
Position 3595: 0.03856938441206833
Position 4255: 0.038288709907515636
Position 4514: 0.034848575809760696
Position 226: 0.03354262716108126
Position 4462: 0.033045814634977765
Position 3181: 0.0327182563025064
Position 583: 0.03228200319016941
Position 3197: 0.02936118445594536
Position 4616: 0.026352337466560197
Position 4486: 0.02499645322232958
Position 614: 0.023539594233618923
Position 4610: 0.020715248773831216
Position 3337: 0.016185847304641853
Position 4320: 0.015911290046336873
Position 2385: 0.015381135276279993
Position 3001: 0.012668535323358637
Position 4156: 0.012163079817071338
Position 2288: 0.010472163052552358
Position 2679: 0.010222462530808713
Position 3288: 0.009863572527390169
Position 548: 0.008821845354261315
Position 434: 0.00870233764807278
Position 4491: 0.007988071312656048
Position 3172: 0.007354273462035676
Position 2315: 0.006867530300487435
Position 779: 0.0066485790177166736
Position 1377: 0.006025939944697003
Position 5793: 0.005510442284747379
Position 2082: 0.004545538681086749
Position 1731: 0.003909303201760888
Position 4563: 0.0033674259615776975
Position 5814: 0.003280666564818387
Position 4174: 0.003257277757100709
Position 4571: 0.003089954526627573
Position 1146: 0.0030328049877071744
Position 4440: 0.0026835212197943007
Position 2270: 0.0026578771823676547
Position 4041: 0.0024589092207714966
Position 271: 0.002442466867982009
Position 2041: 0.0023262962131655107
Position 3214: 0.0022690052859766397
Position 1776: 0.002125034059398729
Position 2037: 0.002012842685196119
Position 194: 0.0017864179854700866
Position 713: 0.0016119208062896223
Position 3957: 0.001339236590421311
Position 1737: 0.001310802785264104
Position 799: 0.0011474319403824726
Position 104: 0.000983251473295717
Position 2456: 0.0008661261330845696
Position 3657: 0.0007670958755577817
Position 4240: 0.0007235514506251086
Position 3426: 0.0007219485606236924
Position 2348: 0.0007187344309690161
Position 2435: 0.0007177173713889797
Position 445: 0.0006229049608001074
Position 879: 0.0005774205743843325
Position 419: 0.0005678293988796327
Position 2604: 0.0005156997461473483
Position 716: 0.0004251869698725633
Position 2511: 0.00041557890872754655
Position 169: 0.00040184100749515
Position 449: 0.00037730898479552375
Position 4277: 0.0003707875056638191
Position 3567: 0.00033940039925823846
Position 580: 0.00033745473645453207
Position 6137: 0.00032026201327804444
Position 223: 0.0002941228414732507
Position 3641: 0.000253054498413065
Position 3246: 0.0002512919319992991
Position 1271: 0.00025120616070263427
Position 3137: 0.0002481407097407661
Position 513: 0.0002480360956063308
Position 606: 0.0002474626880574304
Position 2321: 0.00024180822575014515
Position 3292: 0.00023854292429263446
Position 3330: 0.00022212811514156193
Position 81: 0.00021443558659486273
Position 814: 0.0002037251778255993
Position 3160: 0.0001966679795182564
Position 256: 0.00017986024956904938
Position 2934: 0.00017108254299368368
Position 2185: 0.00016937335571333062
Position 2720: 0.00016801518024757195
Position 893: 0.0001549977161562102
Position 1982: 0.00014747266915049226
Position 2376: 0.0001434525071345903
Position 38: 0.00014068172928509003
Position 706: 0.0001397276888875279
Position 1320: 0.0001171356412344698
Position 2656: 0.00010578538837626263
Position 504: 9.705432826068427e-05
Position 1461: 9.357022511744072e-05
Position 2294: 9.106601376243077e-05
Position 869: 8.864314526873542e-05
Position 4189: 7.830810770401188e-05
Position 4036: 7.809345146541843e-05
Position 1298: 7.037298146681363e-05
Position 1356: 6.72907971835411e-05
Position 2598: 6.310236491389722e-05
Position 189: 6.294683590847347e-05
Position 403: 6.267158517161357e-05
Position 388: 5.9323120076087116e-05
Position 975: 5.534541685670748e-05
Position 2692: 5.052096273800264e-05
Position 386: 4.4960298450237536e-05
Position 333: 4.334867786344512e-05
Position 159: 4.330071985397016e-05
Position 3279: 3.777277128549666e-05
Position 2144: 3.580710378372626e-05
Position 214: 3.528901161661049e-05
Position 3703: 2.411600885507215e-05
Position 1231: 2.400641071649319e-05
Position 3381: 2.297938024517848e-05
Position 3663: 2.030159965457058e-05
Position 4459: 6.605876473868059e-06
Position 64: 8.03733550436171e-07
Position 66: 6.934314823703779e-07
Position 26: 6.624801266661479e-07
Position 265: 6.312283996989565e-07
Position 298: 3.088458472284063e-07
Position 328: 1.2905856267529823e-07
Position 49: 9.987150849732887e-08
Position 674: 1.887667386953324e-09

Sorted 3' Splice Sites (High to Low Probability):
