Gene = Sf3b1
index = 971
Annotated 5SS: [  143  8248 10703 11106 12999 15380 20002 21311 21680 24189 24378 26099
 26470 26838 27240 27467 27855 29444 30470 30665 32116 33152 37179 39543]
Annotated 3SS: [ 8080 10597 10990 12918 15208 19763 21097 21557 23990 24275 25918 26382
 26566 27093 27319 27728 29221 30286 30552 31994 33019 36905 39325 39988]
SMsplice 5SS: [  143  8248 10703 11106 12999 15380 20002 20342 21311 21680 24189 24378
 26099 26470 26838 27240 27467 27855 29444 30470 30665 32116 33152 39543]
SMsplice 3SS: [ 8080 10597 10990 12918 15208 19763 20184 21097 21557 23990 24275 25918
 26382 26566 27093 27374 27728 29221 30286 30552 31994 33019 39325 39988]
top_k =  1000
Partition function (log Z): 49.028209008416724

Sorted 5' Splice Sites (High to Low Probability):
Position 143: 0.9976098037870853
Position 15380: 0.9965393240293947
Position 21680: 0.99555705782848
Position 26470: 0.9955257780733402
Position 12999: 0.9855105222786839
Position 26838: 0.9641669254822961
Position 24189: 0.9607890673136108
Position 10703: 0.9582314403931984
Position 24378: 0.958181232462462
Position 27467: 0.9557422854757561
Position 29444: 0.9468631101661651
Position 8248: 0.941539051627332
Position 39543: 0.9176041560298345
Position 30470: 0.9131357984103637
Position 21311: 0.9036688625735467
Position 11106: 0.8620973702031133
Position 20002: 0.8559472124855818
Position 33152: 0.7687383795615401
Position 27240: 0.7394409770207042
Position 32116: 0.7197489028771591
Position 26099: 0.7032818496638757
Position 30665: 0.6873416591908559
Position 20342: 0.6538033846132343
Position 27855: 0.570327614204459
Position 15144: 0.29937341648682875
Position 4030: 0.2767348866516042
Position 26086: 0.18199472171858772
Position 23742: 0.14431506406125474
Position 11669: 0.14324728491162378
Position 4544: 0.1384874669371818
Position 15992: 0.129100654474466
Position 21931: 0.12100785016398774
Position 27273: 0.10592931645603161
Position 12494: 0.09987626021557737
Position 27175: 0.0953137650659267
Position 28998: 0.09260534632993714
Position 1556: 0.08503880606618561
Position 2290: 0.08492507057298455
Position 28134: 0.07361399672457491
Position 21188: 0.05959384299646432
Position 37614: 0.0588766225867123
Position 8162: 0.05561672201275673
Position 26078: 0.04909798815011691
Position 20294: 0.045220756657325036
Position 30685: 0.04252858436394936
Position 20256: 0.040100600306915105
Position 12771: 0.03921788754548645
Position 30507: 0.0385701494937356
Position 4491: 0.03849018013214489
Position 1856: 0.03659735877522463
Position 27494: 0.03651475748791584
Position 20006: 0.03565262621965488
Position 12613: 0.034501913460791775
Position 11353: 0.03240473640973533
Position 33156: 0.02911533626156814
Position 25136: 0.027959901916555705
Position 29355: 0.027541623929101623
Position 11299: 0.0272846886763511
Position 29141: 0.025496706813740295
Position 16708: 0.025374898807775936
Position 33721: 0.024527241174046675
Position 30658: 0.02237349750152262
Position 17550: 0.02163521849830302
Position 31355: 0.021059433888905486
Position 13945: 0.020810896386094735
Position 36652: 0.020597546122108495
Position 20887: 0.019045829379023424
Position 23874: 0.018860776002558758
Position 10045: 0.016708398857454253
Position 13613: 0.016545453428613913
Position 31170: 0.01595977902806729
Position 3061: 0.015720927576933687
Position 40144: 0.015704482953664816
Position 22420: 0.015347693239583536
Position 34448: 0.014625482813294075
Position 1118: 0.014296340149745223
Position 35340: 0.0133534419589643
Position 26103: 0.013252079740990245
Position 16938: 0.012614475368289243
Position 5649: 0.011604033138886657
Position 7762: 0.011103461803911405
Position 10739: 0.011036951520302554
Position 22435: 0.010509333031553065
Position 31716: 0.010108143400701815
Position 29327: 0.00957676179266281
Position 24070: 0.009090733784596837
Position 27217: 0.009075088652945455
Position 9435: 0.00901702483140531
Position 37183: 0.008348966575939124
Position 17367: 0.007819990658914
Position 28819: 0.007102794423379681
Position 23841: 0.006987369682811114
Position 11673: 0.006829220120929278
Position 649: 0.00669737843373126
Position 1574: 0.006657100097396942
Position 33867: 0.0066275386759844825
Position 11728: 0.00659985852443371
Position 996: 0.0061242080162498425
Position 10635: 0.00570728839294443
Position 32726: 0.005695532266308304
Position 26751: 0.0053383383217760995
Position 7431: 0.005220879989767391
Position 3049: 0.00513574918181743
Position 11377: 0.005097830250486809
Position 34990: 0.004988127673313898
Position 30369: 0.004957630642741424
Position 24358: 0.004938600558472478
Position 17864: 0.004906416091374571
