Gene = Mypop
index = 729
Annotated 5SS: [ 110 1376]
Annotated 3SS: [ 586 9245]
SMsplice 5SS: [ 110  970 1376]
SMsplice 3SS: [ 812 1305 8287]
top_k =  1000
Partition function (log Z): -5.59378932059413

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.9914188979630615
Position 970: 0.6951617380932822
Position 1376: 0.6681144614267792
Position 3000: 0.4076143255707033
Position 8424: 0.3183209427071154
Position 1978: 0.27629501423820807
Position 4144: 0.2674207355734778
Position 9330: 0.2629404437392695
Position 1015: 0.25312485026389536
Position 8460: 0.20363189818688215
Position 6580: 0.1455776734425187
Position 1974: 0.10647184568334675
Position 2023: 0.06597717433360827
Position 10399: 0.057858705298221784
Position 7740: 0.050332159821594454
Position 2603: 0.04581434977203332
Position 1335: 0.0434053686128445
Position 1491: 0.028035955103976013
Position 5614: 0.025998874624699943
Position 2855: 0.01672691080165134
Position 10118: 0.01620473152959391
Position 10036: 0.01503158672117805
Position 1655: 0.012104289345041321
Position 4295: 0.011739610794111772
Position 1429: 0.011641099843096405
Position 460: 0.010277717174896428
Position 5620: 0.010175152700575252
Position 2941: 0.008730982879960028
Position 2125: 0.00788590178841814
Position 1452: 0.0049117109836247065
Position 6540: 0.004347120001837362
Position 4054: 0.004208751555211465
Position 6690: 0.004029562613139076
Position 4553: 0.0038338742972058065
Position 8141: 0.003777776932655885
Position 6949: 0.0021975568841287344
Position 2016: 0.0021381364491919724
Position 1982: 0.0020926763491886996
Position 312: 0.0018326038080364636
Position 6682: 0.0016215629271263533
Position 8545: 0.0015163799592453953
Position 1484: 0.001467025405369871
Position 10060: 0.0008994402401871973
Position 1531: 0.0008866138878054065
Position 4024: 0.0008344554730326898
Position 3917: 0.0007630440353727321
Position 667: 0.0007559107967338559
Position 1102: 0.0006736024349954659
Position 1244: 0.0005313541011949909
Position 501: 0.0005276473383885365
Position 496: 0.0005106271738337167
Position 135: 0.0005040596525418219
Position 7751: 0.00042607714465321244
Position 640: 0.0003797255446447196
Position 2720: 0.00037857657890650047
Position 590: 0.0003713819312349727
Position 2490: 0.00036733488463260407
Position 114: 0.0002666489127307704
Position 3170: 0.000189331026492955
Position 603: 0.00017133516884327597
Position 38: 0.00015889516262090184
Position 1935: 0.00013529292415673767
Position 2170: 0.00012311089523134606
Position 432: 0.00011496417133020156
Position 190: 0.00011295818229135777
Position 517: 9.569072861109175e-05
Position 415: 8.710166948570257e-05
Position 482: 6.918529975942309e-05
Position 847: 6.67534566483573e-05
Position 215: 3.9240424543030786e-05
Position 755: 3.5610308375009386e-05
Position 669: 3.054814431447367e-05
Position 148: 2.8619601727067724e-05
Position 594: 2.1761293524753545e-05
Position 1039: 2.0666323660430303e-05
Position 1010: 1.881285531276928e-05
Position 170: 1.8011716692111607e-05
