Gene = Poln
index = 832
Annotated 5SS: [    59  19732  36338  40346  46843  50563  52640  54089  55370  56140
  60098  61135  62362  64273  65551  89547  90533  92352 136703 145143
 155206 155947 159862 160609]
Annotated 3SS: [ 19586  36257  39844  46651  50449  52481  54019  55308  56074  60013
  61038  62304  64218  65484  89488  90454  92236 136619 145010 155094
 155867 159793 160546 161938]
SMsplice 5SS: [   198   2044   5926  36338  50563  52640  56140  60098  61135 136703
 145143 148739 155206 155947 159862 160609]
SMsplice 3SS: [  1858   5696  36257  50449  52481  56074  60013  61038 136619 145010
 148612 155094 155867 159793 160546 161938]
top_k =  1000
Partition function (log Z): -88.63645969372192

Sorted 5' Splice Sites (High to Low Probability):
Position 5926: 0.9954474454179488
Position 2044: 0.7001122318857526
Position 198: 0.4591810464523828
Position 59: 0.3348180652049733
Position 678: 0.22207421397430754
Position 3533: 0.16684898784978663
Position 14231: 0.06946493376208937
Position 70: 0.04151202859250738
Position 3201: 0.039986513458477715
Position 186: 0.027561504836807974
Position 3296: 0.02714431073276011
Position 13003: 0.026896625214450277
Position 20889: 0.02114621692509571
Position 9916: 0.018363961927197348
Position 14139: 0.015117793053900161
Position 10910: 0.013270307614315897
Position 4488: 0.012938769059175724
Position 4435: 0.010576116850062356
Position 11398: 0.008854041131897437
Position 2679: 0.008537112101925502
Position 1979: 0.008156641774608937
Position 14641: 0.007680015050191937
Position 17872: 0.006634033598395883
Position 11415: 0.006254312985589118
Position 154: 0.005565532628728661
Position 223: 0.005538566256786861
Position 5597: 0.0053998503892104975
Position 3537: 0.004700234803428021
Position 14655: 0.0041173157606976905
Position 133: 0.004094222279842663
Position 5100: 0.0040405801537604985
Position 5073: 0.003965670701731382
Position 11403: 0.003874697816504283
Position 5262: 0.0036097249026430245
Position 3139: 0.0032165703625365856
Position 9102: 0.003191677363110532
Position 10901: 0.0030705498760071324
Position 6978: 0.00274150403101634
Position 12997: 0.0024816759251677554
Position 6594: 0.002462753511703117
Position 342: 0.0023278737744962356
Position 6147: 0.002221130171478498
Position 550: 0.0021006742908189187
Position 1054: 0.001991708299851797
Position 4518: 0.0016108411397204707
Position 10839: 0.0016036055220626762
Position 9993: 0.001577809775763903
Position 227: 0.0014946332644495445
Position 3237: 0.0014631245810974533
Position 3829: 0.0013499568103768145
Position 3906: 0.0012138566590694931
Position 647: 0.0011852384567322461
Position 495: 0.0011850559877996613
Position 5276: 0.0011657297119252142
Position 5080: 0.0011340734441928884
Position 7982: 0.001115959684570525
Position 5889: 0.001040851024014213
Position 5818: 0.0009981217995195168
Position 10680: 0.0009540223863642037
Position 2495: 0.0009512227560727792
Position 1273: 0.0009162443268096457
Position 5153: 0.0008927409482089527
Position 1622: 0.000840571420169439
Position 3234: 0.0008221279137971275
Position 5797: 0.0008143738794143134
Position 7987: 0.0006958110436130983
Position 9583: 0.0006652509519704949
Position 4466: 0.000663491264839627
Position 450: 0.0006268631696965338
Position 5002: 0.0005711507655714391
Position 10505: 0.000551453958429021
Position 7194: 0.0005238520367686048
Position 3186: 0.0005065091944172828
Position 890: 0.0005001515155684309
Position 6129: 0.0004915269731157222
Position 914: 0.00047406942076366835
Position 2513: 0.0004697811793361756
Position 2400: 0.00046299917600754737
Position 7117: 0.00045771731987873695
Position 156: 0.00045547675331999716
Position 10551: 0.0004528924021538255
Position 9230: 0.00044799383951860653
Position 911: 0.0004478127267311905
Position 4619: 0.00043972173567878044
Position 5077: 0.00033362128053903036
Position 8454: 0.00031276197117697244
Position 1288: 0.0003010511128550092
Position 944: 0.00028628519705840546
Position 8891: 0.0002806689173680685
Position 2000: 0.00026305952735929827
Position 1995: 0.0002624999507221417
Position 1450: 0.0002521919216055516
Position 1940: 0.00025050148891898064
Position 209: 0.00023536980131173978
Position 5215: 0.00023453082133349378
Position 287: 0.00021119710750238388
Position 2076: 0.00020009186922887085
Position 4499: 0.00019958157129054007
Position 18: 0.00017321867725520636
Position 3853: 0.00016722331319477205
Position 4208: 0.00016482822041561211
Position 1533: 0.00014392288913359753
Position 4809: 0.0001423911233492782
Position 3302: 0.00013663432998475041
Position 3867: 0.000135674084674894
Position 3435: 0.00012169769547056769
Position 737: 0.00011989893116675636
Position 2613: 0.00011217641399950813
Position 2524: 0.00011164148874535228
Position 1234: 0.0001068712424544498
Position 1385: 7.881233461671364e-05
Position 3311: 7.561919659889872e-05
Position 1948: 7.429189507048566e-05
Position 1606: 6.857664873878774e-05
Position 1819: 6.47076846838342e-05
Position 975: 6.24776278616142e-05
Position 1946: 5.8510240017931285e-05
Position 501: 5.818486444287693e-05
Position 1651: 5.6809331004305966e-05
Position 510: 3.424990694969235e-05
Position 484: 2.8080519733835446e-05
Position 489: 2.7590206708813164e-05
Position 202: 1.0788633020537266e-05
Position 81: 1.0621969847852897e-05
Position 2478: 8.870034779782281e-06
Position 498: 8.824809416116169e-06
Position 39: 6.524459553626792e-06
Position 2467: 4.862067001429075e-06
Position 313: 4.378781666058971e-06
Position 74: 4.195245677908963e-06
Position 2232: 3.7677533273101398e-06
Position 2490: 3.667391865668819e-06
Position 4397: 2.8444204333920705e-06
Position 358: 2.672407496538156e-06
Position 508: 2.604839123270969e-06
Position 350: 2.4223600752259503e-06
Position 65: 2.1554847414830955e-06
Position 471: 1.3036354941131872e-06
Position 2446: 1.2500526417649575e-06
Position 6804: 1.1665728469973599e-06
Position 6125: 1.1500786932439983e-06
Position 3796: 9.486306081851386e-07
Position 423: 9.024881161930415e-07
Position 177: 7.812440103592375e-07
Position 2386: 7.698108488756914e-07
Position 751: 7.418936921753251e-07
Position 2538: 6.895177303787341e-07
Position 2607: 6.871767915931103e-07
Position 1506: 6.692303694632832e-07
Position 436: 3.8807244570210326e-07
Position 5879: 3.1683139608490695e-07
Position 598: 2.9330745459709555e-07
Position 377: 2.917314829431034e-07
Position 6144: 1.6419626931881488e-07
Position 572: 1.5638968316332788e-07
Position 356: 1.2866325242403828e-07
Position 658: 1.27538594370501e-07
Position 5983: 1.0025934267299478e-07
Position 438: 9.377271063318946e-08
Position 5918: 8.925751128654135e-08
Position 578: 8.491191993047202e-08
Position 5847: 7.74779972450042e-08
Position 5866: 7.069425971952833e-08
Position 924: 5.781449205230688e-08
Position 5932: 5.651990833014155e-08
Position 616: 4.4405308883742924e-08
Position 564: 3.914929154030414e-08
Position 2294: 3.4894709139584914e-08
Position 589: 3.372382075754183e-08
Position 1023: 2.337587213581523e-08
Position 5791: 1.5138261855221182e-08
Position 968: 1.0637587965116978e-08
Position 825: 3.0495572453085003e-09
Position 1260: 2.919040092090725e-09
Position 792: 1.1122479370530356e-09
Position 779: 1.014654391328137e-09
Position 833: 5.690786546100857e-10
Position 379: 1.2803262033237896e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5696: 0.99703360061942
Position 15341: 0.6784728329468711
Position 1858: 0.578842058783753
Position 3092: 0.1633924000525447
Position 22141: 0.1034203572068078
Position 593: 0.09480986828370801
Position 19980: 0.047713512258981954
Position 14130: 0.03949990892022069
Position 14020: 0.03830969200375095
Position 1953: 0.03246117407680946
Position 1725: 0.03205114895974004
Position 3260: 0.028428401567512127
Position 15289: 0.02705991798032468
Position 20752: 0.02655212533431371
Position 4376: 0.024207996364517176
Position 10782: 0.02215242337528066
Position 3446: 0.020311935538581218
Position 12934: 0.019663102364652112
Position 1806: 0.018589119692710324
Position 1901: 0.01745139318246969
Position 17713: 0.016538751941983832
Position 4978: 0.016041142136051775
Position 1891: 0.013145864037764684
Position 3421: 0.012525481104984453
Position 9716: 0.012343774121717504
Position 14494: 0.012334202590748175
Position 11283: 0.0119329902937484
Position 3399: 0.011618845916558243
Position 16789: 0.010429059783956236
Position 18020: 0.009998272709282358
Position 12782: 0.009969771384919529
Position 11271: 0.00886464449870402
Position 1959: 0.007356938673261818
Position 9791: 0.007147951465938711
Position 19030: 0.007070989330850936
Position 2374: 0.0062785083177074475
Position 14775: 0.005056484095438232
Position 8162: 0.005020946768299608
Position 14168: 0.004930728676356301
Position 14057: 0.004640981952967969
Position 610: 0.004560548563734048
Position 16806: 0.004514998452998805
Position 1676: 0.004332983464078423
Position 6060: 0.004212962547094182
Position 5372: 0.0037793140838624727
Position 13864: 0.0035783126710644607
Position 10281: 0.0034906917693284206
Position 15957: 0.003361505192642459
Position 6449: 0.0032254728899302203
Position 12821: 0.003143869054999821
Position 16467: 0.003012212013426961
Position 11698: 0.0029803194905392376
Position 11779: 0.002917006612475889
Position 18637: 0.002710348815006507
Position 367: 0.0026646602318749855
Position 10713: 0.002637434434281093
Position 2583: 0.0026184546591005377
Position 419: 0.002512657478971487
Position 9068: 0.002437382774655745
Position 6919: 0.0023863544236990782
Position 880: 0.002374716136051857
Position 12363: 0.002314583587964704
Position 3704: 0.002278481471368319
Position 9735: 0.002260564655174875
Position 10607: 0.0021466661095482184
Position 1691: 0.0020424625789026854
Position 10418: 0.0020227438404203015
Position 460: 0.0019086493248434123
Position 5713: 0.0019045710428196242
Position 397: 0.001886912370839607
Position 9490: 0.0016876114546257044
Position 5430: 0.0016205566064589614
Position 16201: 0.0016133007492504568
Position 484: 0.0015912394964387958
Position 13105: 0.0015272261701648015
Position 10243: 0.0015225342070668746
Position 4281: 0.001340282764520441
Position 3456: 0.001272953033619358
Position 3347: 0.0012361866433219864
Position 9262: 0.0012205527637304736
Position 10909: 0.0012031801883168756
Position 13520: 0.00115911832290767
Position 3207: 0.0011580040792303055
Position 13401: 0.001142055540364187
Position 12115: 0.0010553400720969602
Position 3234: 0.0010334727118573844
Position 6933: 0.0010160115958233469
Position 11313: 0.0009942817138496299
Position 8346: 0.000957156264366342
Position 495: 0.000901625132651943
Position 831: 0.0008999122556239588
Position 12265: 0.0008494715052027039
Position 13031: 0.0008313524493093447
Position 7799: 0.0008213559009675597
Position 3465: 0.0008085832951377638
Position 7981: 0.0007976167874703231
Position 3359: 0.0007844419955390517
Position 1121: 0.000779067319402368
Position 8974: 0.0007775036236863415
Position 434: 0.0007382185613614525
Position 14879: 0.0007228397673255238
Position 7646: 0.0006981578893023423
Position 8716: 0.0006837761077099818
Position 8087: 0.0006773246065448302
Position 3273: 0.0006759806100339753
Position 9475: 0.0006674926815375546
Position 7066: 0.0006588814681981193
Position 13493: 0.000657576488277206
Position 1532: 0.0006570976890009803
Position 15836: 0.0006264125973144026
Position 8870: 0.0006061993617460065
Position 9749: 0.0005992268751171342
Position 9301: 0.0005898160382110816
Position 13654: 0.000568769343377779
Position 7511: 0.0005553028912524232
Position 14790: 0.0005442584317398448
Position 9881: 0.0005163710687810028
Position 7579: 0.0005090139112139612
Position 1004: 0.0004935005022002118
Position 7291: 0.000481890784498724
Position 7401: 0.00047982721157424586
Position 12516: 0.0004490114783470735
Position 11261: 0.0004407533803646749
Position 3365: 0.0004393194299706121
Position 3676: 0.0004260496865619553
Position 4349: 0.0004150219172895006
Position 5716: 0.00040736011049172336
Position 10672: 0.0004065412787662315
Position 1526: 0.00040464591475844984
Position 6877: 0.00039208243676674905
Position 9978: 0.0003897268135953318
Position 2272: 0.00038291316265195004
Position 8389: 0.0003810028745965503
Position 6488: 0.00037297460644171936
Position 2463: 0.00036692979802830413
Position 3218: 0.0003646274218790311
Position 13698: 0.00036453308698454836
Position 7868: 0.00036023039132663295
Position 7310: 0.0003582707133085982
Position 9568: 0.00035687882865474734
Position 8220: 0.0003496807409442154
Position 12483: 0.0003494869526036414
Position 15648: 0.0003476511574949165
Position 9343: 0.00033718961891401753
Position 10500: 0.00033208487529873607
Position 15366: 0.0003315557636749725
Position 2559: 0.00032804090624381966
Position 3323: 0.00031933052008803524
Position 7883: 0.00030694614733589083
Position 1979: 0.00030369382146809955
Position 9519: 0.0003006950302323386
Position 15115: 0.00028254397457697935
Position 811: 0.00027285004523761557
Position 6548: 0.0002650908164184625
Position 3338: 0.00026112306675241543
Position 7089: 0.0002489472384179763
Position 6335: 0.0002449743699906575
Position 6938: 0.00023972059164309738
Position 4180: 0.00023870680687251988
Position 13070: 0.00023286728826457442
