Gene = Fuz
index = 417
Annotated 5SS: [ 284  590  921 1251 1546 2622 2793 3013 3160 3308]
Annotated 3SS: [ 467  835 1181 1440 2423 2696 2905 3094 3232 4053]
SMsplice 5SS: [ 284  590 1266 1546 2622 2793 3013]
SMsplice 3SS: [ 467 1181 1440 2423 2696 2905 4053]
top_k =  1000
Partition function (log Z): 0.23291011676962103

Sorted 5' Splice Sites (High to Low Probability):
Position 2793: 0.9404026656397111
Position 1546: 0.9386211819224399
Position 2622: 0.8356052364404227
Position 1266: 0.6799720985129624
Position 3013: 0.6096126056990969
Position 590: 0.5108091927101885
Position 284: 0.49772146905671355
Position 3308: 0.49277830768888375
Position 921: 0.42760906177898694
Position 159: 0.3263985032206153
Position 3160: 0.24691043417182773
Position 1251: 0.19295895361739826
Position 642: 0.12121896213153212
Position 147: 0.09272364220041349
Position 1982: 0.06086673914401086
Position 3175: 0.05102053378872684
Position 3432: 0.04309194749707679
Position 564: 0.039209871810632235
Position 4298: 0.033408682286575876
Position 1986: 0.01633076306908684
Position 3699: 0.014659973938566048
Position 135: 0.012260515985741485
Position 3904: 0.011034267619543259
Position 200: 0.00959718302735346
Position 835: 0.005286356127498886
Position 3190: 0.0044467843861760534
Position 3739: 0.004349199874693938
Position 4278: 0.004184656586426158
Position 438: 0.004038645432214312
Position 3805: 0.00395383309525857
Position 1275: 0.003926161233544318
Position 3215: 0.0038563002033393436
Position 665: 0.003369333933268068
Position 2096: 0.003138641516585337
Position 3417: 0.002904842366808556
Position 318: 0.002528251185692301
Position 4398: 0.0024751236109148856
Position 629: 0.0022639770539993284
Position 1533: 0.0019752305369077072
Position 3840: 0.0018350307500459417
Position 1503: 0.0017250241765256952
Position 352: 0.0015826533829398795
Position 3315: 0.0015781036347416414
Position 3857: 0.0015745961329997626
Position 3778: 0.001250539291352092
Position 3900: 0.0012048986027813605
Position 732: 0.0010856609455317213
Position 781: 0.0008329544898979488
Position 626: 0.0007729093924165552
Position 343: 0.0006814994069945391
Position 2595: 0.0006373274652242441
Position 443: 0.000624756184271694
Position 2597: 0.0005873506755841895
Position 2556: 0.0005758890100362742
Position 3600: 0.0005322793059861732
Position 252: 0.0004704153844203686
Position 528: 0.00040841912814803123
Position 3581: 0.0003857370119034038
Position 984: 0.00036898992870444404
Position 653: 0.00036095180091487243
Position 154: 0.0003601118181444496
Position 1270: 0.00033247995498496833
Position 3026: 0.00032185475338535144
Position 569: 0.00029149849549993194
Position 1169: 0.000283156305240221
Position 233: 0.0002664484203397016
Position 906: 0.0002527427700164454
Position 430: 0.00024737321872019734
