Gene = Il18bp
index = 570
Annotated 5SS: [  46  559  869 1406 1878 2113]
Annotated 3SS: [ 490  803 1213 1753 1964 2319]
SMsplice 5SS: [ 559 1878 2113]
SMsplice 3SS: [1787 1964 2319]
top_k =  1000
Partition function (log Z): 0.028864950683681112

Sorted 5' Splice Sites (High to Low Probability):
Position 1878: 0.9852712643630491
Position 559: 0.8919305013670349
Position 2113: 0.860385233758749
Position 869: 0.37287180486010146
Position 1406: 0.2375391058460336
Position 46: 0.2177987713279558
Position 317: 0.16326783610526005
Position 212: 0.16134189715845848
Position 1417: 0.15008518142340685
Position 975: 0.14179167677163584
Position 138: 0.09259521249046791
Position 1088: 0.08640588379126515
Position 1132: 0.05396717873471153
Position 1116: 0.029977884340966317
Position 2197: 0.02453331140944561
Position 1653: 0.015108097467690458
Position 374: 0.01170477506091795
Position 396: 0.009869666744492437
Position 703: 0.008651101021870002
Position 1227: 0.007272484561390182
Position 379: 0.006230028783927664
Position 327: 0.004639307600207473
Position 190: 0.004549574363715734
Position 2748: 0.004011865923552424
Position 1359: 0.00387427922891378
Position 2085: 0.0027015250673987955
Position 2377: 0.002545621624883425
Position 1081: 0.002360131994470767
Position 1375: 0.0021543404476289736
Position 1476: 0.002071247811472359
Position 1457: 0.0016747083001081515
Position 97: 0.0014010180308996324
Position 2483: 0.0011359602795018512
Position 2077: 0.0011177039778230147
Position 118: 0.0007775055554663576
Position 85: 0.0007242136212676103
Position 2670: 0.0006153113172598799
Position 1335: 0.0005718599670322259
Position 2545: 0.0005545216427180773
Position 2462: 0.0005127818154112852
Position 2904: 0.0004443752953793911
Position 2039: 0.0004431966486860509
Position 1102: 0.000392349076297782
Position 632: 0.0003205412774950595
Position 1242: 0.0003084184410040006
Position 2230: 0.00030464346805525314
Position 1649: 0.00029571207665793294
Position 204: 0.0002850199937019197
Position 1051: 0.00024615040455597655
Position 2764: 0.00023384737390587696
Position 2919: 0.0002187023258193285
Position 1440: 0.00018303917356700508
Position 1396: 0.00017229587265570984
Position 101: 0.00016041452771390068
Position 2266: 0.00015969068304013946
Position 79: 0.00013960369142375524
Position 987: 0.00011649935109106837
Position 601: 7.849353207238025e-05
Position 911: 6.846467529869453e-05
Position 238: 6.193758529338806e-05
Position 739: 5.164624433622979e-05
Position 1065: 5.065971922775757e-05
Position 2054: 5.042304518747153e-05
Position 475: 4.624274883880173e-05
Position 735: 4.023437593793364e-05
Position 886: 3.967848877173936e-05
Position 2913: 3.926884894440282e-05
Position 2951: 3.853247773297665e-05
Position 769: 3.8329373391176856e-05
Position 2833: 3.724789859197598e-05
Position 216: 3.456345066251465e-05
Position 111: 3.399256761456009e-05
Position 577: 3.3183066499403725e-05
Position 2008: 3.283607876604001e-05
Position 951: 3.1824734839225784e-05
Position 99: 3.152196509005498e-05
Position 285: 2.8659619916361345e-05
Position 219: 2.329403993595028e-05
Position 231: 2.106156953307576e-05
Position 113: 2.0304489916636052e-05
Position 299: 1.953520151787227e-05
Position 1110: 1.8176762316478202e-05
Position 292: 1.7822001414480315e-05
Position 693: 1.6726088605333837e-05
Position 151: 1.6331741856729642e-05
Position 264: 1.378745327857351e-05
Position 2978: 1.2856923065218935e-05
Position 91: 1.2521268215672367e-05
Position 999: 8.535090148646901e-06
Position 465: 4.07550002056569e-06
Position 563: 2.2995751072479392e-06
Position 459: 2.194608402481066e-06
Position 547: 2.1650044460114564e-06
Position 733: 2.1531319889160405e-06
Position 268: 1.4052330938845292e-06
