Gene = Enoph1
index = 380
Annotated 5SS: [  318 19257 21183 22291 23898]
Annotated 3SS: [19154 20988 22157 23773 27813]
SMsplice 5SS: [  318 16044 19257 22291 23894 27957]
SMsplice 3SS: [15918 19154 22157 23773 27813 28348]
top_k =  1000
Partition function (log Z): -6.117996683052433

Sorted 5' Splice Sites (High to Low Probability):
Position 19257: 0.9920015045798087
Position 318: 0.932649222069139
Position 22291: 0.8858677128713116
Position 27957: 0.6541364621851904
Position 23894: 0.5193540666965876
Position 26447: 0.4112700075671295
Position 26939: 0.3969571375764893
Position 23898: 0.38493874977197956
Position 19839: 0.3224514709191092
Position 16044: 0.3159306756762095
Position 23461: 0.29852855624439584
Position 21183: 0.20351686253227758
Position 16028: 0.18575121441346357
Position 20358: 0.13684929277010435
Position 2411: 0.11243274853717246
Position 24498: 0.10168296337798156
Position 15988: 0.0946323834054829
Position 626: 0.09267338100309583
Position 25304: 0.09041571953815204
Position 23377: 0.07842249715885628
Position 23545: 0.0725493519431514
Position 289: 0.0645340311160677
Position 6770: 0.050256670612483026
Position 13171: 0.046830014043599384
Position 23381: 0.03380884668401963
Position 22331: 0.026655999035005585
Position 25373: 0.024838319971032134
Position 26285: 0.024209989344013187
Position 23968: 0.02117333432974684
Position 23584: 0.019412598648140225
Position 23370: 0.018018120573043275
Position 24382: 0.017823274814468715
Position 28446: 0.01763630840262138
Position 25726: 0.013137856310097118
Position 24301: 0.00800032157421315
Position 19357: 0.007993679743483527
Position 23419: 0.007414484405575407
Position 8299: 0.0038858482017897844
Position 25774: 0.0021616101667674527
Position 28438: 0.0017233626742446833
Position 27858: 0.001537429190583969
Position 23902: 0.0012525152759922246
Position 27511: 0.0008718966634414204
Position 579: 0.0007876123411025129
Position 4258: 0.0005004627336224028
Position 1663: 0.00047813225815264253
Position 5519: 0.0004529430571762342
Position 27941: 0.0003745373657626519
Position 4089: 0.0003350487523939889
Position 7179: 0.00014944838857856158
Position 267: 0.00014141232734923723
Position 4762: 8.9585734363133e-05
Position 4154: 8.892359734643415e-05
Position 3616: 7.281174841078856e-05
Position 7116: 7.11326817350997e-05
Position 1553: 7.018292026328157e-05
Position 6459: 6.572646631224465e-05
Position 2211: 5.784927285655944e-05
Position 517: 5.105852103992582e-05
Position 1638: 4.824362281053517e-05
Position 4407: 4.282501881010302e-05
Position 630: 4.247748528893415e-05
Position 2791: 3.3250734915397705e-05
Position 7259: 3.283266491688079e-05
Position 686: 2.7395762890446183e-05
Position 275: 2.699805267839771e-05
Position 5889: 2.460692100294494e-05
Position 144: 2.327352949839155e-05
Position 6774: 2.0521043145991793e-05
Position 2032: 2.01380653403192e-05
Position 1095: 1.9981923658232006e-05
Position 7303: 1.6950167359171073e-05
Position 670: 1.57556480632494e-05
Position 2668: 1.550403961965195e-05
Position 1591: 1.5229670600431192e-05
Position 419: 1.3024254881411725e-05
Position 93: 9.896078274596148e-06
Position 343: 7.21353312401345e-06
Position 216: 5.268975096631729e-06
Position 312: 5.133661400227755e-06
Position 237: 3.356826848015096e-06
Position 183: 3.2010950888508515e-06
Position 2079: 3.0781159102361855e-06
Position 57: 2.9656473386519846e-06
Position 62: 2.890978486717476e-06
Position 52: 2.659785786336122e-06
Position 119: 1.9305575133216097e-06
Position 1827: 1.8394950474201832e-06
Position 147: 1.6482179712125077e-06
Position 715: 1.5220055928746765e-06
Position 185: 1.5169934684672076e-06
Position 25: 1.2207292136663932e-06
Position 59: 1.1325500053382626e-06
Position 249: 8.61474937585125e-07
Position 462: 7.047798004979502e-07
Position 243: 6.753620459617052e-07
Position 129: 6.054664493434447e-07
Position 261: 5.333144522831522e-07
Position 213: 4.944767093516293e-07
Position 22: 4.693320797728209e-07
Position 104: 4.153466716100768e-07
Position 240: 2.4412207541578894e-07
Position 350: 2.3383530870168893e-07
Position 122: 1.98946120835542e-07
Position 382: 1.8494565268600563e-07
Position 472: 1.5045268898262687e-07
Position 873: 1.0756057211418658e-07
Position 384: 1.0397445425477725e-07
Position 431: 8.010176921315834e-08
Position 522: 7.025143793318101e-08
Position 421: 3.172432953191237e-08
Position 599: 2.5231971491106e-08
Position 768: 1.8940249495472263e-08
Position 1048: 1.70377228894534e-08
Position 8120: 1.353366966283202e-08
Position 902: 9.345645473221665e-09
Position 891: 4.52700226939614e-09
Position 551: 4.478004602979259e-09
Position 987: 4.463085293478199e-09
Position 504: 4.216060437251754e-09
Position 1419: 3.8951416981824e-09
Position 642: 2.820981276468522e-09
Position 744: 2.632700277422508e-09
Position 661: 2.037223808716779e-09
Position 3797: 1.2946894493236968e-09
Position 3576: 1.124023024647402e-09
Position 706: 1.9569622896049478e-10
Position 1099: 1.5270691945174277e-10
Position 1026: 1.492527435213746e-10
Position 5360: 4.993698720976856e-11
Position 3751: 4.5453682203897754e-11
Position 3686: 3.7421661021713285e-11
Position 542: 3.364850873903193e-11
Position 3124: 3.1342657066393795e-11
Position 3778: 3.000357246070527e-11
Position 5118: 2.3644723378077886e-11
Position 3839: 1.7063822191632338e-11
Position 2344: 1.5214440683847653e-11
Position 2899: 1.4310474930980385e-11
Position 4215: 1.4260995098085394e-11
Position 2795: 1.409304402218588e-11
Position 4678: 1.39789533574246e-11
Position 4771: 1.303999960235605e-11
Position 3376: 6.644609155355386e-12
Position 3905: 5.8752214846499966e-12
Position 1623: 5.60775795196262e-12
Position 2931: 5.5061406621198194e-12
Position 1844: 4.505438885901804e-12
Position 2181: 4.451644103192776e-12
Position 2543: 4.403223779477768e-12
Position 2415: 4.18892010808883e-12
Position 2013: 3.5912534024272456e-12
Position 1575: 3.3548222262882156e-12
Position 1479: 2.8861318390762898e-12
Position 2922: 2.884065627851676e-12
Position 2305: 2.8478390569832304e-12
Position 3600: 2.7320984869753405e-12
Position 3596: 2.5310101425006544e-12
Position 2762: 2.0674467392449357e-12
Position 1643: 1.97770311545926e-12
Position 1421: 4.3286381442421564e-13
Position 1327: 1.9673125491686862e-13
Position 1430: 1.6220395967189934e-13
Position 1373: 7.484677016776145e-14
Position 689: 7.353671617865399e-14
Position 634: 4.605028468750467e-14
Position 1459: 3.528877171312946e-14
Position 1599: 3.199160851290863e-14
Position 703: 2.6456556144747217e-14
Position 990: 1.714429269528748e-14
Position 911: 1.542384820952785e-14
Position 652: 1.3525544645769352e-14
Position 1107: 1.292732257211598e-14
Position 1466: 6.857720251588665e-15
Position 632: 8.837675843802526e-16
Position 980: 8.559688610893836e-16
Position 1485: 3.712327886723182e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 19154: 0.9999992778106388
Position 23773: 0.8700588861505653
Position 27813: 0.5989858243812086
Position 15918: 0.596314273495156
Position 22157: 0.47013768076208046
Position 26222: 0.45182345956890096
Position 22168: 0.41928245192806524
Position 23291: 0.38580886416675625
Position 28348: 0.3478524898856672
Position 27759: 0.3167644779008709
Position 26753: 0.2981051399186647
Position 19744: 0.2255091149726686
Position 23294: 0.14252157048616432
Position 28292: 0.13876261849226765
Position 21044: 0.1316719568652874
Position 28310: 0.10139519924643214
Position 24352: 0.095344796671262
Position 25193: 0.08996518811556788
Position 26789: 0.07992778559879782
Position 521: 0.07978628321900713
Position 20248: 0.07609489658850528
Position 2285: 0.07302667196753455
Position 20988: 0.06199433907342408
Position 19706: 0.05475332338836076
Position 20035: 0.04925962937462114
Position 13064: 0.046830014043599384
Position 6649: 0.045470176725156276
Position 23800: 0.03974899894534807
Position 2165: 0.026072486558315882
Position 25059: 0.025340934487165134
Position 28579: 0.024320825461601074
Position 28070: 0.022890606845711436
Position 19684: 0.02200801091276583
Position 19637: 0.020208501890633702
Position 24098: 0.019044381212969568
Position 25618: 0.0177633730386388
Position 27477: 0.015410059730518977
Position 22049: 0.012735714240807515
Position 28273: 0.011659214627378236
Position 20206: 0.011582826690095773
Position 22231: 0.010389075985281326
Position 21093: 0.009871810132096332
Position 23714: 0.009809687154461726
Position 26758: 0.00923009402068646
Position 410: 0.008402895241683838
Position 26708: 0.008153184701687988
Position 24043: 0.007733706325528764
Position 28556: 0.006830309271595003
Position 28633: 0.006577380823019194
Position 28419: 0.006251299005042997
Position 28241: 0.006182865881888172
Position 26855: 0.006164470874473608
Position 28372: 0.005715412255991533
Position 23635: 0.005520899823894635
Position 27691: 0.005315609538200065
Position 28152: 0.004693793548253218
Position 27423: 0.004663851166429218
Position 2291: 0.0044142402081043955
Position 28762: 0.004223959092718326
Position 24198: 0.0041377702494178594
Position 28034: 0.004062066987193419
Position 8149: 0.0038860253793449196
Position 28120: 0.0037853023941977685
Position 23897: 0.0029282608403543684
Position 24115: 0.002555993080663101
Position 26529: 0.002041262599676374
Position 6696: 0.0019372885546530254
Position 28426: 0.0018309226577221472
Position 28174: 0.0018098549134468993
Position 2254: 0.001796218441458042
Position 2344: 0.0016956494434736855
Position 578: 0.0016816854430274045
Position 6628: 0.001647659228636475
Position 2070: 0.0016007521417309364
Position 28494: 0.0014306382461156293
Position 6587: 0.0012220693096437728
Position 28706: 0.0010702493884713262
Position 25423: 0.000979997395134933
Position 26040: 0.0009261672632184352
Position 3977: 0.0008981818368343694
Position 27779: 0.000746294826476701
Position 2354: 0.0007082535909153661
Position 24697: 0.0006711606552894444
Position 2249: 0.0006486505558760945
Position 1526: 0.000611778996940894
Position 26533: 0.0005293086595655859
Position 404: 0.00045669645054634153
Position 2294: 0.0004401752913029902
Position 27190: 0.00039170451827386966
Position 28386: 0.00034413773633656784
Position 25553: 0.0003254925608828347
Position 2304: 0.0003057844829681398
Position 2394: 0.00028581469517959803
Position 2301: 0.00022814975587190535
Position 1920: 0.00022647903995023312
Position 5261: 0.0002025775192689494
Position 448: 0.00019767150883661427
Position 2325: 0.0001774190383926505
Position 1709: 0.0001693570933948069
Position 5463: 0.000167588483294167
Position 2091: 0.00016110121904133173
Position 527: 0.00015515764375176392
Position 382: 0.00014818078441662934
Position 2371: 0.0001480705631469423
Position 530: 0.00014593076717248467
Position 7078: 0.0001402168310937834
Position 2134: 0.00013679268288680426
Position 2115: 0.0001334465793669913
Position 2330: 0.0001289744452891792
Position 6990: 0.00011831547913693685
