Gene = Hirip3
index = 540
Annotated 5SS: [ 545  749  955 2279 2514 2690]
Annotated 3SS: [ 627  845 1196 2347 2590 2761]
SMsplice 5SS: [ 545  749  955 1392 2690]
SMsplice 3SS: [ 627  845 1196 2590 2761]
top_k =  1000
Partition function (log Z): 5.937901720721317

Sorted 5' Splice Sites (High to Low Probability):
Position 2690: 0.9884034792239241
Position 749: 0.9785623110341354
Position 955: 0.9465103110399442
Position 1392: 0.8546205854538866
Position 545: 0.6266109736668583
Position 17: 0.459172500966279
Position 2971: 0.1715943069025315
Position 2279: 0.1355786565659487
Position 2296: 0.08592868239703888
Position 2514: 0.0610508717454099
Position 2211: 0.050981950193389566
Position 2912: 0.03456305437224538
Position 324: 0.030222304888709552
Position 119: 0.02988485917400639
Position 2271: 0.02723091005455031
Position 1059: 0.025599117471061805
Position 1442: 0.020107244333096776
Position 932: 0.019809944641255336
Position 1502: 0.01771620460174199
Position 560: 0.01668339545885675
Position 1359: 0.013888551183360484
Position 782: 0.006897082874599583
Position 751: 0.0058893629917741094
Position 403: 0.005416120194857833
Position 470: 0.005397771402587692
Position 1295: 0.003850378816743698
Position 27: 0.003026578402477331
Position 2891: 0.0027508763493686358
Position 69: 0.0025089521034570425
Position 2256: 0.0018390271469433696
Position 138: 0.0013562045055480405
Position 2906: 0.0011405859625775786
Position 2475: 0.0009864989321961882
Position 3018: 0.0007607123493882748
Position 371: 0.0007225080882742548
Position 2880: 0.0006931862141749638
Position 2684: 0.0006633449849918356
Position 1397: 0.0006252805583991854
Position 1475: 0.0005729150310651571
Position 262: 0.0005475507812336346
Position 896: 0.0005081841145060831
Position 2932: 0.0004983354737329194
Position 755: 0.00041139140986489256
Position 722: 0.0003659663300702715
Position 2941: 0.00033455657296637743
Position 417: 0.00027375239533636823
Position 175: 0.00026996644415029294
Position 554: 0.0002698913440807226
Position 2084: 0.00025922455001573967
Position 950: 0.00024273796789927356
Position 2477: 0.00021068628917116582
Position 2934: 0.00019144991361041007
Position 2300: 0.0001884182692919544
Position 123: 0.00016459915052585103
Position 2955: 0.00014899429065519634
Position 913: 0.00014012090326753345
Position 671: 0.00014010133996803905
Position 1556: 0.0001310702009035118
Position 1269: 0.00012011598087066342
Position 2523: 0.00011445517176497967
Position 888: 9.087149343817822e-05
Position 76: 8.652403807469208e-05
Position 1382: 8.549163115395278e-05
Position 341: 8.032588260953087e-05
Position 2665: 7.351482612160553e-05
Position 1572: 5.719009945631232e-05
Position 1027: 5.531291272235472e-05
Position 1524: 5.075358424766097e-05
Position 1937: 4.4983080219771485e-05
Position 1124: 3.9216754850670074e-05
Position 1092: 3.503460342693587e-05
Position 2650: 3.459244722388415e-05
Position 347: 3.3823845975637264e-05
Position 212: 3.2305094452060597e-05
Position 981: 3.057612777489622e-05
Position 973: 3.0076429192503516e-05
Position 985: 2.804857639588508e-05
Position 278: 2.6278750201594387e-05
Position 856: 2.4782647633763615e-05
Position 959: 2.3871966539036645e-05
Position 3044: 2.1899803707476607e-05
Position 334: 1.7225932416741357e-05
Position 6: 1.6184403655640878e-05
Position 1003: 1.2123541772371886e-05
Position 2727: 1.1811185105844761e-05
Position 3296: 8.427958724710324e-06
Position 590: 7.507972530081217e-06
Position 675: 7.415364226179372e-06
Position 265: 5.6645407383525765e-06
Position 1063: 5.295821443836703e-06
Position 3004: 4.552533822311861e-06
Position 3071: 4.178849294600389e-06
Position 568: 3.5999201309108086e-06
Position 574: 3.2243506631947865e-06
Position 709: 1.7294485268623725e-06
Position 1089: 9.681911942733637e-07
Position 786: 9.046735280964263e-07
Position 577: 4.84454058265628e-07
Position 797: 4.4213470321399167e-07
Position 647: 2.5584691702196e-07
Position 821: 1.2271716208012162e-07
Position 2612: 1.188711117858508e-07
Position 816: 6.644583083985439e-08
Position 632: 1.072318027486541e-09
Position 616: 6.097098409599647e-10
Position 3140: 1.657804704580371e-10
Position 3065: 1.3269114025264732e-10
Position 3136: 1.09682227896952e-10
Position 624: 1.077212048622316e-12
Position 1788: 8.804092757241836e-13
Position 606: 1.2261377600605845e-13
Position 2975: 4.820427608964882e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 845: 0.987574475965091
Position 2590: 0.9658361966218396
Position 627: 0.9207683411883718
Position 2761: 0.9058740128052958
Position 1196: 0.8764292134623868
Position 3121: 0.1311703851505472
Position 2189: 0.13041807971879035
Position 347: 0.08587082147530552
Position 3237: 0.07009533538731073
Position 2797: 0.05947904982309925
Position 655: 0.049881456019082504
Position 2124: 0.04663204883714488
Position 2347: 0.038284759431302544
Position 388: 0.035330557410794015
Position 2146: 0.032391147943965366
Position 191: 0.024086688955304008
Position 433: 0.02230524513541345
Position 2130: 0.021159514996760415
Position 2102: 0.016552324768143847
Position 2610: 0.016004429929066925
Position 2098: 0.014320962548298332
Position 265: 0.014168285293485997
Position 2210: 0.012697658340029606
Position 1218: 0.012264506876098119
Position 2128: 0.009391007981334545
Position 3316: 0.008083407515903583
Position 2249: 0.007919667286367026
Position 1122: 0.0073275342869919295
Position 3053: 0.006769759583316746
Position 2388: 0.006681330746246729
Position 246: 0.0065425809901651965
Position 1223: 0.006432456547001436
Position 2454: 0.0062320680213522545
Position 3200: 0.005695755590934848
Position 271: 0.005548820864878443
Position 3089: 0.005346892616887404
Position 2815: 0.004579851949840899
Position 2148: 0.004406349117113572
Position 3269: 0.0042014234242057245
Position 1251: 0.003541618975261081
Position 3280: 0.003357493954418572
Position 2366: 0.003152289373417726
Position 2607: 0.0030878147426711025
Position 2378: 0.002923087838049221
Position 913: 0.002407813152606772
Position 2075: 0.002306761738061453
Position 163: 0.0020248905306064547
Position 2368: 0.0019478549717427027
Position 85: 0.001779415622057248
Position 2631: 0.0017380385976441368
Position 1203: 0.0016480470973961809
Position 1149: 0.0015866556081714398
Position 362: 0.0015705570103026027
Position 2164: 0.0013270676947114313
Position 3336: 0.0010848021721567439
Position 220: 0.0010157138302250301
Position 2774: 0.0010073462386910783
Position 449: 0.0009795285823148256
Position 2117: 0.000942842398047085
Position 2845: 0.0008859968451879246
Position 1040: 0.0008417499435882147
Position 862: 0.0008079118054481194
Position 2541: 0.000797574384611867
Position 2625: 0.0007789860250745568
Position 2155: 0.0007377429089972634
Position 2119: 0.0006732470467770883
Position 1015: 0.0005956058234549967
Position 2565: 0.0005899448059937805
Position 2172: 0.0005724782590870883
Position 2434: 0.000568956944813938
Position 1232: 0.0005516098339135269
Position 304: 0.0005176341000747332
Position 698: 0.00048367019016288366
Position 312: 0.0004503975748174667
Position 2906: 0.0004453739334716544
Position 295: 0.0004385655915110538
Position 2848: 0.0004382985213739281
Position 2255: 0.0004053858920461313
Position 1910: 0.0003967087427051358
Position 319: 0.0003832427724422365
Position 2903: 0.0003534456211524311
Position 994: 0.00034293185700803126
Position 1930: 0.00032830786478630996
Position 2067: 0.0003274811912504691
Position 2395: 0.00032394020900304994
Position 2437: 0.00030616398290264906
Position 1246: 0.00028948159415392123
Position 2408: 0.00028874422049756943
Position 2964: 0.00028376733178498846
Position 1391: 0.00027515973839599227
Position 2875: 0.00026154669635034287
Position 1264: 0.00026040162331441034
Position 2314: 0.0002420467751909322
Position 1278: 0.000237994297595768
Position 2270: 0.0002377558926011424
Position 1127: 0.00023156705042124014
Position 2484: 0.00023064634157919777
Position 2122: 0.0002176560714950493
Position 1177: 0.0002171177907456978
Position 456: 0.00021595137201928225
Position 703: 0.00021450749358393247
Position 2709: 0.00020154900176094318
Position 948: 0.00019425543819121303
Position 1059: 0.00018735763092799052
Position 2803: 0.0001734959172911222
Position 2196: 0.00016440199979129256
Position 2084: 0.00014745838009364953
Position 867: 0.00014078216407023626
Position 119: 0.0001359841189840295
Position 111: 0.00012764980072891899
Position 3239: 0.00012701166878861553
Position 3248: 0.00011071254773521875
Position 441: 0.00011069065464704407
Position 1386: 9.81900649597778e-05
Position 1020: 9.385505277660599e-05
Position 3370: 9.184084261250648e-05
Position 517: 8.961599380701826e-05
Position 2201: 8.621725875978086e-05
Position 1165: 7.845180959844312e-05
Position 1877: 7.597272368441331e-05
Position 2464: 7.587077676031605e-05
Position 334: 7.023424116305999e-05
Position 3077: 6.82924655443832e-05
Position 100: 6.753784823479607e-05
Position 2575: 6.747370652976931e-05
Position 2820: 6.435672692111642e-05
Position 3290: 5.095306842342147e-05
Position 2818: 5.043796300459319e-05
Position 276: 5.009045974469803e-05
Position 2329: 4.9912685790114515e-05
Position 2997: 4.938821338005522e-05
Position 2012: 4.8474972844552465e-05
Position 1275: 4.751560815095969e-05
Position 3207: 4.131151503888962e-05
Position 2856: 4.044803490912804e-05
Position 594: 3.917678605758597e-05
Position 2921: 3.8631211971652006e-05
Position 2077: 3.669048270962553e-05
Position 2005: 3.5931805763742985e-05
Position 544: 3.29045787214114e-05
Position 1936: 3.0995081838662316e-05
Position 1893: 3.01938381573009e-05
Position 2966: 2.6551571560531113e-05
Position 700: 2.5966539658196655e-05
Position 1156: 2.5890780306304388e-05
Position 2853: 2.4501184039054163e-05
Position 1086: 2.3486802912779254e-05
Position 278: 2.2558694340355177e-05
Position 2918: 2.206346746679139e-05
Position 492: 2.1301250422506992e-05
Position 1932: 1.959829767482567e-05
Position 323: 1.946905270434888e-05
Position 1411: 1.9295353735028168e-05
Position 1969: 1.8977734398788966e-05
Position 1133: 1.7328189485041516e-05
Position 3004: 1.721850577315021e-05
Position 1743: 1.72151234182814e-05
Position 888: 1.713561883000032e-05
Position 1295: 1.693555468476427e-05
Position 2684: 1.5864994462934085e-05
Position 2850: 1.520484162290428e-05
Position 587: 1.5068122900293284e-05
Position 2993: 1.505084602693268e-05
Position 2079: 1.4910872494297438e-05
Position 2681: 1.4354694716417982e-05
Position 1288: 1.3969846233606924e-05
Position 1261: 1.3478047170330635e-05
Position 872: 1.3132951200435905e-05
Position 706: 1.2610580020833635e-05
Position 3357: 1.2215812013417834e-05
Position 2048: 1.2042438168123806e-05
Position 1124: 1.148325638122132e-05
Position 1280: 1.1218499795287174e-05
Position 893: 1.1194270573988041e-05
Position 1896: 1.0874331996987762e-05
Position 1441: 1.0823289517890605e-05
Position 876: 9.917629026530694e-06
Position 3381: 9.684170296384522e-06
Position 950: 7.4462890554012064e-06
Position 733: 7.305519106217735e-06
Position 895: 6.18631178251514e-06
Position 497: 4.97814669080507e-06
Position 3098: 4.847503383602637e-06
Position 923: 4.80341319169567e-06
Position 1359: 4.770766128780814e-06
Position 3210: 4.2546398577047085e-06
Position 954: 3.6298301191026727e-06
Position 1339: 3.374026309585796e-06
Position 1414: 3.2519210754244995e-06
Position 1325: 2.6992353056373923e-06
Position 3346: 2.6539801546770615e-06
Position 1900: 2.123976630618458e-06
Position 1907: 2.101211313283577e-06
Position 1962: 2.045194293927211e-06
Position 1992: 1.8127077624034562e-06
Position 806: 1.7209508478608216e-06
Position 582: 1.6824434413067196e-06
Position 127: 1.528803854415231e-06
Position 1373: 1.5150983824187716e-06
Position 926: 1.4835976051789088e-06
Position 1351: 1.3299800928554126e-06
Position 1924: 1.2804301575063246e-06
Position 2866: 1.2370165448760911e-06
Position 1948: 1.1923231864187132e-06
Position 1307: 1.1848189766954696e-06
Position 528: 1.129194622253235e-06
Position 1486: 1.0514500598461698e-06
Position 1292: 1.033476904199849e-06
