Gene = Smim14
index = 991
Annotated 5SS: [  665 25008 32877 40215]
Annotated 3SS: [24898 32827 40071 42962]
SMsplice 5SS: [  665 13364 25008 32877 40215]
SMsplice 3SS: [13242 24898 32827 40071 42962]
top_k =  1000
Partition function (log Z): -31.16025089489546

Sorted 5' Splice Sites (High to Low Probability):
Position 665: 0.9241800909890251
Position 141: 0.3392541333510877
Position 4329: 0.18792135991556397
Position 8660: 0.18050192897758205
Position 8347: 0.16136262736419973
Position 460: 0.06473923942970895
Position 4325: 0.03762421588701001
Position 429: 0.035424086540719456
Position 1133: 0.01140668197686889
Position 2979: 0.010599760556854203
Position 8419: 0.009923778460792596
Position 1237: 0.0077559819043203655
Position 4878: 0.007730546201371079
Position 2146: 0.006166695310438483
Position 248: 0.005003883356947761
Position 192: 0.0038321082700415016
Position 3: 0.0027027535971941006
Position 6102: 0.002175173977016191
Position 1181: 0.0017960131997235545
Position 78: 0.0012726924382269833
Position 326: 0.0011786566751989468
Position 288: 0.001013822460034003
Position 388: 0.0007637955126148946
Position 170: 0.000523089947841174
Position 2096: 0.00042295297829149847
Position 996: 0.0004216627139618581
Position 89: 0.000361440905953759
Position 1564: 0.0003495970417781255
Position 150: 0.0003209750156811531
Position 3731: 0.00027963066207454493
Position 2802: 0.00027493270293908815
Position 309: 0.00027451121508572025
Position 482: 0.00018722605026406767
Position 105: 0.00017273203357200058
Position 1102: 9.376131596173866e-05
Position 1531: 8.919372258564812e-05
Position 1223: 8.26742489181866e-05
Position 5999: 7.871581255011916e-05
Position 1004: 7.810168892998721e-05
Position 1804: 6.034136145364744e-05
Position 465: 5.126500840046657e-05
Position 954: 2.6220444395332605e-05
Position 159: 2.2105928389985906e-05
Position 30: 2.01369545987084e-05
Position 864: 1.8669079116551405e-05
Position 494: 1.0303225327432124e-05
Position 7: 6.9749723279092986e-06
Position 613: 3.4087899723300217e-06
Position 210: 1.5114868392456475e-06
Position 1000: 1.467949674951313e-06
Position 669: 1.130227530179505e-06
Position 1271: 9.863848351145076e-07
Position 1819: 8.191161304715567e-07
Position 4391: 7.929374106878896e-07
Position 1831: 7.156197524250402e-07
Position 990: 7.011457718884988e-07
Position 1194: 6.957706872262334e-07
Position 910: 5.655403431919247e-07
Position 858: 4.5715667544092354e-07
Position 676: 2.7621984841327357e-07
Position 1772: 2.697444443805335e-07
Position 671: 2.556815310676719e-07
Position 958: 2.32447759165653e-07
Position 527: 2.251366671513267e-07
Position 1332: 2.1078633911032192e-07
Position 726: 1.897789398218888e-07
Position 547: 1.8939704281297733e-07
Position 654: 1.8185741588952505e-07
Position 542: 1.3926396091939286e-07
Position 1213: 1.266189127976278e-07
Position 550: 1.2261472106349114e-07
Position 998: 4.15095555411276e-08
Position 993: 3.0667176153257307e-08
Position 2386: 2.73348924804838e-09
Position 968: 9.03323521163952e-11
Position 940: 8.456475186331048e-11
Position 532: 8.265584344223821e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16020: 0.5207660124844801
Position 8272: 0.21822227839524047
Position 520: 0.16852010344765034
Position 8526: 0.154851502515306
Position 17307: 0.13746433592974755
Position 4226: 0.1325344002254053
Position 568: 0.10897618347803167
Position 4125: 0.0598169056812527
Position 12174: 0.05897033684818746
Position 540: 0.03985530724887852
Position 8383: 0.03672268551714634
Position 1088: 0.032998025861414884
Position 4042: 0.02439128627491201
Position 459: 0.022611646793305417
Position 575: 0.02002333718310274
Position 8558: 0.01802143924018243
Position 8404: 0.01633106726793529
Position 12671: 0.01589676387915419
Position 13622: 0.014960783293736443
Position 4142: 0.01305458612284356
Position 7289: 0.012334773686751243
Position 5955: 0.011764552188440679
Position 11275: 0.011269542565534632
Position 6317: 0.011133825958381268
Position 4540: 0.01072552004210643
Position 4765: 0.01046164313656452
Position 10256: 0.00901088079800302
Position 1856: 0.006589553386976109
Position 2859: 0.005865415985762607
Position 428: 0.005115979900923949
Position 239: 0.0049091863741967
Position 10586: 0.004408890191519169
Position 5456: 0.004081473124230611
Position 1583: 0.00397259164258599
Position 1949: 0.0037688138707096326
Position 542: 0.0034978693553668993
Position 9155: 0.0033595878194899783
Position 5844: 0.0033051358403870606
Position 2022: 0.0032278409993246123
Position 7371: 0.003174247059451019
Position 4493: 0.003154182467771467
Position 3984: 0.0030009248048377297
Position 9659: 0.0028627846551297835
Position 2904: 0.0028446855918389507
Position 578: 0.0024516960829100098
Position 7260: 0.0022980470051129787
Position 1563: 0.0020667630421928097
Position 5661: 0.0020628867512413967
Position 2440: 0.002049886677279674
Position 4411: 0.0017939165243364326
Position 4050: 0.0017611476176982738
Position 4175: 0.001356693677024712
Position 2462: 0.001301335213524209
Position 570: 0.00127486693187396
Position 2801: 0.0012431744931294465
Position 4676: 0.001224839251703329
Position 463: 0.0012221571578826709
Position 4390: 0.0010528665940982937
Position 1691: 0.0010506839417567767
Position 217: 0.0009391461154358667
Position 2711: 0.000922767422306577
Position 5916: 0.0009176516500058276
Position 4563: 0.0008567300604600915
Position 1356: 0.0008404029951782317
Position 5959: 0.0008249363625672624
Position 2666: 0.0008080740939602094
Position 1102: 0.0007568412196522573
Position 879: 0.0007461731630435626
Position 1445: 0.0006959545024734628
Position 1064: 0.0006949533267311299
Position 5007: 0.0006927705532887054
Position 4160: 0.0006885936902725784
Position 9495: 0.0006466094995010748
Position 7325: 0.0006238362840952133
Position 7583: 0.0006104618520046418
Position 2010: 0.0005983305182204824
Position 1627: 0.0005587903490884699
