Gene = Bard1
index = 168
Annotated 5SS: [  479 13676 15038 28604 36039 37668 49534 55507 56469 71788]
Annotated 3SS: [13618 14894 27665 35957 37494 49424 55373 56375 71689 72293]
SMsplice 5SS: [  479 15038 32367 37668 49534 55507 56469 70300]
SMsplice 3SS: [14923 32267 37494 49424 55373 56375 70073 72293]
top_k =  1000
Partition function (log Z): -47.69861490680092

Sorted 5' Splice Sites (High to Low Probability):
Position 479: 0.9361615424087671
Position 4503: 0.40308280004271846
Position 658: 0.2000899932744418
Position 297: 0.13196677486992778
Position 5989: 0.13012082522102064
Position 4452: 0.06446637647978214
Position 8425: 0.05194966153236827
Position 3175: 0.05056520755558465
Position 285: 0.023440291943887373
Position 6006: 0.02166987939075035
Position 9759: 0.01654992136302693
Position 1465: 0.012120764448931079
Position 1840: 0.010752105817707714
Position 5697: 0.010604482775465038
Position 6139: 0.009378003845018617
Position 3220: 0.006776401962103446
Position 3380: 0.006716291408771002
Position 4550: 0.006060189469395899
Position 758: 0.005316800537205581
Position 2948: 0.005153709938118962
Position 23: 0.004156826020062404
Position 3184: 0.0038296211165749945
Position 77: 0.0029708278367953853
Position 5693: 0.0027402407472417777
Position 1369: 0.00243978971262723
Position 3366: 0.0023814150006020293
Position 2426: 0.0020759121327682812
Position 6806: 0.0020241715976955393
Position 2472: 0.0013545133321307213
Position 960: 0.0011965210797359543
Position 3907: 0.0007109971035038365
Position 1946: 0.0007064890341004435
Position 3886: 0.0006369528650118353
Position 4601: 0.0006302501258184118
Position 640: 0.0006271402912450018
Position 834: 0.0005726931087810326
Position 4919: 0.0004432487291328912
Position 360: 0.0004251025398675142
Position 1962: 0.0003893669713699588
Position 194: 0.00033737680106733515
Position 4605: 0.00027743333086368356
Position 644: 0.00027363538949992644
Position 737: 0.00026996556651804135
Position 2042: 0.00026352428620707454
Position 708: 0.00021579861222654397
Position 243: 0.00019434921751100936
Position 1527: 0.00017031978562821178
Position 1400: 0.00015408316113647852
