Gene = 2410004B18Rik
index = 38
Annotated 5SS: [ 315 1083]
Annotated 3SS: [ 883 5782]
SMsplice 5SS: [ 315  656 1083 3273]
SMsplice 3SS: [ 528  932 3180 5782]
top_k =  1000
Partition function (log Z): -3.495050673224059

Sorted 5' Splice Sites (High to Low Probability):
Position 1083: 0.9820369266528981
Position 315: 0.9186043870454716
Position 3273: 0.7063024820643654
Position 656: 0.4241663415021316
Position 5585: 0.36176631197937026
Position 616: 0.19343881571070115
Position 5904: 0.15400813303363578
Position 5853: 0.10002250006445147
Position 847: 0.043308504202860934
Position 5512: 0.033587094125835555
Position 5863: 0.026503802579588596
Position 5461: 0.02457534344483854
Position 6485: 0.02307931089847082
Position 6011: 0.022658702997449112
Position 631: 0.022516738359629113
Position 5343: 0.02230395283270517
Position 6440: 0.021335641316018332
Position 5877: 0.016774945128048387
Position 5882: 0.015011381985546645
Position 1922: 0.011852637926685738
Position 3720: 0.011496693038616886
Position 5935: 0.0076969767276119485
Position 1875: 0.007131139846412232
Position 6166: 0.006776670493538878
Position 5369: 0.0066678164914694815
Position 234: 0.00633042605140003
Position 628: 0.005835415470185779
Position 5173: 0.0056726164759552285
Position 826: 0.005135852690295054
Position 6447: 0.004741877274619956
Position 3904: 0.00464824078353096
Position 814: 0.004454632909410844
Position 2522: 0.0037542614286321324
Position 2393: 0.003325668445504723
Position 2376: 0.00331710755511514
Position 142: 0.0032819760976067194
Position 5894: 0.003171974394642053
Position 5470: 0.0031398827566165685
Position 3236: 0.0026990680911875113
Position 297: 0.0018409681558415813
Position 5319: 0.0017402118680240543
Position 1609: 0.001617530710902041
Position 4204: 0.0014952037473966178
Position 4067: 0.0013658127192133318
Position 666: 0.0013467632170074929
Position 1431: 0.0011189713239612802
Position 1162: 0.0010702941469835025
Position 5100: 0.0009579792844044562
Position 6609: 0.000763228663743067
Position 26: 0.0006890089420346604
Position 5236: 0.0005152677376064979
Position 1879: 0.0004799752120572725
Position 294: 0.00047785520012667436
Position 110: 0.0004594504985076161
Position 1779: 0.0004111619856506729
Position 5887: 0.00038258226791673726
Position 789: 0.0003661536299753703
Position 6590: 0.0003400151870865077
Position 5879: 0.00032813942884064433
Position 6090: 0.0003130262557015673
Position 224: 0.0003010347462965225
Position 6426: 0.00028900590473974493
Position 68: 0.00028089983848178475
Position 591: 0.00021862311793908738
Position 502: 0.0002123328943120238
Position 3724: 0.00021194992575757147
Position 417: 0.0002111877767149488
Position 6475: 0.00020102867142467217
Position 505: 0.0001968792720423662
Position 859: 0.00016950689351465903
Position 563: 0.00014743766979355275
Position 5484: 0.000127038417445374
Position 6546: 9.11583926099419e-05
Position 5347: 8.804857980011221e-05
Position 4354: 8.379705141404035e-05
Position 3475: 5.6750862520888164e-05
Position 5177: 5.012008862635959e-05
Position 869: 4.6027403787364966e-05
Position 6033: 4.273286674708187e-05
Position 3999: 3.85922677913632e-05
Position 743: 3.101526506433105e-05
Position 3642: 2.7941354370273633e-05
Position 444: 1.9338518568569718e-05
Position 5892: 1.817308520649403e-05
Position 446: 1.7343821326379497e-05
Position 1358: 1.619753696379141e-05
Position 1774: 1.5022791452196213e-05
Position 478: 1.4332178521830896e-05
Position 42: 1.161308059192397e-05
Position 2744: 1.1262692171990214e-05
Position 717: 9.802309173274371e-06
