Gene = 2310009A05Rik
index = 32
Annotated 5SS: [148]
Annotated 3SS: [2713]
SMsplice 5SS: [148]
SMsplice 3SS: [2713]
top_k =  1000
Partition function (log Z): -8.507007728798262

Sorted 5' Splice Sites (High to Low Probability):
Position 148: 0.8879599966920756
Position 26: 0.0475439028636294
Position 1933: 0.04148534631268712
Position 195: 0.03485195479086778
Position 250: 0.016772019781110627
Position 2082: 0.007344883777656343
Position 1608: 0.007020300296133737
Position 204: 0.004062521679753964
Position 239: 0.003731537826337667
Position 959: 0.0027281708597302755
Position 723: 0.00180517071609656
Position 639: 0.0015663364548941553
Position 1989: 0.0014778578124705042
Position 30: 0.0014677033463981165
Position 232: 0.0013647954203059134
Position 224: 0.001075039326399079
Position 2390: 0.0007710465393045663
Position 272: 0.0005937243850363925
Position 1418: 0.0005392489816184772
Position 2429: 0.00041796132329223413
Position 1972: 0.00040272484154756804
Position 1413: 0.00038329265659881197
Position 18: 0.00033288192922342747
Position 1530: 0.00032632983681293935
Position 1645: 0.00031125115914351696
Position 1509: 0.00022690399900034177
Position 635: 0.00022677277243451024
Position 1943: 0.00017821380628608364
Position 2581: 0.00017375481191425661
Position 657: 0.00013904567065827918
Position 804: 0.00013244661284023118
Position 1859: 0.00013240805229280248
Position 797: 0.0001256669576434995
Position 2517: 0.000113976893249467
Position 470: 0.00010346159877499004
Position 2338: 0.00010059662178670692
Position 1659: 9.880429635531045e-05
Position 2911: 8.65966240051967e-05
Position 887: 8.126234020305011e-05
Position 1032: 6.941697903630514e-05
Position 1574: 5.4689223257274326e-05
Position 1295: 5.2188705331213854e-05
Position 2123: 4.766035662547764e-05
Position 1334: 3.8859945694594996e-05
Position 1219: 3.813816879173782e-05
Position 1144: 3.592387731950377e-05
Position 169: 3.362633600353827e-05
Position 1642: 3.0171920892054052e-05
Position 1070: 2.634584448497188e-05
Position 713: 2.5971123113281874e-05
Position 1612: 2.4245662468884768e-05
Position 436: 2.24753405366526e-05
Position 961: 1.7862151147414517e-05
Position 56: 1.751957627820427e-05
Position 2113: 1.4903282960120957e-05
Position 899: 1.4159157753313818e-05
Position 385: 1.0345288086357714e-05
Position 1339: 8.524078742641371e-06
Position 2168: 8.383216232045386e-06
Position 736: 7.617119340098335e-06
Position 1063: 7.419372301829336e-06
Position 371: 6.369181221116094e-06
Position 2092: 5.852556249796849e-06
Position 421: 5.7029847467546655e-06
Position 1019: 5.287434316671949e-06
Position 2765: 5.287297356970256e-06
Position 915: 4.368534371855167e-06
Position 54: 4.5917366027197484e-08
Position 568: 1.410868484509854e-08
Position 536: 9.252486004310157e-09
Position 579: 9.014571509924027e-09
Position 977: 6.524701139562173e-09
Position 963: 6.23879993031079e-09
Position 513: 5.119191300181665e-09
Position 950: 3.2814738670877273e-09
Position 711: 1.9211567186400877e-09
Position 486: 1.5467219632598647e-09
Position 500: 3.566841472873901e-10
Position 534: 3.069747454800583e-10
Position 792: 2.206794818155818e-11
Position 794: 2.124062785909167e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2713: 0.7774412193749745
Position 1845: 0.0791369082039454
Position 1070: 0.070868301085912
Position 1449: 0.018282392475439564
Position 995: 0.014989821941454205
Position 492: 0.014550624781402472
Position 2719: 0.014499426699746333
Position 1858: 0.014140998576874942
Position 690: 0.012700237552887631
Position 2148: 0.004781156080430915
Position 2885: 0.003379080274465891
Position 1207: 0.0033330035530204807
Position 747: 0.0033323424233471792
Position 1882: 0.003298023646571964
Position 539: 0.0027507858892769355
Position 1375: 0.002605959301754026
Position 388: 0.002407183009235425
Position 1901: 0.00220467929293836
Position 123: 0.0020346877963386685
Position 2498: 0.0017062761951304785
Position 1574: 0.001555823214362932
Position 2232: 0.0015119283643160112
Position 1920: 0.0011734256376207904
Position 1123: 0.0009394474002107446
Position 2599: 0.0009126927427214789
Position 2297: 0.0008225510151237042
Position 265: 0.0007952131246225302
Position 371: 0.000790760987471793
Position 2249: 0.000763659131754119
Position 2746: 0.0006827590159026572
Position 814: 0.0005729507846683462
Position 1244: 0.0005661817667618658
Position 871: 0.0005470794018454886
Position 2466: 0.000507873865358796
Position 1222: 0.0004405881834234672
Position 2751: 0.0004050865376491575
Position 2277: 0.0003815543967394138
Position 2761: 0.00032699587663525913
Position 2862: 0.0003204880270209202
