Gene = Mterf4
index = 720
Annotated 5SS: [  91 1308 3198]
Annotated 3SS: [ 808 3012 4119]
SMsplice 5SS: [91]
SMsplice 3SS: [808]
top_k =  1000
Partition function (log Z): -6.995559212455031

Sorted 5' Splice Sites (High to Low Probability):
Position 91: 0.9399447681855109
Position 3198: 0.5160603036048119
Position 3204: 0.28657577810883855
Position 1308: 0.2496413919265964
Position 611: 0.13436336407826055
Position 930: 0.12233312182859794
Position 1070: 0.06133494260364472
Position 1916: 0.04660364855264167
Position 1854: 0.03216735146463689
Position 4233: 0.027632037073004812
Position 973: 0.01679323543238439
Position 3090: 0.011817705575366405
Position 3342: 0.009125945784952122
Position 3699: 0.0088118781067032
Position 3544: 0.007446920290107813
Position 2900: 0.007372483295319275
Position 3617: 0.0061829096577421345
Position 1343: 0.005795018096658966
Position 735: 0.0055588502643988125
Position 2912: 0.004164833732946579
Position 1690: 0.0036544849033672165
Position 1623: 0.0034113059621151214
Position 2869: 0.0031679484240914185
Position 1164: 0.0030615867574981218
Position 1501: 0.0028402064240127174
Position 577: 0.002330547964690977
Position 2821: 0.0023072710914146992
Position 854: 0.002090937452836956
Position 3346: 0.0018855767623299192
Position 775: 0.0017430250097267876
Position 1140: 0.0016044685766719918
Position 2665: 0.0014885024838271366
Position 173: 0.0014598926297659002
Position 4600: 0.0013492953895878229
Position 1524: 0.0010863936094699254
Position 1694: 0.0009620794101421877
Position 500: 0.0009318895067221466
Position 192: 0.0008927737814274588
Position 96: 0.0008714334979047577
Position 728: 0.0008698138962654516
Position 2729: 0.0008389421517615345
Position 4079: 0.0008367575596709595
Position 1128: 0.0006504044941731907
Position 2421: 0.00046593040296669916
Position 1051: 0.0004134698992217396
Position 106: 0.0003967575469964469
Position 923: 0.00032886414323974586
Position 3048: 0.0003101084436966503
Position 205: 0.00026997780972341204
Position 3081: 0.0002689164933392245
Position 1396: 0.00025010202696633995
Position 1007: 0.00020814259150252613
Position 696: 0.00020647278838707898
Position 14: 0.00015289892542578104
Position 258: 0.00013108217535102765
Position 1095: 0.00012341312753905506
Position 137: 0.00010307898554921192
Position 212: 0.0001025781032484685
Position 1347: 9.618682232999765e-05
Position 615: 8.599714613143414e-05
Position 158: 5.1798121278336225e-05
Position 3239: 4.619716361764202e-05
Position 747: 4.561425450130839e-05
Position 530: 4.552138762218414e-05
Position 321: 4.5220112577750084e-05
Position 949: 4.2297485094115876e-05
Position 568: 4.132126740225348e-05
Position 373: 3.9428918532914045e-05
Position 1156: 2.6884985951583267e-05
Position 1014: 2.532535304445281e-05
Position 64: 2.45274640097936e-05
Position 1040: 2.434325025824389e-05
Position 1012: 2.2969308013996063e-05
Position 41: 2.270757243697393e-05
Position 620: 1.998531116637303e-05
Position 904: 1.900947981195212e-05
Position 3986: 1.898924220240286e-05
Position 1123: 1.8694812525187724e-05
Position 210: 1.8666465087959326e-05
Position 49: 1.671912755237312e-05
Position 1142: 1.538391341963921e-05
Position 165: 1.4711636648323627e-05
Position 357: 1.3225571139604545e-05
Position 717: 1.2478833591952731e-05
Position 1038: 1.2464646613024043e-05
Position 167: 1.1885136623524745e-05
Position 223: 9.769864966760601e-06
Position 11: 8.181092062674292e-06
Position 581: 7.565019164709768e-06
Position 402: 7.217287496184717e-06
Position 706: 7.0820543947352685e-06
Position 368: 4.950747779370425e-06
Position 225: 4.919242683643606e-06
Position 505: 4.641631978708365e-06
Position 267: 4.597243491949454e-06
Position 516: 4.4496851404784625e-06
Position 379: 3.2025327875269242e-06
Position 683: 2.641528094611702e-06
Position 269: 2.3680139327648675e-06
Position 400: 2.3551119353597085e-06
Position 623: 1.7669442649023563e-06
Position 323: 1.766907473363518e-06
Position 186: 1.4140496890822463e-06
Position 561: 1.15780569652747e-06
Position 126: 7.970598641340134e-07
Position 52: 6.239201733332833e-07
Position 761: 5.726370315509284e-07
Position 484: 4.45227729900395e-07
Position 809: 2.7445808883868013e-07
Position 523: 2.6878539019928834e-07
Position 511: 1.0180363483162494e-07
Position 758: 8.646491318345684e-08
Position 503: 3.4309902852609936e-09
Position 849: 4.6394312820695893e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3012: 0.5953011477893688
Position 808: 0.31339555583731366
Position 4119: 0.21671121558368586
Position 4024: 0.15476222619764402
Position 4179: 0.13208857046388056
Position 3937: 0.12266028312537208
Position 3164: 0.10752523448978385
Position 1225: 0.10746001719753201
Position 3047: 0.09538419253371067
Position 3335: 0.05207057344587949
Position 499: 0.051904528921001135
Position 1766: 0.037953128876541294
Position 1202: 0.035128053673381066
Position 3486: 0.031536318126571816
Position 1237: 0.027719543541942403
Position 3065: 0.027268136443643926
Position 1829: 0.026615137982944626
Position 4497: 0.024730218527185058
Position 1254: 0.021144927044615187
Position 4133: 0.02062211148432418
Position 3999: 0.02032984692543028
Position 3888: 0.019571563815461122
Position 2615: 0.01843542590500055
Position 3303: 0.01759484161728298
Position 577: 0.016923440307984167
Position 1087: 0.013323408484124156
Position 3382: 0.013230665558291341
Position 3145: 0.013159184245646003
Position 3122: 0.013102344589253603
Position 1156: 0.01271223839357625
Position 2958: 0.012290497810472752
Position 415: 0.010623248620811357
Position 4153: 0.01043833428495434
Position 4350: 0.009063704301909312
Position 1563: 0.008585256900519441
Position 4347: 0.007198062295423895
Position 3319: 0.006874833894710676
Position 4694: 0.006536213634713506
Position 4673: 0.006067747188860555
Position 1714: 0.00595775251857533
Position 4381: 0.005699612284103555
Position 523: 0.005204179612895301
Position 2336: 0.004752821941146666
Position 450: 0.004651372862574979
Position 3097: 0.004562852856648125
Position 4392: 0.004441934887810335
Position 2485: 0.0039850271837800115
Position 858: 0.003907225699745294
Position 1261: 0.0035381022532502042
Position 1799: 0.0033390232990848025
Position 1773: 0.0030751193551720284
Position 4298: 0.002952031829151609
Position 4395: 0.0027761284345596427
Position 4357: 0.0026254598223588057
Position 4194: 0.0021051559048586126
Position 2546: 0.0020963827961203926
Position 2769: 0.002028363974996341
Position 4071: 0.001868041018154665
Position 4048: 0.0018560605388685146
Position 923: 0.0016415217343383165
Position 3544: 0.0015072448702934135
Position 379: 0.001461809510040121
Position 1169: 0.00141486156574084
Position 1175: 0.0012635662491120717
Position 1204: 0.0012631211363129987
Position 4325: 0.0012123566756436228
Position 611: 0.0010551156445086137
Position 1012: 0.0010250528838277033
Position 1698: 0.0009445279179115008
Position 3554: 0.0008851296291401574
Position 679: 0.00088099622404419
Position 3525: 0.000878737652514146
Position 286: 0.0008413336623046356
Position 2940: 0.0008308508580014199
Position 982: 0.00081586445759705
Position 1030: 0.0008026431085561548
Position 3604: 0.0007725170558850784
Position 3451: 0.0007577898929400517
Position 659: 0.0007354477522911578
Position 1986: 0.0006623006086541585
Position 1490: 0.0006335896856063857
Position 3167: 0.0006184088225408685
Position 4528: 0.0005891839753385587
Position 1396: 0.0005771176841353724
Position 4650: 0.0005749625709279175
Position 4330: 0.0005626755578904266
Position 235: 0.0004991740420179692
Position 1119: 0.0004907722324050373
Position 4239: 0.0004754007873173594
Position 2785: 0.0004539067002834957
Position 2911: 0.0004475278818025985
Position 650: 0.0004328892780411198
Position 3494: 0.0004166574161025037
Position 3823: 0.00040074022036222826
Position 3815: 0.000374071017454914
Position 3132: 0.0003480766827895415
Position 1541: 0.00033822197587533506
Position 3893: 0.0003200873720656234
Position 2125: 0.00029917978835574224
Position 4425: 0.00029384872718780155
Position 3089: 0.00025782348917619593
Position 1375: 0.00024935859665939543
Position 535: 0.00023828009105099208
Position 1528: 0.00023213469129980592
Position 307: 0.00023084293452067572
Position 973: 0.00021946621016330744
Position 996: 0.0002014320481103249
Position 1849: 0.00019987268694913261
Position 876: 0.0001897638239035109
Position 1024: 0.0001869703341729925
Position 219: 0.00018573086135567445
Position 933: 0.0001570540988858942
Position 584: 0.00015207469869381936
Position 529: 0.00014063850324434217
Position 1492: 0.00013835477916891297
Position 1106: 0.00013302855497347973
Position 1278: 0.00011121932057187855
Position 700: 9.102589934630685e-05
