Gene = Pifo
index = 817
Annotated 5SS: [  219 13549 14275 15119 16375]
Annotated 3SS: [13402 14175 14987 16256 17446]
SMsplice 5SS: [  219 13549 16375]
SMsplice 3SS: [13402 16256 17446]
top_k =  1000
Partition function (log Z): -11.12769989632423

Sorted 5' Splice Sites (High to Low Probability):
Position 219: 0.89954238429017
Position 13549: 0.7812667029663297
Position 4987: 0.5229467593322795
Position 16375: 0.44580149507618744
Position 15119: 0.35715439080702416
Position 10927: 0.2564565856085388
Position 10251: 0.1519982276331863
Position 2417: 0.1337175415852442
Position 5693: 0.11519352466406495
Position 463: 0.08444008041099824
Position 4777: 0.041226805108968104
Position 10592: 0.04024551582495811
Position 9547: 0.029715947907502205
Position 10246: 0.023236524087059156
Position 137: 0.019494296475360655
Position 5236: 0.016465410225555185
Position 2386: 0.01391672019086033
Position 14275: 0.009981419731275013
Position 3294: 0.009569560665314518
Position 16201: 0.00843628445435609
Position 1223: 0.0069988014545976
Position 13973: 0.006299488337077682
Position 2529: 0.005778270373272066
Position 275: 0.005077498207079199
Position 9277: 0.004190781157769707
Position 1308: 0.003642615759700522
Position 4317: 0.003145182325622022
Position 2438: 0.0030396025592241516
Position 16820: 0.002403790242195781
Position 1814: 0.0023748077053517653
Position 474: 0.0014959175153310717
Position 2911: 0.0013766255210524952
Position 3813: 0.0013180658680678322
Position 5372: 0.0009246812782827711
Position 1122: 0.0008202431784458778
Position 3298: 0.0005998169423904846
Position 1670: 0.0005534622048494803
Position 3113: 0.0004948339803685433
Position 3058: 0.0004948312257123533
Position 3838: 0.0004930293525238046
Position 3302: 0.00038835254912562617
Position 241: 0.00034627799817098557
Position 1048: 0.0003188414891864381
Position 2900: 0.00027556244222857123
Position 4746: 0.00022816666782599982
Position 1908: 0.00019047584902429635
Position 336: 0.00018345506140286512
Position 3759: 0.00017198895069141107
Position 943: 0.00015461051842601887
Position 4994: 0.00015187970337702402
Position 4227: 0.00013462680661453598
Position 1590: 0.00012468329454732755
Position 1901: 0.00012366764095460444
Position 3502: 0.00012236248837887848
Position 685: 9.541777474003823e-05
Position 1233: 9.202349478627442e-05
Position 4702: 8.955849907443713e-05
Position 4654: 7.273429451027828e-05
Position 2380: 6.95074214439855e-05
Position 4959: 6.808313874029024e-05
Position 2892: 6.746935126130872e-05
Position 574: 4.0058547667909695e-05
Position 97: 3.408492907134928e-05
Position 313: 2.5312867543043298e-05
Position 4924: 2.377799165190021e-05
Position 4970: 2.3142069272772702e-05
Position 81: 2.2822306286224098e-05
Position 863: 1.5958578026291377e-05
Position 2116: 1.5828894427323152e-05
Position 31: 1.3861776982103294e-05
Position 895: 1.3144254276666332e-05
Position 424: 1.2769553586622578e-05
Position 899: 9.106338203914366e-06
Position 1863: 8.388065180644561e-06
Position 726: 7.67056964830043e-06
Position 947: 7.0776136180351915e-06
Position 1661: 6.042078449847456e-06
Position 1922: 5.818975785901571e-06
Position 371: 5.167015930307457e-06
Position 1568: 5.04072025308454e-06
Position 1101: 4.586038422683936e-06
Position 1839: 4.5362566246646645e-06
Position 718: 3.959882986934453e-06
Position 489: 3.6618199977652124e-06
Position 1335: 3.562911575629426e-06
Position 695: 3.5006654948201674e-06
Position 1166: 2.655887236489858e-06
Position 1599: 2.1065786209421537e-06
Position 716: 1.5290166305092342e-06
Position 65: 1.5226165360385107e-06
Position 1656: 1.3076540836918243e-06
Position 766: 1.2215663253686093e-06
Position 1228: 1.082558336224017e-06
Position 745: 9.918515646052817e-07
Position 2159: 9.54404095340373e-07
Position 1931: 8.114841686063704e-07
Position 839: 7.894884580237685e-07
Position 2010: 7.84541212357121e-07
Position 1312: 5.303640293373646e-07
Position 499: 4.0894285731915635e-07
Position 2649: 2.646062462846016e-07
Position 2647: 2.6230928060260773e-07
Position 2645: 2.5143820652820745e-07
Position 2651: 2.506802521720664e-07
Position 2594: 2.2755718712371988e-07
Position 2653: 2.018553008064728e-07
Position 2655: 1.6704507078473747e-07
Position 833: 1.599227344892873e-07
Position 2657: 1.436782216570284e-07
Position 84: 1.2946366020095474e-07
Position 343: 1.1527238908642424e-07
Position 2643: 1.0013288381655784e-07
Position 638: 8.256313189321362e-08
Position 836: 7.559292783573364e-08
Position 875: 7.130769244228397e-08
Position 34: 6.501916397271767e-08
Position 926: 5.003165787171162e-08
Position 1164: 4.688274362999006e-08
Position 11: 4.3271278875260214e-08
Position 789: 3.666147251221996e-08
Position 747: 3.1516454386162e-08
Position 1184: 1.754263691683735e-08
Position 1035: 1.269946899669358e-08
Position 1040: 8.366872366802359e-09
Position 518: 4.7427751331790806e-09
Position 546: 3.4255888728579397e-09
Position 395: 3.4044104750644663e-09
Position 289: 1.5776483264332117e-09
Position 487: 6.407782100102659e-10
Position 533: 1.2944560494303972e-10
Position 914: 1.1554979563533797e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 13402: 0.815642015662953
Position 17446: 0.637423144964277
Position 4848: 0.505074027602756
Position 16256: 0.5026835109298321
Position 14987: 0.4491375746562953
Position 10851: 0.2598110158750124
Position 10102: 0.17690154125085764
Position 2327: 0.1534100334889094
Position 5570: 0.06434635053046166
Position 15918: 0.050546737350763746
Position 4670: 0.043185979835580264
Position 16661: 0.04097622166902224
Position 10418: 0.03731229348518224
Position 5523: 0.035856228668482676
Position 9423: 0.029814028304559682
Position 5143: 0.020017084358638207
Position 13770: 0.016336104110942794
Position 13898: 0.013535865364484211
Position 15313: 0.011191742028725296
Position 4893: 0.00966048500639582
Position 17553: 0.008664457758581968
Position 5549: 0.008558389760525968
Position 14562: 0.007566737729201719
Position 4907: 0.006884861318438039
Position 1034: 0.006818381952680538
Position 17152: 0.00614526869642709
Position 15991: 0.005565128241724579
Position 3212: 0.004845872123792372
Position 15088: 0.004226672074302703
Position 3182: 0.0040720674385352285
Position 9182: 0.003791441297030982
Position 1250: 0.0037396015231860105
Position 10989: 0.0036741340193642853
Position 10433: 0.003602103898502594
Position 14794: 0.0035224338628549183
Position 278: 0.0032410910847115184
Position 4853: 0.0032282409136012028
Position 5478: 0.0030773229310686223
Position 17631: 0.00281542850021161
Position 12502: 0.002777119916860982
Position 2799: 0.00262915441600666
Position 10709: 0.0025487173594288025
Position 10307: 0.0025233647790849113
Position 300: 0.0025176649025660256
Position 2416: 0.002404907633387876
Position 4128: 0.0020154443737486335
Position 11746: 0.0018973643560276701
Position 1698: 0.0018213314047541098
Position 2331: 0.0015948837184902706
Position 407: 0.0015296286352222098
Position 5531: 0.0014985923128145648
Position 3732: 0.001454427878450904
Position 350: 0.001316424500932473
Position 3044: 0.0012855418669306487
Position 1013: 0.0012370513832009396
Position 4637: 0.0009436808955303978
Position 8965: 0.0008989147361602818
Position 3131: 0.0008791367718752476
Position 3680: 0.0008444612079490791
Position 5449: 0.0008100252160863169
Position 11108: 0.0007522720957056006
Position 3892: 0.0006962863313011555
Position 1794: 0.0005971115435959715
Position 8659: 0.0005719489869061401
Position 5280: 0.000523904766671344
Position 4106: 0.0004906976082900987
Position 4296: 0.0004857700871701929
Position 6756: 0.00046323274620690654
Position 10969: 0.00044978813526851217
Position 323: 0.0004455497502405017
Position 5095: 0.00042434091545759167
Position 368: 0.0003854178328757644
Position 613: 0.0003778391503133535
Position 3386: 0.0003598415205714632
Position 1741: 0.0003557767666694821
Position 12397: 0.0003531525365597838
Position 2371: 0.0003362780656543364
Position 8867: 0.0003144898727734008
Position 855: 0.00031068459607987397
Position 9718: 0.0002665062604908884
Position 4103: 0.0002453512900631309
Position 1561: 0.00022631216089274037
Position 305: 0.0002229919603843485
Position 335: 0.00018966525582700562
Position 364: 0.00018313925396069153
Position 416: 0.0001657931822023254
Position 4498: 0.00016042602385857467
Position 10553: 0.0001540395233756194
Position 1045: 0.000150088116932189
Position 4695: 0.00014831071151679773
Position 377: 0.00014339467728242378
Position 328: 0.00013940187292669194
Position 1810: 0.00013452555725030344
Position 1574: 0.00012417319389555257
Position 2951: 0.00011622678791330075
Position 307: 0.00011207313936832044
Position 5480: 0.00011130040195250621
Position 7522: 0.00010733822084815181
Position 3463: 0.00010723215579611207
Position 380: 8.906691360786101e-05
Position 5376: 8.847985570832652e-05
Position 294: 8.523211575364086e-05
Position 1069: 8.351603962225317e-05
Position 241: 7.987323071622762e-05
Position 1306: 7.877916972413831e-05
Position 4259: 6.564544013847437e-05
Position 880: 6.424269942680578e-05
Position 6133: 6.316444875040689e-05
Position 8256: 6.032854289734267e-05
Position 4208: 5.938893770727718e-05
Position 7299: 5.750218270501676e-05
Position 353: 5.234615358878417e-05
Position 6875: 5.1681423744105026e-05
Position 1078: 4.527439531324497e-05
Position 2437: 4.5045055288807786e-05
Position 3543: 4.491328331866371e-05
Position 296: 4.153258698240575e-05
Position 2823: 4.091281930360645e-05
Position 391: 3.788257495309149e-05
Position 3685: 3.7023824128321184e-05
Position 5793: 3.588687013948163e-05
Position 836: 3.246640013376803e-05
Position 3358: 3.132629512682995e-05
Position 325: 2.9953215026372514e-05
Position 4867: 2.918501801078994e-05
Position 1222: 2.8370273742058363e-05
Position 2533: 2.5321355602113802e-05
Position 2801: 2.4664043936219788e-05
Position 7380: 2.3441654486429453e-05
Position 1125: 2.2994997434115852e-05
Position 3958: 2.256946707670915e-05
Position 6770: 2.2497473764180286e-05
Position 1964: 2.1583590574926263e-05
Position 457: 2.0467322711283784e-05
Position 2116: 2.034831707206925e-05
Position 2265: 1.9164060555705173e-05
Position 7107: 1.642898786185027e-05
Position 460: 1.6351979610501343e-05
Position 1055: 1.3902936464922724e-05
Position 6436: 1.3601855922557677e-05
Position 6088: 1.2385901591214854e-05
Position 6020: 1.1478736477010081e-05
Position 533: 1.0475914006763349e-05
Position 5740: 1.0023728733249517e-05
Position 5682: 9.976356131921908e-06
Position 5859: 8.456628025007912e-06
Position 2023: 8.38615886626251e-06
Position 5396: 8.170428720031733e-06
Position 3323: 7.236187438553438e-06
Position 495: 4.975771053182379e-06
Position 743: 4.807335803133052e-06
Position 4458: 4.7029282623454824e-06
Position 5101: 4.191255741571351e-06
Position 546: 4.0001596301904e-06
Position 1986: 3.9165388718492486e-06
Position 762: 3.529867066133982e-06
Position 3575: 3.1136872332914413e-06
Position 2001: 2.945446943203852e-06
Position 1619: 2.8266912213225067e-06
Position 484: 2.607176308661319e-06
Position 1344: 2.1037343735409207e-06
Position 3301: 2.0720480227740176e-06
Position 1642: 1.9379591121742984e-06
Position 3961: 1.8758297192570237e-06
Position 3581: 1.7569133749929713e-06
Position 2903: 1.7512589557778654e-06
Position 947: 1.7387071266260586e-06
Position 1257: 1.3830400463644185e-06
Position 3468: 1.3812391631800306e-06
Position 3423: 1.2636125054966959e-06
Position 557: 1.2105661074072728e-06
Position 766: 1.0631461142054375e-06
Position 839: 9.93117752659607e-07
Position 862: 9.254115102703351e-07
Position 2765: 9.243097594507718e-07
Position 2594: 7.814662849960316e-07
Position 860: 6.178646265598598e-07
Position 2502: 5.991329783471974e-07
Position 962: 5.819921748696126e-07
Position 1308: 5.738720861077795e-07
Position 1931: 5.274803747071611e-07
Position 424: 5.142463999505777e-07
Position 1939: 4.7252292216481335e-07
Position 622: 4.6153638337122463e-07
Position 1081: 4.5784926555300094e-07
Position 1580: 4.471676627285885e-07
Position 395: 4.4609877429141465e-07
Position 1122: 4.2920290278472144e-07
Position 118: 4.087989802767506e-07
Position 651: 3.863016309064954e-07
Position 317: 3.810145907624813e-07
Position 435: 3.7569023457415525e-07
Position 499: 3.6990356332287303e-07
Position 1137: 3.263099207940182e-07
Position 129: 3.220153473219778e-07
Position 1170: 3.0736819382440556e-07
Position 571: 2.8519612648820614e-07
Position 393: 2.318082604851472e-07
Position 1577: 1.858398014114828e-07
Position 3112: 1.772991937751319e-07
Position 2956: 1.7119098955786273e-07
Position 255: 1.474522059828463e-07
Position 1184: 1.4705567704582762e-07
Position 97: 1.3471974685911678e-07
Position 1197: 1.2671573900449215e-07
Position 136: 1.1332935123703317e-07
Position 3249: 1.8385136979076112e-08
Position 2459: 1.3840501073224548e-08
Position 887: 1.165631477676451e-08
Position 785: 1.0780152749666168e-08
Position 977: 8.576206376690214e-09
Position 695: 4.64472475026535e-09
Position 1164: 4.198463795339856e-09
Position 771: 4.136989748188208e-09
Position 473: 3.0167013204121033e-09
Position 712: 2.6339165750832298e-09
Position 1208: 1.7033255289478948e-09
Position 164: 1.394709462271978e-09
Position 1544: 1.3481276421509992e-09
Position 1264: 9.35877771732474e-10
Position 660: 4.666048057606498e-10
Position 2279: 3.395433288270093e-10
Position 140: 3.2067194993081724e-10
Position 471: 2.9734057985543243e-10
Position 566: 2.619693108109656e-10
Position 1052: 6.116301242178958e-11
Position 745: 4.216570057617026e-11
Position 467: 7.696089664455464e-12
Position 166: 5.16802508990503e-13
Position 157: 5.113632505191703e-13
Position 143: 4.1945257100826614e-13
Position 146: 3.1629621733797277e-13
Position 1201: 2.3488645769586657e-13
Position 81: 2.2838674091894835e-16
