Gene = Spg21
index = 1014
Annotated 5SS: [  208  4404  7990 12772 15039 19541 21022 23636]
Annotated 3SS: [ 4316  7827 12690 14892 19431 20913 23494 25885]
SMsplice 5SS: [  208  1924  4404  7990 12772 19541 21022 23636]
SMsplice 3SS: [ 1728  4316  7827 12690 19431 20913 23494 26330]
top_k =  1000
Partition function (log Z): -1.6836569935342078

Sorted 5' Splice Sites (High to Low Probability):
Position 19541: 0.9993690460397144
Position 208: 0.991106238019423
Position 12772: 0.9100487660592095
Position 7990: 0.9064393785582948
Position 21022: 0.8853425181946385
Position 4404: 0.8555564451383018
Position 23636: 0.7236522064922313
Position 1924: 0.45518357133480675
Position 15039: 0.3503027089908156
Position 14618: 0.23092022045647473
Position 22386: 0.22104150980893128
Position 1958: 0.18157553071780427
Position 14151: 0.17936992055940218
Position 15561: 0.17493818152629043
Position 14193: 0.16001221243730795
Position 6931: 0.12316721447585681
Position 12512: 0.0916799726282757
Position 17910: 0.08692517906902114
Position 5287: 0.08418357537357546
Position 4871: 0.0684215922980049
Position 9253: 0.06815571063202727
Position 21361: 0.057637942319186904
Position 23435: 0.049128543488524884
Position 7893: 0.045115352245677184
Position 1962: 0.04154421717802104
Position 18766: 0.04012641926732138
Position 8415: 0.03942042954131055
Position 14129: 0.03837781697105493
Position 5127: 0.038287548599699614
Position 1064: 0.03746590862913249
Position 15529: 0.03649591156453839
Position 13014: 0.032309032824348535
Position 13077: 0.03160207484846376
Position 5811: 0.03025147376840203
Position 8083: 0.03014293235090324
Position 8613: 0.02935786945747812
Position 17551: 0.026778222797491032
Position 15461: 0.02663655028709851
Position 23970: 0.026427940653222584
Position 1903: 0.022174271595919517
Position 20383: 0.020492227862103838
Position 22021: 0.01793341292048601
Position 4450: 0.016867286597502307
Position 14357: 0.014015476389754675
Position 5377: 0.013703105558152046
Position 26051: 0.013302157703483398
Position 23399: 0.012926935803508427
Position 22661: 0.012379321873972319
Position 5096: 0.011735329155482055
Position 3345: 0.011632466016705277
Position 24143: 0.011435622486323955
Position 13006: 0.010100300070561846
Position 5206: 0.009942298861274564
Position 18154: 0.009904597808908892
Position 4454: 0.009774347470164597
Position 20403: 0.009267723370155048
Position 5407: 0.008793380461463638
Position 17591: 0.007488614031882701
Position 20433: 0.007222502347509013
Position 1885: 0.007043625767898573
Position 25961: 0.006750524306466051
Position 2780: 0.006496194240756492
Position 4408: 0.005969893893035102
Position 9628: 0.005956309926325186
Position 248: 0.005601388157186491
Position 9249: 0.005363831753270898
Position 1766: 0.005168390759581362
Position 5274: 0.0051528848647836075
Position 3922: 0.0041098399762204045
Position 1436: 0.004007724554079264
Position 874: 0.003766753032319655
Position 2009: 0.003742249026439538
Position 23430: 0.003561927057180294
Position 4259: 0.003237186311974283
Position 987: 0.0032358157792255274
Position 3052: 0.0031849914686972965
Position 5037: 0.003003011893404544
Position 4458: 0.0027105450774810936
Position 859: 0.002630893846404566
Position 22024: 0.0026153699709498823
Position 15649: 0.002479674132817494
Position 4039: 0.00240584233810774
Position 2054: 0.0022962710024397293
Position 14743: 0.0022771589340157767
Position 2883: 0.002265196085110438
Position 1337: 0.002135620757571133
Position 2337: 0.00201021329405997
Position 1703: 0.0016098940886847227
Position 920: 0.0015201457165242883
Position 21977: 0.0014382389037708634
Position 3136: 0.0014025150605836106
Position 12831: 0.0013300708536058369
Position 4991: 0.0012807674587700726
Position 6913: 0.00122116032318925
Position 2774: 0.0011372819494791795
Position 1832: 0.0010563681031297665
Position 7850: 0.0010355313903414526
Position 2410: 0.0009605876173914096
Position 365: 0.0009502749653002086
Position 3291: 0.0009455859094264235
Position 3893: 0.0009406611960827953
Position 25940: 0.0009131801614425977
Position 241: 0.0007112753090590691
Position 7325: 0.0005655209302745893
Position 2380: 0.0005357949145517196
Position 2005: 0.0005102575301270931
Position 1807: 0.00048801096089286076
Position 7994: 0.00048458317833870016
Position 1848: 0.00047970860900578235
Position 9044: 0.00044309330912540847
Position 813: 0.00041634304811483775
Position 356: 0.00041146492531663414
Position 25015: 0.000402411626619339
Position 2346: 0.0004002581182603745
Position 1051: 0.00036797788238288666
Position 5062: 0.0003125739479151792
Position 266: 0.0002866935612532938
Position 3152: 0.00025434493495279665
Position 8404: 0.0002533898768405127
Position 237: 0.0002443751774576874
Position 8849: 0.00022919235492040602
Position 8933: 0.000219184772983672
Position 885: 0.00019357425942327162
Position 912: 0.0001855699152864169
Position 405: 0.00017214980036560557
Position 992: 0.00015685637938858224
Position 409: 0.00012717333126552322
Position 1265: 0.00011996665036037887
Position 1290: 0.00011274357441939512
Position 7918: 0.0001022066597645038
Position 420: 9.905554829762957e-05
Position 631: 9.780046247166809e-05
Position 254: 9.302399780485313e-05
Position 25404: 9.262095229882995e-05
Position 262: 8.550802802061035e-05
Position 7981: 8.546391649735268e-05
Position 385: 6.013004790663463e-05
Position 1386: 5.782069671745717e-05
Position 4483: 5.365024074921453e-05
Position 319: 4.7998658151810005e-05
Position 8323: 4.2095887158218506e-05
Position 856: 4.135295920692437e-05
Position 4476: 3.9799068614695444e-05
Position 1038: 3.774797226733148e-05
Position 1533: 3.405413682702782e-05
Position 1218: 3.174357491565263e-05
Position 352: 3.028691131088423e-05
Position 274: 2.7222110116263216e-05
Position 720: 2.4657534504305906e-05
Position 337: 2.45802121349965e-05
Position 1482: 2.3595641966737057e-05
Position 819: 2.266433158354198e-05
Position 4446: 1.7497556050257307e-05
Position 1451: 1.5003303091664495e-05
Position 1322: 1.4324515571536515e-05
Position 387: 1.3392390686492965e-05
Position 6646: 1.3237696531653448e-05
Position 1009: 1.218629525925629e-05
Position 4269: 1.0580620961921087e-05
Position 811: 1.0445085818592913e-05
Position 1527: 8.923183659418678e-06
Position 110: 8.057383117709369e-06
Position 259: 7.220802294464723e-06
Position 597: 7.0205492372944275e-06
Position 21236: 6.847367544963318e-06
Position 633: 5.738986050801602e-06
Position 235: 5.724199609844895e-06
Position 1522: 5.404837724969285e-06
Position 1007: 5.390232755145861e-06
Position 1043: 4.0434923500633e-06
Position 1805: 3.921485354839698e-06
Position 494: 3.5068405670786774e-06
Position 1889: 2.2301036188057454e-06
Position 2393: 6.636021894932934e-07
Position 2466: 5.705481379098669e-07
Position 1947: 5.623393552980854e-07
Position 354: 3.711915345201781e-07
Position 2350: 2.769780160455901e-07
Position 391: 2.317949951632899e-07
Position 389: 2.21493414261318e-07
Position 311: 1.8313920572490402e-07
Position 431: 1.8049965728270287e-07
Position 115: 1.5323605583127726e-07
Position 1093: 1.1917268223505603e-07
Position 1012: 1.1421255441561912e-07
Position 166: 1.0543532669122597e-07
Position 18: 8.717251321856759e-08
Position 510: 7.276926731927002e-08
Position 245: 7.17922273714481e-08
Position 325: 5.7009615966401044e-08
Position 287: 5.406496564837556e-08
Position 362: 4.591612689045189e-08
Position 413: 4.5839494417063336e-08
