Gene = Dcps
index = 324
Annotated 5SS: [  291  4985 39718 46601 49755]
Annotated 3SS: [ 4809 39571 46486 49643 51216]
SMsplice 5SS: [  291  4985 14289 37372 37698 39718 40948 44931 46601 49755]
SMsplice 3SS: [ 4809 14195 37207 37571 39571 40853 44801 46486 49643 51216]
top_k =  1000
Partition function (log Z): -27.107107052484317

Sorted 5' Splice Sites (High to Low Probability):
Position 14289: 0.8284841282535983
Position 4985: 0.7699649727578385
Position 1885: 0.5346392340848022
Position 291: 0.523534103757451
Position 72: 0.41350663931508325
Position 18421: 0.2667357153460878
Position 10155: 0.2577894321672934
Position 4879: 0.2288654369646427
Position 6833: 0.20571679241374125
Position 18645: 0.14749015578952454
Position 19185: 0.13462043057090226
Position 18376: 0.10185177032193023
Position 8236: 0.08290909992687157
Position 13950: 0.07697805444913672
Position 7228: 0.06943845917684116
Position 1811: 0.06259299660553153
Position 19596: 0.060698303118465566
Position 4138: 0.05726795105403451
Position 10372: 0.053826117479045484
Position 12804: 0.048107643165372735
Position 397: 0.043519064177411686
Position 19501: 0.03618940042713658
Position 10504: 0.03000919312576575
Position 6165: 0.02072394624293806
Position 14624: 0.019501279436941237
Position 3962: 0.0164732935832197
Position 7065: 0.015981704950301705
Position 5914: 0.011853976254068452
Position 1863: 0.01151329129919953
Position 2655: 0.011402053395232774
Position 19040: 0.01115912084667542
Position 12796: 0.00989721159428984
Position 3399: 0.009000469452153433
Position 12722: 0.007755864254813184
Position 1785: 0.007722514262956523
Position 10989: 0.007657690577285017
Position 11503: 0.007266122277201834
Position 2704: 0.00640679602415608
Position 1771: 0.006128995541438082
Position 4444: 0.005804361214549586
Position 11680: 0.00574812437300613
Position 12769: 0.0055013929812026355
Position 4692: 0.004988958286750272
Position 234: 0.004511291409596171
Position 7559: 0.004024820108096939
Position 4267: 0.0038881376598901528
Position 7315: 0.003879422198518333
Position 564: 0.003684732451374384
Position 3226: 0.0036736101514078944
Position 1615: 0.0035639216216037184
Position 640: 0.003349954453783894
Position 706: 0.0033287596417825053
Position 243: 0.0032887398741432696
Position 7114: 0.0032362795769668644
Position 968: 0.003106982601607907
Position 3664: 0.0027898057690315895
Position 22: 0.002507752711706222
Position 4306: 0.0023438235895318752
Position 207: 0.0021983933705913097
Position 590: 0.001997413571428915
Position 3753: 0.0019455990768793786
Position 1437: 0.0019241760729694652
Position 656: 0.001849231562380436
Position 1749: 0.0017339432892510237
Position 10729: 0.0016896679566030701
Position 643: 0.0016758049545538552
Position 10055: 0.0016653189845665518
Position 3183: 0.0016481944765228654
Position 592: 0.0015095038819810042
Position 1508: 0.0012459782557517677
Position 2441: 0.0011996504539855185
Position 77: 0.001060418182318257
Position 443: 0.001019474713238177
