Gene = Nckipsd
index = 733
Annotated 5SS: [ 287 2788 3386 3602 4342 5752 5984 6201 6380 6689 6885 7152]
Annotated 3SS: [2677 3180 3510 3850 5580 5896 6061 6298 6559 6791 6978 9173]
SMsplice 5SS: [ 253 2788 3386 3602 5752 5984 6201 6421 6689 6885 7152]
SMsplice 3SS: [2677 3180 3510 5580 5896 6061 6298 6559 6791 6978 9173]
top_k =  1000
Partition function (log Z): 22.77260121094916

Sorted 5' Splice Sites (High to Low Probability):
Position 6689: 0.9627625732083374
Position 5752: 0.9618716096166698
Position 6885: 0.9586272401310372
Position 5984: 0.9236347564484696
Position 3602: 0.900803329569912
Position 7152: 0.838575316538746
Position 3386: 0.8327808391109446
Position 6201: 0.6960128404150657
Position 6421: 0.6098809241351566
Position 9525: 0.5626339905859818
Position 253: 0.4951396542559448
Position 2788: 0.49453480720286264
Position 2809: 0.46068596787800997
Position 287: 0.45325708725614117
Position 4641: 0.37731217727462446
Position 6380: 0.368218331345118
Position 9319: 0.3051623294746872
Position 2535: 0.30323382661530474
Position 6206: 0.26456337043165523
Position 4342: 0.19503754447840338
Position 3988: 0.1576501576154649
Position 9760: 0.15246516546698496
Position 3308: 0.0758160589576843
Position 7243: 0.060849512655610845
Position 1073: 0.04087103441899236
Position 3575: 0.038794443601857825
Position 8426: 0.03697489717353234
Position 7484: 0.034678703950109205
Position 1396: 0.034546569054270795
Position 427: 0.03302616414393249
Position 2150: 0.03225041894164029
Position 220: 0.030964310656093435
Position 3586: 0.03028655784147195
Position 8280: 0.02674459106258609
Position 3393: 0.025777431628839997
Position 5796: 0.024399382067440925
Position 3287: 0.020557340713661963
Position 4443: 0.018340417003739416
Position 4656: 0.012453482729803527
Position 1065: 0.01161262608433005
Position 3696: 0.010958187487209958
Position 7367: 0.010567892715925647
Position 5697: 0.01037624915069136
Position 3878: 0.01035827890301848
Position 7188: 0.010331480561980256
Position 9338: 0.009129296204449413
Position 6694: 0.009077323959874678
Position 4775: 0.008912389884460976
Position 9808: 0.008827871587821308
Position 3399: 0.008634643252705566
Position 774: 0.008168947236604033
Position 7116: 0.008088228769880312
Position 9366: 0.007524066236818538
Position 1517: 0.007331658584399759
Position 4264: 0.007282208857916213
Position 396: 0.006630627088090202
Position 8196: 0.006124050296789092
Position 4930: 0.005097378691899689
Position 3621: 0.004943268802052619
Position 3731: 0.004535498003067321
Position 9469: 0.004506637232156736
Position 2758: 0.0042987897031963405
Position 2238: 0.004117478155976515
Position 7290: 0.0039325754776285025
Position 2199: 0.0038863091112361116
Position 3559: 0.003672497800542498
Position 4602: 0.003585806499594573
Position 6028: 0.0035798475236819387
Position 9616: 0.0033007174365432064
Position 8627: 0.0032969636916522693
Position 217: 0.0032244586806629556
Position 958: 0.003216298713426066
Position 130: 0.0031843433961065196
Position 8752: 0.0029419855100820966
Position 3322: 0.002910791664203961
Position 3245: 0.002512860444142826
Position 3264: 0.0024205562762890883
Position 5085: 0.002103948860850852
Position 2866: 0.0020563906854500673
Position 4885: 0.002033294445522687
Position 8927: 0.00193453756678677
Position 6361: 0.0018775712917764044
Position 7642: 0.0017420807069132359
Position 6909: 0.001733170414159309
Position 4075: 0.0017251977950999337
Position 191: 0.0017222232394310429
Position 865: 0.0016167929026175156
Position 1971: 0.0014415488798652449
Position 2244: 0.0013514025027229432
Position 2792: 0.0013382076435230587
Position 5950: 0.0012464294375334492
Position 4315: 0.001242364333545156
Position 9962: 0.001173624896827062
Position 2405: 0.0009785847285988278
Position 6987: 0.0009682337357323798
Position 5191: 0.0009663268633024247
Position 3416: 0.000942955801038063
Position 4936: 0.0008881900980026451
Position 3312: 0.000875045970490269
Position 5966: 0.0008658211836102632
Position 2931: 0.0008187325697905083
Position 2561: 0.0008132465202940682
Position 6839: 0.0008126254158510515
Position 118: 0.0007970357563032446
Position 2256: 0.0007670384675907514
Position 3636: 0.0007618731791726724
Position 4168: 0.0007438374886320973
Position 6920: 0.0007094904155052185
Position 5510: 0.0007082769695402602
Position 7417: 0.0006601494004171932
Position 6899: 0.0006574189454508737
Position 3959: 0.0006462746396992291
Position 5940: 0.0006294323421865684
Position 5713: 0.0006203539691831789
Position 1278: 0.000611893000894462
Position 2834: 0.0005480861278334198
Position 5459: 0.0005071027654251074
Position 2163: 0.0004808760365602363
Position 5954: 0.00048082641656801766
Position 2153: 0.00044511554041175603
Position 4015: 0.0004269444337207301
Position 1801: 0.00042128477300305215
Position 614: 0.0004148408919436416
Position 9104: 0.00035577846477716517
Position 7405: 0.00034184395178735486
Position 4348: 0.00034017069716978283
Position 4806: 0.00032623412401373245
Position 4882: 0.0003215361158381805
Position 5117: 0.00031009856606011986
Position 2248: 0.0003076869433058316
Position 4867: 0.00030746192235321423
Position 9063: 0.00030286485375696716
Position 1448: 0.00027829115370626924
Position 3310: 0.0002618427690569473
Position 2320: 0.0002602575494378714
Position 8042: 0.00024288702775325963
Position 5988: 0.00023847622515566915
Position 5833: 0.00022952898037197238
Position 1173: 0.00022794728924862756
Position 6146: 0.00022280809151201266
Position 4330: 0.00022273198218320377
Position 2830: 0.00020125662473308446
Position 1951: 0.00019601366993548522
Position 6155: 0.00019369234251153061
Position 2050: 0.00019270645354065561
Position 2587: 0.00017986669034270546
Position 5929: 0.00017222759406771776
Position 3599: 0.00016529908044859943
Position 6211: 0.00016159805349954376
Position 3348: 0.000157054176657294
Position 2485: 0.00015322333882331974
Position 8587: 0.00014662814298998172
Position 8609: 0.0001442258881185157
Position 2936: 0.00014397475890310995
Position 6991: 0.00014057290733983396
Position 8333: 0.00013996865916679062
Position 8832: 0.00013995389709381184
Position 8376: 0.00013414620606754993
Position 3016: 0.00012883269053581627
Position 4949: 0.00012352042180014213
Position 2113: 0.00011388633234810783
Position 2803: 0.00011232188225281666
Position 2780: 0.0001085244203258075
Position 5611: 9.598872363553698e-05
Position 3655: 9.224574894353627e-05
Position 6105: 8.966078715339529e-05
Position 4207: 8.902640400239184e-05
Position 6471: 8.317624214383304e-05
Position 4827: 6.523426999635812e-05
Position 2775: 6.286805813325149e-05
Position 5546: 5.6710099715192406e-05
Position 6941: 5.6273125293158716e-05
Position 2503: 5.5949098616366235e-05
Position 6401: 5.0485531622976146e-05
Position 2585: 4.9287674843713054e-05
Position 6148: 4.635726559747957e-05
Position 5536: 4.108434648054352e-05
Position 5787: 4.002779085386283e-05
Position 2877: 3.936699945500808e-05
Position 166: 3.8318670753072505e-05
Position 3707: 3.103735985716571e-05
Position 6509: 3.0286071953383702e-05
Position 6112: 2.8637788456872864e-05
Position 6099: 2.8205406178018024e-05
Position 6722: 2.6420273953451932e-05
Position 4223: 2.4133019543336287e-05
Position 6018: 2.407093225956668e-05
Position 5915: 2.013952083707311e-05
Position 2926: 1.8309517228366193e-05
Position 6434: 1.774766732650032e-05
Position 704: 1.7661814852949475e-05
Position 6569: 1.7387377563663573e-05
Position 291: 1.7184092600093683e-05
Position 597: 1.5042363424303153e-05
Position 6097: 1.4529225281454432e-05
Position 6328: 1.3597587076134441e-05
Position 3624: 1.2591248829524226e-05
Position 2136: 1.2222210880340956e-05
Position 6806: 1.2200015473822094e-05
Position 5638: 9.943706492586558e-06
Position 73: 9.582746853087123e-06
Position 3775: 9.408309898995075e-06
Position 3780: 9.391309090488574e-06
Position 2654: 9.343403860040315e-06
Position 685: 8.394713002553943e-06
Position 3762: 8.134757043671089e-06
Position 6340: 6.995055181702433e-06
Position 753: 6.967281936781517e-06
Position 3237: 6.72687932431356e-06
Position 6164: 6.577886870608143e-06
Position 3669: 6.512220020738748e-06
Position 3211: 5.703552967727828e-06
Position 2622: 5.317542540282441e-06
Position 240: 5.3084283722164625e-06
Position 136: 5.198596777240722e-06
Position 2982: 5.0444213062595406e-06
Position 1113: 4.857063174267889e-06
Position 6473: 4.191208599986247e-06
Position 1089: 4.1481556708027745e-06
Position 7026: 4.1464506439187705e-06
Position 1388: 4.1196709901349685e-06
Position 68: 3.7558320000495473e-06
Position 2858: 3.518944751148311e-06
Position 2067: 3.3714337480265156e-06
Position 257: 3.0529711654949893e-06
