Gene = Sepsecs
index = 964
Annotated 5SS: [  134   810  3721  4473  5541  9079 13483 13695 22111 22593]
Annotated 3SS: [  654  3601  4313  5386  8975 13352 13602 22016 22501 25600]
SMsplice 5SS: [  134   810  3721  4473  5541 11880 13483 13695 21925 22111 22593]
SMsplice 3SS: [  654  3601  4313  5386 11795 13352 13602 21801 22016 22501 25600]
top_k =  1000
Partition function (log Z): 1.843481658678257

Sorted 5' Splice Sites (High to Low Probability):
Position 13695: 0.9963515865250939
Position 22593: 0.9824947910052129
Position 22111: 0.9671882715675635
Position 4473: 0.9487830079138296
Position 11880: 0.8337973267979153
Position 810: 0.7826066840215712
Position 134: 0.7623892005956684
Position 3721: 0.727884105031799
Position 5541: 0.6593986481082478
Position 13483: 0.6505033002807213
Position 21925: 0.6033189245098195
Position 9079: 0.5373670353947153
Position 12198: 0.3077352764729992
Position 25770: 0.3024913113061566
Position 12521: 0.24614028682131964
Position 24610: 0.15494006507129746
Position 13190: 0.14298413544071098
Position 4766: 0.08517539983715004
Position 25050: 0.08337471863605207
Position 25629: 0.07851499853956721
Position 22424: 0.04813334285923914
Position 3055: 0.04489962473413266
Position 22845: 0.03914970079649226
Position 7588: 0.038181822319510374
Position 8882: 0.03627116624163887
Position 22832: 0.035281059189329556
Position 22965: 0.03517528071957513
Position 22339: 0.03146911910547607
Position 28689: 0.027170437133579434
Position 23311: 0.026775858455916565
Position 7104: 0.026624016184089813
Position 3260: 0.025778259422862135
Position 4547: 0.02370760226246727
Position 4830: 0.020744040968374077
Position 13475: 0.020552740325920044
Position 191: 0.020294977799228252
Position 12079: 0.019616896492662822
Position 18716: 0.01897078956471644
Position 743: 0.01884472452006007
Position 14270: 0.016138615813049158
Position 263: 0.015025714139116462
Position 16856: 0.014511438425403408
Position 3455: 0.014049305127242378
Position 11885: 0.01385724747144004
Position 1530: 0.012973174839818443
Position 15945: 0.012706793016299218
Position 541: 0.012386045331410543
Position 7387: 0.011074431478455278
Position 23718: 0.009547525095344836
Position 24640: 0.009493977096149107
Position 5742: 0.008858217137790513
Position 21667: 0.008749412193014323
Position 22807: 0.008312348296075975
Position 71: 0.00823922989731001
Position 6459: 0.008090547795150598
Position 3725: 0.007161848681305869
Position 26569: 0.00695518405275808
Position 21149: 0.006649407337744383
Position 25757: 0.006618127216774391
Position 14352: 0.005308251491223323
Position 22280: 0.005226215597849558
Position 25935: 0.005158479040861407
Position 5716: 0.005072654972509486
Position 348: 0.005056308558910666
Position 2544: 0.004982686987470405
Position 4162: 0.004959739111519126
Position 3628: 0.00490810823752507
Position 12919: 0.0047526002189325085
Position 16622: 0.004202148517465326
Position 17923: 0.003937288548709617
Position 16653: 0.0036001699702113907
Position 4702: 0.0035147087980391526
Position 13700: 0.0034710519982399848
Position 4847: 0.003460968144507739
Position 1264: 0.0033569536818141323
Position 2269: 0.003338221626519951
Position 3696: 0.003305249903260436
Position 584: 0.0032836374871925054
Position 21900: 0.003260524671471574
Position 334: 0.0031568192287571534
Position 16397: 0.00309260321039225
Position 18423: 0.0030747233149005155
Position 1290: 0.0030458381513252487
Position 12956: 0.0030340425680543503
Position 12042: 0.0028552542386233006
Position 22233: 0.00284540619704225
Position 9958: 0.0028001297646006416
Position 25227: 0.0027797541654181264
Position 18853: 0.002695545079505821
Position 21186: 0.002575008174655322
Position 4463: 0.001987223768887375
Position 2494: 0.00190507925921368
Position 3369: 0.0018992635667964045
Position 25881: 0.0018524635742827552
Position 13164: 0.0017647431552703043
Position 12211: 0.0017595748319823095
Position 12420: 0.0017112676912339534
Position 2422: 0.001710200840300005
Position 8481: 0.00168943099391634
Position 23835: 0.0016847364771500773
