Gene = Trmt13
index = 1143
Annotated 5SS: [  829 19949 22124 22395 24358 24854 25097 26116 28833 29392 32094]
Annotated 3SS: [18993 22076 22327 24294 24783 24989 25947 28759 29316 31663 32976]
SMsplice 5SS: [  557 11267 21961 25097 32094]
SMsplice 3SS: [11131 21835 24989 31862 32976]
top_k =  1000
Partition function (log Z): -16.32874072042167

Sorted 5' Splice Sites (High to Low Probability):
Position 11267: 0.9936917925441682
Position 557: 0.9277291944278726
Position 12886: 0.5349219657017136
Position 4335: 0.5211411119128355
Position 829: 0.47321777232325557
Position 21961: 0.36630042781496713
Position 13715: 0.35244293728953624
Position 19265: 0.29676091924319453
Position 8379: 0.29152167033513493
Position 22395: 0.24468538259341494
Position 7218: 0.16212731422609328
Position 127: 0.1341078448964939
Position 834: 0.08980632007352116
Position 13235: 0.08372517484453704
Position 4714: 0.06786926930929878
Position 210: 0.061584076738435016
Position 22169: 0.05878623372729716
Position 12417: 0.0537546881076998
Position 3061: 0.04263433596360101
Position 2976: 0.03746661062521041
Position 12188: 0.03333268678324731
Position 2554: 0.03327715889813905
Position 13657: 0.028718679294773525
Position 48: 0.028322396704076692
Position 43: 0.026251426661213786
Position 844: 0.025993211249504808
Position 10920: 0.02345397481486594
Position 229: 0.023451001476200904
Position 154: 0.01895793263651577
Position 270: 0.018208565620644077
Position 3018: 0.016239869781657288
Position 4406: 0.014030949016574765
Position 3705: 0.01045304051590944
Position 17214: 0.008972232129030713
Position 16812: 0.007686737054311524
Position 15722: 0.007004497458106431
Position 11223: 0.003949286918620413
Position 19949: 0.003007886649184919
Position 17672: 0.0025801167988941595
Position 535: 0.0019438210010861642
Position 2313: 0.0016949543419036118
Position 166: 0.0014499003430562534
Position 3934: 0.0012139619593669923
Position 12395: 0.0010968526977015438
Position 3024: 0.0008085349833241301
Position 3897: 0.0007967216150330444
Position 367: 0.0006877765648423892
Position 151: 0.0006174295998433512
Position 2488: 0.0005820575225150148
Position 101: 0.0004304667180167802
Position 302: 0.0003680814046803485
Position 865: 0.0003148951384886451
Position 2693: 0.0002798351050790818
Position 11245: 0.00023642822337078815
Position 4095: 0.00023448574873869045
Position 1196: 0.0002309728452585152
Position 143: 0.0002274743486042448
Position 3755: 0.00021396469043507465
Position 12106: 0.00020272204112383867
Position 3733: 0.00020206253105493798
Position 12391: 0.00019834927160185622
Position 2070: 0.00019582861867933915
Position 2770: 0.00018497190609439223
Position 381: 0.00017849307729317208
Position 108: 0.0001757379925858935
Position 73: 0.00015481296062658036
Position 530: 0.0001517840257279497
Position 4571: 0.00014744329972854676
Position 105: 0.00014573237247347725
Position 55: 0.00013989575170379268
Position 99: 0.00010838777560057671
Position 87: 8.799016182916934e-05
Position 11595: 8.597086443171118e-05
Position 695: 8.070772920202501e-05
Position 439: 6.720932894492619e-05
Position 11409: 6.614701701889595e-05
Position 600: 6.461253968200878e-05
Position 11868: 5.5172759893325096e-05
Position 306: 4.5894738677288e-05
Position 20: 3.1985830102266946e-05
Position 11375: 3.0561678641032274e-05
Position 607: 2.6988813687605863e-05
Position 18: 2.206916120962844e-05
Position 1653: 1.535556703773045e-05
Position 317: 1.3109763130355724e-05
Position 11824: 1.053034416435269e-05
Position 618: 1.0120596283077074e-05
Position 355: 8.284471227833324e-06
Position 393: 8.048027894417826e-06
Position 333: 7.232372599221259e-06
Position 169: 6.589439091011663e-06
Position 3388: 6.016612608250992e-06
Position 3331: 3.826145918908547e-06
Position 720: 2.9864080881318657e-06
Position 398: 1.3487346465680288e-06
Position 3083: 7.766724832460863e-07
Position 3210: 7.081868976963107e-07
Position 680: 1.2165562672081642e-07
Position 629: 5.870108121432155e-08
Position 976: 3.5552706664316174e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 11131: 0.9981098207008471
Position 18993: 0.5755574331772838
Position 21835: 0.5223776840756306
Position 690: 0.48100411918927355
Position 4226: 0.4620985315573671
Position 22327: 0.29706709414839894
Position 367: 0.2875696574300431
Position 13515: 0.2568272969285662
Position 12751: 0.2056677954284041
Position 8267: 0.1757676382369383
Position 7148: 0.1603180158564906
Position 22076: 0.1364998838804246
Position 13593: 0.12571619677815918
Position 26345: 0.11653864937569396
Position 22702: 0.10401522436289279
Position 8222: 0.08481109425715143
Position 12802: 0.08362236491833823
Position 12814: 0.08305148588436802
Position 13070: 0.06209707438208664
Position 24294: 0.054369465322176326
Position 20021: 0.04969958783902293
Position 4605: 0.04453223821057078
Position 11966: 0.044051868197645686
Position 12518: 0.043919718683329126
Position 4210: 0.04094167274913301
Position 2961: 0.03975565353810178
Position 12632: 0.0354040055831752
Position 8012: 0.030958184987832843
Position 636: 0.029469490604531794
Position 2426: 0.0293929815312132
Position 12187: 0.02914645252908965
Position 20535: 0.024868733657966748
Position 2792: 0.024057621741666063
Position 10780: 0.02345397481486588
Position 12629: 0.022297895070371786
Position 12824: 0.02187837744147137
Position 17123: 0.019399452108675105
Position 12604: 0.01931539473713933
Position 4627: 0.01834748812504432
Position 19019: 0.01833431371412466
Position 4184: 0.017240107766504042
Position 695: 0.01382733079387089
Position 12835: 0.013361588328793169
Position 3608: 0.012281605865973783
Position 2916: 0.010211646335688232
Position 4194: 0.0088416363644078
Position 16692: 0.008507089652912097
Position 12285: 0.00838110732529059
Position 3003: 0.008330654963198144
Position 15629: 0.008242491597982168
Position 12264: 0.00818450769932028
Position 23054: 0.00816598561693994
Position 13041: 0.0077632821139860895
Position 13022: 0.007552905795984258
Position 12490: 0.007529042651129503
Position 2619: 0.00730396306964056
Position 794: 0.007277924284973796
Position 19779: 0.005941782960635404
Position 12555: 0.005004079768428136
Position 4290: 0.0043764669039155065
Position 13791: 0.004246884172774626
Position 13027: 0.0039239558417862065
Position 12282: 0.0037463670307454422
Position 13118: 0.003409790377105671
Position 11981: 0.0032033913934635754
Position 328: 0.0031692596677817056
Position 4660: 0.002961092153085487
Position 13559: 0.002815680515860237
Position 12241: 0.002756264477094474
Position 13225: 0.0026132706453420077
Position 2799: 0.002595627978471716
Position 17652: 0.0025801167988941717
Position 12015: 0.002369020590799245
Position 14115: 0.002186491267538212
Position 2473: 0.0018730574386615888
Position 7212: 0.001820006124742693
Position 16469: 0.0017635952594872919
Position 11774: 0.001662448985508806
Position 2353: 0.0015511867874364535
Position 2194: 0.0015463213035226925
Position 692: 0.001460981457732446
Position 14517: 0.001391796190065113
Position 714: 0.0013800184271422966
Position 2839: 0.0012851259410935599
Position 2751: 0.0012611107728818845
Position 17151: 0.0010901751097708466
Position 712: 0.00108570769392593
Position 4642: 0.0010697280603199355
Position 2408: 0.001036652178005522
Position 384: 0.001015102117162139
Position 15160: 0.0009938627483004013
Position 708: 0.0009386238962269323
Position 603: 0.0009052990330567314
Position 4558: 0.0009013186687205031
Position 717: 0.0008020348476757441
Position 2856: 0.0007937440312272934
Position 434: 0.0007493792665310684
Position 797: 0.0007315927934186514
Position 4257: 0.0007296639173122638
Position 2859: 0.0007205731399224353
Position 18895: 0.0007011046301151006
Position 4118: 0.0006976819466247248
Position 4013: 0.0006726323963252781
Position 3851: 0.0006256082748881996
Position 811: 0.000598917146668561
Position 11355: 0.0005644955536470857
Position 2831: 0.0005533218784669899
Position 503: 0.0005118446039311385
Position 472: 0.0004041554064469412
Position 13714: 0.0003809407903936982
Position 705: 0.0003774614623709715
Position 14647: 0.0002785598175252418
Position 11428: 0.000261482926407044
Position 1112: 0.0002291291318138638
Position 371: 0.00021809103196645865
Position 2589: 0.00021444865289231048
Position 475: 0.00020807930660376414
Position 9329: 0.0001856327885535852
Position 2972: 0.00018429823767136268
Position 182: 0.00017083090219176578
Position 390: 0.00016206467584284643
Position 800: 0.00016138617223387136
Position 1964: 0.00015016399825215995
Position 2975: 0.00014873848517254064
Position 462: 0.00014475749225774162
Position 2511: 0.00014183859192455294
Position 11917: 0.00012553543561787472
Position 15846: 0.00012452592344885702
