Gene = Gar1
index = 421
Annotated 5SS: [ 279  802 2060 2492 4573 5849]
Annotated 3SS: [ 542 1904 2431 4421 5779 6186]
SMsplice 5SS: [ 279 2077 4573 5849]
SMsplice 3SS: [1904 4421 5779 6186]
top_k =  1000
Partition function (log Z): -3.0338352588245274

Sorted 5' Splice Sites (High to Low Probability):
Position 4573: 0.9339136901044769
Position 279: 0.6135366975264512
Position 2077: 0.6062073962404566
Position 5849: 0.5605662326821598
Position 106: 0.40807364685087283
Position 802: 0.39507997385858795
Position 3251: 0.3033239809254088
Position 4933: 0.241170058071874
Position 1973: 0.09343572680538284
Position 2492: 0.05165528052284444
Position 2060: 0.0502485506436847
Position 1637: 0.04064689771809073
Position 3669: 0.03742122716760899
Position 5127: 0.034829671193058395
Position 5367: 0.03392229748048804
Position 4957: 0.028747619350378884
Position 1625: 0.024034289301740775
Position 4257: 0.018708338105081386
Position 1607: 0.018659578365900802
Position 41: 0.01777565248100647
Position 305: 0.01106975756734001
Position 957: 0.009355600067886344
Position 5577: 0.007138942190331748
Position 132: 0.005597981029111101
Position 3623: 0.005567212144204293
Position 1352: 0.004961660525927213
Position 1677: 0.004193248267093764
Position 180: 0.003952112176365455
Position 1370: 0.0035079644917964743
Position 6077: 0.002972276152767069
Position 211: 0.0027581369223244473
Position 4570: 0.002516498035859552
Position 2018: 0.0023952555288649295
Position 4583: 0.002221433266436634
Position 4558: 0.0019796961057539936
Position 3499: 0.00196814637390541
Position 5661: 0.0019238825384579768
Position 1861: 0.0016594442212632707
Position 1339: 0.001625881508732772
Position 6013: 0.0015724464945466338
Position 5460: 0.0013910382540417634
Position 574: 0.0013836558011046812
Position 4918: 0.0012778059171527217
Position 5834: 0.0007583176834814516
Position 1753: 0.0007032713280891948
Position 4897: 0.0006443737577210924
Position 5087: 0.0005555528761317126
Position 4480: 0.000540611830618926
Position 5807: 0.0004429381011413329
Position 5887: 0.0003832032912244361
Position 1485: 0.0003579457685492108
Position 1046: 0.00035668801009115016
Position 2027: 0.0003220604272380137
Position 5437: 0.00029354948208758826
Position 4525: 0.00028065341510316046
Position 87: 0.0002719096071162508
Position 6124: 0.00026855172152933694
Position 6082: 0.000212414370774382
Position 1479: 0.0001912721700186016
Position 1468: 0.00015156214885110153
Position 1378: 0.00014477947443306926
Position 1994: 0.0001280846282962396
Position 228: 0.00011929434755009747
Position 851: 0.00011147544875587399
Position 864: 0.00010411598209577204
Position 1590: 9.978262684921853e-05
Position 673: 9.597833334109538e-05
Position 793: 8.563596370571105e-05
Position 283: 6.644793790541424e-05
Position 199: 6.329170296702015e-05
Position 1572: 5.9553104300781245e-05
Position 1426: 5.8279411023237366e-05
Position 509: 5.651227814120656e-05
Position 271: 5.0296239657975296e-05
Position 1003: 4.35895019629639e-05
Position 127: 4.2403223549748585e-05
Position 748: 3.763067285221664e-05
Position 21: 3.376226010828935e-05
Position 706: 3.24603886148135e-05
Position 1358: 3.1666012616237256e-05
Position 595: 3.091503449731311e-05
Position 3468: 3.0006929433127938e-05
Position 3428: 2.9852468012873398e-05
Position 798: 2.8335656172917e-05
Position 5855: 2.5486843986897357e-05
Position 1398: 2.4408555406109386e-05
Position 6026: 2.356820094556053e-05
Position 419: 1.8618530653801374e-05
Position 6301: 1.7314193062240952e-05
Position 57: 1.5701470519476325e-05
Position 3486: 1.3791174598523813e-05
Position 3404: 1.2580036795165811e-05
Position 366: 1.1318335291350469e-05
Position 332: 1.0771700068830718e-05
Position 462: 1.0321076661354565e-05
Position 32: 9.9201217722628e-06
Position 92: 9.578660498501467e-06
Position 352: 8.858585970057823e-06
Position 450: 7.887008513962717e-06
Position 135: 5.9383012058431785e-06
Position 417: 4.957391556335905e-06
Position 94: 3.943767179929683e-06
Position 1947: 3.768900067892757e-06
Position 427: 3.5029007251476628e-06
Position 440: 3.370936592555019e-06
Position 1943: 3.28631323742636e-06
Position 75: 3.0922361573455225e-06
