Gene = Zzz3
index = 1211
Annotated 5SS: [  136 24138 26769 32830 50935 52924 53126 53714 54709 55396 56141 59952
 61967]
Annotated 3SS: [24011 26614 31273 50795 52775 53009 53641 54606 55299 55987 59816 61865
 62250]
SMsplice 5SS: [  136 24138 29357 40521 49700 50935 52924 53126 53714 54709 55396 56141
 59952 61967]
SMsplice 3SS: [24011 29247 40422 49556 50795 52775 53009 53641 54606 55299 55987 59816
 61865 62250]
top_k =  1000
Partition function (log Z): -42.039617264809394

Sorted 5' Splice Sites (High to Low Probability):
Position 136: 0.9992251238323655
Position 5113: 0.24001980964454636
Position 3330: 0.2049309635910662
Position 6046: 0.13354866262016965
Position 2223: 0.047625251464840146
Position 8262: 0.04383971076187271
Position 3790: 0.04191162234118481
Position 1198: 0.04104229559929407
Position 1414: 0.038814481225761914
Position 1353: 0.02815697178857481
Position 3322: 0.024282412029606595
Position 1244: 0.016512630336698232
Position 2930: 0.009166218496321724
Position 645: 0.008887058858009224
Position 3678: 0.005361825836869757
Position 4457: 0.005309051110360859
Position 649: 0.00525704472586884
Position 3034: 0.004644916776769037
Position 1578: 0.0022502532650169093
Position 683: 0.0019862570294865156
Position 6167: 0.001480775356745116
Position 6009: 0.0013371750267091092
Position 4630: 0.0012829953564888032
Position 7220: 0.0011492487336695152
Position 1455: 0.001027008961374878
Position 1757: 0.0009279813067118078
Position 5012: 0.0005306120037114026
Position 4585: 0.0005238261283892021
Position 1240: 0.0004796450644668258
Position 1979: 0.00047630421845864005
Position 4836: 0.0004581400360333514
Position 2268: 0.00040306954197314186
Position 3462: 0.0003736241488869428
Position 4727: 0.00033476948179893653
Position 720: 0.00027917421385030105
Position 3409: 0.0002625759672208984
Position 2468: 0.00016394660199316007
Position 1189: 0.0001580193938068957
Position 3011: 0.0001490105528887459
Position 1147: 0.00010424979565011526
Position 695: 4.513096217860944e-05
Position 741: 4.235580070237732e-05
Position 1930: 3.878255866582384e-05
Position 1549: 3.51388514087308e-05
Position 577: 2.5615731403931186e-05
Position 1864: 2.1881563293237663e-05
Position 1080: 1.1381268817989439e-05
Position 1269: 9.644026141722213e-06
Position 285: 9.402182220373108e-06
Position 4219: 8.747820696424151e-06
Position 543: 8.681428606997743e-06
Position 1312: 8.442784644920298e-06
Position 839: 7.220719790820336e-06
Position 2418: 5.423240044986935e-06
Position 1220: 4.860275445955562e-06
Position 73: 4.327885240839124e-06
Position 1418: 4.302373483437119e-06
Position 3956: 4.069736977306383e-06
Position 1675: 3.864201616868734e-06
Position 373: 3.366957083348811e-06
Position 1376: 3.134983282062441e-06
Position 988: 3.1049566229862143e-06
Position 1308: 2.7194746001458952e-06
Position 580: 2.7141224814927484e-06
Position 569: 2.360335418403344e-06
Position 1078: 2.305797481525736e-06
Position 408: 2.291289058676613e-06
Position 1838: 2.2534158854876418e-06
Position 451: 2.1933323359863384e-06
Position 1445: 2.0458541021132974e-06
Position 1357: 1.9721666083892438e-06
Position 302: 1.8081261569893414e-06
Position 763: 1.4021305828496552e-06
Position 606: 1.348317886871794e-06
Position 1049: 1.3394346981847719e-06
Position 562: 1.2759324999691664e-06
Position 420: 1.1384924661015247e-06
Position 362: 8.912612385614449e-07
Position 1215: 8.329003169344542e-07
Position 158: 8.229919302179385e-07
Position 444: 6.551543961594453e-07
Position 1020: 5.9700171145114e-07
Position 1162: 5.615566555826915e-07
Position 852: 4.414390352210393e-07
Position 1128: 3.5708264899025964e-07
Position 1119: 3.2556152248783e-07
Position 826: 3.03715059220808e-07
Position 810: 2.0919021811032737e-07
Position 1088: 1.8875049436401478e-07
Position 524: 1.8627137199867316e-07
Position 1107: 1.2297755720825243e-07
Position 1160: 9.035771696705299e-08
Position 251: 7.762053006506411e-08
Position 1305: 4.541421094028534e-08
Position 1279: 2.2254941246985696e-08
Position 1285: 1.6915264275605087e-08
Position 1027: 1.2949075581144021e-08
Position 415: 5.671833995448038e-09
Position 39: 6.09747018484644e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5603: 0.2726215976141109
Position 3224: 0.16882753878661547
Position 5975: 0.13980815701719423
Position 8136: 0.10415474567911405
