Gene = Ugdh
index = 1163
Annotated 5SS: [  326  8534 11908 12500 12789 13315 15701 17472 18439 18929 19125]
Annotated 3SS: [ 8364 11805 12298 12590 13166 15605 17340 18304 18836 19013 21885]
SMsplice 5SS: [  326  8534 11908 12500 12789 13115 13315 14888 15701 17472 18439 18929
 19125 19418]
SMsplice 3SS: [ 8364 11805 12298 12590 13012 13190 14809 15605 17340 18304 18836 19013
 19297 21885]
top_k =  1000
Partition function (log Z): 11.06160117774381

Sorted 5' Splice Sites (High to Low Probability):
Position 11908: 0.9788182410431852
Position 15701: 0.9545746673286961
Position 8534: 0.9209346482270435
Position 19125: 0.9196516433226711
Position 17472: 0.9020850786717433
Position 18439: 0.8903873137093186
Position 13115: 0.8833094337707336
Position 13315: 0.8539238158190448
Position 12500: 0.8525760815448596
Position 12789: 0.80196147879584
Position 14888: 0.7699840494236684
Position 18929: 0.5839814516912726
Position 19418: 0.4885636788904763
Position 326: 0.42385853860867867
Position 369: 0.26356922010771494
Position 241: 0.24106417014640436
Position 17686: 0.21325628143975725
Position 19632: 0.17771466863949267
Position 5836: 0.1465998001233961
Position 14180: 0.11558131880804695
Position 2118: 0.11248359102371296
Position 5514: 0.11100236175275781
Position 19482: 0.10442208839242008
Position 20615: 0.08669150087939376
Position 14164: 0.08598253788203564
Position 11650: 0.07855230460655423
Position 14931: 0.07238517562417993
Position 6839: 0.07193285719566958
Position 479: 0.07045866291018846
Position 22060: 0.06480230617007199
Position 16995: 0.05869706546399002
Position 9346: 0.05864868858212914
Position 14748: 0.053689279734169426
Position 16949: 0.04601450384958024
Position 19558: 0.042861447545394955
Position 17669: 0.04053329120557968
Position 5471: 0.03812757473741336
Position 15132: 0.037688405196224475
Position 22022: 0.03688121908369611
Position 17219: 0.03561925356997602
Position 11416: 0.03297646723538616
Position 18628: 0.03233711357379065
Position 21938: 0.029948981822935518
Position 4241: 0.028504519922757026
Position 12719: 0.024081522387245327
Position 21164: 0.023754334881675564
Position 20648: 0.023224615171469377
Position 5692: 0.02084502756822073
Position 1734: 0.020315856168421555
Position 13311: 0.018604907833462973
Position 13380: 0.015245361213349084
Position 15531: 0.015226852797703852
Position 1603: 0.014748089985401402
Position 19099: 0.014605239638444643
Position 13254: 0.013908266395731452
Position 16074: 0.013636065344226518
Position 9248: 0.013585322606008927
Position 7060: 0.013218537312982385
Position 20487: 0.01285366839454338
Position 1412: 0.01267840768891448
Position 7179: 0.012190533089620682
Position 20291: 0.012184270037070616
Position 21571: 0.011754304354754896
Position 1384: 0.01070437645412142
Position 12699: 0.009739325234033145
Position 13891: 0.009681074263801126
Position 14256: 0.00879455309845926
Position 245: 0.008343239309581916
Position 1631: 0.007604189039254648
Position 1539: 0.00754434551853377
Position 18780: 0.007480458601008527
Position 21152: 0.007187638775136223
