Gene = Snrpd2
index = 998
Annotated 5SS: [ 173 1676]
Annotated 3SS: [1495 2753]
SMsplice 5SS: [ 173 1676]
SMsplice 3SS: [1495 2753]
top_k =  1000
Partition function (log Z): -6.820880762786023

Sorted 5' Splice Sites (High to Low Probability):
Position 1676: 0.9725878057730295
Position 173: 0.6221399955494056
Position 214: 0.10004418745214232
Position 108: 0.0884921935982187
Position 2925: 0.046449242141284854
Position 488: 0.04494286222041621
Position 2695: 0.03750092480404727
Position 1260: 0.03374673038870305
Position 69: 0.028455566892971417
Position 732: 0.013123303431161942
Position 1318: 0.01207264117452537
Position 2362: 0.010850233023895785
Position 536: 0.01061677660894749
Position 221: 0.010513010996993068
Position 691: 0.009567223801007052
Position 266: 0.008234896601801295
Position 3295: 0.005341059179558581
Position 1659: 0.0041523197297369755
Position 286: 0.003923641976018548
Position 1325: 0.0038238067599517477
Position 146: 0.0038139216024542736
Position 749: 0.0037748697601307263
Position 3658: 0.003539036759355354
Position 2887: 0.0035116343640615895
Position 1222: 0.0033644132426534513
Position 237: 0.0030876342247723476
Position 542: 0.0030486634986489464
Position 3427: 0.002389635746419686
Position 15: 0.0023011533533559723
Position 1227: 0.00226739894215202
Position 3411: 0.002013372520936928
Position 396: 0.0019065123682836043
Position 2421: 0.0018803757450871592
Position 2482: 0.0018747930861883115
Position 625: 0.00186560296902855
Position 2896: 0.0016724369611053269
Position 2971: 0.0016023874640848108
Position 41: 0.0014703136636922062
Position 3254: 0.0013873377233099918
Position 675: 0.001385396513268859
Position 1338: 0.0013566030864338619
Position 1178: 0.0012105382698855561
Position 616: 0.0011272366244461012
Position 903: 0.001119957496883382
Position 2893: 0.0010695798679460366
Position 306: 0.0009461624300355557
Position 248: 0.000886215144285283
Position 3092: 0.0006621600002070448
Position 865: 0.0006142255502413047
Position 842: 0.0005889445772961009
Position 1343: 0.0005526161962136809
Position 2187: 0.0005364296260615732
Position 1573: 0.0005142117212411785
Position 1752: 0.00047103297437542835
Position 2553: 0.00041799646611694226
Position 1449: 0.0003835971113843314
Position 1101: 0.0003685062969750812
Position 907: 0.0002949595290040123
Position 760: 0.00029000032062293
Position 987: 0.00025957532279074726
Position 2370: 0.0002577232957337192
Position 1519: 0.00019638729033693094
Position 599: 0.0001934111665916676
Position 2310: 0.00019070631224608314
Position 3440: 0.00018983121165632705
Position 2349: 0.00018652959370095846
Position 1617: 0.00018097042818833082
Position 3177: 0.00017580437662711578
Position 89: 0.0001474752741610637
Position 2382: 0.00011627568666879277
Position 202: 0.00010627587374941068
Position 983: 9.332758880025283e-05
Position 2603: 8.497665840886338e-05
Position 2449: 7.452620590964717e-05
Position 1599: 7.148845208334478e-05
Position 558: 7.006279353834691e-05
Position 403: 6.0200990338404476e-05
Position 915: 5.744037569222914e-05
Position 345: 5.722531169681293e-05
Position 2380: 5.540431019032882e-05
Position 661: 4.9802379791654596e-05
Position 1730: 4.85130565045048e-05
Position 686: 4.314180479201003e-05
Position 1861: 4.0466740699972286e-05
Position 1498: 3.765691868876014e-05
Position 2312: 3.4046501481871754e-05
Position 1116: 3.32002602492952e-05
Position 1156: 3.2152330132116834e-05
Position 831: 3.087133003495685e-05
Position 778: 2.802829929605692e-05
Position 48: 2.678497776538512e-05
Position 736: 2.5228513270119626e-05
Position 271: 2.3687020680911684e-05
Position 250: 1.924349732425443e-05
Position 667: 1.7983216544498936e-05
Position 994: 1.6582112969712535e-05
Position 815: 1.5238945312156475e-05
Position 1906: 5.158953865084467e-06
Position 1595: 4.350852085529975e-06
Position 1929: 4.1736939423006414e-06
Position 2455: 3.391771676892101e-06
Position 2368: 3.039601210393246e-06
Position 2041: 2.6539882017901185e-06
Position 2673: 2.3495546826177158e-06
Position 2206: 2.0588104124606328e-06
Position 2800: 1.834747250575867e-06
Position 1680: 1.7886569121077158e-06
Position 2682: 1.576379541399783e-06
Position 1708: 1.27725121016246e-06
Position 1854: 1.260926117383371e-06
Position 6: 8.745937236571895e-07
Position 2992: 2.0592535402748662e-07
Position 3049: 1.8923427138472307e-07
Position 3080: 1.8389502739156566e-07
Position 2054: 1.0708502838647828e-07
Position 2200: 7.657128514687666e-08
Position 291: 1.3084001578190015e-08
Position 1702: 1.0195075789566327e-09
Position 437: 7.347763590994981e-10
Position 496: 7.273286454764314e-10
Position 1127: 5.275171869122302e-10
Position 970: 4.754559395726091e-10
Position 795: 4.647824227277492e-10
Position 1433: 3.704443311872289e-10
Position 408: 6.736818765444386e-11
Position 1765: 7.753750230252419e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1495: 0.8322792678022379
Position 2753: 0.37061645042149266
Position 3277: 0.11358075350097876
Position 2447: 0.0734734494678605
Position 3377: 0.07271371408223824
Position 2281: 0.06929000774250231
Position 1391: 0.06459532638222182
Position 3740: 0.03954355240871732
Position 3018: 0.03149346368784654
Position 2726: 0.030744588176772107
Position 2569: 0.027622569197796376
Position 1517: 0.027269504724956425
Position 2206: 0.02699922853443562
Position 2069: 0.02666284724159323
Position 3548: 0.025020251781079958
Position 2085: 0.023442064021960175
Position 3153: 0.022427578861241134
Position 1584: 0.016720221257700157
Position 2054: 0.01666081238658217
Position 3116: 0.016238164347201274
Position 2619: 0.015836191942151003
Position 1905: 0.013988547304714662
Position 1788: 0.013979065469290385
Position 1544: 0.01373087606520499
Position 1572: 0.010538498834066306
Position 1056: 0.009974051077952838
Position 2015: 0.008090564627930834
Position 3596: 0.007955176837083914
Position 3521: 0.006307938941666445
Position 3552: 0.005753589742941176
Position 1200: 0.005534318683143945
Position 314: 0.004645216570571836
Position 1595: 0.00440127842380065
Position 2344: 0.0040231723964321625
Position 2536: 0.003868619909502485
Position 2285: 0.003768060740914925
Position 1126: 0.003655455454503229
Position 2234: 0.00337686688343858
Position 2168: 0.003221467134896241
Position 2784: 0.0031683678868513385
Position 2101: 0.003076636407015278
Position 1533: 0.002756779725445818
Position 3102: 0.002369645650505418
Position 2549: 0.0021259368029467505
Position 3047: 0.0020825549662844963
Position 1155: 0.0020528951721387576
Position 2817: 0.001869372090608904
Position 1559: 0.001780966338131589
Position 3069: 0.0017654565980452556
Position 3567: 0.0017410713663181892
Position 2865: 0.0017259451762647031
Position 1972: 0.001720258549227539
Position 3711: 0.001519912429548798
Position 1498: 0.001447250598915182
Position 464: 0.0014181083265828152
Position 1279: 0.0013841575212618128
Position 3219: 0.0012214699049273106
Position 2808: 0.0011492843696219424
Position 2951: 0.0010317911347418644
Position 3678: 0.0010210931275693724
Position 3618: 0.0010183714246375013
Position 1519: 0.0009472112323927972
Position 2787: 0.0009014524897327742
Position 2339: 0.0008954221325057473
Position 3177: 0.0008587829187599891
Position 1949: 0.0008429913068370839
Position 259: 0.0008302366675965069
Position 3657: 0.000791275361231265
Position 2298: 0.0006573603846252558
Position 3123: 0.0006446850195277296
Position 1538: 0.0005920412482961262
Position 2210: 0.0005875888778759133
Position 632: 0.0005722688899791403
Position 1251: 0.0005474122150462658
Position 1021: 0.0005284723793308789
Position 2847: 0.0005020273141741428
Position 1523: 0.0004732493520869557
Position 2449: 0.00045886984757787707
Position 1177: 0.00039902909523006495
Position 3119: 0.0003892290112686603
Position 3683: 0.00038166729685619254
Position 1396: 0.0003708409281627262
Position 2823: 0.0003703752474917891
Position 950: 0.00035768183273503115
Position 385: 0.0002917490114052317
Position 1925: 0.00026857832960201815
Position 1604: 0.00026195349251334905
Position 2393: 0.000259607895392776
Position 1286: 0.00025933986172867277
Position 2453: 0.0002539699101769588
Position 2641: 0.0002519969864380698
Position 362: 0.00025138764003149254
Position 1091: 0.0002480804378496171
Position 2799: 0.0002390530700272638
Position 1844: 0.00021860751826293718
Position 2154: 0.0002125612474199973
Position 575: 0.00018780564165412776
Position 3643: 0.00016100062881054385
Position 2065: 0.00015352241475558172
Position 3408: 0.00015286382587093817
Position 1952: 0.0001512956580518647
Position 1643: 0.000147028367709149
Position 3601: 0.00014166154440930194
Position 1087: 0.00013947598088287825
Position 2402: 0.00013921604701724736
Position 1556: 0.0001380858464731138
Position 2810: 0.00013272425684234267
Position 1063: 0.00012790065513860118
Position 2671: 0.00012607022222200812
Position 1547: 0.000123743215942114
Position 3155: 0.00011142241738660352
Position 1166: 0.00011086962780308438
Position 395: 9.831541142488011e-05
Position 3501: 9.639451272013234e-05
Position 2110: 9.051842465525156e-05
Position 3705: 8.448081813954559e-05
Position 2603: 8.419669911261478e-05
Position 2508: 7.847709829205264e-05
Position 1101: 7.804298441480347e-05
Position 1646: 7.762411821565928e-05
Position 3757: 7.588167683282212e-05
Position 558: 7.162585199790549e-05
Position 415: 6.961096966591628e-05
Position 2959: 6.767676043830593e-05
Position 2020: 6.576624104628063e-05
Position 3475: 6.522794948007578e-05
Position 3435: 5.7911486570378066e-05
Position 426: 5.779008269987498e-05
Position 2835: 5.648481491219865e-05
Position 1535: 5.631337365859298e-05
Position 2682: 5.5780325722176144e-05
Position 118: 5.561654361915333e-05
Position 345: 5.544932156553936e-05
Position 2826: 5.438984199866895e-05
Position 2310: 5.4342885518368616e-05
Position 1751: 5.424185911013016e-05
Position 1150: 5.400136314892097e-05
Position 1553: 5.223590822507354e-05
Position 518: 4.978596676444797e-05
Position 774: 4.677036901283138e-05
Position 1742: 4.590121773922674e-05
Position 484: 4.25986992859804e-05
Position 1059: 4.1993120997896635e-05
Position 3795: 4.1755625884532985e-05
Position 1857: 4.136094129776383e-05
Position 1739: 4.0416098213089626e-05
Position 510: 3.770981432681552e-05
Position 1773: 3.437732083779735e-05
Position 3576: 3.4318449710239756e-05
Position 3785: 3.376278868819392e-05
Position 2694: 3.3314145459073876e-05
Position 590: 3.2952288618057485e-05
Position 79: 3.146229443782606e-05
Position 2421: 3.127472636156555e-05
Position 2688: 3.121512968283043e-05
Position 1170: 2.5026420086785332e-05
Position 1959: 2.3468698952295465e-05
Position 3750: 2.322359803109183e-05
Position 1815: 2.1869276971015747e-05
Position 2587: 2.172178349706952e-05
Position 2581: 2.0014144102567957e-05
Position 1065: 1.8777521493686443e-05
Position 432: 1.8253019549600772e-05
Position 956: 1.8091075369762667e-05
Position 403: 1.731471945284179e-05
Position 642: 1.649243817821025e-05
Position 724: 1.596680026318316e-05
Position 1820: 1.414985398026e-05
Position 808: 1.4025440326020832e-05
Position 496: 1.1318438927315467e-05
Position 864: 1.1183574368712964e-05
Position 1140: 1.0795805134773162e-05
Position 577: 1.0073055616703839e-05
Position 594: 9.900205375238744e-06
Position 1105: 8.83363799081917e-06
Position 2590: 8.512615939851437e-06
Position 1433: 8.159343189544858e-06
Position 271: 8.130494968909003e-06
Position 856: 7.815390706380835e-06
Position 286: 6.30575753407852e-06
Position 1208: 6.135757769798347e-06
