Gene = Spn
index = 1015
Annotated 5SS: [77]
Annotated 3SS: [455]
SMsplice 5SS: [77]
SMsplice 3SS: [874]
top_k =  1000
Partition function (log Z): -7.691571360778644

Sorted 5' Splice Sites (High to Low Probability):
Position 77: 0.7500201280071508
Position 1021: 0.5808621858698945
Position 1685: 0.15129071316519152
Position 40: 0.13111943139142831
Position 100: 0.04441612600316912
Position 85: 0.04322580672849724
Position 1453: 0.030340750304147786
Position 2984: 0.025863685301175228
Position 3172: 0.02550160345044555
Position 2368: 0.021459928576045215
Position 1209: 0.02049017053937736
Position 171: 0.016074880525846425
Position 2944: 0.013021725002729544
Position 163: 0.012004262735815188
Position 1082: 0.01010067145316595
Position 2713: 0.009251468928862574
Position 602: 0.004968543524571779
Position 2789: 0.004749499769079024
Position 535: 0.0027740868436173594
Position 2610: 0.00269309389898523
Position 3398: 0.0023067323556877507
Position 258: 0.0016864583947475453
Position 3599: 0.0015502589257390534
Position 645: 0.0013905136730179711
Position 3326: 0.0013674468658216425
Position 2605: 0.0009627450691316401
Position 3702: 0.0008971892079930009
Position 3776: 0.0007166877849136598
Position 4004: 0.0003086955243067519
Position 456: 0.00029586879243494245
Position 3698: 0.00027455315667332945
Position 3603: 0.00024794198461450907
Position 108: 0.00020225602446312458
Position 634: 0.0001375301364123133
Position 805: 0.00012155815639987011
Position 3607: 0.00011787965661746778
Position 640: 0.00011568679039310141
Position 384: 7.877532224819784e-05
Position 135: 7.31137160067224e-05
Position 437: 4.7820982706534995e-05
Position 1229: 4.512220450585386e-05
Position 1243: 4.455857048184868e-05
Position 2942: 4.424376994358782e-05
Position 2948: 4.1399225727472224e-05
Position 411: 4.092415519499522e-05
Position 758: 3.55590548064861e-05
Position 778: 3.2654891361679294e-05
Position 2230: 2.5058853115494487e-05
Position 1396: 2.1093593074247755e-05
Position 847: 1.92550218532262e-05
Position 703: 1.851205678915667e-05
Position 1366: 1.839146749937215e-05
Position 1156: 1.7277248690743133e-05
Position 264: 1.248477868345088e-05
Position 288: 1.173001326275371e-05
Position 529: 1.0908511731210788e-05
Position 1009: 1.0439092317425808e-05
Position 973: 1.0207209449238866e-05
Position 956: 9.882339878597752e-06
Position 2567: 9.214319216722305e-06
Position 2481: 9.087619225925172e-06
Position 1040: 7.951266491335715e-06
Position 1065: 7.535112121155739e-06
Position 347: 6.762112590165202e-06
Position 2362: 5.477911160653605e-06
Position 57: 5.198625874769607e-06
Position 735: 3.918018101267314e-06
Position 854: 3.5916818859968944e-06
Position 3278: 3.4995987041502788e-06
Position 1037: 3.2916833516353586e-06
Position 551: 3.0249112827927967e-06
Position 655: 2.6009925736506393e-06
Position 304: 2.440793019480702e-06
Position 10: 2.3410335890576477e-06
Position 429: 1.8587206097619699e-06
Position 237: 1.6508298207132177e-06
Position 280: 1.5074922697272885e-06
Position 179: 1.4697313406877084e-06
Position 291: 1.18048261771146e-06
Position 397: 1.0463330446637986e-06
Position 998: 8.708729006322207e-07
Position 2162: 8.612690625547191e-07
Position 2236: 7.477615378993071e-07
Position 144: 6.713437656126095e-07
Position 1048: 6.077135204930607e-07
Position 910: 3.3514358968013587e-07
Position 372: 3.0583294555296335e-07
Position 478: 2.047711907611018e-07
Position 883: 1.8994391861627485e-07
Position 1236: 2.9312691805838992e-08
Position 1182: 2.0571036168182883e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 874: 0.7065678183554318
Position 3488: 0.11271985333775435
Position 3247: 0.10737850407440173
Position 2836: 0.10089474418208315
Position 1111: 0.07559486381126529
Position 3135: 0.0595098736927512
Position 2655: 0.05703650290052508
Position 2518: 0.04906742744753048
Position 1308: 0.04643014894153507
Position 1508: 0.04372435406456702
Position 2711: 0.042666336865560726
Position 4118: 0.042540531122180106
Position 1601: 0.035736318696338185
Position 2127: 0.034932254599812716
Position 2687: 0.028189825019855997
Position 801: 0.025148361650760002
Position 1575: 0.023104390388992087
Position 3308: 0.020010468677884606
Position 1505: 0.018069972869072436
Position 949: 0.01562849541577621
Position 1156: 0.015302158502578989
Position 1827: 0.01496995615259535
Position 455: 0.014477112880286618
Position 2062: 0.013545165392969544
Position 1587: 0.013443670659788621
Position 2841: 0.012955291167317121
Position 1708: 0.01154977080576805
Position 1956: 0.011086305084931395
Position 1057: 0.01075628641697395
Position 3543: 0.008612175731111615
Position 2273: 0.008253214536036174
Position 3929: 0.007771132053461001
Position 2415: 0.007575043044908333
Position 1534: 0.006555772789446168
Position 3317: 0.006460204073346654
Position 1605: 0.0055480043653198235
Position 2856: 0.00452069024185523
Position 889: 0.004135179576043211
Position 489: 0.0037498807993130174
Position 2493: 0.0033125054410475035
Position 2015: 0.0027808270932549914
Position 835: 0.002740250158668049
Position 3063: 0.0025754010327278106
Position 916: 0.0025698556725504322
Position 1208: 0.002514796116176405
Position 534: 0.0024713426405819673
Position 901: 0.0024159928228071805
Position 595: 0.0023645295824424742
Position 1645: 0.0022353482907967203
Position 3948: 0.0021740468863972557
Position 1343: 0.002091292687374198
Position 3655: 0.002085768583755814
Position 4078: 0.002044031403707899
Position 2012: 0.002025892002498056
Position 3562: 0.0020199969829910037
Position 1166: 0.00200963821767857
Position 304: 0.0019275477096575542
Position 3041: 0.001772257890576811
Position 2202: 0.0017515159862865584
Position 3755: 0.001681423651163546
Position 1118: 0.0016720474356498542
Position 1310: 0.0016378139596480443
Position 1684: 0.001626808581891512
Position 1163: 0.0015873837695791226
Position 2392: 0.0015499767772449852
Position 1585: 0.001477179099554676
Position 2233: 0.0014591028467140304
Position 1432: 0.0014251917001701056
Position 1581: 0.0014112309696398002
Position 2535: 0.001315718051983457
Position 1465: 0.0013138944681172925
Position 1192: 0.0013014247547738717
Position 747: 0.001120069835984717
Position 3492: 0.0010968130801896653
Position 764: 0.0010433871984562517
Position 850: 0.0009612038567593387
Position 2276: 0.0009211478216712785
Position 2339: 0.0009109638803376143
Position 1426: 0.0008700441531163363
Position 1612: 0.0008072251269123039
Position 3082: 0.0007967479080274683
Position 2433: 0.0007240652972838117
Position 1925: 0.0006911384239832925
Position 161: 0.0006693493945828711
Position 1651: 0.0006681584968731816
Position 805: 0.0005896988523571921
Position 2805: 0.0005774549769981181
Position 1136: 0.0005454517627807931
Position 1390: 0.0004519772648839866
Position 1021: 0.0004494095180280916
Position 2520: 0.00040579283143683435
Position 3461: 0.00039139373489657884
Position 1351: 0.00037967627206953554
Position 3151: 0.0003790444760911492
Position 1348: 0.0003668879375919232
Position 1452: 0.0003555732931511803
Position 2297: 0.0003539990932795688
Position 144: 0.00034490351735378945
Position 3736: 0.0003343322296689022
Position 3379: 0.00030954522294707876
Position 1540: 0.00030198190592541216
Position 1524: 0.0002978165113933745
Position 1904: 0.0002950335947099987
Position 3882: 0.0002800328687298823
Position 983: 0.0002653818881541619
Position 1408: 0.00025752681995787476
Position 2027: 0.00025701263219698523
Position 1973: 0.000237648302658099
Position 2239: 0.0002307506273995195
Position 1727: 0.00020851339660121025
Position 2440: 0.0001734859380153222
Position 1468: 0.0001489720910009338
Position 928: 0.00014616440785747097
Position 956: 0.00014264351718018764
Position 2498: 0.00014011578903265972
Position 2983: 0.00013709958696882991
Position 1317: 0.00012526456702839433
Position 649: 0.00011372454370431013
Position 2293: 0.00010806883976123238
Position 1515: 0.00010039709288223799
Position 1479: 8.37402691834738e-05
Position 812: 7.688594100044641e-05
Position 1481: 6.944388747989394e-05
Position 690: 6.450870166312958e-05
Position 854: 4.846533803726213e-05
Position 1410: 4.6402774974723324e-05
Position 2307: 2.6406155380054595e-05
Position 1678: 2.5397513682667763e-05
Position 786: 2.487451689765392e-05
Position 1443: 1.5297411992861626e-05
Position 359: 1.4073994510042412e-05
Position 153: 1.2871038057815496e-05
Position 379: 1.19319727846873e-05
Position 2324: 1.0572387070068919e-05
Position 558: 1.0380813051470336e-05
Position 816: 8.99830843758635e-06
Position 770: 8.680635119465624e-06
Position 372: 8.458396105965513e-06
Position 703: 8.410442375644279e-06
Position 2129: 7.4741836211590424e-06
Position 655: 6.269536612942198e-06
Position 211: 5.4204712971677485e-06
Position 1082: 5.025641138030577e-06
Position 823: 3.8004343254930193e-06
Position 998: 3.3594029142021387e-06
Position 411: 3.1922955837740815e-06
Position 677: 3.0117421018459657e-06
Position 547: 2.883217673430317e-06
Position 2088: 2.8567553496106392e-06
Position 121: 2.7878075178368066e-06
Position 243: 2.653010038433673e-06
Position 130: 2.6436465625295765e-06
Position 1461: 1.9128171414253833e-06
Position 1086: 1.882619739674495e-06
Position 175: 1.70317296731044e-06
Position 184: 1.5422684288854718e-06
Position 216: 1.5231728997470137e-06
Position 551: 1.4061778265796494e-06
Position 237: 9.313380293357197e-07
Position 314: 7.050293214428978e-07
Position 618: 6.866551763743849e-07
Position 310: 6.73017232227388e-07
Position 384: 6.45328276982296e-07
Position 613: 6.126437189568392e-07
Position 167: 4.921878354061258e-07
Position 256: 4.092658804128437e-07
