Gene = Cth
index = 304
Annotated 5SS: [  212  4123  5061  6652 11478 14195 16179 17758 18895 19933 27886]
Annotated 3SS: [ 4040  4964  6541 11345 14136 16100 17604 18772 19879 27746 30249]
SMsplice 5SS: [  212  4123  5061  6652 11478 16179 17758 18895 21358 27886]
SMsplice 3SS: [ 4040  4964  6541 11345 16100 17604 18772 21276 27746 28287]
top_k =  1000
Partition function (log Z): 4.9093560177178075

Sorted 5' Splice Sites (High to Low Probability):
Position 27886: 0.9967285498333751
Position 18895: 0.9772626083862386
Position 4123: 0.9404210653837932
Position 11478: 0.939588165392842
Position 212: 0.9291357673949676
Position 6652: 0.8231514449300987
Position 5061: 0.7828847016206618
Position 21358: 0.7621249327941079
Position 16179: 0.6863176181461922
Position 17758: 0.5654741605008287
Position 19933: 0.5551204514934275
Position 3818: 0.4696194523168894
Position 14195: 0.399361897975873
Position 2981: 0.2722366753752649
Position 5626: 0.20393519839658028
Position 4407: 0.1458434076386125
Position 17736: 0.13534322799573145
Position 15034: 0.13278850317633004
Position 8559: 0.12145783554287179
Position 295: 0.12107559934853744
Position 14238: 0.11705212689844523
Position 5331: 0.10628356208640705
Position 3390: 0.10509852832136043
Position 5615: 0.09514740665050361
Position 1200: 0.08727845236922513
Position 3829: 0.0844864021171826
Position 4660: 0.0829096590755933
Position 2186: 0.0820519310200995
Position 13087: 0.08086377059012062
Position 18200: 0.05998490276414629
Position 17745: 0.05649889986600395
Position 17970: 0.05589402788640132
Position 15232: 0.05444481734165992
Position 3434: 0.04936456194917198
Position 2370: 0.042964387744306706
Position 12165: 0.041384805232641576
Position 15282: 0.04032466327072166
Position 14082: 0.03568124675609079
Position 20401: 0.03504186579131015
Position 13636: 0.02981903859360143
Position 2014: 0.026177772029185916
Position 28330: 0.02571065265905925
Position 20967: 0.025555182724286356
Position 5083: 0.023929829296052717
Position 2005: 0.021179946415833543
Position 11494: 0.020884562181385076
Position 18599: 0.01987212989452931
Position 2628: 0.01904739866729928
Position 18835: 0.018713298391700262
Position 15291: 0.016942522260855422
Position 17670: 0.016942173852539856
Position 3645: 0.016122325341647682
Position 18699: 0.015894104820310687
Position 736: 0.013784190288461305
Position 634: 0.011762404269449427
Position 8173: 0.011517231506378933
Position 523: 0.010665116695725998
Position 659: 0.0103670018375055
Position 5245: 0.010035667439125564
Position 14511: 0.007987113584824544
Position 10188: 0.007601149899718947
Position 12900: 0.007392428612407289
Position 587: 0.007300654827054736
Position 16373: 0.006953161944289355
Position 4543: 0.005737718588766137
Position 19389: 0.004822947530940202
Position 12066: 0.004343884878268634
Position 1239: 0.004117969059187424
Position 28048: 0.004097972075771967
Position 3257: 0.003883575014355418
Position 4444: 0.0038341483472595856
Position 370: 0.003725913215618811
Position 2587: 0.0036548394812136132
Position 17949: 0.0036087494938941552
Position 3948: 0.0035775754408736747
Position 11840: 0.0033840684170731374
Position 3822: 0.002990367131342669
Position 1534: 0.0029157896303874625
Position 28040: 0.0028877874771347425
Position 28669: 0.002674847381789184
Position 19333: 0.0024844352768758175
Position 20104: 0.002342802238038959
Position 17824: 0.0022166336537144636
Position 15127: 0.002175201566301504
Position 19294: 0.002159346354247643
Position 6315: 0.002089035909994502
Position 18155: 0.001910783829767557
Position 19213: 0.001839705180811632
Position 3318: 0.0016164593396176036
Position 746: 0.0014707308652890788
Position 4320: 0.0013998246406977805
Position 705: 0.0012629951806625254
Position 18457: 0.0012624510652356827
Position 3835: 0.0012254268937210559
Position 16219: 0.0012021226079264647
Position 28572: 0.001130680954339842
Position 29870: 0.0011075983547938538
Position 30402: 0.0010864697425832372
Position 677: 0.0008327079797854413
Position 2623: 0.000770540541582131
Position 16717: 0.0007691024422733425
Position 16755: 0.0007585209064235564
Position 30483: 0.0007544907981138391
Position 2305: 0.0006002710283107723
Position 4242: 0.0004758032637874316
Position 3456: 0.00047121978959693974
Position 4257: 0.0004669468224325913
Position 19329: 0.0004529011786804411
Position 460: 0.0004281206184478388
Position 4961: 0.00040479405467643177
Position 1317: 0.0003989685321052399
Position 17713: 0.0003630134383362498
Position 28352: 0.000266692232284622
Position 3787: 0.00017348783492150558
Position 13696: 0.00016801086958628204
Position 116: 0.00016351208334562835
Position 1998: 0.00014201988908406484
Position 19576: 0.0001324784819316461
Position 2098: 0.000130869010658034
Position 2985: 0.00012714787943763215
Position 666: 0.00011048993617008283
Position 2078: 0.0001104690057288589
Position 1286: 9.292301935935124e-05
Position 2029: 8.960689600081091e-05
Position 2424: 8.317195665879608e-05
Position 9: 7.77289214377612e-05
Position 5053: 7.097874751387156e-05
Position 155: 6.0249723799920686e-05
Position 3280: 4.977210961691815e-05
Position 1209: 4.704093241085874e-05
Position 709: 4.6046381322300165e-05
Position 2645: 4.0171116179310007e-05
Position 2214: 3.684231054259186e-05
Position 2223: 3.677219371005793e-05
Position 640: 2.607990428640259e-05
Position 386: 2.5428923116461338e-05
Position 1196: 2.1614775699031026e-05
Position 4164: 1.4755454248942796e-05
Position 4305: 1.303375588046425e-05
Position 575: 1.2947675781820382e-05
Position 84: 1.0668681036974734e-05
