Gene = Mtif3
index = 722
Annotated 5SS: [  74 4961 6999]
Annotated 3SS: [4508 6840 7969]
SMsplice 5SS: [  63 6999]
SMsplice 3SS: [ 6840 12030]
top_k =  1000
Partition function (log Z): -6.3423067679383305

Sorted 5' Splice Sites (High to Low Probability):
Position 6999: 0.8965770247721219
Position 63: 0.6951523528742566
Position 565: 0.5426846234107033
Position 5856: 0.48823413452386344
Position 6077: 0.41576476373915217
Position 4961: 0.35711705703704083
Position 74: 0.2175079900878354
Position 6545: 0.19167110442155946
Position 9019: 0.1844269147828532
Position 7813: 0.16411912681074556
Position 5448: 0.09762717149433464
Position 20: 0.07119106433822091
Position 3937: 0.06694937455519555
Position 5715: 0.06503466141366901
Position 6178: 0.052036857984021335
Position 11179: 0.0416105564499385
Position 10767: 0.04121613110037796
Position 675: 0.028642565402191317
Position 8535: 0.025667958849866335
Position 8260: 0.018437125835258646
Position 7630: 0.017770482458703406
Position 10154: 0.015865470032330777
Position 283: 0.014915557493373137
Position 6124: 0.012697880731583337
Position 2960: 0.011957983055793459
Position 5764: 0.009099707975747412
Position 4667: 0.007877035406574622
Position 9864: 0.007195162964922963
Position 10554: 0.006728165027259356
Position 6443: 0.006552839509441128
Position 1849: 0.006380565323922799
Position 9888: 0.006250678556542499
Position 327: 0.00569249956179172
Position 4694: 0.00540566673501633
Position 5419: 0.004766968741977862
Position 99: 0.004175782696741287
Position 8750: 0.0038114759196787866
Position 3474: 0.003406985490898874
Position 5367: 0.0028286396722983008
Position 353: 0.002489961452688921
Position 5926: 0.002081703057570337
Position 8184: 0.0013319163071249642
Position 244: 0.0009002018342169847
Position 2181: 0.0008830824119729699
Position 3055: 0.0007803531896265081
Position 230: 0.000593296362789825
Position 8264: 0.0005425076851388602
Position 2568: 0.0004895644063060279
Position 8062: 0.0004277817515677109
Position 8782: 0.00040599955608076963
Position 7856: 0.00033876193676857816
Position 7118: 0.00024581913737318454
Position 7381: 0.0002235760064459763
Position 7315: 0.00019282830660445022
Position 4407: 0.0001520332402565536
Position 1568: 0.00014805583154582687
Position 5182: 0.00013939869081749256
Position 321: 8.966912631562094e-05
Position 291: 7.853054423732671e-05
Position 7767: 7.82422445094083e-05
Position 238: 6.509743287274546e-05
Position 8188: 6.0889953348924854e-05
Position 3015: 3.996256896589137e-05
Position 242: 3.779008324896902e-05
Position 1619: 3.2878575838546415e-05
Position 2617: 2.7462701977380164e-05
Position 335: 2.642229667552535e-05
Position 8180: 2.563620650014467e-05
Position 715: 2.3056790879021643e-05
Position 359: 2.2915852932526724e-05
Position 333: 1.7753265714718218e-05
Position 188: 1.5697929039795634e-05
Position 178: 1.452033488661969e-05
Position 311: 1.2983368288234986e-05
Position 1716: 6.260637830471231e-06
Position 111: 6.212076216656384e-06
Position 149: 6.177705141996488e-06
Position 154: 3.892543005170597e-06
Position 2771: 3.5604110209348385e-06
Position 648: 3.524808018310107e-06
Position 3023: 2.8843325594772015e-06
Position 445: 2.7412971301822805e-06
Position 406: 2.371379026820633e-06
Position 696: 1.925998048769254e-06
Position 1680: 1.8337241982682223e-06
Position 2518: 1.8156333833046084e-06
Position 1865: 1.0946343179332795e-06
Position 1853: 1.073360932891457e-06
Position 127: 9.411667985988273e-07
Position 34: 7.046215258197335e-07
Position 14: 5.514305697955707e-07
Position 143: 3.8740239780295335e-07
Position 392: 3.0927954844553925e-07
Position 428: 8.511324288491171e-08
Position 498: 6.7059763362479285e-09
Position 453: 4.457701020828757e-09
Position 1421: 2.5912171209212534e-09
Position 531: 2.506492667381958e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 6840: 0.7507061195256188
Position 5795: 0.3938260720809246
Position 6005: 0.3920970625125135
Position 404: 0.3333228865929761
Position 12030: 0.2890347328593846
Position 4743: 0.24820820176672773
Position 7714: 0.2115628559427452
Position 8866: 0.18910052232914912
Position 10505: 0.16551051894019783
Position 5498: 0.15626110309884317
Position 6250: 0.12918994107840082
Position 8359: 0.1240608443946289
Position 472: 0.11843524059757597
Position 7969: 0.11397202313582673
Position 11012: 0.08402197592730667
Position 6887: 0.07936547723121926
Position 6760: 0.06955315034980941
Position 10553: 0.06879220262848998
Position 498: 0.06466748024995514
Position 8898: 0.057954698393115324
Position 5270: 0.05101752411414227
Position 3863: 0.04176450098248536
Position 5287: 0.03993089449012973
Position 5955: 0.038601339825357774
Position 6400: 0.03754721033066354
Position 10073: 0.03293229344213127
Position 5518: 0.028879901435289138
Position 11802: 0.026044437370026083
Position 4508: 0.023396979907949676
Position 448: 0.020865693283541837
Position 4810: 0.01992721458358649
Position 535: 0.01861720644902205
Position 132: 0.017140413733259835
Position 4779: 0.017098955292773506
Position 8704: 0.016745436589424
Position 6209: 0.015465202414482637
Position 9640: 0.015274127054921736
Position 8915: 0.01500380464453659
Position 6385: 0.013591241256110623
Position 6056: 0.012314701459117998
Position 5328: 0.012121831257173364
Position 10666: 0.011897411989575205
Position 4641: 0.011051471999963404
Position 4574: 0.010073710107553575
Position 10908: 0.010062181895821252
Position 5914: 0.009280489902198987
Position 4905: 0.008999088794262436
Position 4836: 0.008934474465273644
Position 7467: 0.008929379352420809
Position 3797: 0.008749519935485728
Position 9732: 0.008645391169819947
Position 8423: 0.00854188074965118
Position 6098: 0.008097981300802744
Position 4854: 0.007925849023945374
Position 10609: 0.007737832425241763
Position 4692: 0.007472153974880643
Position 2770: 0.006585811865280652
