Gene = Gm3646
index = 483
Annotated 5SS: [160]
Annotated 3SS: [992]
SMsplice 5SS: [160]
SMsplice 3SS: [294]
top_k =  1000
Partition function (log Z): -7.799931182828868

Sorted 5' Splice Sites (High to Low Probability):
Position 160: 0.8977037158702553
Position 519: 0.15915561147971097
Position 137: 0.05916428373777453
Position 216: 0.03203830704170497
Position 419: 0.031011784001494857
Position 500: 0.007935611655992054
Position 695: 0.004337118157989342
Position 565: 0.003438353866322073
Position 295: 0.001301413830241498
Position 516: 0.0009599762937743995
Position 241: 0.0009535013766785476
Position 170: 0.0009279399424610141
Position 866: 0.0009224541968356327
Position 606: 0.0009180266377321159
Position 73: 0.0009144749637582678
Position 260: 0.0009124872366095411
Position 378: 0.0008029588419051116
Position 402: 0.000598533583210614
Position 375: 0.0005419137181448539
Position 585: 0.00048715965737118784
Position 175: 0.00046406081775644673
Position 625: 0.00017549431712241998
Position 792: 0.0001548318864284809
Position 445: 0.00013639366611235414
Position 659: 0.0001225722758611006
Position 633: 0.00012236256753234267
Position 43: 0.00011556885057729932
Position 23: 0.00010031892641058091
Position 432: 9.069773937068396e-05
Position 206: 8.137999348860045e-05
Position 117: 7.602716260848128e-05
Position 195: 7.092721704838303e-05
Position 193: 5.6376829308511495e-05
Position 63: 5.0001465646971846e-05
Position 31: 4.056798887261849e-05
Position 111: 3.553894456461802e-05
Position 202: 2.2213181620847555e-05
Position 712: 2.1255063479018888e-05
Position 181: 2.0086288516018297e-05
Position 119: 1.9656916694649716e-05
Position 281: 1.4105370592934684e-05
Position 702: 1.3462238177681964e-05
Position 750: 9.426484674367725e-06
Position 220: 8.802397153418242e-06
Position 755: 7.33716572587409e-06
Position 183: 7.186693350017749e-06
Position 717: 6.875637967844398e-06
Position 244: 5.42408236531006e-06
Position 996: 4.44670148319818e-06
Position 309: 3.2075758309340992e-06
Position 1088: 3.066586750915705e-06
Position 284: 1.3015166815564568e-06
Position 727: 8.226012664304642e-07
Position 657: 6.132064125500565e-07
Position 286: 1.0418388929746259e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 992: 0.39227068294601414
Position 418: 0.3569392570962322
Position 294: 0.32199009201027035
Position 397: 0.05035455494804048
Position 1111: 0.010241176862967813
Position 258: 0.009250857155429618
Position 298: 0.009113767948119349
Position 645: 0.008478735513352889
Position 741: 0.008138558578066528
Position 445: 0.005575522570700053
Position 771: 0.005136501499386968
Position 828: 0.005130251493151318
Position 565: 0.005100563500122888
Position 255: 0.005047348135918775
Position 995: 0.0038022343953974637
Position 276: 0.002949270186632956
Position 1031: 0.0017650044638224428
Position 471: 0.001243107194277678
Position 240: 0.0011232893404469028
Position 1088: 0.0005175221531429497
Position 323: 0.00047455987365078414
Position 476: 0.0003230270350277828
Position 1042: 0.00026637117011848365
Position 307: 0.0002500281303385837
Position 717: 0.00023672930063554644
Position 750: 0.00017753845830885645
Position 684: 0.00017635159916955104
Position 315: 0.00016625132663623191
Position 712: 0.00014864385199510037
Position 346: 0.00011807289029027823
Position 746: 7.082591043592594e-05
Position 622: 6.519673883517584e-05
Position 688: 6.434163670854235e-05
Position 777: 5.676300877758578e-05
Position 743: 4.086841171855174e-05
Position 669: 3.991023685531742e-05
Position 272: 3.95469410006715e-05
Position 494: 3.144245712388722e-05
Position 1152: 2.137874471367461e-05
Position 1002: 1.8099875108382498e-05
Position 489: 1.540734547615646e-05
Position 657: 1.2936586838968361e-05
Position 233: 1.2437206753660541e-05
Position 598: 1.0572552491762142e-05
Position 722: 1.0286961485968652e-05
Position 748: 9.540911543892982e-06
Position 1050: 9.032844647774048e-06
Position 342: 8.83436444304e-06
Position 1060: 7.80259385402599e-06
Position 585: 7.168643772057233e-06
Position 340: 5.758685869653125e-06
Position 937: 5.7115034290186855e-06
Position 579: 4.159839033288555e-06
Position 309: 3.6122106790708143e-06
Position 727: 3.4048452965434877e-06
Position 105: 2.70621642994952e-06
Position 854: 2.1688481180030414e-06
Position 698: 1.925269972876894e-06
Position 152: 3.0722662659921553e-07
Position 136: 1.0245740684252578e-07
Position 159: 8.53546555131691e-09
Position 88: 7.151933423355027e-09
Position 163: 1.514858479758817e-09
Position 505: 7.259437687469976e-10
