Gene = Irgq
index = 594
Annotated 5SS: [ 216 1227]
Annotated 3SS: [ 694 2576]
SMsplice 5SS: [ 216  782 1227 2683]
SMsplice 3SS: [ 694 1143 2576 3007]
top_k =  1000
Partition function (log Z): -5.821531791722174

Sorted 5' Splice Sites (High to Low Probability):
Position 2683: 0.7536060246488496
Position 1227: 0.6213979156944677
Position 782: 0.5922345422285336
Position 4415: 0.5618462028678313
Position 216: 0.3460301268042694
Position 3950: 0.3117560003779157
Position 872: 0.17937364699603423
Position 87: 0.14972975834851115
Position 269: 0.12776528022707667
Position 3620: 0.11719956382247759
Position 3092: 0.10443465257047503
Position 3193: 0.10088146171783006
Position 2749: 0.07356925221082297
Position 3921: 0.05331336645959695
Position 2798: 0.04657414362121373
Position 220: 0.04265368583028509
Position 3592: 0.042022792877410904
Position 2986: 0.04118608872112371
Position 156: 0.039848930154280565
Position 799: 0.038632266180953244
Position 3800: 0.034902743192743016
Position 2123: 0.03312851433745303
Position 2693: 0.030783679574639723
Position 2679: 0.028519183105578473
Position 3061: 0.016507564427645772
Position 91: 0.01534011515719161
Position 460: 0.011360382308524231
Position 4914: 0.008319764866555586
Position 4110: 0.0081255049848261
Position 3695: 0.007035618155435548
Position 468: 0.006588283697227923
Position 1499: 0.005611097258316107
Position 1844: 0.004528745201931332
Position 4420: 0.00425145752226044
Position 4542: 0.0035081638466627216
Position 111: 0.0033685403513656047
Position 489: 0.003353142788173812
Position 3023: 0.0031406672025657495
Position 3983: 0.002569911623796336
Position 931: 0.002508209209147273
Position 3577: 0.0023343762175552637
Position 580: 0.002189386996711297
Position 2731: 0.0020334296454034345
Position 3807: 0.0019544423811416432
Position 2639: 0.0019258774283695066
Position 264: 0.0017965058603412233
Position 1192: 0.0017783507009994442
Position 1653: 0.0017115634272894412
Position 2104: 0.0016762244788056935
Position 3963: 0.0016689779071966595
Position 279: 0.0016658744290930477
Position 119: 0.0014421050541754941
Position 164: 0.0014229517924280518
Position 422: 0.0013330525808906658
Position 1914: 0.0012824459229566847
Position 185: 0.0010327287127867178
Position 5032: 0.0009883237175144896
Position 479: 0.000957984795906863
Position 2657: 0.000956342423961
Position 70: 0.0007809533752994861
Position 6635: 0.0006717187203837609
Position 256: 0.0006351367900702147
Position 499: 0.0005782073373270813
Position 3515: 0.000541183624388421
Position 3153: 0.0005305522541440139
Position 1596: 0.0004792552976612146
Position 1283: 0.00041983152606052436
Position 3826: 0.00038410609603663237
Position 2442: 0.0003630199258075022
Position 832: 0.00034468693498836687
Position 3769: 0.00033242464938153547
Position 2860: 0.00033145546531239276
Position 2407: 0.0003164639785654096
Position 481: 0.00029948319147202543
Position 393: 0.0002916477077120968
Position 2497: 0.00028644012316507287
Position 3239: 0.0002648535674699797
Position 2676: 0.00025655868840896557
Position 1238: 0.0002504832120132016
Position 3019: 0.0002460981347580115
Position 2011: 0.00024172569812974762
Position 2086: 0.00022291348629323144
Position 198: 0.00021712579611073775
Position 713: 0.00021027929866934935
Position 2635: 0.00020550395630264525
Position 587: 0.00020524585363786217
Position 4462: 0.00020253058904655004
Position 4361: 0.00018173049700978636
Position 4007: 0.00017659506616473532
Position 2098: 0.00017641088127541134
Position 1902: 0.0001688595291936806
Position 560: 0.00015185723466198272
Position 2778: 0.00015183463919427205
Position 2063: 0.00012715570107701266
Position 574: 0.00012027023070197429
Position 1819: 0.00011151124889748595
Position 403: 8.239471772973057e-05
Position 3638: 7.784981790371479e-05
Position 2608: 7.257789869636943e-05
Position 200: 6.046412890161952e-05
Position 380: 5.796466191679866e-05
Position 385: 4.2160540990376455e-05
Position 1806: 4.141276591140268e-05
Position 646: 3.536132350676495e-05
Position 491: 3.3563662834217963e-05
Position 2758: 3.2980590872153234e-05
Position 285: 3.250667199289673e-05
Position 621: 2.2209550420735456e-05
Position 790: 2.197402311793715e-05
Position 333: 1.8812412529104988e-05
Position 1369: 1.7271714905765444e-05
Position 653: 1.55739708703368e-05
Position 299: 1.5075918440263602e-05
Position 718: 1.4837641500261266e-05
Position 1474: 1.3837668315131241e-05
Position 2908: 4.834987223168415e-06
Position 49: 3.714012246067766e-06
Position 4407: 1.6946165853548824e-06
Position 4411: 1.0464767478433993e-06
Position 331: 9.972517540737159e-07
Position 1113: 3.699008235604194e-07
Position 1645: 2.3261965135866134e-07
Position 1504: 1.8161117703191012e-07
Position 1195: 8.226623815316094e-08
Position 774: 2.6221673456118768e-08
Position 756: 1.2357591958313058e-08
Position 4168: 1.788018549568871e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2576: 0.9280545587543986
Position 4264: 0.6350177873035863
Position 694: 0.5963515598850091
Position 3847: 0.41752898241300934
Position 3007: 0.3134663882183353
Position 1106: 0.2710369630705517
Position 5004: 0.18534736066553914
Position 1154: 0.1491893533965318
Position 3508: 0.0867625836983748
Position 5104: 0.06676265707068726
Position 6991: 0.05843846374958134
Position 4564: 0.056996165772733746
Position 2595: 0.051230940945341225
Position 3462: 0.04983834883121351
Position 2848: 0.047786891170460394
Position 6602: 0.03963794652009867
Position 711: 0.03906251328872732
Position 3694: 0.03862314301676218
Position 7380: 0.03736899696208298
Position 5870: 0.03046672428320796
Position 3283: 0.02915951618858982
Position 895: 0.02668315670152686
Position 7067: 0.026446854064141764
Position 979: 0.02580507379937864
Position 6430: 0.023099900920727147
Position 7611: 0.020147435409558878
Position 7714: 0.019444892395378492
Position 564: 0.016897601228443568
Position 1992: 0.015249356174757185
Position 6320: 0.015068247212852947
Position 1157: 0.014019470709527231
Position 2968: 0.013986914097719573
Position 4650: 0.013461268814488028
Position 1740: 0.010059976085311052
Position 5739: 0.009816132014764112
Position 946: 0.009204814223047326
Position 994: 0.008866432375295155
Position 5903: 0.008758477532180757
Position 1940: 0.008624674007344343
