Gene = Plrg1
index = 825
Annotated 5SS: [  133  1356  3277  3859  4406  5600 10459 11250 12626 12839 13543 14280
 15215 15862]
Annotated 3SS: [ 1248  3133  3804  4314  5511 10359 11156 12475 12736 13439 14170 15074
 15667 16588]
SMsplice 5SS: [  133  1356  4406  5600 10459 11250 12626 12839 14280 15215 15862]
SMsplice 3SS: [ 1248  4314  5511 10359 11156 12475 12736 14170 15100 15667 16588]
top_k =  1000
Partition function (log Z): 17.742076382303583

Sorted 5' Splice Sites (High to Low Probability):
Position 1356: 0.9997663061063264
Position 14280: 0.9794400257644862
Position 12626: 0.946353945487099
Position 10459: 0.8938435148491546
Position 12839: 0.866828024592808
Position 15862: 0.8632773870146675
Position 11250: 0.85840420305865
Position 133: 0.8096517453690981
Position 5600: 0.8032423731518288
Position 4406: 0.7699590891867044
Position 15215: 0.629450755733012
Position 13543: 0.3525864592046074
Position 3859: 0.25059736044701997
Position 7255: 0.18377686256343503
Position 3940: 0.17336221385813153
Position 3277: 0.1634565725343789
Position 3630: 0.15620164874147688
Position 352: 0.13729737800044148
Position 3079: 0.134263343099566
Position 15261: 0.12682773007457807
Position 15758: 0.12014172394414016
Position 14603: 0.10083979647825286
Position 15415: 0.09311906130647778
Position 12266: 0.07922644739049
Position 4899: 0.07485482045212936
Position 348: 0.052487126271566105
Position 834: 0.0501560160465858
Position 12057: 0.04609926789207264
Position 10524: 0.04517856955101044
Position 12150: 0.04309098660729523
Position 6516: 0.0401494522834511
Position 15265: 0.03836482436630535
Position 11216: 0.037327354938140996
Position 10500: 0.03600373838955147
Position 15234: 0.03590600138792005
Position 12870: 0.035828956580243654
Position 11299: 0.033623421445061065
Position 5069: 0.031239423315572855
Position 4357: 0.02959013744539316
Position 14517: 0.02247034326019034
Position 3260: 0.020561994418244304
Position 10724: 0.019832132281075245
Position 5544: 0.016273596218623284
Position 3418: 0.014776959186147132
Position 9896: 0.014461459678063494
Position 149: 0.01292496166144198
Position 10669: 0.012770042513779023
Position 1678: 0.012634758853715278
Position 10221: 0.011935062834494536
Position 9861: 0.01192940458870897
Position 1021: 0.011615185821268676
Position 7973: 0.011408417479030522
Position 13688: 0.0100718947539462
Position 2232: 0.010053570445845003
Position 3469: 0.009327268428739632
Position 3299: 0.009139467064438262
Position 12178: 0.009086995133206828
Position 9392: 0.00902095494030968
Position 15225: 0.008800594349755816
Position 12061: 0.008729289641072812
Position 14251: 0.007849723779062357
Position 12887: 0.00743432136554455
Position 14487: 0.006490534077829891
Position 1698: 0.006463957988673029
Position 10641: 0.006405192793968101
Position 138: 0.006114042067834806
Position 12809: 0.0058640172395659496
Position 3869: 0.005438604974944848
Position 104: 0.005337022240090085
Position 16363: 0.005139199237810005
Position 14990: 0.004889313295755221
Position 1833: 0.004695153751821324
Position 11628: 0.004463829675539817
Position 4895: 0.0044406553622165276
Position 334: 0.004232276066538375
Position 12076: 0.004165587817765692
