Gene = Upk2
index = 1167
Annotated 5SS: [ 346  915 1182 1494]
Annotated 3SS: [ 782 1042 1422 1866]
SMsplice 5SS: [524]
SMsplice 3SS: [621]
top_k =  1000
Partition function (log Z): -9.242667025401078

Sorted 5' Splice Sites (High to Low Probability):
Position 524: 0.6517462033719814
Position 1494: 0.4974691489427999
Position 915: 0.24963419668270007
Position 873: 0.20805346282310552
Position 1186: 0.20357705492737785
Position 537: 0.18037146367982065
Position 1150: 0.1773361697506063
Position 1182: 0.08935194705709384
Position 1208: 0.059825072804888
Position 346: 0.033909899750562016
Position 543: 0.027463336393277
Position 359: 0.010664338784986592
Position 1239: 0.008748368066421024
Position 950: 0.006150567532435313
Position 268: 0.005199308977377341
Position 476: 0.004923090547676951
Position 1292: 0.003172377551068531
Position 1234: 0.003099722062893543
Position 1620: 0.0019412437330349665
Position 1663: 0.001830577382755464
Position 1245: 0.001811635391147223
Position 890: 0.001344631039536696
Position 1714: 0.00120895625580556
Position 465: 0.001154112528633467
Position 142: 0.0009670730388046299
Position 665: 0.000793213511178684
Position 737: 0.0007624967908554233
Position 928: 0.0007536626175257758
Position 1498: 0.0006931332041166648
Position 233: 0.0006355751828317592
Position 429: 0.0005220603939933847
Position 288: 0.0005206375421931444
Position 324: 0.00042639708107346637
Position 807: 0.0004199969363063193
Position 401: 0.00037971561728315464
Position 1109: 0.00034382334612809373
Position 947: 0.0003006235056436395
Position 442: 0.00026733240691499655
Position 127: 0.00026418820735681867
Position 838: 0.00020837773443556706
Position 528: 0.0001806602403343993
Position 689: 0.00015532559018148167
Position 628: 0.00015107614812626227
Position 374: 0.0001304689059470902
Position 814: 0.000124914460753458
Position 1742: 0.00012113897539187227
Position 433: 0.00011313122472517445
Position 1844: 0.00010517487789306222
Position 1436: 0.00010442519288129937
Position 256: 8.280186802009221e-05
Position 662: 8.128649313411782e-05
Position 1093: 8.074730500487566e-05
Position 1228: 7.763549654793036e-05
Position 1348: 6.943536223888743e-05
Position 1554: 5.631507228339484e-05
Position 530: 5.003691471277084e-05
Position 573: 4.381103162678725e-05
Position 581: 3.7999511988292386e-05
Position 1962: 2.6618270771074363e-05
Position 448: 2.3029347905722134e-05
Position 983: 2.107501178188701e-05
Position 101: 1.6982693055178525e-05
Position 243: 1.432182132828819e-05
Position 760: 8.085106407942102e-06
Position 592: 6.836483918019716e-06
Position 455: 6.144864628971614e-06
Position 600: 3.792587883644236e-06
Position 541: 2.64612642054766e-06
Position 547: 2.220104594176565e-06
Position 1459: 1.4943350343039784e-06
Position 462: 1.4060091555482734e-06
Position 510: 1.192412623628623e-06
Position 586: 6.237019977958516e-07
Position 994: 3.631485046810641e-07
Position 605: 6.269899294347294e-08
Position 1695: 7.590706296262443e-09
Position 858: 1.306315058008102e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1042: 0.44814894217589435
Position 1613: 0.3013546508997161
Position 1317: 0.2943926214939928
Position 1866: 0.2709584078896732
Position 782: 0.2491638735488198
Position 1085: 0.16720599416005452
Position 1422: 0.11327274333744568
Position 1380: 0.10716263522219623
Position 830: 0.09922651156725723
Position 1548: 0.07839179638237256
Position 2163: 0.07659981459193163
Position 621: 0.07265365162043617
Position 704: 0.02325009248266716
Position 644: 0.017934742637100164
Position 1374: 0.014470863407009045
Position 2025: 0.01200627198283296
Position 1441: 0.011366894603489632
Position 1706: 0.009894266006310824
Position 605: 0.007427454481192883
Position 501: 0.006292524576588233
Position 1327: 0.005723514003209966
Position 1758: 0.005699633565222878
Position 2059: 0.005440566461252544
Position 730: 0.005306836208108973
Position 1660: 0.0044416556966318166
Position 1841: 0.004276535672758342
Position 2238: 0.0031215536192184335
Position 1675: 0.002666504171178902
Position 410: 0.0020950050954452464
Position 2130: 0.0020571314692005914
Position 1089: 0.0013539301054623055
Position 669: 0.0013001205710065824
Position 1582: 0.0011761202134466038
Position 1133: 0.0010699814901459603
Position 1320: 0.0009427295101086478
Position 1528: 0.00089584707890474
Position 2116: 0.000798870539805662
Position 1893: 0.0007664942631606401
Position 872: 0.0007098915479451913
Position 798: 0.0006974791965906879
Position 834: 0.0006489109435477475
Position 1050: 0.0006311654830693889
Position 1929: 0.0005265393095907271
Position 974: 0.0004997007072187623
Position 1149: 0.00048465004829762424
Position 1109: 0.00045601801572599704
Position 1662: 0.0004461488738226801
Position 2081: 0.0004244271648144241
Position 586: 0.00039977217480612114
Position 345: 0.00038286601388081684
Position 1054: 0.00024264373876632957
Position 1908: 0.0002406076043127582
Position 2252: 0.0002315046345512886
Position 1498: 0.00023059548576035563
Position 1340: 0.00022188671600514544
Position 1811: 0.00021140204694295426
Position 650: 0.00020112503624913086
Position 1168: 0.00019329548955907095
Position 742: 0.00016697865738995887
Position 249: 0.00015032219001638575
Position 992: 0.0001476159535127222
Position 438: 0.00013316920286440836
Position 1575: 0.00011569018687961463
Position 1798: 0.00011152298032214018
Position 2176: 9.763754473774154e-05
Position 1207: 6.983338921945467e-05
Position 1843: 5.826570452959264e-05
Position 425: 5.731914362712218e-05
Position 219: 5.4688252972047954e-05
Position 1718: 5.023231392605448e-05
Position 1290: 4.6731267565646516e-05
Position 1139: 4.635779018191191e-05
Position 1259: 4.6242407075316356e-05
Position 1436: 4.2653586406941485e-05
Position 1550: 3.8900283853793325e-05
Position 1005: 3.671882100432677e-05
Position 420: 3.6163397047765826e-05
Position 2039: 3.419142911780204e-05
Position 737: 3.396727643869599e-05
Position 507: 2.7160555355725024e-05
