Gene = Pign
index = 820
Annotated 5SS: [   144   4351   4757   6042   6978   7710  10540  14361  15535  16946
  19165  22979  25461  26134  64595  65976  72022  74418  74595  75664
  78655  83722  97496 105656 106181]
Annotated 3SS: [  4276   4636   5792   6855   7610  10432  14235  15403  16828  19123
  22918  25367  26077  64515  65792  71881  74317  74501  75571  78545
  83612  97392 105552 106093 109743]
SMsplice 5SS: [   144   4351   4757   7710  10540  14361  15535  16946  25461  26134
  26889  48432  64595  65976  72022  74418  74595  78655 105656]
SMsplice 3SS: [  4276   4636   7610  10432  14235  15403  16828  25367  26077  26784
  48325  64515  65792  71881  74317  74501  78545 105552 106093]
top_k =  1000
Partition function (log Z): -45.228301405944705

Sorted 5' Splice Sites (High to Low Probability):
Position 144: 0.9846809894405701
Position 16946: 0.9686132866633842
Position 4351: 0.9242151772777295
Position 7710: 0.9024773321994486
Position 26889: 0.834002884009139
Position 25461: 0.8226698735675275
Position 4757: 0.7395315923654298
Position 26134: 0.72587648876961
Position 10540: 0.6971039881972194
Position 6042: 0.5845646179725021
Position 15535: 0.5829371866081612
Position 14361: 0.5692891419776827
Position 22979: 0.4902638730188783
Position 18629: 0.37839922495110334
Position 6978: 0.32479464446796064
Position 6727: 0.2341738973305323
Position 10666: 0.15100580132541186
Position 10518: 0.1509785722196312
Position 15857: 0.14107852361050163
Position 9986: 0.10329214815765268
Position 8256: 0.09054445893014483
Position 29962: 0.08498765556858064
Position 15626: 0.07525988579988492
Position 19165: 0.06533770248560712
Position 7211: 0.0651993421857175
Position 4728: 0.0630702293385638
Position 14657: 0.05667525735200565
Position 5330: 0.05528269839969346
Position 15892: 0.048204092698275657
Position 6959: 0.047407852676605355
Position 7735: 0.04649518987526323
Position 17318: 0.04304478495694708
Position 14686: 0.03921933584407374
Position 10534: 0.03199263560098568
Position 15875: 0.031946503997129436
Position 501: 0.03191817677644167
Position 26306: 0.026073270237489635
Position 9584: 0.025376408122681313
Position 19338: 0.022697073289970178
Position 6067: 0.02054999486367111
Position 14117: 0.02012766674010731
Position 1120: 0.01942374123049964
Position 9503: 0.018123300234520984
Position 5778: 0.015252806552891789
Position 444: 0.015208548114784112
Position 5805: 0.014372775511622372
Position 15908: 0.013854452480484926
Position 9370: 0.013136602012520116
Position 27189: 0.012990214460598172
Position 3842: 0.012429207621130487
Position 2856: 0.01223253542150512
Position 20629: 0.011413621097363592
Position 2434: 0.01134578436506523
Position 3569: 0.01126090933948134
Position 27888: 0.010368191621392938
Position 377: 0.01006802060187865
Position 27214: 0.009933846442079024
Position 10275: 0.009931829570572172
Position 7217: 0.008954887390463323
Position 4949: 0.00886138867649862
Position 18087: 0.008263885032722655
Position 1163: 0.008140960431468742
Position 5583: 0.007902926756182836
Position 2375: 0.007735030454745394
Position 2111: 0.007025181499256329
Position 2419: 0.006626483767526961
Position 16467: 0.006321958222659367
Position 1145: 0.0062074976136674105
Position 8453: 0.006176295191772179
Position 17: 0.00545663361869156
Position 7115: 0.005293541758654007
Position 3743: 0.005171395493486999
Position 9278: 0.00514818972579866
Position 407: 0.004482031953207132
Position 10946: 0.004297403526127189
Position 7972: 0.003953890829730523
Position 4544: 0.003951459195864509
Position 7255: 0.003814218332273938
Position 1294: 0.0037025185735882708
Position 10056: 0.003675283170790874
Position 4923: 0.003572666474981069
