Gene = Fam133b
index = 393
Annotated 5SS: [  110 10899 13985 14710 14856 15322 15861 17252 20490 21913]
Annotated 3SS: [10800 13905 14634 14822 15258 15767 17200 20402 21864 25148]
SMsplice 5SS: [  310 10899 13985 14710 15861 20490]
SMsplice 3SS: [10800 13905 14634 15767 20402 25148]
top_k =  1000
Partition function (log Z): -3.0253177744803668

Sorted 5' Splice Sites (High to Low Probability):
Position 15861: 0.9445011517070768
Position 14710: 0.9215047009664977
Position 13985: 0.8866628933613702
Position 10899: 0.8122951303011934
Position 310: 0.7937092546019908
Position 15322: 0.7515766768122158
Position 20490: 0.7426902701824541
Position 18515: 0.48824062555324926
Position 20519: 0.23911877563362674
Position 110: 0.21783747864028905
Position 1420: 0.20915592237191327
Position 12416: 0.1877266070881864
Position 16177: 0.18697102277573696
Position 18743: 0.17540876383744292
Position 9083: 0.13465080666232823
Position 23946: 0.12215732851041712
Position 17277: 0.11485602806391434
Position 14561: 0.11397336233648361
Position 17252: 0.10742321035233024
Position 23882: 0.10126838907034441
Position 2250: 0.09374017951306585
Position 12506: 0.09250240069562732
Position 19590: 0.07660037743055687
Position 14856: 0.07265890587741694
Position 4792: 0.07075217208547971
Position 2355: 0.06958385777808766
Position 15031: 0.06794298822400988
Position 19671: 0.06559209717490498
Position 10210: 0.05501264092986434
Position 18588: 0.04117027254984009
Position 10494: 0.03914887604334089
Position 14565: 0.03520403515961974
Position 17530: 0.03352274640349969
Position 14519: 0.030251822497408508
Position 25314: 0.02528634004240575
Position 21684: 0.023377742037677125
Position 1208: 0.020137196000054446
Position 18670: 0.019440931699656903
Position 7082: 0.01872154407328977
Position 24996: 0.018277858787875762
Position 3466: 0.018046463457232837
Position 4469: 0.016572176128600985
Position 22197: 0.015282761054369263
Position 21917: 0.015076830975379618
Position 25309: 0.01457214999145314
Position 14851: 0.013064415552896762
Position 16868: 0.012933911308864185
Position 16117: 0.011976064877311277
Position 3182: 0.010708373237183069
Position 4458: 0.009630235843962472
Position 8614: 0.009274976494048622
Position 8966: 0.009168840750611983
Position 3606: 0.00875043824743543
Position 14911: 0.006319136149149367
Position 23247: 0.005806319721752584
Position 21289: 0.005315713564678512
Position 319: 0.005149406345203274
Position 20087: 0.005124258244785966
Position 23973: 0.0046594062364906635
Position 21899: 0.004626838616819265
Position 21091: 0.004367377430298017
Position 1162: 0.003937238425356544
Position 21974: 0.003542755816953303
Position 23004: 0.0032517205110571003
Position 16969: 0.0028548210829043397
Position 16420: 0.0018653350852115857
Position 23435: 0.0018277718222422543
Position 21156: 0.001739630474607265
Position 4: 0.0016173838834002464
Position 25607: 0.0015429865701514322
Position 16981: 0.001513569491278874
Position 21987: 0.0013011599364283499
Position 23420: 0.0012841312520690486
Position 17424: 0.0012149666806714617
Position 17614: 0.0011550404385742778
Position 336: 0.001101703984873943
Position 18617: 0.000980881768079307
Position 17377: 0.0009499586067424705
Position 382: 0.0009376124065141885
Position 409: 0.0008098171316544008
Position 18556: 0.0008040412732338496
Position 248: 0.000681646120590166
Position 15686: 0.0006725260853566448
Position 25288: 0.0005765031069965539
Position 138: 0.0005671508673816547
Position 4006: 0.0005669866965787723
Position 25436: 0.000558323969077153
Position 25232: 0.0005261536831720322
Position 531: 0.0005229407916184306
Position 18040: 0.0005091831629720219
Position 18500: 0.0005060988185570948
Position 19220: 0.0004125952708094537
Position 436: 0.00037856533915388724
Position 2325: 0.00035152039793261673
Position 1806: 0.00029098820667682805
Position 25353: 0.00025146516169980695
Position 535: 0.00023525010825005578
Position 4614: 0.00022300311679629257
Position 3350: 0.00021322599285764041
Position 16167: 0.00019596383905423468
Position 114: 0.00019208558452941095
Position 1426: 0.00016479613463570424
Position 237: 0.00015472019314296002
Position 1169: 0.0001324514256503939
Position 635: 0.0001190982544824676
Position 5479: 0.00011278659234783391
Position 16318: 0.00011218454937043152
Position 15894: 9.814713700363926e-05
Position 207: 5.39613700526147e-05
Position 1473: 5.3542236136743206e-05
Position 3160: 4.224738258006167e-05
Position 1180: 3.673607945313642e-05
Position 1408: 3.139921654381937e-05
Position 184: 2.92696754016963e-05
Position 2776: 2.898849109602589e-05
Position 261: 2.7808701405023986e-05
Position 177: 2.234295473951709e-05
Position 795: 2.141015991631929e-05
Position 752: 1.982264423808011e-05
Position 1712: 1.9533816121777056e-05
Position 1466: 1.684058591952128e-05
Position 2339: 1.4284817838165585e-05
Position 2112: 1.361926745789229e-05
Position 708: 1.2783989931264045e-05
Position 1820: 1.08085112716648e-05
Position 107: 9.691789580528607e-06
Position 1037: 8.987782045370437e-06
Position 296: 8.95912671455698e-06
Position 2183: 8.258134762511171e-06
Position 1916: 7.148805806432073e-06
Position 2191: 6.199761256323963e-06
Position 789: 5.13912669077265e-06
Position 2103: 5.127360756093877e-06
Position 1657: 3.046312836211768e-06
Position 1858: 2.75537617457914e-06
Position 674: 2.6500579947657886e-06
Position 1431: 2.04291186754926e-06
Position 1068: 1.5169428265602805e-06
Position 1475: 1.1405596386909327e-06
Position 1107: 1.08852678245395e-06
Position 812: 1.0661206591006897e-06
Position 879: 1.0500476005165175e-06
Position 738: 1.0121222778168788e-06
Position 1238: 1.0043510449464189e-06
Position 839: 9.271290580628332e-07
Position 270: 3.698057983741435e-09
Position 440: 9.36356252863159e-10
Position 424: 6.818534545651663e-10
Position 457: 2.3117921543815989e-10
Position 578: 1.776787997989609e-10
Position 479: 1.380508241259173e-10
Position 645: 1.1028002439728495e-10
Position 639: 9.53379082735969e-11
Position 467: 8.474071377987131e-11
Position 566: 8.196712598767193e-11
Position 660: 4.705544738506792e-11
Position 655: 2.0314061993150894e-11
Position 564: 4.130996805913778e-12
Position 489: 1.4233545013694098e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 14634: 0.9642025600797698
Position 20402: 0.9566788251556453
Position 15767: 0.8925334152083255
Position 13905: 0.8866628933613703
Position 10800: 0.8122951303011932
Position 25148: 0.7865092223894595
Position 18407: 0.5704869885187392
Position 12327: 0.2802290077838137
Position 23780: 0.22497612730162594
Position 15980: 0.1838608178138479
Position 17200: 0.1799304545043819
Position 15164: 0.15184391510320458
