Gene = Rab3gap2
index = 881
Annotated 5SS: [  237 17793 28968 30086 31235 31390 31945 34762 36644 42668 43807 43986
 45903 47033 47691 47997 48264 51719 54509 55411 56382 57319 58723 59743
 62958 63163 67384 68526 71831 73105 74250 77624 78394 79424]
Annotated 3SS: [17727 28843 30003 31186 31313 31842 34661 36544 42518 43726 43895 45762
 46815 47546 47913 48198 51627 54380 55196 56283 57212 58561 59513 62783
 63055 67316 68454 71794 73029 74030 77533 78180 79264 79729]
SMsplice 5SS: [  237 17793 30069 31390 31945 34762 36644 42668 43807 43986 45903 47997
 48264 51719 54509 54834 56382 57319 58723 62958 63163 68526 73105 74250
 77624 78394 79424]
SMsplice 3SS: [17727 30003 31313 31842 34661 36544 42518 43726 43895 45762 47913 48198
 51627 54380 54754 56283 57212 58561 62783 63055 68454 73029 74030 77533
 78180 79264 81785]
top_k =  1000
Partition function (log Z): -43.31571698488286

Sorted 5' Splice Sites (High to Low Probability):
Position 17793: 0.9724835205245622
Position 237: 0.9481986491789789
Position 3638: 0.42615108322801265
Position 3922: 0.38482891846203443
Position 3808: 0.312419028793159
Position 21733: 0.2428790157948645
Position 4514: 0.234648713021687
Position 3103: 0.2211320292349528
Position 735: 0.2090921086077218
Position 623: 0.20274704729383453
Position 21575: 0.11938872274573704
Position 639: 0.10214553748897168
Position 5386: 0.07738989549078039
Position 4541: 0.07733668770072255
Position 5931: 0.06919288419134896
Position 3014: 0.06803112470164681
Position 18697: 0.05218342109998068
Position 9502: 0.04984458449419851
Position 9553: 0.04667050189908399
Position 8580: 0.04394777552886781
Position 7507: 0.03978366783497825
Position 4042: 0.027338577739344706
Position 3091: 0.02324773636866324
Position 500: 0.02007584432147196
Position 1284: 0.014830303766463968
Position 1162: 0.014564615119985084
Position 20171: 0.013026455207762048
Position 679: 0.012751819192830955
Position 7244: 0.011087295641168872
Position 8808: 0.009658611200374936
Position 1264: 0.00951079948349327
Position 1731: 0.008979211210527823
Position 1150: 0.007846862386611041
Position 4301: 0.006048936707115701
Position 4222: 0.005530561723901538
Position 620: 0.0054463597511325715
Position 18030: 0.005122133231976625
Position 3635: 0.004977442257552114
Position 663: 0.003985677875266857
Position 3856: 0.003838199064844366
Position 18718: 0.002171575959737872
Position 770: 0.0016324902186354228
Position 4892: 0.0015974729713934906
Position 1478: 0.001520421484412059
Position 2544: 0.001099556548057076
Position 531: 0.001099414587086007
Position 2189: 0.0010111814987327414
Position 648: 0.0009137869866951599
Position 1869: 0.0008372791984437754
Position 2287: 0.0007862872146893278
Position 2529: 0.0007457466513790482
Position 3534: 0.0007138741473073297
Position 4871: 0.0006406145783119804
Position 3536: 0.0006290747673834115
Position 287: 0.0004957706991079487
Position 444: 0.0004567841568317212
Position 25: 0.0004070803707995532
Position 1515: 0.00036537760150171796
Position 3107: 0.00024372724342709086
Position 1434: 0.00022423504672704325
Position 1117: 0.00022035439275158578
Position 878: 0.00021978222091748468
Position 1662: 0.0002183189397717577
Position 65: 0.0002087952552759683
Position 317: 0.0002084633337573402
Position 1032: 0.00015026412001970576
Position 2301: 0.0001444530069138756
Position 241: 0.00014182702040969146
Position 1301: 0.0001369322010241507
Position 1396: 0.0001363983980703766
Position 604: 0.00013422821147437698
Position 1019: 0.00012898486725789938
Position 504: 0.00011261037365609301
Position 715: 0.00010144635403625629
Position 425: 8.72182745321378e-05
Position 113: 8.603404672394012e-05
Position 8: 8.572188514209456e-05
Position 627: 6.83531432909951e-05
Position 825: 6.743317890645865e-05
Position 169: 6.01580946532716e-05
Position 329: 5.6140534134419563e-05
Position 292: 4.9881674076257817e-05
Position 324: 4.434129377211234e-05
Position 140: 4.3196756109740266e-05
Position 53: 4.236387388916738e-05
Position 48: 3.342082967520222e-05
Position 243: 3.1900952114293524e-05
Position 336: 2.518825778609475e-05
Position 460: 1.8994972877717614e-05
Position 431: 1.5356245033083193e-05
Position 70: 1.4340219281276725e-05
Position 145: 1.3349878010501652e-05
Position 81: 1.1899319344047475e-05
Position 381: 1.047920962784738e-05
Position 7582: 7.941342282053282e-06
Position 4481: 4.82457337178406e-06
Position 368: 3.9781726738485506e-06
Position 705: 3.2755390069879878e-06
Position 466: 2.7890636501269094e-06
Position 340: 2.7043250131780176e-06
Position 6263: 2.534660854450919e-06
Position 7261: 1.3908389050112582e-06
Position 611: 1.3904060798312864e-06
Position 751: 9.188458377763266e-07
Position 567: 2.3178845339708394e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 17727: 0.9992421148264685
Position 3727: 0.701715199139854
Position 27400: 0.6602084669591316
Position 21547: 0.42146380757723495
Position 3524: 0.3998603112512387
Position 575: 0.3872836221480795
Position 4460: 0.30303718105678573
Position 2973: 0.15364707702730462
Position 2868: 0.11477713838439021
Position 9351: 0.09659692371966005
Position 18621: 0.08274928621833129
