Gene = Tbrg1
index = 1061
Annotated 5SS: [ 315 2291 3097 4280 4698 6023 6364 7282]
Annotated 3SS: [2219 2875 4142 4550 5924 6252 7138 7808]
SMsplice 5SS: [ 315 2291 3097 4280 6023 6364 7282]
SMsplice 3SS: [2219 2950 4142 5924 6252 7138 7808]
top_k =  1000
Partition function (log Z): 11.692241939240587

Sorted 5' Splice Sites (High to Low Probability):
Position 6023: 0.9935578795271455
Position 2291: 0.9748843119777316
Position 4280: 0.9538096235492828
Position 3097: 0.9441376379739976
Position 315: 0.9210710100655773
Position 6364: 0.8421417202100921
Position 7282: 0.7998395595079411
Position 4698: 0.4458196547110429
Position 4414: 0.13049581429086035
Position 6528: 0.10812147338055722
Position 3454: 0.07938859535759184
Position 6391: 0.05595166279602258
Position 1967: 0.05446066567823617
Position 2658: 0.05094711866189043
Position 2714: 0.04423408747208457
Position 4904: 0.042107690555819546
Position 5694: 0.03625795118218743
Position 8080: 0.03552107680140676
Position 309: 0.02795167890325267
Position 5142: 0.02093381736977102
Position 5317: 0.020925423678482862
Position 7498: 0.01895454934173809
Position 6837: 0.01790430801441845
Position 1835: 0.01473298020180409
Position 827: 0.01337074331605247
Position 263: 0.013224743730742828
Position 3706: 0.011541704544400504
Position 275: 0.01123319749455918
Position 6470: 0.011152258680394293
Position 4992: 0.01073092860703444
Position 331: 0.010437151009174767
Position 5811: 0.0068426869395456415
Position 3474: 0.006588772184485262
Position 6395: 0.006239200484761536
Position 325: 0.005902589819442823
Position 6370: 0.005727580607069019
Position 2747: 0.005098821195850907
Position 853: 0.004777120304059235
Position 1398: 0.003924848940628701
Position 160: 0.0035296356320843594
Position 8255: 0.00328636578966141
Position 5763: 0.0031195983048891507
Position 4182: 0.0030734335840540312
Position 4622: 0.0030010675638555834
Position 8065: 0.002896219186235006
Position 1043: 0.002722292050805732
Position 1055: 0.002560120741083115
Position 7929: 0.0025175685803796775
Position 5532: 0.0024223522820301185
Position 5834: 0.0021980045900432217
Position 4262: 0.0021875436620124164
Position 6180: 0.0019192064568078445
Position 6118: 0.001880500486127769
Position 7328: 0.0016844903943200459
Position 1133: 0.0016334757392571246
Position 1858: 0.0016238962896931673
Position 4254: 0.001573412285873737
Position 6063: 0.0015080895280833563
Position 5752: 0.0014819280207139316
Position 4980: 0.0014199263771347945
Position 42: 0.0014123341480117941
Position 6832: 0.0013102149381052858
Position 3341: 0.0012477563508032326
Position 4284: 0.0012164135127849395
Position 4196: 0.000969927472348197
Position 3486: 0.0008892527700640224
Position 311: 0.0008759767980529517
Position 6905: 0.0008301745519198611
Position 829: 0.0007168106402740285
Position 7299: 0.0006520360621864526
Position 92: 0.0006505936678297152
Position 2318: 0.0006492169416801991
Position 319: 0.0006162099913970144
Position 875: 0.0006158080315705893
Position 3959: 0.000608892531364158
Position 2686: 0.0006021665504421591
Position 2793: 0.00059740133547444
Position 385: 0.0005962636590105763
Position 1406: 0.0005680741924789381
Position 7351: 0.00048302200530451285
Position 7606: 0.0004829790367985878
Position 1997: 0.0004684477615340204
Position 6068: 0.0004527595347810908
Position 4684: 0.0004477025080448927
Position 899: 0.0004307429063926205
Position 66: 0.0004060020843138018
Position 7567: 0.00040574455208080396
Position 2346: 0.0003833598842679973
Position 176: 0.0003799654839065292
Position 3611: 0.0003433967434103375
Position 3782: 0.0003331694651116982
Position 3275: 0.000325815464216919
Position 978: 0.00031671821631062795
Position 5025: 0.00031472901830160494
Position 7486: 0.0002999695413498286
Position 3156: 0.00029771559182436045
Position 1385: 0.00028329020681371563
Position 687: 0.0002541156230589404
Position 4658: 0.00023814276562881878
Position 6795: 0.0002338511253299559
Position 8325: 0.0002330962981667044
Position 6985: 0.00023122058496918726
Position 751: 0.00022268164110158517
Position 2770: 0.00021155532886569053
Position 4612: 0.00019649763724104063
Position 1117: 0.00019163722977092303
Position 6766: 0.00018920011405920738
Position 985: 0.00017727834160069327
Position 3423: 0.00017543603051247152
Position 2020: 0.00017319061763066207
Position 1067: 0.00017201869594008412
Position 5480: 0.0001598083313683505
Position 7889: 0.0001497242642794931
Position 5590: 0.00014627951056632395
Position 36: 0.00014330536043712954
Position 4637: 0.0001391051926703016
Position 652: 0.00013339921788646058
Position 4456: 0.0001282323835689331
Position 4686: 0.0001267501353748369
Position 7966: 0.00012581848671375066
Position 7942: 0.00011868906613157977
Position 7379: 0.00011699657195255399
Position 4078: 0.00011232807797745156
Position 4888: 0.00011229725972327757
Position 6285: 0.0001077656847342283
Position 1087: 0.0001056043460081251
Position 3478: 9.92569172315511e-05
Position 1625: 9.260438646559123e-05
Position 1931: 8.719766797393911e-05
Position 3115: 8.699720974972271e-05
Position 3441: 8.472939523579759e-05
Position 4501: 8.191588196772156e-05
Position 643: 8.098716238769766e-05
Position 3596: 8.095319874386854e-05
Position 1905: 8.040099949899022e-05
Position 6995: 7.843012465612428e-05
Position 3321: 7.738178734850159e-05
Position 6566: 7.474382806040502e-05
Position 4930: 7.323661145473636e-05
Position 584: 7.139118283190583e-05
Position 1229: 6.959946580772567e-05
Position 7023: 6.913695401252391e-05
Position 3187: 6.614079995006672e-05
Position 6550: 6.508914604585851e-05
Position 1109: 6.30059200091137e-05
Position 6979: 6.18419846462103e-05
Position 4878: 5.967286893116378e-05
Position 1210: 5.885909581005306e-05
Position 1084: 5.844250478469663e-05
Position 29: 5.6851965960124126e-05
Position 722: 5.4098029669325444e-05
Position 1243: 5.3867995383394e-05
Position 2370: 4.898948789030887e-05
Position 3316: 4.867062374464907e-05
Position 1784: 4.819826396589642e-05
Position 2782: 4.8164356530283685e-05
Position 378: 4.572469750244755e-05
Position 3564: 4.465175147388216e-05
Position 1185: 4.243607938529584e-05
Position 111: 4.096015828139911e-05
Position 522: 4.089211204554918e-05
Position 2789: 3.747636801337324e-05
Position 2768: 3.49730022642216e-05
Position 6490: 3.080439659901366e-05
Position 340: 2.878135029409206e-05
Position 3629: 2.834984240412217e-05
Position 6301: 2.7412633267798874e-05
Position 2055: 2.7259244371088548e-05
Position 3121: 2.6062532382777896e-05
Position 389: 2.444293961276736e-05
Position 1837: 2.4178937297045928e-05
Position 1145: 2.3855350106063475e-05
Position 1782: 2.240369860369284e-05
Position 4453: 2.1213404127165314e-05
Position 3530: 2.0784219319214397e-05
Position 1115: 1.745436745283048e-05
Position 212: 1.7073955880133612e-05
Position 1817: 1.529679079323796e-05
Position 2312: 1.4486920948732395e-05
Position 725: 1.4038149156537273e-05
Position 3235: 1.3767319083980394e-05
Position 618: 1.2038953904120407e-05
Position 784: 1.1603473356273587e-05
Position 2044: 1.1096242197841937e-05
Position 3954: 1.036886366340112e-05
Position 2461: 1.0247837838486696e-05
Position 498: 9.698466006474771e-06
Position 4666: 8.433012230868366e-06
Position 2351: 8.415741271674234e-06
Position 442: 8.297254190846354e-06
Position 2616: 8.217410018815572e-06
Position 907: 8.096063283599745e-06
Position 6013: 7.817517839087073e-06
Position 1933: 7.497318993478643e-06
Position 1794: 7.16537676320752e-06
Position 2590: 6.955869525512478e-06
Position 7660: 6.4865874915817815e-06
Position 3237: 6.124454532926927e-06
Position 2956: 5.826240397815631e-06
Position 6027: 5.738991539907005e-06
Position 2841: 5.579412302072873e-06
Position 3626: 5.496853937688946e-06
Position 2974: 5.331599285638667e-06
Position 4232: 4.834474702625459e-06
Position 4234: 4.698889454858805e-06
Position 6144: 4.575654721589761e-06
Position 4654: 3.0732609038792253e-06
Position 5986: 3.0664093024722387e-06
Position 4269: 3.0587977788266877e-06
Position 6164: 2.457464912807752e-06
Position 6087: 2.407112693404961e-06
Position 4652: 1.8353886697641598e-06
Position 6368: 1.7969543646881973e-06
Position 7535: 1.53645612319317e-06
Position 6561: 1.3707331619368284e-06
Position 2183: 9.110831250422144e-07
Position 6532: 5.896384194540286e-07
Position 2330: 2.2619597315319065e-07
Position 430: 1.595154413836178e-07
Position 538: 1.3667255081920914e-07
Position 174: 1.2622355728462524e-07
Position 4449: 6.418815208161278e-08
Position 6821: 5.670307398489286e-08
Position 2463: 5.215241012921476e-08
Position 6798: 4.5871968865126344e-08
Position 477: 4.16627739702966e-08
Position 411: 3.9978214951786185e-08
Position 753: 3.88038201269671e-08
Position 6706: 3.8111833064553586e-08
Position 540: 3.4649639621946584e-08
Position 716: 1.8003808800045646e-08
Position 447: 9.546284384499323e-09
Position 6651: 9.352912115425925e-09
Position 2988: 2.6313606475772936e-09
Position 383: 2.2754768933443343e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4142: 0.9750627883120138
Position 2219: 0.959182771566505
Position 6252: 0.9531370293617022
Position 5924: 0.8249527090177268
Position 7138: 0.6770005862957372
Position 2950: 0.5306046628861109
Position 7808: 0.40099608273215354
Position 8152: 0.37710314268744893
Position 4550: 0.1955751837670769
Position 2875: 0.18162617127885927
Position 4612: 0.14836806818347867
Position 4357: 0.12562346612153646
Position 7174: 0.12472509577079105
Position 3002: 0.12097720709798046
Position 5943: 0.0962932715326508
Position 2983: 0.09557495563390797
Position 2586: 0.05870985204045292
Position 7420: 0.05033962656009936
Position 5979: 0.047281620334781546
Position 3353: 0.04392652640317809
Position 4786: 0.0438126412126924
Position 3207: 0.04168957596022464
Position 2632: 0.040321115031807866
Position 4434: 0.03610268906170065
Position 5673: 0.03064164354765526
Position 1834: 0.02433752527346296
Position 7077: 0.02418459634180122
Position 6692: 0.024178824201551093
Position 7927: 0.023521254880261463
Position 4413: 0.02235522895276224
Position 7861: 0.02230438331242265
Position 4929: 0.022167700236239103
Position 1725: 0.021803774416408087
Position 7350: 0.021654290460323345
Position 6221: 0.019800915665768373
Position 7455: 0.018654723812843547
Position 6433: 0.018610545762821062
Position 6490: 0.016201272119793934
Position 6904: 0.015370206781135142
Position 6394: 0.014659485426296586
Position 8350: 0.013648541512654652
Position 1768: 0.012803473188223507
Position 5047: 0.010667149939472357
Position 5608: 0.010533472261765464
Position 8177: 0.010403943972893476
Position 5954: 0.010249256271715865
Position 1887: 0.009826671476089255
Position 5787: 0.009386520216360496
Position 750: 0.008660002433583886
Position 4472: 0.008316910018926723
Position 5453: 0.007740005248398837
Position 5215: 0.006934659827611382
Position 2068: 0.006770422238324725
Position 728: 0.006557554838562312
Position 8474: 0.006243840122614293
Position 4531: 0.0061771446105957865
Position 8453: 0.006102755084883183
Position 8078: 0.005863400736012366
Position 5396: 0.005670952696182919
Position 2956: 0.005372327301929343
Position 2192: 0.0052781591306205
Position 4129: 0.005251381976986235
Position 6523: 0.005224332178251398
Position 3539: 0.0051790822954435435
Position 4387: 0.00513358478073005
Position 984: 0.0050141481860642555
Position 8286: 0.004808123946192611
Position 7906: 0.0042473606356332495
Position 7193: 0.004174090028810307
Position 4518: 0.00391457624429604
Position 7751: 0.0038928811227770736
Position 8106: 0.003801275282644038
Position 2657: 0.003488403202458857
Position 7108: 0.003461111714363777
Position 3363: 0.003396272157981249
