Gene = E130311K13Rik
index = 354
Annotated 5SS: [ 216 2209 4139 9272]
Annotated 3SS: [ 2148  3990  9110 13733]
SMsplice 5SS: [ 533 2209 4139 9272]
SMsplice 3SS: [ 2148  3990  9110 13733]
top_k =  1000
Partition function (log Z): -8.180665364674617

Sorted 5' Splice Sites (High to Low Probability):
Position 4139: 0.975530606146768
Position 2209: 0.9012719803358066
Position 533: 0.5970924037887223
Position 216: 0.32887523484063497
Position 2223: 0.07518547075158681
Position 10617: 0.06975006598095079
Position 3418: 0.061776879164322084
Position 1119: 0.058977030865067545
Position 5271: 0.04063410480729732
Position 2544: 0.03495618242302353
Position 3503: 0.025427995714510196
Position 13385: 0.024461651685086093
Position 6704: 0.024341677994374256
Position 9168: 0.02317480958146963
Position 1550: 0.02105871338984235
Position 4954: 0.0164785712224316
Position 1074: 0.012950931902421496
Position 234: 0.011277686679909103
Position 3510: 0.00954183352541078
Position 4143: 0.009109472486581373
Position 168: 0.008053942167815999
Position 165: 0.007464062026297231
Position 3556: 0.006790539696282326
Position 8496: 0.006382240911889811
Position 8071: 0.006381316139678806
Position 562: 0.005626289354789095
Position 1966: 0.0055722659861699815
Position 893: 0.0054894220036945385
Position 3486: 0.005273032791632642
Position 3465: 0.004897557116193937
Position 9276: 0.004693886385983039
Position 10294: 0.004415288199951063
Position 1526: 0.004359154992207144
Position 9173: 0.004276227163202457
Position 3460: 0.003853195444290326
Position 9742: 0.003617564188787633
Position 366: 0.0033382120200582737
Position 1171: 0.003336126913484116
Position 3547: 0.0030300132711310298
Position 1496: 0.002940019255097612
Position 1536: 0.0027049457524726548
Position 521: 0.00269855832889249
Position 1047: 0.0024426175516698424
Position 3438: 0.0022093070849223298
Position 1836: 0.0021604487536056338
Position 177: 0.002014659902518113
Position 979: 0.002014409698775694
Position 3241: 0.001751493745029721
Position 2050: 0.0014932113447790622
Position 3196: 0.0014277702675036322
Position 3255: 0.0014191463624564139
Position 14064: 0.001366756938821173
Position 8435: 0.0012304906641649417
Position 867: 0.0012097270494937594
Position 3132: 0.0010859876763858677
Position 861: 0.0009726337191237911
Position 210: 0.0008406472491713463
Position 8251: 0.0008099535450487939
Position 3524: 0.0007802143467579735
Position 363: 0.0007664591405537186
Position 4948: 0.0007631808804188215
Position 10491: 0.0007092348907681417
Position 864: 0.0006984835866271778
Position 870: 0.0006709806822244728
Position 1396: 0.0005832415857080408
Position 3431: 0.0005572849645611826
Position 128: 0.0005380721451174943
Position 1041: 0.0005162297230638384
Position 434: 0.0004838308888075612
