Gene = Pvrig
index = 877
Annotated 5SS: [108 549 749 887]
Annotated 3SS: [ 194  624  828 1160]
SMsplice 5SS: [108 749 887]
SMsplice 3SS: [624 828 982]
top_k =  1000
Partition function (log Z): -2.6938830076367264

Sorted 5' Splice Sites (High to Low Probability):
Position 108: 0.9504895558469943
Position 749: 0.7093573602243705
Position 887: 0.6712001043781236
Position 549: 0.5705265793461693
Position 669: 0.10781001596410696
Position 1315: 0.04990898861374884
Position 293: 0.04683041997057336
Position 299: 0.029147620726664894
Position 1068: 0.008370531083317107
Position 363: 0.00492049363618343
Position 206: 0.003876779853994406
Position 764: 0.0029491511649905105
Position 875: 0.002048962959362069
Position 131: 0.0010146284308774377
Position 731: 0.00100451299625797
Position 1055: 0.0009642861367911924
Position 1214: 0.0008937826312296027
Position 487: 0.0008224461035669399
Position 724: 0.0006951466048662377
Position 1280: 0.00046758854549674696
Position 759: 0.0002917579520526123
Position 266: 0.00026870483768001117
Position 152: 0.00024231329778381597
Position 790: 0.00022571765082368334
Position 706: 0.00019588606056924836
Position 261: 0.0001864313485467949
Position 373: 0.0001766967354352158
Position 1078: 0.00016238751462798633
Position 218: 0.0001124797330289079
Position 952: 0.00010278459883614838
Position 507: 0.0001011433597402155
Position 254: 9.222917502811376e-05
Position 701: 9.015079451104053e-05
Position 1011: 8.796521483376519e-05
Position 208: 7.167113226795122e-05
Position 785: 6.623893953828651e-05
Position 522: 6.595768277465727e-05
Position 927: 6.243539441238294e-05
Position 306: 5.275333989083767e-05
Position 1081: 5.005255402032375e-05
Position 212: 4.329588833202237e-05
Position 693: 3.47822326952683e-05
Position 68: 2.8135548268276598e-05
Position 515: 2.4520433884775868e-05
Position 829: 1.909296322693918e-05
Position 416: 1.587211331648751e-05
Position 1303: 1.5453622200461718e-05
Position 1324: 1.5227104328812806e-05
Position 317: 1.510042557213603e-05
Position 98: 1.4801516969900718e-05
Position 491: 1.2748507616359976e-05
Position 112: 1.271091964719364e-05
Position 145: 8.196944903116437e-06
Position 422: 8.100149604203978e-06
Position 1504: 7.4916835440426034e-06
Position 1493: 5.4853969040229874e-06
Position 553: 4.527662061905932e-06
Position 244: 4.125833551408459e-06
Position 96: 3.5131657306120936e-06
Position 180: 2.806010056188137e-06
Position 344: 2.3635865738487025e-06
Position 346: 1.5039935682399965e-06
Position 129: 1.4957069924714216e-06
Position 619: 1.307617951543876e-06
Position 837: 1.0964041245737743e-06
Position 906: 2.3077438963797588e-07
Position 617: 1.5290462942997503e-07
Position 1230: 1.4224580739409638e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 828: 0.9071077026377904
Position 624: 0.7711858473059061
Position 982: 0.4869364571050697
Position 194: 0.194163205276219
Position 1160: 0.15896446304829123
Position 513: 0.12918738027645738
Position 299: 0.08826526388754953
Position 645: 0.0840182317391047
Position 254: 0.0652556131280655
Position 414: 0.05709975609966515
Position 1410: 0.045251941453479175
Position 1186: 0.022917007079276828
Position 356: 0.022659387598519334
Position 387: 0.018321605268138304
Position 1334: 0.01602665168528583
Position 373: 0.015366743984494384
Position 272: 0.00899906743949008
Position 391: 0.008897562875452288
Position 1047: 0.00757663906120605
Position 1127: 0.007460412505121067
Position 1440: 0.006505184918035999
Position 330: 0.005937976943676278
Position 370: 0.005607953695731755
Position 1379: 0.004385167188530981
Position 861: 0.0035237301359015306
Position 663: 0.0032034025473178566
Position 1107: 0.0032033959567106672
Position 1189: 0.00250152334913699
Position 1421: 0.0019475859174305228
Position 1546: 0.0016825632016416806
Position 449: 0.0016330538877862056
Position 1280: 0.0012340032986282751
Position 198: 0.001133667045583248
Position 660: 0.0008171444802687094
Position 1063: 0.0007164174506917622
Position 1444: 0.0006620798369105631
Position 1573: 0.0006409108563939236
Position 341: 0.0006268463631527827
Position 1314: 0.0004224808419390613
Position 456: 0.00031091576905137417
Position 991: 0.00029248284349526734
Position 1060: 0.0002757965790276322
Position 453: 0.0002685742817730755
Position 1479: 0.00026278167902614517
Position 525: 0.0002614847748271895
Position 487: 0.00025120523347947203
Position 868: 0.00022208105425608924
Position 1230: 0.00019861098783276605
Position 303: 0.0001846268675098682
Position 1205: 0.00017550039701955708
Position 1300: 0.00017011103557019745
Position 464: 0.00016309055883188684
Position 690: 0.00015374611136147686
Position 916: 0.00012306713243668717
Position 789: 0.00011567944937182899
Position 571: 0.00010136266394098248
Position 1275: 0.00010126523810964727
Position 279: 0.00010119586870422562
Position 737: 9.099114788985315e-05
Position 874: 5.625776969881467e-05
Position 1081: 4.8362030507839455e-05
Position 1503: 4.3817000381373106e-05
Position 537: 4.1798193974428366e-05
Position 1303: 3.806283081941243e-05
Position 218: 3.591392876300103e-05
Position 205: 2.6670340533027836e-05
Position 740: 2.351089585386048e-05
Position 311: 2.2893327094261317e-05
Position 924: 1.950589015397189e-05
Position 229: 1.544187854023338e-05
Position 1485: 1.453811711632973e-05
Position 223: 1.4509952952733827e-05
Position 527: 1.3048241854308015e-05
Position 847: 6.775023195536762e-06
Position 542: 5.052475772387404e-06
Position 548: 3.99872024823152e-06
Position 564: 2.3659747083535965e-06
Position 742: 2.14516096484136e-06
Position 764: 1.529494722915754e-06
Position 693: 1.1515892889039966e-06
Position 837: 5.085379758968087e-07
Position 880: 1.4870219584762843e-07
Position 562: 1.3150000264805298e-07
Position 673: 1.009958914465909e-07
Position 165: 1.5585625266822632e-08
Position 152: 1.8174268876182581e-09
Position 579: 4.612458459857461e-11
Position 134: 1.2360779259715888e-12
