Gene = Nprl2
index = 763
Annotated 5SS: [ 228  848 1111 1390 2062 2252 2409 2615 2806 3162]
Annotated 3SS: [ 755  941 1280 1924 2153 2371 2520 2687 3018 3264]
SMsplice 5SS: [ 228  848 1134 1390 2062 2252 2615 2806 3191]
SMsplice 3SS: [ 755  941 1280 1924 2153 2520 2687 3018 3264]
top_k =  1000
Partition function (log Z): 9.308237257956213

Sorted 5' Splice Sites (High to Low Probability):
Position 2615: 0.970960047748847
Position 2062: 0.9546403513262829
Position 2806: 0.8377929751193015
Position 228: 0.7786154716601049
Position 1390: 0.7701176831716272
Position 2252: 0.7150355066198355
Position 848: 0.6076499678905002
Position 3191: 0.31956241016788955
Position 1134: 0.2886861937925532
Position 3162: 0.2675081674776689
Position 1431: 0.19769424500922522
Position 540: 0.18854595578166716
Position 1146: 0.16863386176293355
Position 1138: 0.15286561725609157
Position 1167: 0.1396448314246734
Position 1111: 0.11396745444173807
Position 2328: 0.10043580844617883
Position 1142: 0.09904030301062319
Position 864: 0.09561258643399217
Position 3186: 0.09546530882130291
Position 2267: 0.07129206944737103
Position 2413: 0.061674339923139726
Position 2409: 0.04109360140090416
Position 1739: 0.034202670332952816
Position 341: 0.030013494722096776
Position 666: 0.02770157363111179
Position 2226: 0.02722194984081835
Position 565: 0.023277664067374294
Position 355: 0.01792627905369845
Position 846: 0.017387427461412603
Position 2316: 0.01437297339888841
Position 2834: 0.013246585998080453
Position 801: 0.012395822453278272
Position 1488: 0.010811209362213135
Position 1843: 0.006547336729904025
Position 175: 0.0062350635738598675
Position 996: 0.004940439070769188
Position 406: 0.00483658446875381
Position 1157: 0.004799788533334882
Position 824: 0.003842063549927415
Position 81: 0.0037804457132739415
Position 2906: 0.0036963063682096393
Position 5: 0.0036839935842848228
Position 535: 0.003493139178656212
Position 2745: 0.003435310548396848
Position 2372: 0.0031658897991651983
Position 1150: 0.002673347805885125
Position 191: 0.0019790745313058196
Position 26: 0.0018193118201038224
Position 1033: 0.001796413519101226
Position 546: 0.0016922684628107958
Position 556: 0.0016012650846207014
Position 795: 0.001582085163878645
Position 859: 0.0014446937448462736
Position 467: 0.001406598543341853
Position 2900: 0.0013367031378282697
Position 3329: 0.0011101654350118948
Position 3085: 0.0010853522556108083
Position 2934: 0.001078660858561147
Position 878: 0.001056862241112167
Position 10: 0.0008409145019348948
Position 686: 0.0007938916083750085
Position 1951: 0.0007876930193900115
Position 1440: 0.0007804804765207747
Position 1989: 0.0007434029126723218
Position 2753: 0.0007295252249562113
Position 2795: 0.0006625797092622014
Position 2256: 0.0006182658446968657
Position 362: 0.0004943554063662826
Position 485: 0.00045327149699017015
Position 2040: 0.0003313221326314724
Position 1996: 0.00032011770863700907
Position 803: 0.00031216646880832246
Position 3077: 0.00030939735022001954
Position 1659: 0.00028261606978359114
Position 1037: 0.00027171256478438887
Position 756: 0.0002643347296215333
Position 634: 0.00025390160629798996
Position 304: 0.00022718614232807298
Position 298: 0.00022440558749176832
Position 2849: 0.0002108682483957806
Position 3083: 0.0001959019203888679
Position 2288: 0.00018026533082849926
Position 2785: 0.00017100308342075273
Position 1154: 0.00015129281937049634
