Gene = Tfpt
index = 1076
Annotated 5SS: [ 333 1057 5286 8822 9108]
Annotated 3SS: [ 797 5214 8751 8900 9409]
SMsplice 5SS: [ 113 1057 5286 8822]
SMsplice 3SS: [ 797 5214 8751 9409]
top_k =  1000
Partition function (log Z): -2.6156146225394536

Sorted 5' Splice Sites (High to Low Probability):
Position 5286: 0.9801844719297367
Position 8822: 0.7541502177475115
Position 1057: 0.568897671750116
Position 5949: 0.4520435797429133
Position 113: 0.3950293927663222
Position 9108: 0.3161426916791636
Position 1061: 0.30775277161852865
Position 333: 0.21008876831503726
Position 9339: 0.20160809863468054
Position 201: 0.14810905155350063
Position 1813: 0.13244417749158788
Position 1758: 0.10213354576354541
Position 3187: 0.09728569336889929
Position 5483: 0.0917460888454821
Position 184: 0.0898011583902678
Position 5758: 0.07288117812373156
Position 9138: 0.06311150980776827
Position 253: 0.04161163252375926
Position 9217: 0.03737712682753191
Position 132: 0.03574966735667383
Position 8844: 0.03381191044889561
Position 1649: 0.03252921248211409
Position 6029: 0.030224221195640402
Position 5490: 0.02786620574148169
Position 7863: 0.024301385266925744
Position 7966: 0.02040153713198127
Position 7198: 0.01886163966139869
Position 890: 0.018258175134984844
Position 1638: 0.018201715597905083
Position 647: 0.017940480811733352
Position 9069: 0.01718657293047337
Position 1919: 0.014872199295151546
Position 2988: 0.014617301527813363
Position 6162: 0.014203742190151289
Position 3812: 0.013836606677444208
Position 3680: 0.013558799663896712
Position 3485: 0.01223927059888794
Position 6262: 0.01221108339695171
Position 1827: 0.012103909309977574
Position 3958: 0.009227850722938101
Position 1817: 0.006488269002631176
Position 2815: 0.0064656255576735246
Position 9172: 0.0061141495340307234
Position 5994: 0.005338526409780412
Position 5649: 0.004200520289877641
Position 4532: 0.004122339275940995
Position 33: 0.004048930123862244
Position 5762: 0.003914430235198335
Position 1929: 0.0035242638600897136
Position 475: 0.0034985790774891517
Position 2133: 0.0030651531649153415
Position 104: 0.0030645317882202505
Position 413: 0.002824606288630703
Position 4343: 0.0026246014946997402
Position 3742: 0.002407603817901159
Position 5423: 0.0023954019221176055
Position 121: 0.002148360017956951
Position 4413: 0.0021204034316658514
Position 3710: 0.0020775754281459513
Position 3545: 0.002044693386048943
Position 5624: 0.0018413598238604684
Position 179: 0.0017439746162956923
Position 291: 0.0016572132370866453
Position 1031: 0.0015612772656950471
Position 3772: 0.0015161832473765324
