Gene = Rabif
index = 883
Annotated 5SS: [162]
Annotated 3SS: [11427]
SMsplice 5SS: [ 162 6574 8527]
SMsplice 3SS: [ 6518  8425 11427]
top_k =  1000
Partition function (log Z): -8.016710276180973

Sorted 5' Splice Sites (High to Low Probability):
Position 162: 0.9738738303373701
Position 6574: 0.8404325394109885
Position 8527: 0.7992600085881946
Position 4363: 0.40527579474857583
Position 1113: 0.16498247724308585
Position 6161: 0.11979567903895975
Position 751: 0.10603655839174005
Position 4561: 0.07839814050479624
Position 1411: 0.04992443951004429
Position 4780: 0.04736563460132998
Position 12199: 0.038879301997100026
Position 2969: 0.038781220945368136
Position 11578: 0.03713908517416148
Position 1585: 0.03311886816082968
Position 3510: 0.03152771518946405
Position 11512: 0.030405254547183957
Position 788: 0.027181457650953377
Position 7576: 0.02640828884978052
Position 8583: 0.021456994399202452
Position 11591: 0.021426292820842227
Position 3251: 0.019936610003695857
Position 890: 0.01674796438039391
Position 9835: 0.01565240869754616
Position 96: 0.015346995563345922
Position 3023: 0.014735603805806163
Position 1129: 0.012156445229959307
Position 9120: 0.011357257457131932
Position 3199: 0.009362577776184246
Position 6789: 0.009347221744389789
Position 8590: 0.008953231593296015
Position 5301: 0.008385929951485072
Position 11486: 0.007386284327148623
Position 123: 0.0063446021103414
Position 512: 0.0054132290413385015
Position 6787: 0.005377251052498479
Position 9131: 0.005088339732366604
Position 9346: 0.004578439038054968
Position 2219: 0.0043336715896650675
Position 772: 0.004190475388343649
Position 2424: 0.0041675817357710735
Position 3524: 0.003881811358467135
Position 2676: 0.0034361323904780307
Position 8529: 0.002585023433198586
Position 6625: 0.0025656985700357295
Position 5543: 0.0021663283401828445
Position 11539: 0.0019505654102738093
Position 9310: 0.0018114403319028757
Position 9839: 0.001680127233658852
Position 2509: 0.0015691777543185858
Position 6795: 0.0015503026091762127
Position 6793: 0.0015208280717499282
Position 109: 0.0013899662314602044
Position 8549: 0.0013493259443542285
Position 6791: 0.0012781152116409491
Position 9359: 0.001183677862387334
Position 6748: 0.0010673270807188054
Position 290: 0.000930465518108085
Position 6797: 0.000927428967583512
Position 3947: 0.0008684679551541945
Position 9045: 0.0004604381702813681
Position 514: 0.0004548289210601179
Position 673: 0.00039544619971420224
Position 683: 0.00035167852389748026
Position 7355: 0.0003161694083507162
Position 6799: 0.00030417798640971686
Position 395: 0.0003021780463013727
Position 6801: 0.0002775712079940343
Position 6803: 0.00023971665015579845
Position 2950: 0.00023798363154863353
Position 313: 0.0002372856503119838
Position 68: 0.00022435787791402637
Position 928: 0.00020020323891811154
Position 3284: 0.00018962298811649018
Position 240: 0.0001880016566016725
Position 930: 0.00018073161555320387
Position 536: 0.00014779830965415934
Position 334: 0.00014543031263248527
Position 534: 0.00013067099995489807
Position 501: 0.00011287606207872911
Position 802: 0.000104461121172508
Position 800: 0.00010438555134039623
Position 8976: 9.158927708161631e-05
Position 1124: 9.155104014420226e-05
Position 804: 8.380679863087771e-05
Position 8618: 7.76014769642767e-05
Position 436: 7.576018123030735e-05
Position 287: 6.739588240497739e-05
Position 648: 5.111418878342191e-05
Position 806: 5.052577622251416e-05
Position 1559: 4.992755317973426e-05
Position 798: 4.883352976819486e-05
Position 1748: 4.827645190026484e-05
Position 2397: 3.8771635132488024e-05
Position 345: 3.484072739755166e-05
Position 8966: 3.352638571572407e-05
Position 936: 3.165017565551609e-05
Position 934: 3.094534142698499e-05
Position 2450: 3.0257819103650916e-05
Position 932: 2.7422982799130245e-05
Position 353: 2.6278063244288e-05
Position 808: 2.6184423863807038e-05
Position 170: 2.570016211034885e-05
Position 101: 2.3969828770786462e-05
Position 112: 2.36656162974549e-05
Position 938: 2.3582677450068657e-05
Position 1727: 2.3124537499433997e-05
Position 810: 2.1666483050398095e-05
Position 812: 1.8546949118360966e-05
Position 20: 1.8211765156629712e-05
Position 700: 1.616238266042539e-05
Position 1372: 1.6109136959446057e-05
Position 2846: 1.6100676486595286e-05
Position 831: 1.5719287200647023e-05
Position 915: 1.566635302785537e-05
Position 380: 1.5316971576441696e-05
Position 940: 1.4405808106373156e-05
Position 814: 1.3999389465066972e-05
Position 2205: 1.3887523231863721e-05
Position 474: 1.1823251056694827e-05
Position 2544: 1.1283692369606716e-05
Position 1079: 1.1018599605590436e-05
Position 600: 1.02441480550803e-05
Position 816: 9.27938675096382e-06
Position 942: 8.636130283842002e-06
Position 222: 8.508748512980056e-06
Position 1280: 8.40051811759358e-06
Position 66: 7.497101665501736e-06
Position 653: 7.4920695414981496e-06
Position 944: 5.430044029532964e-06
Position 818: 5.3774732275086206e-06
Position 1284: 4.971054752886422e-06
Position 820: 4.560372619845402e-06
Position 189: 3.775558530892006e-06
Position 1440: 3.443678461090675e-06
Position 946: 3.38405006362507e-06
Position 1834: 3.365122044024834e-06
Position 365: 3.126257753389206e-06
Position 1382: 2.802820061523766e-06
Position 1926: 2.286082453578387e-06
Position 1915: 2.0270764027640603e-06
Position 840: 1.9781409243987026e-06
Position 403: 1.8740669586309218e-06
Position 332: 1.7932192976208034e-06
Position 610: 1.388451627742528e-06
Position 5560: 1.2914395671672275e-06
Position 2190: 1.0997188885338069e-06
Position 197: 5.921862890148788e-07
Position 1886: 4.7205449654946455e-07
Position 7: 4.007935026524551e-07
Position 397: 2.8493722239007746e-07
Position 269: 2.780342377394888e-07
Position 232: 2.7735777444803545e-07
Position 8718: 7.47638016668362e-08
Position 22: 2.5312780095975767e-08
Position 10: 1.1123353096876249e-09
Position 1195: 1.3112107565131887e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8425: 0.8665193062417159
Position 6518: 0.6495651474137587
Position 11427: 0.6006743740764685
Position 4265: 0.3935738690842793
Position 1009: 0.1764514141354628
Position 6472: 0.1311360360321445
Position 630: 0.12988799381771873
Position 6059: 0.11057193416583312
Position 8851: 0.08108188089451772
Position 12440: 0.076771442362272
Position 6448: 0.06469362361942982
Position 12615: 0.041565592089669506
Position 12094: 0.041398516259600324
Position 1307: 0.03856023726047612
Position 4560: 0.034086354494221795
Position 11985: 0.03170976407973012
Position 3123: 0.03129604344114961
Position 2845: 0.03002417931344411
Position 6663: 0.02817026444562407
Position 3406: 0.02786211950358166
Position 1440: 0.026966135808536813
Position 8440: 0.021251458609856996
Position 4408: 0.019320941490945442
Position 4514: 0.01884635871468526
Position 7463: 0.018616253685376158
Position 13073: 0.017295911345262902
Position 9289: 0.01541299224823695
Position 13569: 0.015343007539068901
Position 11499: 0.01465389577852706
Position 11326: 0.013923937743505421
Position 4460: 0.013000762656523657
Position 511: 0.01283751860120237
Position 11587: 0.01219370635420976
Position 9760: 0.012121040767203212
Position 11818: 0.011719395904648443
Position 2891: 0.009749538133818604
Position 6125: 0.009250787392303221
Position 10714: 0.009135620838768302
Position 12468: 0.008930509663501751
Position 13951: 0.008520685472287582
Position 12761: 0.008149825611057569
Position 4681: 0.00809788178341331
Position 4198: 0.007939865141146802
Position 13596: 0.007532611881460539
Position 9655: 0.0074904773779679
Position 12732: 0.0074568711725212095
Position 4272: 0.007452433209366191
Position 600: 0.007416674084687021
Position 7469: 0.0073079760570653775
Position 2940: 0.007113283974288564
Position 1263: 0.006928371163754391
Position 5194: 0.0067722604374086965
Position 4424: 0.006693572529445354
Position 4443: 0.006596788878032004
Position 2109: 0.005643462352122679
Position 2315: 0.0052357673773918145
Position 13328: 0.005072196587798209
Position 11447: 0.004979005069621634
Position 13789: 0.004722996476359623
Position 378: 0.0047173617335629974
Position 13157: 0.004467475642126859
Position 8910: 0.004396245691812872
Position 3491: 0.004188822805133117
Position 13874: 0.004081643108612151
Position 13366: 0.004081312780125769
Position 13765: 0.004070280855262828
Position 11893: 0.003905574617017646
Position 1444: 0.00374818876043239
Position 4429: 0.0036211876653355207
Position 4136: 0.00345207158473627
Position 2495: 0.0033382636540313475
Position 9221: 0.0032624536260425566
Position 4488: 0.003227095234031186
Position 11454: 0.003186160517607608
Position 13931: 0.003116179720701756
Position 582: 0.002928719760266666
Position 4625: 0.002674795298138525
Position 4491: 0.0026145462126878015
Position 12131: 0.00260674706927609
Position 2621: 0.0026051160355274093
Position 2849: 0.0024188825666165412
Position 10678: 0.002414697735710292
Position 5396: 0.0021951663210231865
Position 10221: 0.0017994204612675718
Position 5052: 0.0017511571047348316
Position 3410: 0.0016964313516976042
Position 10975: 0.0016011114045538823
Position 5649: 0.001574060839321051
Position 10520: 0.0012889751087531561
Position 1217: 0.001228975721066723
Position 1024: 0.0012091559310881824
Position 2618: 0.0011994856917050768
Position 11866: 0.0011751712721516554
Position 1053: 0.0011521331467083038
Position 11451: 0.0011379419461067055
Position 239: 0.0010860245885910744
Position 641: 0.0010122750635414039
Position 7241: 0.0009414676056626889
Position 9999: 0.0009399810653528853
Position 635: 0.0009376653285703732
Position 1291: 0.0009336764874034768
Position 428: 0.0009027120517689452
Position 632: 0.0008989356808653208
Position 12277: 0.000856290662552565
Position 9259: 0.0005894273348610931
Position 1410: 0.0005525851582318922
Position 8474: 0.0005391977296598793
Position 7633: 0.0005099448172520555
Position 9255: 0.0005086311523173568
