Gene = Yod1
index = 1196
Annotated 5SS: [485]
Annotated 3SS: [1388]
SMsplice 5SS: [485 777]
SMsplice 3SS: [ 718 1388]
top_k =  1000
Partition function (log Z): -7.389130595052461

Sorted 5' Splice Sites (High to Low Probability):
Position 485: 0.975231583301161
Position 777: 0.7573804668253564
Position 286: 0.11792005323299984
Position 1083: 0.04002339519937657
Position 4540: 0.030837428656387954
Position 203: 0.01931572067692959
Position 121: 0.017416053195878297
Position 3336: 0.016085276995694186
Position 6051: 0.014931156367325662
Position 1455: 0.011148573452668687
Position 6451: 0.009973174866126025
Position 1279: 0.009600230031387273
Position 812: 0.009576095273699781
Position 1620: 0.00797410112941996
Position 190: 0.00751002766251327
Position 548: 0.007414216327797718
Position 3120: 0.007046644964979195
Position 1536: 0.006229558925050708
Position 784: 0.005618334280386236
Position 2824: 0.003912131919886221
Position 615: 0.002646301931635507
Position 99: 0.002006327801894818
Position 1638: 0.001615287322786222
Position 217: 0.001605327862173501
Position 159: 0.0014163719771220235
Position 1863: 0.0013710899837763837
Position 123: 0.0010867086186778137
Position 1115: 0.0009497650014060165
Position 1464: 0.0007909226722982887
Position 803: 0.000663540078926785
Position 1469: 0.0006401448963112046
Position 279: 0.0005871217372616654
Position 2422: 0.0005312187990158459
Position 1441: 0.0004339681447578951
Position 1674: 0.00040825420758174935
Position 1127: 0.0003893877336126515
Position 1389: 0.00037192756619061705
Position 816: 0.0003614705817724303
Position 3258: 0.0003139109096656593
Position 1264: 0.00029556046095143094
Position 691: 0.00027896210836353966
Position 5831: 0.000267385437826137
Position 2087: 0.0002653676189093071
Position 225: 0.00024947566651506035
Position 3657: 0.00021406987448392806
Position 1540: 0.00020191964548832813
Position 1016: 0.00016100927901756566
Position 480: 0.00015373403932208513
Position 750: 0.00014075081715581798
Position 1241: 0.00013067900812218695
Position 429: 9.445523229232944e-05
Position 622: 7.929157817521597e-05
Position 1098: 7.600906181917385e-05
Position 1131: 7.015607157643224e-05
Position 398: 6.893669823942839e-05
Position 633: 6.769695214300911e-05
Position 1162: 5.550235198811903e-05
Position 3574: 5.324588528974361e-05
Position 837: 5.10996699928698e-05
Position 305: 4.98574945323359e-05
Position 1562: 4.7795265971371526e-05
Position 1547: 4.5401140824824486e-05
Position 1154: 4.486417732839489e-05
Position 512: 4.22237940864974e-05
Position 1075: 4.1369603513420496e-05
Position 326: 3.785607284995104e-05
Position 1001: 3.705846644737343e-05
Position 76: 3.700922859116146e-05
Position 814: 3.1032672630626074e-05
Position 539: 3.0053057022372614e-05
Position 1699: 2.835950905151126e-05
Position 412: 1.9539989452570716e-05
Position 1187: 1.7740629873626807e-05
Position 524: 1.3059243256807382e-05
Position 566: 1.1479412768769395e-05
Position 558: 6.334819303121045e-06
Position 2850: 2.8034353034271646e-06
Position 655: 2.0792937795448943e-06
Position 835: 1.5584778537215416e-06
Position 1633: 1.146832294315898e-06
Position 1613: 1.0340613425028673e-06
Position 1487: 9.162675853934101e-07
Position 617: 4.7493071193108325e-07
Position 1192: 3.5390140104010014e-07
Position 698: 2.830237289848701e-07
Position 1578: 1.8880831545823988e-07
Position 1538: 1.8713680932077258e-07
Position 1255: 1.4167874733652618e-07
Position 1735: 1.4071305069337703e-07
Position 1505: 1.3720378230032267e-07
Position 1269: 1.0513015120060969e-07
Position 734: 8.341838755441002e-08
Position 1729: 7.470101789895874e-08
Position 663: 7.096146460506758e-08
Position 1022: 5.7903814489648234e-08
Position 952: 1.5828128961228162e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 718: 0.7142213370286788
Position 1388: 0.6483466091612146
Position 1362: 0.09834255445366517
Position 4438: 0.06426338609483497
Position 360: 0.0587820409416211
Position 398: 0.05655664447681647
Position 690: 0.04983539853680192
Position 6300: 0.0438559415264393
Position 324: 0.03923842311493851
Position 1000: 0.03100029866106128
Position 970: 0.02835313437990287
Position 5915: 0.023238972111434584
Position 641: 0.019829140583841897
Position 6304: 0.017853109939335803
Position 4908: 0.01548503761230228
Position 6627: 0.013229876585113997
Position 7009: 0.011765913160083491
Position 3065: 0.011488339196370287
Position 5515: 0.010210113778986554
Position 4890: 0.009544495116424542
Position 6853: 0.008691641754385497
Position 1057: 0.008469744887505057
Position 6333: 0.0067911014005331925
Position 3227: 0.006190404046382855
Position 3156: 0.005620903858663438
Position 1805: 0.00560057548171468
Position 2707: 0.004811374372272812
Position 1536: 0.004561000741452668
Position 4121: 0.004202185933207312
Position 2978: 0.004191315393358011
Position 2961: 0.0038444953278853403
Position 4655: 0.0036300063821735
Position 5263: 0.003439528771997325
Position 679: 0.0033376227622889747
Position 4539: 0.00315089364448787
Position 335: 0.0030531114198600073
Position 6217: 0.002849415063648611
Position 3531: 0.0025131844390620856
Position 5278: 0.002459090781467787
Position 3190: 0.0023770739405534237
Position 2823: 0.0023510870494948127
Position 3023: 0.0019200284442200172
Position 2677: 0.001879095790432481
Position 5882: 0.0016745979265602397
Position 5648: 0.0016683489906623398
Position 6940: 0.0016573583186638057
Position 5116: 0.0016419081641284748
Position 5058: 0.0014619064559100827
Position 723: 0.0014481969350741192
Position 1006: 0.0014193583765635084
Position 1497: 0.0014038788934417415
Position 6819: 0.0013272777110979567
Position 1799: 0.0012382805529957018
