Gene = Zranb1
index = 1207
Annotated 5SS: [  404 19294 35553 40198 41620 42482 50260 51359 51771]
Annotated 3SS: [18442 35364 40043 41547 42282 50138 51228 51540 52590]
SMsplice 5SS: [  404 17035 29593 35553 40198 41620 46501 50260 51771]
SMsplice 3SS: [16901 29468 35364 40043 41547 46396 50138 51540 53754]
top_k =  1000
Partition function (log Z): -36.22416655899763

Sorted 5' Splice Sites (High to Low Probability):
Position 404: 0.6475640667522768
Position 12654: 0.22274917656815213
Position 911: 0.20162947819480675
Position 18: 0.19899303967108992
Position 13049: 0.13598313226352976
Position 17035: 0.13480566257072146
Position 4874: 0.10225877312651584
Position 12984: 0.0903819979028849
Position 3064: 0.07348480358778359
Position 17020: 0.054777176869653235
Position 2432: 0.04637344205357812
Position 1486: 0.040642482141214575
Position 17067: 0.028206955854359093
Position 712: 0.006797397772845464
Position 3174: 0.0040977375755635315
Position 1331: 0.0033474409761906384
Position 1445: 0.002620536513180449
Position 716: 0.0022027500166141986
Position 2017: 0.0019279013397129332
Position 706: 0.0017360438677309579
Position 3616: 0.0017205494572318592
Position 3626: 0.0012883069323518313
Position 2061: 0.0010234324794983999
Position 3599: 0.0009995058658661786
Position 5848: 0.0008719193255559689
Position 6051: 0.0008560803353161189
Position 938: 0.0007363088081237596
Position 1354: 0.0007047941551351434
Position 1909: 0.0006646972153209558
Position 3525: 0.00041072222529230416
Position 1597: 0.000364162288513332
Position 3476: 0.0002466325804853331
Position 3085: 0.00019394817151576233
Position 2319: 0.00019265222321033867
Position 30: 0.00012743463833824828
Position 369: 0.00010488195900039194
Position 1836: 0.00010172896133339448
Position 2851: 9.889980647849765e-05
Position 1896: 8.501403384446782e-05
Position 4844: 8.31835183601577e-05
Position 1763: 7.004399086455496e-05
Position 5032: 6.175390247696358e-05
Position 739: 6.117576675826464e-05
Position 227: 5.972450793285628e-05
Position 44: 4.9342465977904574e-05
Position 267: 4.931315105372756e-05
Position 1460: 3.9166135625370056e-05
Position 714: 3.337082368773446e-05
Position 720: 3.233905391339188e-05
Position 2898: 2.89857726216387e-05
Position 63: 2.257760918178173e-05
Position 47: 2.0240196270054065e-05
Position 539: 1.990156002295504e-05
Position 472: 1.7433484721414852e-05
Position 80: 1.5070887130538097e-05
Position 1116: 1.3165367354842758e-05
Position 3334: 1.2950085759380472e-05
Position 772: 1.1467057483367557e-05
Position 450: 1.1458561396852e-05
Position 776: 9.773178507861515e-06
Position 762: 8.46110959023508e-06
Position 647: 7.577866013094494e-06
Position 418: 7.230698677249237e-06
Position 1497: 5.945213631246018e-06
Position 863: 5.065665016096157e-06
Position 102: 5.051055993116211e-06
Position 1947: 5.0232834994324495e-06
Position 556: 4.558273758061615e-06
Position 942: 4.0891987928641934e-06
Position 1859: 3.84527751633532e-06
Position 1157: 3.6749405106627173e-06
Position 121: 2.6934900458149735e-06
Position 334: 2.5598044367183877e-06
Position 510: 2.3343686007290905e-06
Position 326: 2.283440370641441e-06
Position 542: 2.231444501240575e-06
Position 1145: 1.8594550741610604e-06
Position 1869: 1.5513571860529455e-06
Position 1203: 1.54379242201926e-06
Position 313: 1.3302908097270683e-06
Position 1197: 1.3200857709852337e-06
Position 782: 1.3042030931284496e-06
Position 143: 1.288311039677928e-06
Position 1420: 1.2518275608759761e-06
Position 983: 1.1679775297970061e-06
Position 35: 1.072987510270852e-06
Position 869: 6.283029590648075e-07
Position 925: 5.89004267026859e-07
Position 3046: 5.225596350532101e-07
Position 1234: 4.871821682642323e-07
Position 1006: 4.434897550313823e-07
Position 2540: 4.0917258669861934e-07
Position 880: 3.9136293214373104e-07
Position 1056: 3.8295064059626653e-07
Position 1557: 3.7982630661894717e-07
Position 1862: 3.739463933600884e-07
Position 1192: 3.699201067564419e-07
Position 1044: 2.839683238083972e-07
Position 605: 2.575815193890522e-07
Position 620: 1.2056952528970552e-07
Position 634: 8.161883345715488e-08
Position 961: 5.5583852761781856e-08
Position 1088: 4.892036653457904e-08
Position 802: 1.0294205475132162e-08
Position 832: 7.120703845345882e-09
Position 1216: 5.00669391898415e-09
Position 2089: 5.3871295773097613e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16901: 0.8245778175473182
Position 12787: 0.23938248505341628
Position 12550: 0.22387954903343255
Position 18170: 0.11453704429615699
Position 4746: 0.10590508468790565
Position 17099: 0.10325275099857667
Position 16485: 0.047139194691111205
Position 2947: 0.04636751379618057
Position 2237: 0.03554023282332358
Position 1288: 0.033658320853832115
Position 7407: 0.03350568862783006
Position 853: 0.0318897927203658
Position 2979: 0.027161089175136138
Position 634: 0.014271238588004933
Position 2272: 0.011298066968937088
Position 3385: 0.009775621373911724
Position 1298: 0.008588258079581936
Position 6631: 0.008113616566451211
Position 575: 0.007975597352232335
Position 13803: 0.007111768359680578
Position 5812: 0.006630787255493178
Position 1208: 0.005662674894439011
Position 10694: 0.0054134338066357274
Position 3428: 0.004725603581170777
Position 9669: 0.00420785403810354
Position 7372: 0.0030337421935267626
Position 772: 0.002848873777434984
Position 3013: 0.0026085649492321628
Position 2387: 0.0024518724539499483
Position 4620: 0.0022774004696129745
Position 8437: 0.0022641571964038066
Position 8141: 0.002215559187554913
Position 7767: 0.0021274925405971694
Position 742: 0.001835489301777975
Position 1835: 0.0017647111764744
Position 5691: 0.0016016465018220572
Position 2700: 0.0014384397612104546
Position 2346: 0.0012628657018238512
Position 739: 0.0012383261106412545
Position 7676: 0.0012066921942366414
Position 2891: 0.0012011589478812096
Position 11804: 0.0010719195517427198
Position 1406: 0.00103065316434224
Position 1736: 0.0010074468052200857
Position 3061: 0.0009718117371365975
Position 6882: 0.0009714043315425628
Position 11928: 0.000888214563091141
Position 1888: 0.000705794697192433
Position 5835: 0.0007011479415253667
Position 4275: 0.0006828697288846567
Position 8456: 0.0006056073410427946
Position 9492: 0.0005899377246531421
Position 861: 0.0005762003234646097
Position 6420: 0.0005498444087174845
Position 5047: 0.0005296882073207588
Position 10587: 0.0005138691293401579
Position 1371: 0.00047570035884452074
Position 8941: 0.00044125721960897556
Position 174: 0.00043662386936095185
Position 2430: 0.0003321764401770225
Position 5530: 0.0003303891944597602
Position 599: 0.00029897622368850365
Position 5514: 0.00027673112932365736
Position 8156: 0.0002757239304244789
Position 2787: 0.00027426018284616916
Position 7861: 0.0002565177383754392
Position 651: 0.00024830803299917315
Position 9383: 0.0002407933169854125
