Gene = Htatip2
index = 549
Annotated 5SS: [  183   665  3039 11819 13509]
Annotated 3SS: [  412  2930 11680 13446 14171]
SMsplice 5SS: [  183   665  3039  7501 11819 13509 14311]
SMsplice 3SS: [  468  2930  7394 11680 13446 14171 14505]
top_k =  1000
Partition function (log Z): 4.742714496567096

Sorted 5' Splice Sites (High to Low Probability):
Position 3039: 0.9879298424070571
Position 11819: 0.8359045347162279
Position 183: 0.7784125573365994
Position 13509: 0.7649733149427191
Position 14311: 0.7509724500677762
Position 7501: 0.732942178839964
Position 665: 0.5048284190556515
Position 5715: 0.42589647914414835
Position 9296: 0.37817015585032004
Position 14058: 0.33511042800613616
Position 7229: 0.3325123927599717
Position 1633: 0.29399724762310564
Position 9918: 0.28661430910789776
Position 6941: 0.2244153576929043
Position 5092: 0.21132299101040392
Position 9893: 0.18347933857950052
Position 11968: 0.16340423093655398
Position 2575: 0.146003848896624
Position 566: 0.1394747852429679
Position 13584: 0.13368604765425018
Position 8942: 0.13293189199125577
Position 2787: 0.12020407264152289
Position 5349: 0.11952750934023434
Position 3360: 0.11320017977890452
Position 11823: 0.09506448954181446
Position 193: 0.08885023518002069
Position 370: 0.08234457339185243
Position 608: 0.07612616425487373
Position 6202: 0.06488722659450522
Position 2580: 0.06437096234206252
Position 669: 0.058555098970474
Position 10353: 0.05787333806122115
Position 13530: 0.05082188047828537
Position 8659: 0.045298425158861094
Position 1393: 0.044356975756279185
Position 8937: 0.04270189588108776
Position 11813: 0.04157664830305968
Position 17: 0.035066904011948695
Position 1106: 0.03489022567525483
Position 5111: 0.03443464787056024
Position 4135: 0.029236763712336074
Position 1964: 0.025940416348898536
Position 1592: 0.024395006439380675
Position 9027: 0.023294545661188066
Position 2698: 0.02299741310241969
Position 8665: 0.022766206283525544
Position 6670: 0.02111748622149773
Position 7484: 0.020970383846429665
Position 11207: 0.017970500082432606
Position 7321: 0.01674187246649755
Position 14262: 0.016552893877285074
Position 9958: 0.015399712839338692
Position 7522: 0.01516267835754831
Position 306: 0.014325876265127572
Position 12840: 0.012639514887103274
Position 2460: 0.011144340575775919
Position 2716: 0.009960391099605096
Position 6934: 0.009764697461117862
Position 7802: 0.00954728722399164
Position 6152: 0.009124699953326428
Position 7530: 0.007972643859633026
Position 13863: 0.007781309103843956
Position 4825: 0.0074828957368659275
Position 4612: 0.006509605030256045
Position 7464: 0.005676742332316154
Position 7737: 0.00553395403429865
Position 301: 0.005455633024351903
Position 1938: 0.005191869935839082
Position 621: 0.005117650868425122
Position 6428: 0.00506394152653129
Position 1866: 0.005014702906006829
Position 662: 0.004838051371408671
Position 1551: 0.004765940592408973
Position 10927: 0.0046147620304073525
Position 5808: 0.00450762134246937
Position 6917: 0.004446042386014505
Position 2106: 0.004266942697178493
Position 12646: 0.003961773111516108
Position 5662: 0.0038578879587040644
Position 5255: 0.003641587247980203
Position 165: 0.0035219370105369165
Position 2555: 0.003269203167862298
Position 747: 0.0032074117628678508
Position 2986: 0.00307125541432153
Position 12281: 0.002861492455143693
Position 6825: 0.0028272315282951302
Position 12167: 0.0026047069560212787
Position 12496: 0.0025043762279065873
