Gene = Pgap2
index = 813
Annotated 5SS: [  230 13129 16084 25985 26181 26869]
Annotated 3SS: [13016 15908 25731 26085 26759 27038]
SMsplice 5SS: [  230 12369 13129 26181 26869]
SMsplice 3SS: [12219 13016 26085 26759 27038]
top_k =  1000
Partition function (log Z): -9.100843404076178

Sorted 5' Splice Sites (High to Low Probability):
Position 230: 0.9479983987710321
Position 13129: 0.845101582228796
Position 26869: 0.6607666689368783
Position 12440: 0.6087826572740953
Position 19827: 0.5974805134594079
Position 26181: 0.5654561161721849
Position 16084: 0.5169498447871562
Position 15499: 0.4669692604462854
Position 26193: 0.4318668582937687
Position 2081: 0.41445120143227054
Position 12369: 0.3017889213093518
Position 10770: 0.24170720394346135
Position 24069: 0.20222223043956777
Position 1905: 0.20075783832964467
Position 20970: 0.16866354030040076
Position 21064: 0.13501497051654526
Position 12936: 0.12886178980910531
Position 27260: 0.10560013920041357
Position 102: 0.04278751064594238
Position 7990: 0.04109423223085732
Position 1594: 0.038842042469138194
Position 27865: 0.03366484520614504
Position 834: 0.032286890029522536
Position 14123: 0.03218744622529188
Position 27955: 0.031778289597243145
Position 12453: 0.03072201369421051
Position 8189: 0.02325548795050446
Position 567: 0.02287263832417224
Position 12789: 0.020293757758970316
Position 2077: 0.01446248421432622
Position 12761: 0.013767819379179109
Position 586: 0.009330353165303394
Position 26857: 0.007843876973911744
Position 27109: 0.00745632251627194
Position 12344: 0.0056492904255652536
Position 26965: 0.005021999869716126
Position 9514: 0.004829386439822908
Position 1808: 0.003698090905957204
Position 13806: 0.0034463560658062435
Position 18617: 0.0029693161113270154
Position 1815: 0.0029175131358556957
Position 1837: 0.0026540487743032205
Position 27853: 0.0023947672320293757
Position 8477: 0.002187486020557275
Position 1064: 0.0017367598644229903
Position 118: 0.0014026265197415635
Position 15365: 0.0010691517856800308
Position 26427: 0.0010457024184568518
Position 1038: 0.0006141706907269753
Position 26666: 0.0005880147978321353
Position 991: 0.0005778608966770704
Position 52: 0.0005718248076376183
Position 1295: 0.0005622390811369012
Position 779: 0.00029500802321179303
Position 627: 0.0002800803201811952
Position 1563: 0.00025538408676610547
Position 213: 0.00019363743551882514
Position 608: 0.00019013204708036546
Position 1733: 0.00011554492018538781
Position 1207: 0.00011402807882766662
Position 591: 0.00011390685364857218
Position 236: 0.00010323135107291534
Position 1344: 0.00010300185475944555
Position 1335: 0.00010204839434117414
Position 1021: 8.007162313740143e-05
Position 1107: 6.102072744163506e-05
Position 856: 6.054205014975245e-05
Position 1557: 5.882226400656999e-05
Position 1051: 5.4339766670473955e-05
Position 580: 5.416000873959655e-05
Position 1721: 4.7853726295047654e-05
Position 1300: 4.421771176020407e-05
Position 1884: 2.236028197292007e-05
Position 24: 9.636896424133403e-06
Position 405: 9.623893774559411e-06
Position 143: 8.106329016204125e-06
Position 145: 7.457770373422828e-06
Position 1419: 5.21931291035385e-06
Position 135: 4.609690430075263e-06
Position 258: 3.0723520108875412e-06
Position 1962: 2.9095643069881274e-06
Position 536: 1.481845208327523e-06
Position 645: 8.035704082413316e-07
Position 106: 7.365992237998039e-07
Position 75: 7.229811602334838e-07
Position 29: 6.645595326320827e-07
Position 1860: 6.220670256871079e-07
Position 1318: 5.784395762947913e-07
Position 746: 5.606773186521642e-07
Position 529: 5.600634631425009e-07
Position 376: 5.388907651161994e-07
Position 619: 5.207432283972483e-07
Position 600: 4.714097781272648e-07
Position 738: 3.905708153125045e-07
Position 351: 3.810764852242349e-07
Position 1287: 2.981055098093546e-07
Position 1232: 2.6416789156200693e-07
Position 802: 1.3624059974355957e-07
Position 1164: 1.2788431634351886e-07
Position 1598: 8.67761741459987e-08
Position 1143: 7.15876756354855e-08
Position 800: 1.4228789194024163e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 26085: 0.9988134916335467
Position 13016: 0.8369356183837705
Position 27038: 0.5230436192048007
Position 15908: 0.5120530683563952
Position 12219: 0.39259630306720217
Position 1975: 0.3806124881587105
Position 19773: 0.3626194400875985
Position 12419: 0.3511231270876591
Position 27700: 0.34274998185457556
Position 26759: 0.270592071714663
Position 20903: 0.2691575982396594
Position 26584: 0.26238243880814344
Position 26501: 0.24812276374808906
Position 15359: 0.2362904500109738
Position 19529: 0.23513247613333288
Position 12309: 0.2131685806633175
Position 23965: 0.20259577400653528
Position 1764: 0.19622987631610792
Position 15457: 0.17033527943824175
Position 10520: 0.11187713943520727
Position 12823: 0.09667370058304729
Position 10697: 0.09477739245622309
Position 7893: 0.049026362710492245
Position 28139: 0.046041172695260146
Position 15246: 0.044310807687114526
Position 27104: 0.04393038958109072
Position 1441: 0.0367505969430303
Position 12869: 0.03581809324820574
Position 28174: 0.03532079588510207
Position 10599: 0.03505281669369021
Position 20841: 0.03457011028921701
Position 716: 0.03414209211250863
Position 1904: 0.02788606257986882
Position 14043: 0.02643538419813904
Position 28062: 0.024395209823358615
Position 12649: 0.024119701652265124
Position 431: 0.015822726188901657
Position 27793: 0.012771946859071773
Position 27765: 0.01120917752100221
Position 8073: 0.010830014107069826
Position 15062: 0.010704733848214732
Position 27590: 0.009639393853552168
Position 26290: 0.008033419615576217
Position 1979: 0.0067357231277316515
Position 15153: 0.006405139071590702
Position 1867: 0.0059521974342223154
Position 15857: 0.005109782213721364
Position 386: 0.004962567627928078
Position 27661: 0.004832648971901656
Position 14077: 0.004593534312959854
Position 27645: 0.004382418815668738
Position 463: 0.004101738317939631
Position 1617: 0.00409527261152752
Position 1593: 0.003589231647590263
Position 13656: 0.0034481088551820186
Position 1334: 0.0032577337741294433
Position 7867: 0.0030025165085843836
Position 18494: 0.002984632753142005
Position 1742: 0.0028854613055671547
Position 1614: 0.002884233972240388
Position 27560: 0.0028214116174383403
Position 12781: 0.002678772669763569
Position 8260: 0.002187553569751566
Position 9430: 0.0020723088184490123
Position 12972: 0.0018816054760964777
Position 1487: 0.001848358259031599
Position 26251: 0.0016642330521969366
Position 9409: 0.001636634267610294
Position 27148: 0.001550507593360205
Position 7948: 0.0014910297070340728
Position 1925: 0.00147673791011555
Position 347: 0.0012441272528869022
Position 13852: 0.0011644193692132937
Position 9441: 0.0011204433537636035
Position 1672: 0.0010106050298553072
Position 2058: 0.0007226577338430368
Position 1644: 0.0006202448635807275
Position 1822: 0.0005306818981018464
Position 988: 0.00048326974531847007
Position 1103: 0.0004135871857315157
Position 556: 0.00034743461030784423
Position 1181: 0.0003104754657983853
Position 171: 0.0002835372859290124
Position 1934: 0.0002720847189689151
Position 1721: 0.00026570910487776016
Position 499: 0.00020221236471822644
Position 436: 0.00018998489052735848
Position 17230: 9.567156060507901e-05
Position 296: 9.211803081946897e-05
Position 150: 8.739047230291309e-05
Position 935: 8.063651170087501e-05
Position 517: 7.51170282094494e-05
Position 1107: 7.302454289795397e-05
Position 20070: 6.822942742689332e-05
Position 1143: 4.73904497515058e-05
Position 1650: 4.111032905266595e-05
Position 178: 3.652045916558854e-05
Position 505: 3.39203203617296e-05
Position 19431: 2.7980729233998375e-05
Position 15721: 2.4402745016836656e-05
Position 358: 2.1780233784484008e-05
Position 252: 2.1371523387767228e-05
Position 1534: 1.6643901987113377e-05
Position 317: 1.634991692799018e-05
Position 681: 1.6194560734853425e-05
Position 875: 1.570333456577751e-05
Position 392: 1.2116619793284514e-05
Position 1410: 1.0893245118247343e-05
Position 1417: 1.0688416826899363e-05
Position 723: 9.20904779730121e-06
Position 831: 8.535592779714738e-06
Position 1843: 8.530176331339681e-06
Position 465: 8.514168628667614e-06
Position 1837: 7.773298786993292e-06
Position 990: 7.355247006950716e-06
Position 206: 7.3045255452162085e-06
Position 944: 6.726745025048288e-06
Position 1283: 6.533625411621929e-06
Position 1338: 6.161471675824141e-06
Position 1010: 5.053442103082395e-06
Position 192: 3.795414143256843e-06
Position 309: 3.574475063908931e-06
Position 135: 2.8572487927522537e-06
Position 14491: 2.5118379467411844e-06
Position 471: 1.050893098318141e-06
Position 209: 6.305651017173476e-07
Position 938: 5.755394790311398e-07
Position 897: 4.2902226105330686e-07
Position 752: 4.22478665263388e-07
Position 726: 3.9833602246752405e-07
Position 14915: 3.9094835998394076e-07
Position 778: 3.562219283834376e-07
Position 311: 3.299320003443573e-07
Position 580: 9.684233058202731e-08
Position 7538: 8.90965498560837e-08
Position 7010: 7.096764020632306e-08
Position 787: 6.817678478858181e-08
Position 5668: 6.45179541829141e-08
Position 950: 3.86399425759186e-08
Position 4514: 3.782508926283973e-08
Position 3715: 3.7599342845642187e-08
Position 5240: 2.5592543509280524e-08
Position 213: 2.4119611749984348e-08
Position 480: 2.2600753909267104e-08
Position 833: 2.219748557301143e-08
Position 5384: 2.2008702396862524e-08
Position 1157: 2.1650687615070555e-08
Position 396: 2.022246812751469e-08
Position 1187: 1.8853217578953316e-08
Position 2845: 1.814447857723978e-08
Position 2451: 1.7714037174252936e-08
Position 5046: 1.718875865447522e-08
Position 6488: 1.5460208913412306e-08
Position 3519: 1.2652769251987431e-08
Position 4396: 1.2250936899455348e-08
Position 613: 1.1958348457813703e-08
Position 2267: 9.832443552194717e-09
Position 2768: 9.5139763965052e-09
Position 5161: 9.316043526294824e-09
Position 4873: 6.65668694123151e-09
Position 443: 6.3580568905761585e-09
Position 5076: 5.3778842196482326e-09
Position 4365: 3.803794201576871e-09
Position 6432: 3.3403536874709305e-09
Position 118: 2.8422091044048244e-09
Position 2146: 2.2596309213401057e-09
Position 483: 2.1356541362339356e-09
Position 5267: 2.0078383501802284e-09
